0,0,0,1,0,0,1,0,10,1,5,3,11,0,0,20,88,0,0,20,15,1,1,1,22,13,21,52,0,5,0,25,0,56,14,0,0,0,0,34,3,0,9,0,5,2,8,12,1,0,11,3,0,0,1,2,1,0,2,0,0,0,19,78,3,2,0,1,0,1,1,1,0,2,2,9,1,81,4,18,31,0,50,0,0,4,2,12,2,0,0,0,0,56,14,1,1,2,0,34,17,0,0,0,0,0,1,22,3,0,2,1,1,5,4,0,0,3,5,4,0,0,1,7,0,4,1,4,0,0,0,0,8,1,0,1,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
0,273,2,20,581,14,81,172,1237,0,5,475,4,16,33,432,1,5,1,7,0,11,4,115,1,1,99,0,25,1508,4,14,1,2,22,3,0,1,0,0,149,122,992,10,3,3,5,2,10,29,1,28,34,0,1835,11,1262,174,148,43,0,0,0,0,2473,7,0,0,1,3,163,3,10,5,37,0,24,17,1,9,1,8,4,1,10,4,3,76,12,118,231,0,7,0,54,0,11,38,3,1341,1,49,3,30,0,50,3,27,0,6,7,424,24,443,122,8,2,4,1,366,333,0,1,1076,132,33,54,0,0,0,0,3,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,11,10,7,3,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,7,0,0,0,0,0,1,2,0,1,0,0,0,0,0,6,0,0,0,0,0,1,0,2,2,0,0,0,0,7,13,0,0,5,1,0,1,0
0,3,1,0,0,0,11,0,0,2,34,1,2,0,0,3,3,1,0,18,3,15,0,4,7,0,7,2,1,0,53,6,1,2,1,0,0,0,0,5,0,17,1,1,743,7,90,7,0,2,8,2,0,3,3,1,1,2,0,1,2,0,0,8,3,3,1,12,0,4,0,0,6,17,0,0,1,1,0,2,93,0,33,0,1,28,6,0,0,1,3,0,1,1,1,8,0,1,0,0,4,0,1,0,1,4,1,43,0,6,0,0,0,0,13,0,0,3,4,0,0,1,1,0,1,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,4,6,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,5,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,9,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,1,0,0
0,6,1,0,11,10,51,91,77,38,153,17,2,3,2,52,292,0,1,39,13,55,3,41,10,0,211,22,26,98,0,86,1,14,53,22,2,0,0,3,14,0,34,2,41,55,41,43,4,3,25,0,0,2,12,43,20,0,20,274,35,1,10,14,17,14,2,26,0,14,4,0,3,11,31,3,0,1072,10,135,40,13,32,0,2,17,86,14,276,7,11,0,13,23,2124,0,2,4,18,35,0,0,3,2,0,1,0,185,0,2,81,5,16,17,868,7,0,3,27,63,4,0,8,251,0,60,5,5,0,0,0,1,1,0,2,0,0,0,0,6,0,1,2,0,0,0,0,0,0,0,1,0,1,5,0,4,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,1,5,0,7,0,2,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,1,0,0,0,2,0,4,0,0
0,23,6,204,3,0,0,1,0,39,31,0,20,0,0,1,0,340,0,80,7,1,0,14,2,35,266,3,0,0,0,12,0,10,4,0,0,0,0,0,0,17,1,0,13,1,12,17,532,59,16,16,116,0,16,0,28,0,0,12,61,1,0,2,22,2,0,10,0,0,65,343,0,2,0,3,15,0,0,0,8,0,8,0,0,0,0,0,0,45,15,0,0,1,1,2,0,0,0,0,1,0,54,17,64,76,112,4,42,0,3,113,0,0,15,0,0,32,8,0,70,8,3,0,449,12,0,8,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,17,0,2,1,0,4,0,27,2,0,3,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,1,0,0,0,0,1,0,0,0,0,0,1,4,0,15,0,0,0,86,1,0,1
0,0,0,0,0,0,0,0,0,38,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,42,0,4,3,1,0,0,0,0,2,0,0,0,67,5,12,1,0,0,0,23,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,0,0,0,0,2,0,0,0,161,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,98,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,37,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
27,0,1,3,10,70,111,9,32,227,141,3,2,1,280,16,17,21,49,1,1,8,1664,4,0,23,39,2,40,17,1,19,35,6,153,116,548,111,171,0,15,12,9,492,13,13,181,4,91,0,80,0,10,26,2,198,2,3,2,6,31,1,0,1,4,35,2,2,35,0,15,13,1454,312,884,1,3,259,1354,12,5,168,1,139,47,9,207,11,38,95,2,15,52,0,30,5,144,2,1388,2,6,3,30,1,0,0,15,48,14,24,34,507,1,2,66,4254,39,2,0,20,1,0,246,16,0,6,3,4,0,0,12,0,0,0,1,0,5,0,0,0,1,0,8,3,9,2,4,0,0,0,0,2,0,0,1,0,0,0,9,0,0,1,0,2,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,5,1,0,0,0,0,1,1,0,1,0,1,6,0,1,0,2,0,0,1,4,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,17,3,0,0,0,0,0,5,1,0,1,0,0
0,103,2,41,1,5,28,7,6,1,8,27,3,11,0,19,0,15,0,0,0,0,0,129,0,1,2,0,2,2,2,1,0,1,1,0,0,0,0,1,5,386,83,0,36,0,41,0,17,121,0,114,20,0,641,0,83,252,0,32,0,0,0,0,99,0,0,5,0,0,8,27,1,17,1,0,14,0,0,1,3,25,98,1,0,2,1,2,0,29,74,2,0,1,0,0,1,3,0,4,0,3,45,13,0,162,7,54,4,0,2,32,1,30,1,0,0,10,14,14,57,0,3,3,52,14,5,3,0,0,0,7,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,16,2,0,0,0,0,0,1,9,0,17,1,0,37,0,4,18,0,1,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,36,0,0,0,0,0,0,0,6,0,0,0,0,0,0,15,0,1,0,5,1,0,0
0,63,5,45,104,4,8,12,6,16,55,100,21,125,0,30,0,28,0,19,0,12,0,171,0,1,48,1,4,29,1,85,0,0,25,0,0,0,0,0,11,96,41,1,32,9,33,14,101,132,15,36,55,0,770,1,150,169,4,143,11,0,0,0,687,5,2,9,0,4,141,34,3,7,8,5,15,0,0,0,30,2,91,2,0,13,2,5,1,267,246,1,5,1,2,0,0,2,1,6,3,0,41,13,0,261,11,36,1,1,20,540,6,23,80,1,0,4,29,25,367,0,2,10,100,39,6,0,0,3,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,2,0,0,0,0,7,0,4,2,0,13,0,16,28,1,6,0,0,0,0,33,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,5,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,2,1,0,0,1,9,3,12,0,0,0,1,2,1,67,0,0,0,12,3,0,0
11,9,21,12,6,9,27,3,21,4,0,3,3,27,9,32,1,13,6,0,0,0,243,1,2,5,1,1,5,47,282,0,1,1,12,0,2,0,1,5,24,4,8,18,1,0,0,1,23,0,1,12,31,1,0,5,9,0,13,3,0,0,0,2,0,1,0,0,74,1,19,15,175,12,30,1,12,3,5,1,3,37,21,28,77,1,5,31,0,2,2,0,1,1,0,1,32,14,105,6,9,126,0,18,0,1,6,2,9,35,1,1,5,5,0,63,2,2,7,5,1,1,25,20,1,0,18,2,0,0,0,0,1,0,0,0,0,0,18,0,0,0,2,0,2,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,11,0,1,2,1,0,1,0,2,0,0,0,1,4,0,1,7,0,0,4,0,0,0,0,2,1,0,0,3,3,0,0,0,6,0,2,0,0,0,0,2,6,0,0,4,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0
