arms_cluster_id,object_signature_cluster_id,leg_pose_variant,mult_top,mult_right,mult_bottom,mult_left
375,807,,2.0,3.5,6.5,3.5
375,9069,,2.0,3.5,8.5,3.5
375,9073,,2.0,8.0,10.5,8.0
375,9078,,2.0,3.5,7.0,3.5
375,9080,,2.0,7.0,8.0,7.0
375,9080,1.0,3.5,5.5,7.5,5.5
375,9080,5.0,3.5,7.0,12.5,7.0
375,9081,,2.0,3.5,9.0,3.5
375,9087,,2.0,4.0,9.5,4.0
375,9095,,2.0,4.0,7.5,4.0
375,9096,,2.0,4.0,6.5,4.0
375,9100,,2.0,3.5,10.5,3.5
375,9102,,2.0,4.0,11.5,4.0
376,1,,1.5,3.0,5.0,3.0
377,9080,,3.0,7.0,7.5,8.0
378,1,,1.5,3.5,6.0,3.5
378,604,,2.0,4.0,7.5,4.0
379,1,,1.5,3.5,8.0,3.5
379,330,,2.0,7.0,16.5,6.5
38,1,,1.5,4.0,6.5,4.0
380,1,,1.5,4.0,6.5,4.0
380,103,,2.0,4.0,11.0,5.0
380,217,,2.0,4.0,11.5,5.5
380,794,,2.0,3.0,11.5,6.0
380,807,,2.0,4.0,9.5,4.0
380,9078,,2.0,3.5,9.5,3.5
380,9080,,2.0,7.0,7.5,7.0
380,9096,,2.0,4.0,9.5,4.0
381,1,,1.5,3.0,5.5,3.0
381,9080,,2.0,6.5,7.5,7.0
382,1,,1.5,4.5,9.5,4.5
382,794,,2.0,4.5,11.5,7.0
382,9078,,2.0,3.5,5.5,4.0
383,1,,1.5,3.5,6.0,3.5
383,232,,2.0,7.5,7.5,6.5
383,310,,2.0,7.0,8.5,5.0
383,9073,,2.0,8.5,8.5,5.5
383,9080,,2.0,7.5,7.5,5.5
384,1,,1.5,3.0,6.5,3.0
384,7,,2.0,3.0,6.0,3.0
384,9083,,2.0,3.0,6.0,3.0
385,1,,1.5,3.5,5.0,3.5
385,9080,,2.0,7.5,6.5,7.0
386,1,,1.5,3.5,7.5,3.5
387,1,,3.5,3.0,8.5,5.5
387,117,,4.5,7.0,8.0,10.5
387,9080,,4.5,7.0,10.0,10.5
388,1,,1.5,4.5,5.0,3.0
388,355,,2.0,5.0,5.5,4.0
388,9069,,2.0,5.5,6.5,4.0
388,9083,,2.0,5.0,5.5,4.0
389,1,,1.5,3.5,6.0,2.0
39,1,,2.0,5.0,6.0,5.0
39,310,,2.0,5.0,5.5,5.0
39,9069,,2.0,4.5,5.5,4.5
39,9081,,2.0,5.0,5.5,4.5
390,1,,2.0,3.5,6.0,3.5
390,118,,2.5,4.0,8.0,4.0
390,9083,,2.5,3.5,6.5,3.5
391,1,,1.5,3.0,4.0,3.0
391,9081,,2.0,3.0,4.0,3.0
392,1,,1.5,3.0,7.5,3.0
393,1,,1.5,2.0,5.0,3.5
394,1,,1.5,3.0,5.5,3.0
395,1,,1.5,3.0,6.5,3.0
396,1,,1.5,3.0,5.0,3.0
396,7,,2.0,3.0,5.0,3.0
397,1,,1.5,3.5,7.5,3.5
398,1,,1.5,3.5,4.5,3.5
398,9080,,2.0,4.0,5.0,4.0
399,1,,1.5,2.5,5.0,2.5
4,1,,1.5,3.0,5.0,3.0
4,7,,2.0,3.5,5.0,3.5
40,1,,3.0,5.5,5.0,3.5
40,9080,,3.0,9.5,6.5,5.0
400,1,,1.5,5.5,8.0,5.5
401,1,,1.5,3.0,8.0,3.0
401,116,,2.0,3.0,9.0,6.0
401,9069,,2.0,3.0,7.5,3.0
401,9073,,2.0,7.0,8.0,7.0
401,9080,,2.0,7.0,10.5,7.0
401,9081,,2.0,3.0,7.0,3.0
401,9083,,2.0,3.0,8.0,3.5
402,1,,1.5,3.5,5.0,5.0
402,9069,,2.0,3.5,5.5,5.0
402,9081,,2.0,3.5,5.0,5.0
403,1,,1.5,4.5,7.5,4.5
403,9069,,2.0,4.5,10.0,4.5
404,1,,1.5,3.5,6.5,8.0
404,9080,,2.0,6.0,8.0,10.5
405,1,,1.5,2.5,4.0,2.5
406,9080,,2.0,5.0,7.0,10.0
408,1,,1.5,6.0,9.5,6.0
408,9080,,2.0,10.5,11.5,6.5
409,1,,1.5,4.5,6.5,2.0
41,1,,1.5,2.5,2.5,2.5
41,9080,,2.0,5.5,4.0,5.0
410,1,,1.5,3.5,5.5,3.5
410,310,,2.0,5.5,5.5,5.5
410,9069,,2.0,3.5,5.0,3.5
410,9073,,2.0,6.5,6.0,6.5
411,1,,2.5,3.0,6.0,3.0
411,9069,,3.5,3.0,6.0,3.0
411,9080,,3.0,7.0,11.0,7.0
411,9080,1.0,3.5,7.0,7.5,6.5
411,9080,5.0,3.5,6.5,12.0,5.0
412,1,,1.5,3.5,6.0,3.5
412,9080,,2.0,7.5,7.0,7.5
413,1,,1.5,2.5,6.0,4.0
414,1,,1.5,3.5,4.5,3.5
414,9073,,2.0,8.0,8.0,5.5
414,9081,,2.0,4.0,5.0,4.0
415,9080,,2.0,7.5,8.5,7.5
416,1,,1.5,3.0,6.0,3.0
416,118,,2.0,3.5,6.5,3.5
417,1,,1.5,2.5,6.5,2.5
417,9069,,2.0,3.0,7.0,3.0
418,1,,1.5,3.0,6.5,3.0
418,25,,2.0,3.0,6.5,3.0
418,9080,,2.0,7.5,10.5,7.5
419,1,,1.5,3.0,5.0,3.0
42,1,,1.5,2.5,4.5,2.5
42,9081,,2.0,2.5,5.0,2.5
420,1,,1.5,3.0,4.5,3.0
421,1,,1.5,4.0,5.5,4.0
422,1,,1.5,3.5,4.5,3.5
422,9069,,2.0,3.0,5.0,3.0
423,1,,1.5,3.0,4.5,3.0
423,9069,,2.0,2.5,4.5,2.5
423,9080,,2.0,7.0,8.0,7.5
423,9080,1.0,3.5,6.5,7.5,6.5
423,9080,4.0,3.5,6.5,10.5,6.5
423,9080,5.0,3.5,5.0,12.0,7.5
424,1,,1.5,4.0,6.5,4.0
424,9080,,2.0,7.0,7.5,7.5
425,1,,1.5,3.0,5.5,3.0
426,1,,1.5,3.0,5.5,3.0
426,9080,,2.0,7.0,11.0,7.5
427,1,,1.5,3.5,8.5,3.5
427,9069,,2.0,3.5,5.5,3.5
427,9073,,2.0,8.0,11.0,8.0
428,1,,1.5,3.5,7.0,5.5
428,310,,2.0,4.5,8.0,7.0
428,9069,,2.0,4.0,8.5,5.5
428,9073,,2.5,4.0,9.5,8.0
428,9080,,2.0,6.5,11.5,8.5
428,9080,1.0,3.5,4.5,6.5,8.0
428,9080,2.0,3.5,6.5,8.0,7.0
428,9080,5.0,3.5,6.5,12.0,8.5
428,9080,6.0,3.5,9.0,14.0,9.5
429,1,,1.5,3.0,4.5,3.0
43,1,,1.5,3.5,4.5,2.0
430,1,,1.5,3.0,5.0,4.5
430,9080,,2.0,6.0,7.0,7.5
431,1,,1.5,3.0,5.5,3.0
431,25,,2.0,3.0,5.0,3.0
431,9069,,2.0,3.0,5.0,3.0
431,9080,,2.0,7.0,11.5,7.5
431,9081,,2.0,3.0,5.5,3.0
433,9083,,2.0,3.0,5.5,3.0
434,9080,,3.5,7.0,5.0,7.0
436,1,,1.5,3.0,5.5,3.0
436,25,,2.0,3.0,5.5,3.0
436,9069,,2.0,3.5,6.5,3.5
436,9082,,2.0,3.5,5.5,3.0
437,1,,1.5,2.0,3.5,4.0
437,9080,,2.0,5.0,4.0,5.5
438,1,,1.5,3.0,4.5,3.0
438,9081,,2.0,3.0,5.0,3.0
439,91,,2.0,3.0,3.0,2.0
439,932,,2.0,3.0,4.0,2.5
44,1,,1.5,3.0,5.0,3.0
440,1,,1.5,3.0,5.0,3.0
440,9080,,2.0,6.0,7.5,7.5
441,1,,1.5,2.5,4.5,2.5
442,1,,1.5,3.0,5.0,3.0
443,1,,1.5,3.0,6.5,3.0
443,310,,2.0,4.0,7.5,4.5
443,9069,,2.0,3.0,7.5,3.5
443,9073,,2.0,5.5,10.5,6.5
443,9080,,2.0,6.0,8.5,7.0
443,9083,,2.0,3.0,8.5,3.5
444,1,,1.5,2.5,3.5,2.5
445,1,,1.5,4.0,6.5,4.0
445,103,,2.0,5.0,11.5,6.5
445,217,,2.0,4.5,11.5,7.0
445,9080,,2.0,7.0,8.0,7.5
446,1,,1.5,3.0,4.5,3.0
446,9080,,2.0,5.0,5.5,5.0
447,1,,1.5,2.5,5.5,4.0
448,1,,1.5,3.0,4.5,3.0
449,1,,1.5,3.0,5.0,3.0
449,9073,,2.0,5.0,8.5,6.5
45,1,,1.5,3.0,5.0,3.0
450,1,,1.5,3.5,8.5,3.5
450,7,,2.0,4.0,7.5,4.0
450,9069,,2.0,4.5,11.0,3.0
450,9080,,2.0,7.5,8.5,8.0
452,1,,1.5,3.5,5.0,3.5
452,9069,,2.0,3.0,5.0,3.0
452,9070,,2.0,3.5,9.0,3.5
452,9080,,2.0,7.0,9.5,7.5
452,9081,,2.0,3.5,9.0,3.5
453,1,,1.5,4.5,6.0,2.0
453,310,,2.0,8.0,8.0,3.5
453,9073,,2.0,8.5,8.5,4.0
453,9080,,2.0,9.0,7.5,5.5
454,1,,1.5,2.5,4.0,2.5
455,1,,1.5,3.0,4.0,3.0
455,9081,,2.0,3.0,4.5,3.0
456,9081,,2.0,2.5,4.0,2.5
457,1,,1.5,3.0,5.5,3.0
458,1,,1.5,2.5,3.5,2.5
459,1,,1.5,3.0,5.5,3.0
459,25,,2.0,3.0,5.0,3.0
46,1,,1.5,3.0,8.5,3.0
46,116,,2.5,3.0,10.0,6.0
46,232,,2.5,6.0,8.5,7.5
46,310,,2.0,5.0,8.5,5.0
46,807,,2.0,3.5,7.0,3.5
46,9069,,2.0,3.5,10.0,3.5
46,9069,3.0,3.5,3.5,8.5,3.5
46,9069,5.0,3.5,3.5,11.5,3.5
46,9073,,2.0,7.0,11.0,7.0
46,9078,,2.0,3.5,6.5,3.5
46,9080,,2.0,7.0,11.5,7.0
46,9081,,2.0,3.0,7.5,3.0
46,9083,,2.0,3.0,9.5,3.5
460,1,,1.5,3.5,5.0,3.5
460,310,,2.0,4.0,5.0,4.0
460,9069,,2.0,3.5,5.0,3.5
460,9073,,2.0,5.5,5.0,5.5
460,9081,,2.0,4.0,4.5,4.0
461,9083,,2.0,4.5,6.0,3.5
462,1,,1.5,3.5,5.0,3.5
463,1145,,2.0,3.0,5.5,3.0
463,9069,,2.0,3.0,5.0,3.0
463,9101,,2.0,3.0,5.0,3.0
464,1,,1.5,3.0,5.5,3.0
464,310,,2.0,3.0,6.5,3.0
464,9069,,2.0,3.0,6.0,3.0
464,9083,,2.0,3.0,5.5,2.5
465,1,,1.5,5.0,7.0,3.5
465,9080,,2.0,10.5,7.0,7.5
466,1,,2.0,6.5,4.5,3.5
466,9080,,2.5,11.0,6.0,6.0
468,1,,1.5,3.5,5.0,3.5
468,9078,,2.0,3.5,5.5,3.5
468,9082,,2.5,4.0,5.5,4.0
469,1,,1.5,3.0,5.0,3.0
47,1,,1.5,3.5,5.0,3.5
47,310,,2.0,3.0,5.5,4.0
47,7,,2.0,3.5,5.0,3.5
47,9069,,2.0,3.0,5.0,3.5
470,1,,1.5,4.5,8.5,4.5
470,9069,,2.0,4.5,9.5,5.0
470,9080,,3.0,9.0,11.0,7.5
471,1,,1.5,3.5,10.0,3.5
471,397,,2.0,3.5,6.5,3.5
471,9069,,2.0,3.0,6.5,3.5
471,9087,,2.0,3.5,6.0,3.5
472,1,,1.5,3.0,4.0,3.0
472,275,,2.5,5.0,5.0,5.5
472,9083,,2.0,3.0,4.5,3.5
473,1,,2.0,4.5,6.5,4.5
474,1,,1.5,3.0,9.5,3.0
474,9069,,2.0,3.0,9.5,3.0
474,9083,,2.0,2.5,5.5,3.0
475,1,,1.5,3.0,4.0,3.0
478,1,,1.5,2.5,5.0,2.5
478,9080,,2.0,7.0,7.5,7.0
479,9081,,2.0,3.0,4.5,3.0
48,9081,,2.0,3.5,5.0,3.5
480,9069,,4.0,3.5,9.0,4.0
480,9073,,5.0,7.5,10.0,7.5
480,9080,,4.5,7.0,11.5,7.5
480,9081,,4.5,4.0,7.0,4.0
480,9109,,7.0,3.5,8.5,3.5
480,960,,6.0,4.0,11.0,4.5
481,1,,1.5,3.0,6.0,3.0
482,1,,1.5,3.0,7.5,3.0
482,7,,2.0,3.5,6.5,3.5
483,1,,1.5,3.5,7.0,3.5
483,25,,2.0,3.5,6.5,3.5
483,9080,,2.0,8.0,8.0,7.5
484,1,,3.5,5.5,7.5,5.5
484,9080,,4.0,8.0,11.5,8.5
485,1,,1.5,3.0,5.0,3.0
485,310,,2.0,3.0,5.5,3.0
485,9069,,2.0,3.0,5.0,3.0
485,9081,,2.0,3.5,10.5,3.5
486,1,,1.5,2.5,4.5,2.5
487,1,,1.5,3.5,5.5,3.5
487,310,,2.0,5.0,5.0,5.0
487,9069,,2.0,4.0,5.0,4.0
487,9073,,2.0,7.0,7.5,7.0
488,1,,1.5,3.0,8.5,3.0
489,1,,1.5,4.0,5.0,1.5
49,1,,1.5,4.5,5.0,4.5
490,1,,1.5,3.0,5.0,3.0
490,206,,2.0,3.0,5.0,3.0
490,310,,2.0,5.0,5.0,5.0
490,9069,,2.0,3.5,5.0,3.5
490,9073,,2.0,6.0,7.0,6.5
490,9081,,2.0,3.0,5.0,3.0
490,960,,2.0,3.0,5.0,3.0
491,9080,,3.5,5.0,6.0,11.0
492,1,,1.5,3.0,5.0,3.0
493,9069,,2.0,3.5,5.5,2.5
494,1,,1.5,5.0,6.5,5.0
494,807,,2.0,5.0,10.0,6.5
494,9069,,2.0,4.0,11.0,5.5
494,9080,,2.0,7.0,12.0,8.5
494,9083,,2.0,4.0,6.5,6.5
495,7,,2.0,3.0,5.0,3.0
496,7,,2.0,3.5,6.5,3.5
496,9080,,2.0,8.5,10.5,7.5
497,1,,1.5,3.5,8.5,2.0
497,9069,,2.0,3.5,10.5,3.5
497,9080,,2.0,7.5,11.0,8.0
498,1,,1.5,2.5,4.0,2.5
498,9069,,2.0,2.5,5.0,2.5
499,1,,1.5,3.0,5.5,3.0
5,1,,1.5,3.0,4.0,3.0
50,1,,2.0,3.5,5.0,3.5
500,1,,1.5,3.0,5.0,3.0
500,9081,,2.0,3.0,4.0,3.0
501,1,,1.5,3.0,6.0,3.0
502,1,,1.5,5.0,10.5,3.5
503,1,,1.5,2.5,4.5,2.5
504,1,,1.5,3.0,6.0,3.0
504,217,,2.0,3.5,9.0,4.0
504,232,,2.0,6.0,7.0,6.0
504,310,,2.0,6.0,7.0,6.0
504,9069,,2.0,3.5,7.0,3.5
504,9073,,2.0,7.5,8.0,7.5
504,9080,,2.0,6.0,7.0,6.0
505,1,,1.5,3.0,5.5,3.0
505,25,,2.0,3.0,5.5,3.0
505,9069,,2.0,3.0,5.5,3.0
505,9081,,2.0,3.0,5.5,3.0
507,1,,1.5,3.0,5.0,3.0
507,9080,,2.0,6.5,8.5,7.5
508,1,,1.5,2.5,4.0,2.5
509,1,,1.5,3.0,4.0,3.0
51,1,,1.5,2.5,5.0,2.5
51,9069,,2.0,2.5,5.5,3.0
510,1,,1.5,3.5,4.5,3.5
510,9069,,2.0,4.0,5.0,4.0
511,1,,1.5,9.0,6.5,2.5
511,9080,,2.0,12.0,7.5,6.0
512,1,,1.5,3.5,8.0,3.5
512,7,,2.0,3.0,6.5,3.0
512,9069,,2.0,3.0,10.5,3.0
512,9080,,2.0,7.5,10.5,8.0
512,9080,1.0,3.5,6.5,8.0,7.5
512,9080,4.0,3.5,8.5,10.0,8.0
512,9080,5.0,3.5,6.5,13.0,6.5
512,9081,,2.0,3.0,11.0,3.0
513,1,,1.5,2.5,6.0,2.5
513,9080,,2.0,7.5,9.5,8.5
514,1,,1.5,3.5,9.0,3.5
514,9080,,2.0,7.5,11.5,7.5
515,1,,1.5,3.0,4.5,3.0
515,9081,,2.0,3.0,4.5,3.0
516,1,,1.5,3.0,5.0,3.0
516,217,,2.0,7.0,9.0,5.0
517,9069,,2.0,3.0,9.0,2.5
517,9083,,2.0,3.0,6.5,2.5
518,1,,1.5,3.0,6.0,3.0
518,25,,2.0,3.5,6.5,3.5
518,310,,2.0,3.0,6.5,3.5
518,604,,2.0,3.5,7.0,3.5
518,627,,2.0,3.5,6.0,3.0
518,9069,,2.0,3.5,6.5,3.5
518,9082,,2.0,3.5,6.0,3.0
519,1,,1.5,2.5,3.5,2.5
519,9080,,2.0,6.5,5.5,6.0
52,1,,1.5,3.0,5.0,3.0
520,1,,1.5,3.5,5.0,2.0
521,232,,2.0,5.5,8.0,9.0
521,9069,,2.0,2.5,8.5,4.0
521,9073,,2.0,4.5,9.0,8.5
521,9080,,2.0,5.5,8.0,9.0
522,1,,1.5,4.0,5.0,4.0
522,9081,,2.0,4.0,4.0,4.5
523,1,,1.5,3.5,9.0,3.5
523,9069,,2.0,3.5,9.0,3.5
523,9080,,2.0,7.0,10.5,7.0
523,9080,1.0,3.5,6.0,7.5,6.0
523,9080,4.0,3.5,11.0,26.0,12.0
523,9080,5.0,3.5,6.5,12.5,6.5
524,1,,2.0,2.5,4.0,4.0
525,1,,1.5,4.0,7.5,4.0
526,1,,4.0,4.5,9.5,4.5
526,9069,,4.5,4.0,9.0,4.0
526,9073,,5.0,7.5,9.5,7.5
526,9109,,7.0,3.5,10.5,3.5
527,1,,1.5,2.0,6.0,5.5
527,355,,2.0,2.0,8.0,6.5
527,9080,,2.0,5.0,7.5,10.5
527,9083,,2.0,2.0,8.5,6.0
529,1,,1.5,3.0,5.5,3.0
529,9073,,2.5,3.5,8.0,7.5
530,9069,,2.0,4.5,11.5,5.0
530,9080,,2.0,9.0,11.0,9.5
530,9083,,2.0,4.0,7.5,4.0
531,1,,1.5,1.5,8.0,6.5
531,310,,2.0,2.5,10.0,6.0
531,9069,,2.0,2.0,10.0,6.5
531,9080,,2.0,6.0,8.0,12.5
531,9083,,2.0,2.0,10.0,7.0
532,1,,1.5,3.0,4.5,3.0
533,1,,1.5,3.5,5.0,3.5
533,310,,2.0,5.0,7.5,6.5
533,9069,,2.0,4.0,5.5,4.0
533,9073,,2.0,5.5,8.5,8.0
533,9081,,2.0,4.0,5.0,4.0
534,1,,1.5,2.5,3.5,2.5
534,9080,,2.0,4.0,4.0,5.0
535,1,,1.5,3.0,4.5,3.0
535,9080,,2.0,6.0,6.5,6.5
536,1,,1.5,3.0,8.5,3.0
536,9081,,2.0,3.5,10.5,4.5
537,1,,1.5,3.0,6.0,3.0
537,118,,2.0,3.5,6.5,3.5
537,355,,2.0,3.5,6.5,3.5
537,7,,2.0,3.0,6.0,3.0
537,9069,,2.0,3.5,8.0,3.0
537,9083,,2.0,3.0,6.5,3.5
539,9069,,2.0,3.0,4.0,3.0
539,9081,,2.0,3.0,4.5,3.0
54,1,,1.5,3.5,5.5,3.5
54,9069,,2.0,4.0,6.0,4.0
540,9081,,2.0,3.5,5.0,3.5
541,1,,1.5,2.5,5.0,2.5
542,1,,2.0,3.5,5.0,3.5
542,9069,,2.0,3.5,5.5,3.5
543,9080,,2.0,7.0,7.0,7.0
544,1,,2.0,4.0,6.0,4.0
544,9069,,2.0,4.0,8.5,4.0
544,9082,,2.5,4.5,6.5,4.0
545,1,,2.0,2.0,5.0,9.0
545,9080,,4.0,5.0,6.0,12.0
546,9080,,2.0,5.5,5.5,5.0
547,1,,1.5,3.0,5.0,3.0
547,9083,,2.0,3.0,5.0,3.5
548,1,,1.5,4.0,4.5,4.0
549,1,,1.5,2.5,3.5,2.5
549,9080,,2.0,5.0,4.5,4.5
55,9080,,2.0,5.0,5.5,4.5
550,1,,1.5,3.5,6.0,3.5
550,232,,2.0,7.0,7.0,7.0
550,634,,2.0,6.5,8.5,6.5
550,9080,,2.0,7.0,7.0,7.0
551,1,,1.5,4.0,6.0,4.0
551,9069,,2.0,4.0,5.5,3.5
551,9080,,2.0,7.0,7.5,7.5
552,1,,1.5,3.5,8.0,3.5
552,330,,2.0,5.5,16.0,5.5
552,9080,,2.0,7.0,8.0,7.0
553,1,,3.5,3.5,4.5,3.5
554,1,,1.5,3.0,6.0,3.0
555,1,,1.5,3.0,6.0,3.0
555,116,,2.5,3.0,10.5,6.5
555,310,,2.0,4.5,9.5,4.5
555,9069,,2.0,3.5,9.5,3.0
556,1,,3.5,2.0,6.5,8.5
556,9080,,5.5,4.5,8.0,12.0
557,217,,2.0,3.5,11.5,4.5
557,9069,,2.0,3.0,7.5,4.5
557,9073,,2.0,5.5,9.0,8.5
557,9073,3.0,3.5,6.0,8.5,8.5
557,9073,4.0,3.5,5.0,9.0,6.5
557,9073,5.0,3.5,5.5,10.5,8.0
557,9080,,2.0,6.0,7.5,8.0
557,9100,,2.0,2.0,9.0,3.5
558,9069,,3.0,4.0,8.5,2.5
558,9080,,3.0,9.5,10.0,7.5
559,1,,1.5,4.0,6.0,4.0
56,206,,2.0,2.5,4.5,2.5
56,58,,2.0,3.0,5.0,3.0
56,9080,,2.0,6.5,7.5,7.0
560,1,,1.5,2.5,4.5,2.5
561,1,,1.5,3.0,5.0,3.0
562,217,,2.0,4.0,11.5,6.0
562,9069,,2.0,4.0,6.0,4.0
562,9080,,2.0,7.0,7.5,7.0
563,1,,3.5,6.0,8.0,6.0
563,9080,,3.5,7.0,12.0,10.0
564,1,,1.5,2.5,4.5,2.5
565,1,,2.0,6.0,9.0,4.0
565,1121,,2.0,7.0,10.0,7.5
565,9080,,2.5,9.5,7.5,6.0
566,9069,,2.0,3.0,4.5,3.0
566,9081,,2.0,3.0,4.5,3.0
567,1,,1.5,3.0,5.0,3.0
567,9069,,2.0,4.0,7.5,4.0
567,9082,,2.0,4.0,6.0,3.5
567,9095,,2.0,4.0,9.0,3.5
568,1,,1.5,3.0,3.0,3.0
568,9069,,2.0,3.5,4.5,3.5
568,9081,,2.0,3.5,4.5,3.5
569,1,,1.5,2.5,6.0,2.5
569,9069,,2.0,3.0,6.5,3.0
57,1,,1.5,2.5,5.0,2.5
57,9069,,2.0,2.5,5.0,2.5
57,9080,,2.0,7.0,11.5,7.0
570,1,,1.5,3.5,4.5,3.5
570,9069,,2.0,4.0,4.5,4.0
571,1,,2.5,5.0,7.5,3.5
571,25,,3.0,5.0,7.0,3.5
572,1,,1.5,3.5,4.0,3.5
572,9083,,2.0,4.0,5.0,4.0
573,1,,1.5,2.5,4.0,2.5
574,1,,1.5,4.0,6.0,4.0
574,217,,2.0,5.5,11.5,4.5
574,9080,,2.0,7.5,8.5,7.0
575,310,,2.0,4.5,6.5,5.0
575,9069,,2.0,3.5,5.0,3.0
575,9073,,2.0,5.5,10.5,6.0
576,1,,1.5,3.5,5.0,3.5
577,1,,1.5,7.5,7.0,2.5
577,9080,,2.0,9.5,7.5,4.5
578,1,,1.5,2.5,2.5,2.5
578,9080,,2.0,8.0,9.0,7.5
579,1,,1.5,3.5,6.0,3.5
579,310,,2.0,4.5,7.0,4.5
579,9069,,2.0,4.0,9.0,4.5
579,9080,,2.0,7.5,7.0,7.5
579,9081,,2.0,4.0,6.0,4.0
58,1,,1.5,2.5,4.5,2.5
580,1,,1.5,3.0,5.5,3.0
580,217,,2.0,4.0,10.0,5.5
580,9080,,2.0,7.5,8.5,7.5
581,9080,,2.0,6.5,4.0,7.0
582,1,,1.5,2.5,8.5,4.5
583,9069,,2.0,4.5,10.5,4.5
583,9080,,2.0,8.0,8.5,7.5
584,1,,1.5,3.0,3.0,1.5
585,1,,4.0,5.5,10.0,4.0
585,9069,,4.0,4.5,5.5,4.5
585,9080,,4.0,7.0,12.0,8.5
586,1,,3.0,9.5,6.0,2.5
586,116,,5.5,12.0,7.0,5.0
586,9080,,5.0,12.0,7.0,4.0
587,1,,1.5,3.0,5.0,3.0
588,1,,1.5,2.5,5.5,2.5
588,9069,,2.0,3.0,5.5,2.5
588,9080,,2.0,7.5,9.0,7.0
589,1,,1.5,3.5,5.0,3.5
589,310,,2.0,4.5,5.0,4.5
589,9069,,2.0,4.0,5.0,4.0
589,9081,,2.0,4.0,5.0,4.0
59,1,,1.5,3.0,5.0,3.0
591,1,,1.5,7.0,7.0,3.5
591,232,,2.0,9.5,8.0,6.0
591,9080,,2.0,10.0,7.5,5.5
592,1,,1.5,2.5,3.5,2.5
593,1,,1.5,4.0,6.0,4.0
593,174,,2.0,7.5,7.5,7.0
593,217,,2.0,4.5,11.0,4.5
593,310,,2.0,5.0,8.5,5.0
593,9069,,2.0,4.0,10.0,4.0
593,9069,2.0,3.5,3.5,6.0,3.5
593,9069,3.0,3.5,4.0,7.0,4.0
593,9069,5.0,3.5,4.5,9.5,4.5
593,9080,,2.0,7.0,7.0,7.5
593,9114,,2.0,7.0,6.5,7.5
593,95,,2.0,6.5,6.0,6.5
594,1,,1.5,3.5,5.0,3.5
594,9069,,2.0,4.0,5.5,4.0
594,9081,,2.0,3.5,5.5,3.5
595,1,,1.5,3.5,4.5,3.5
595,310,,2.0,6.0,6.0,6.0
595,9069,,2.0,3.5,5.0,4.0
595,9073,,2.0,7.5,8.0,7.0
595,9081,,2.0,4.0,4.5,4.0
596,1,,1.5,4.0,7.5,2.5
596,9080,,2.0,9.0,8.0,6.5
597,1,,3.5,5.0,6.0,5.0
597,9069,,3.0,4.5,9.5,4.5
597,9073,,4.5,8.0,8.0,8.0
597,9080,,3.5,7.5,11.0,7.5
598,1,,1.5,3.0,6.0,3.0
598,217,,2.0,6.5,11.5,5.0
598,9080,,2.0,7.5,8.0,6.0
599,1,,1.5,2.5,4.0,2.5
599,9081,,2.0,3.0,4.0,3.0
6,1,,2.0,3.5,6.0,3.5
60,1,,1.5,2.5,4.5,2.5
60,9069,,2.0,3.0,5.0,2.5
600,1,,3.0,1.5,4.5,7.5
600,9080,,6.0,4.5,7.0,13.0
601,9080,,2.0,6.5,7.5,8.0
602,1,,2.0,4.0,5.5,4.0
602,807,,3.0,4.0,7.0,4.5
602,9069,,2.0,4.0,9.5,4.0
602,9081,,2.5,4.0,6.5,4.0
602,9083,,2.5,4.0,6.5,4.5
602,9096,,3.5,4.0,6.0,4.5
603,1,,1.5,3.0,6.0,4.5
604,1,,2.0,2.5,5.5,4.0
604,9069,,2.5,2.5,6.0,4.5
604,9080,,2.5,7.0,10.5,7.5
605,1,,1.5,2.5,5.0,2.5
606,1,,2.5,6.0,6.5,3.5
607,1,,1.5,3.0,6.0,3.0
607,9069,,2.0,3.5,6.5,3.5
607,9082,,2.0,3.5,5.5,3.0
607,91,,2.0,3.5,5.5,3.5
608,1,,1.5,3.5,4.5,3.5
608,9080,,2.0,7.0,6.0,6.0
609,217,,2.0,5.0,12.0,6.0
609,9069,,2.0,3.0,9.0,4.0
61,1,,1.5,3.0,5.5,3.0
610,1,,1.5,3.0,4.0,3.0
610,91,,2.0,2.5,3.0,2.5
611,1,,1.5,3.0,9.0,3.0
611,9069,,2.0,3.5,10.5,3.5
611,9080,,2.0,9.0,8.0,6.5
612,1,,1.5,2.5,5.0,2.5
613,1,,2.0,3.5,5.0,3.5
613,9081,,2.5,4.0,7.5,4.0
615,1,,3.5,4.0,7.5,4.0
615,9069,,4.5,4.0,6.5,4.0
615,9080,,4.0,7.5,10.5,7.0
615,9080,1.0,4.0,7.0,8.0,5.5
615,9080,4.0,3.5,7.0,11.5,6.5
615,9080,5.0,4.5,7.0,11.5,4.5
617,1,,1.5,3.0,4.0,3.0
618,1,,1.5,2.5,5.0,2.5
618,9069,,2.0,3.5,10.5,3.0
619,1,,1.5,5.5,10.5,5.5
619,310,,2.0,6.0,6.0,6.0
619,9069,,2.0,6.0,8.0,6.0
619,9080,,2.0,7.5,10.5,8.0
62,1,,1.5,3.0,3.5,3.0
62,9080,,2.0,6.0,5.0,5.0
621,1,,1.5,4.0,7.5,4.0
621,9080,,2.0,9.0,9.0,7.5
622,9081,,2.0,3.0,4.5,3.0
623,9080,,2.0,7.0,8.0,6.5
624,1,,1.5,2.5,3.5,2.5
