arms_cluster_id,object_signature_cluster_id,mult_top,mult_right,mult_bottom,mult_left
1,1,1.5,4.0,11.5,4.0
1,7909,2.0,4.0,11.0,4.0
4,1,1.5,3.5,9.5,3.5
5,1,1.5,3.5,11.0,3.5
6,1,1.5,3.0,11.0,3.0
8,1,1.5,7.0,7.0,3.5
9,1,1.5,4.0,11.5,4.0
10,1,1.5,6.5,12.0,4.0
11,1,1.5,3.5,7.5,3.5
14,7987,2.0,7.5,9.0,7.5
17,1,2.0,7.5,3.5,1.5
18,1,4.0,4.0,11.5,4.0
21,1,3.0,2.5,4.0,9.0
25,1,1.5,3.0,11.5,3.0
28,1,1.5,3.0,11.5,3.0
29,1,1.5,4.5,11.5,3.0
30,1,4.0,4.0,11.5,4.0
31,1,2.0,3.5,11.5,3.5
37,1,3.0,2.5,6.0,8.5
38,1,1.5,2.0,6.5,7.0
38,7913,2.0,2.0,9.0,7.5
39,1,1.5,3.5,11.5,3.5
40,1,2.5,4.5,11.0,4.5
42,1,1.5,3.5,9.0,3.5
42,7909,2.0,4.0,9.5,4.0
42,7987,2.0,8.0,8.0,8.0
43,1,1.5,4.0,11.5,4.0
44,1,1.5,6.0,10.5,4.0
45,1,2.0,3.0,5.5,10.0
46,1,2.0,7.0,8.0,2.0
47,1,1.5,3.0,11.0,3.0
47,7909,2.0,3.0,11.0,3.0
49,1,3.5,3.5,6.0,9.5
50,1,2.0,3.5,11.5,3.5
52,1,1.5,4.0,7.5,4.0
54,1,1.5,5.0,9.0,5.0
54,7909,2.0,4.5,9.0,4.5
57,1,1.5,4.5,8.0,4.5
58,1,4.0,11.0,6.0,3.0
59,1,1.5,3.0,10.5,3.0
60,1,1.5,4.0,6.5,4.0
60,7911,2.0,7.0,7.0,7.5
61,1,3.5,8.5,6.0,2.5
62,1,1.5,4.5,10.5,4.5
62,7911,2.0,7.5,11.0,7.5
63,1,1.5,3.5,11.5,3.5
64,1,3.5,3.5,6.5,3.5
64,7911,3.5,7.5,7.0,7.5
65,1,3.5,6.0,11.0,6.0
67,1,1.5,7.5,7.5,4.0
68,1,2.0,4.0,11.0,4.0
69,1,3.0,6.5,10.5,6.5
70,7909,2.0,4.0,11.5,4.0
71,1,1.5,3.5,6.0,3.5
72,1,2.5,1.5,3.5,8.0
73,1,1.5,6.5,4.0,6.5
77,1,3.0,4.0,6.5,8.5
80,1,1.5,3.0,11.5,3.0
82,1,1.5,3.5,11.5,3.5
83,1,2.5,4.5,12.5,4.5
84,1,4.0,3.0,11.5,3.0
84,7911,3.5,7.0,12.5,7.0
85,1,1.5,6.0,6.5,3.0
86,1,1.5,3.0,11.5,3.0
88,1,1.5,2.5,6.5,7.0
89,1,1.5,5.0,11.5,5.0
91,1,1.5,4.0,10.5,6.0
91,281,2.0,5.5,11.0,7.0
91,447,2.0,5.5,11.0,5.5
92,1,1.5,3.5,11.5,3.5
94,1,2.0,4.5,7.5,4.5
95,1,1.5,3.5,11.5,3.5
97,1,4.0,5.0,12.0,5.0
100,1,1.5,3.0,6.5,7.0
104,1,4.0,4.5,11.5,4.5
104,7987,5.0,7.5,11.5,8.0
106,217,2.0,3.5,11.0,3.5
107,1,1.5,5.5,6.0,5.5
110,1,1.5,3.0,6.5,6.0
111,7909,2.0,4.0,10.5,4.0
113,1,3.0,6.0,11.0,6.0
114,1,1.5,3.0,9.0,4.5
117,1,1.5,2.5,7.0,11.0
118,1,2.0,3.5,11.5,3.5
120,1,4.0,6.5,11.0,6.5
120,7911,3.0,6.5,12.5,9.0
121,1,3.0,6.0,3.5,2.5
122,1,1.5,3.5,11.5,3.5
123,1,2.0,9.0,5.5,3.5
124,1,1.5,7.5,7.0,3.0
125,7987,2.0,4.5,8.5,9.0
126,1,5.5,11.0,6.5,3.0
127,1,1.5,8.0,6.5,4.0
129,1,1.5,3.0,11.5,3.0
130,1,1.5,4.0,8.5,4.0
132,1,1.5,3.5,11.5,3.5
134,1,1.5,4.5,11.5,4.5
135,1,1.5,3.5,11.5,3.5
140,1,1.5,3.0,11.5,3.0
142,1,1.5,4.5,6.5,3.0
143,1,5.5,10.0,6.0,3.5
147,1,1.5,6.5,5.0,3.0
149,1,1.5,5.5,10.0,4.0
150,1,1.5,3.5,10.0,5.0
151,1,1.5,7.5,6.0,7.5
152,1,1.5,4.0,11.5,4.0
153,1,2.5,8.0,11.5,3.5
153,7911,2.5,8.5,12.0,6.0
158,1,1.5,3.5,11.0,3.5
160,1,2.0,6.0,11.5,4.0
160,7911,2.0,7.5,12.0,6.5
161,1,5.0,6.0,10.5,6.0
161,7911,5.0,5.5,11.5,10.0
162,1,1.5,3.5,7.0,7.5
163,1,1.5,5.5,9.0,5.5
163,7911,2.0,7.5,9.5,7.5
164,1,1.5,5.5,11.5,5.5
166,1,3.5,5.0,11.5,5.0
167,1,1.5,4.0,7.0,4.0
170,1,2.0,10.0,5.5,3.0
172,1,1.5,2.5,6.5,6.0
176,1,1.5,3.0,11.0,3.0
180,1,1.5,3.0,11.5,3.0
182,1,1.5,6.5,5.5,5.0
183,1,1.5,5.0,11.0,3.0
185,1,1.5,7.5,6.0,7.5
186,1,1.5,4.0,11.0,4.0
188,1,2.5,5.0,9.0,5.0
188,7909,2.5,4.5,10.0,4.5
188,7987,4.5,8.0,7.5,8.5
189,1,1.5,2.5,5.5,2.5
192,1,4.0,9.0,6.0,3.0
193,217,2.0,9.5,12.5,5.5
194,1,2.0,4.0,5.5,8.5
195,1,1.5,3.5,6.5,7.5
196,1,4.0,3.5,11.5,3.5
196,7909,4.5,3.0,11.5,3.0
196,7911,4.0,7.0,12.0,7.0
197,1,3.0,7.5,10.5,5.0
198,1,1.5,3.5,11.0,3.5
198,217,2.0,3.5,12.0,3.5
198,7909,2.0,3.5,11.0,3.5
198,7986,2.0,3.5,12.0,3.5
198,7987,2.0,8.0,11.0,8.0
199,1,1.5,4.0,11.5,4.0
200,1,1.5,4.0,8.0,4.0
202,1,4.0,4.5,11.0,6.5
203,1,4.5,7.0,9.0,7.0
205,1,1.5,3.5,11.5,3.5
206,1,1.5,3.0,12.5,4.5
207,1,1.5,9.0,6.5,3.0
208,1,1.5,3.0,6.5,8.5
210,1,1.5,3.5,11.5,3.5
