494,2,0,0,0,95,18,0,2,0,0,0,0,0,110,0,0,0,9,0,0,3,3,0,0,0,1,0,1,0,292,0,0,0,3,2,3,4,1,0,0,0,0,23,1,1,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,6,0,0,1268,0,1,0,1059,20,1,0,3,0,7,5,11,37,13,66,656,6,0,3,0,0,0,0,0,0,0,0,187,4,0,0,0,164,0,1,0,0,1,0,0,485,3,1,0,0,0,83,208,0,0,1,0,0,8,0,0,0,0,0
3,0,1,0,1,2,6,0,0,14,52,0,0,0,0,0,6,0,0,1,2,840,0,5,3,0,17,0,74,0,0,10,0,2,26,1,0,0,0,2,2,1,0,0,47,48,7,9,0,1,3,0,2,3,1,15,1,2,0,0,3,1,0,1,3,11,0,101,0,53,0,0,0,1,4,1,0,2,0,6,73,1,4,0,1,62,14,0,8,17,1,0,16,0,0,1,2,0,0,0,0,9,4,0,1,4,1,17,0,4,137,1,0,0,22,1,0,0,0,0,0,0,1,0,0,16,0,1
1,28,3,0,322,2,2,53,59,0,0,106,0,14,4,10,1,0,1,0,0,1,0,53,0,1,3,0,2,34,1,0,0,0,0,0,0,2,0,0,24,3,140,0,1,0,0,0,0,4,0,13,2,0,153,5,207,94,28,7,0,0,0,0,221,39,0,0,0,1,1,0,0,0,0,0,22,0,0,1,3,4,0,0,2,4,0,8,20,4,51,0,8,0,3,0,1,8,0,66,0,0,1,4,0,9,2,0,0,17,0,19,9,501,3,0,1,1,0,170,98,0,0,12,22,134,57,0
0,0,29,3,0,0,4,0,0,0,0,6,14,5,0,0,21,0,0,56,25,3,0,0,108,1,2,144,0,0,0,1,0,71,0,0,0,0,0,7,0,0,0,0,1,1,2,0,1,0,0,0,1,0,0,4,0,5,1,0,0,0,3,54,0,5,0,0,0,0,2,2,0,0,0,11,0,9,0,36,2,2,1,0,0,35,0,2,4,0,0,0,0,26,0,1,0,3,0,2,18,0,0,0,0,0,7,3,5,0,5,1,5,0,0,0,0,10,8,0,0,0,1,0,0,1,1,25
1,1,494,212,0,1,4,0,0,0,0,0,45,1,1,2,0,12,1,9,3,0,0,0,10,68,0,71,0,0,2,0,0,47,0,0,0,0,0,0,0,2,0,0,0,0,0,0,214,3,0,1,191,0,0,0,0,1,0,0,0,0,3,5,0,3,0,0,0,0,25,82,0,0,3,18,932,0,0,0,0,2,0,1,0,3,0,0,1,0,0,0,0,22,0,0,0,0,0,0,8,0,0,229,0,1,273,1,38,3,0,4,6,0,0,0,2,102,18,1,0,6,1,0,0,1,0,30
123,0,2,3,2,62,443,7,0,13,31,0,0,1,346,2,9,0,141,0,2,10,63,1,0,16,12,0,101,3,1,6,18,0,132,52,55,639,641,0,5,0,2,23,2,12,9,0,11,0,9,0,2,333,0,188,1,0,1,4,3,0,0,0,0,22,21,1,28,2,1,3,72,3,74,0,10,71,61,29,5,741,0,11,21,0,18,6,52,18,0,35,39,0,14,0,136,3,49,0,0,0,15,2,0,0,4,4,4,37,83,59,2,0,24,552,131,1,0,0,1,0,88,2,0,7,5,2
0,2,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,4,0,0,0,0,0,0,0,0,0,51,0,4,0,1,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,0,0,0
0,19,12,6,17,0,3,1,2,0,2,27,0,15,1,4,0,0,0,0,0,9,0,27,2,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,2,23,18,0,0,0,3,0,2,8,0,12,4,0,122,1,11,132,0,15,0,0,0,0,100,4,0,0,0,0,0,0,0,0,0,0,25,0,0,0,3,0,5,0,0,25,0,0,0,14,18,0,1,0,0,0,0,0,0,0,0,0,0,9,0,73,1,14,0,0,2,12,0,27,2,0,0,1,3,12,71,0,3,0,3,56,3,0
0,0,0,0,2,0,1,2,0,0,0,0,0,0,1,0,0,0,10,0,2,0,1,0,0,11,1,0,20,0,0,0,163,0,11,17,0,59,38,0,0,0,0,0,0,8,0,0,0,0,2,0,0,14,0,5,0,0,0,2,0,17,0,0,0,0,52,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,4,0,2,2,0,273,5,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,0,1,0,0,0,0,0,0,1,0
0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,42,0,13,0,0,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,16,2,0,0
