arms_cluster_id,object_signature_cluster_id,mult_top,mult_right,mult_bottom,mult_left
496,7,2.0,3.5,6.5,3.5
501,1,1.5,3.0,6.0,3.0
504,1,1.5,3.0,6.0,3.0
504,217,2.0,3.5,9.0,4.0
504,232,2.0,6.0,7.0,6.0
504,310,2.0,6.0,7.0,6.0
505,25,2.0,3.0,5.5,3.0
510,1,1.5,3.5,4.5,3.5
512,7,2.0,3.0,6.5,3.0
513,1,1.5,2.5,6.0,2.5
518,25,2.0,3.5,6.5,3.5
518,310,2.0,3.0,6.5,3.5
518,604,2.0,3.5,7.0,3.5
518,627,2.0,3.5,6.0,3.0
519,1,1.5,2.5,3.5,2.5
521,232,2.0,5.5,8.0,9.0
527,1,1.5,2.0,6.0,5.5
527,355,2.0,2.0,8.0,6.5
531,310,2.0,2.5,10.0,6.0
533,310,2.0,5.0,7.5,6.5
535,1,1.5,3.0,4.5,3.0
537,7,2.0,3.0,6.0,3.0
537,118,2.0,3.5,6.5,3.5
537,355,2.0,3.5,6.5,3.5
541,1,1.5,2.5,5.0,2.5
542,1,2.0,3.5,5.0,3.5
544,1,2.0,4.0,6.0,4.0
545,1,2.0,2.0,5.0,9.0
549,1,1.5,2.5,3.5,2.5
550,232,2.0,7.0,7.0,7.0
550,634,2.0,6.5,8.5,6.5
552,1,1.5,3.5,8.0,3.5
552,330,2.0,5.5,16.0,5.5
553,1,3.5,3.5,4.5,3.5
555,116,2.5,3.0,10.5,6.5
555,310,2.0,4.5,9.5,4.5
562,217,2.0,4.0,11.5,6.0
563,1,3.5,6.0,8.0,6.0
565,1121,2.0,7.0,10.0,7.5
571,25,3.0,5.0,7.0,3.5
572,1,1.5,3.5,4.0,3.5
574,217,2.0,5.5,11.5,4.5
575,310,2.0,4.5,6.5,5.0
578,1,1.5,2.5,2.5,2.5
579,310,2.0,4.5,7.0,4.5
584,1,1.5,3.0,3.0,1.5
586,116,5.5,12.0,7.0,5.0
589,310,2.0,4.5,5.0,4.5
591,1,1.5,7.0,7.0,3.5
591,232,2.0,9.5,8.0,6.0
592,1,1.5,2.5,3.5,2.5
593,95,2.0,6.5,6.0,6.5
593,174,2.0,7.5,7.5,7.0
593,217,2.0,4.5,11.0,4.5
593,310,2.0,5.0,8.5,5.0
595,310,2.0,6.0,6.0,6.0
596,1,1.5,4.0,7.5,2.5
597,1,3.5,5.0,6.0,5.0
598,217,2.0,6.5,11.5,5.0
599,1,1.5,2.5,4.0,2.5
602,807,3.0,4.0,7.0,4.5
603,1,1.5,3.0,6.0,4.5
604,1,2.0,2.5,5.5,4.0
605,1,1.5,2.5,5.0,2.5
608,1,1.5,3.5,4.5,3.5
609,217,2.0,5.0,12.0,6.0
612,1,1.5,2.5,5.0,2.5
619,310,2.0,6.0,6.0,6.0
625,1,1.5,2.5,4.5,2.5
626,7,2.0,3.5,9.0,3.5
626,118,2.0,3.5,8.0,3.5
633,118,2.0,3.0,6.0,3.0
633,355,2.0,3.5,6.5,4.0
633,807,2.0,3.5,9.0,3.5
634,118,2.0,4.0,7.5,4.0
641,1,1.5,4.0,6.5,4.0
641,310,2.0,6.5,10.0,6.5
643,232,2.0,5.0,6.5,7.0
643,310,2.0,4.0,7.0,7.5
646,1,1.5,2.5,4.5,2.5
647,118,2.0,3.0,7.5,3.0
649,310,2.0,5.0,6.5,5.5
652,232,2.0,6.0,8.0,7.5
654,7,3.5,3.5,6.5,5.0
658,103,2.0,4.5,11.0,5.5
658,217,2.0,4.0,10.5,5.5
659,1,1.5,4.0,9.5,4.0
665,1,1.5,3.5,6.0,3.5
665,232,2.0,5.0,7.5,6.5
665,310,2.0,5.5,7.5,8.0
667,1,2.0,5.0,2.5,1.5
668,1,1.5,5.0,5.5,2.0
671,1,1.5,3.5,4.5,3.5
673,310,2.0,5.0,5.5,5.0
680,232,2.0,9.0,8.0,6.5
680,310,2.0,4.5,9.0,3.5
682,1,1.5,2.5,5.0,2.5
685,232,2.0,7.5,11.0,8.0
685,627,2.0,6.0,10.0,3.0
692,116,2.0,9.5,8.0,6.0
694,217,2.0,6.0,10.0,5.5
694,232,2.0,7.5,7.5,7.5
694,310,2.0,5.0,6.5,5.0
696,1,1.5,3.5,5.5,1.5
696,310,2.0,6.5,10.5,3.5
697,1,1.5,2.5,4.0,2.5
698,807,2.0,3.5,10.0,3.5
699,355,2.0,3.5,5.5,3.0
701,206,2.0,2.5,4.5,2.5
704,25,2.0,2.5,4.0,2.5
706,7,2.0,3.0,6.0,3.0
706,118,2.0,3.5,6.5,3.5
710,7,3.0,3.5,6.5,3.5
710,355,2.5,4.0,7.0,4.0
712,217,2.0,5.0,11.5,4.5
712,232,2.0,6.5,9.0,7.0
718,7,2.0,3.0,6.0,3.5
718,118,2.0,3.0,5.5,3.0
718,310,2.0,3.5,6.5,3.5
718,355,2.0,3.0,5.5,3.5
721,217,2.0,6.0,11.5,5.5
723,310,2.0,5.5,5.5,5.5
734,1,1.5,2.5,5.0,2.5
734,25,2.0,3.0,5.5,3.0
736,1,1.5,3.5,7.0,3.5
737,1,1.5,3.5,5.5,3.5
737,310,2.0,5.5,7.0,4.5
738,1,1.5,4.5,5.5,4.5
738,310,2.0,5.0,5.5,5.0
739,1,1.5,4.0,5.5,4.0
739,310,2.0,7.5,8.0,5.5
741,1,1.5,3.0,4.5,3.0
742,1,1.5,2.5,4.0,2.5
744,1,1.5,4.5,7.0,2.0
747,1,1.5,3.0,5.0,3.0
748,355,2.0,2.0,8.0,6.5
749,310,2.0,4.0,5.0,4.0
751,1,1.5,3.0,4.5,3.0
752,1,1.5,3.0,5.5,3.0
758,1,3.0,4.5,7.5,4.5
759,1,1.5,4.5,6.5,3.0
759,310,2.0,6.5,8.0,4.0
766,116,4.5,10.5,8.0,6.0
