arms_cluster_id,object_signature_cluster_id,mult_top,mult_right,mult_bottom,mult_left
0,1,1.5,3.5,4.5,3.5
1,1,1.5,2.0,2.5,2.0
1,15,2.0,2.0,3.0,2.0
2,1,1.5,3.5,5.0,3.5
2,25,2.0,3.5,5.5,3.5
2,310,2.0,4.5,5.5,3.5
3,1,1.5,3.0,5.0,3.0
4,1,1.5,3.0,4.5,3.0
4,7,2.0,3.0,5.0,3.0
5,1,1.5,3.0,4.0,3.0
6,1,1.5,3.5,7.0,3.5
7,1,1.5,3.0,3.5,3.0
8,1,1.5,3.5,5.0,3.5
8,217,2.0,6.0,11.0,7.0
9,1,1.5,3.0,4.0,3.0
9,118,2.0,3.5,5.0,3.5
10,1,1.5,3.5,7.5,3.5
11,1,1.5,2.5,4.5,2.5
12,1,1.5,3.0,4.5,3.0
13,1,1.5,3.0,6.0,3.0
14,1,1.5,4.5,4.5,3.0
15,1,1.5,3.0,4.0,3.0
16,1,1.5,3.5,6.5,3.5
17,1,1.5,3.0,7.5,3.0
17,11,2.0,4.5,6.0,3.5
18,1,1.5,3.0,5.0,3.0
18,28,2.5,5.0,5.0,5.0
18,310,2.0,3.5,5.0,3.5
19,1,1.5,3.0,5.5,3.0
20,1,1.5,3.5,5.5,3.5
21,1,1.5,2.5,4.0,2.5
22,1,1.5,2.5,5.0,2.5
23,1,1.5,2.5,3.5,2.5
24,1,3.0,6.0,3.5,1.5
25,1,1.5,4.0,5.5,4.0
25,807,2.0,3.5,6.5,5.5
26,1,1.5,3.5,5.5,3.5
26,310,2.0,4.0,5.0,3.5
27,1,1.5,3.0,5.0,3.0
28,1,1.5,3.5,7.0,3.5
29,1,1.5,2.5,5.0,2.5
30,1,1.5,3.0,5.0,3.0
31,1,1.5,3.0,4.0,3.0
32,1,1.5,3.5,5.0,3.5
33,1,2.0,3.5,9.5,3.5
33,281,2.0,7.5,10.0,7.5
34,1,3.5,3.5,9.0,3.5
34,355,4.5,3.5,9.5,3.5
35,1,1.5,2.5,3.5,2.5
35,25,2.0,2.5,4.0,2.5
36,1,1.5,2.5,4.0,2.5
37,1,1.5,3.0,4.5,3.0
38,1,1.5,3.5,6.0,3.5
39,1,1.5,4.5,5.0,4.5
39,310,2.0,4.5,5.5,5.0
40,1,2.5,6.5,5.0,3.5
41,1,1.5,2.0,2.5,2.0
42,1,1.5,2.5,4.5,2.5
43,1,1.5,3.0,4.5,3.0
44,1,1.5,3.0,5.0,3.0
45,1,1.5,2.5,5.0,2.5
46,1,1.5,2.5,8.0,2.5
46,15,2.0,3.0,6.5,3.0
46,116,2.5,3.0,9.5,5.5
46,209,2.0,3.0,10.5,3.5
46,232,2.0,6.5,8.5,7.0
46,288,2.0,3.0,7.5,3.0
46,293,2.0,3.5,10.5,3.0
46,310,2.0,5.5,10.5,5.5
46,355,2.0,3.0,10.0,4.0
46,807,2.0,3.5,6.5,3.5
47,1,1.5,3.0,5.0,3.0
47,7,2.0,3.5,5.0,3.5
47,310,2.0,3.0,5.5,3.5
48,1,1.5,3.0,4.5,3.0
49,1,1.5,3.5,4.5,3.5
50,1,2.0,3.5,5.5,3.5
51,1,1.5,2.5,5.0,2.5
52,1,1.5,3.0,4.5,3.0
53,1,1.5,3.0,3.0,1.5
54,1,1.5,3.0,5.0,3.0
55,1,1.5,3.0,4.5,3.0
56,1,1.5,3.0,4.5,3.0
56,58,2.0,3.0,5.0,3.0
56,206,2.0,2.5,4.5,2.5
57,1,1.5,2.5,5.0,2.5
58,1,1.5,2.5,4.5,2.5
59,1,1.5,3.0,6.0,3.0
60,1,1.5,2.5,4.5,2.5
61,1,1.5,3.0,4.5,3.0
62,1,1.5,3.0,4.0,3.0
63,1,1.5,3.5,4.0,3.5
64,1,3.5,3.5,6.5,3.5
64,95,4.0,6.5,6.0,6.0
64,174,4.0,7.0,8.5,7.0
64,281,3.5,7.5,10.5,7.5
64,310,4.5,3.0,8.0,3.0
64,1145,4.5,3.0,8.0,3.0
65,1,1.5,3.0,4.5,3.0
66,1,2.0,4.5,5.5,4.5
66,7,3.0,4.5,5.5,4.5
67,1,1.5,3.0,5.0,3.0
68,1,1.5,3.5,7.5,3.5
69,1,1.5,2.5,6.0,2.5
69,7,2.0,3.0,5.5,3.0
70,1,1.5,2.5,3.0,2.5
71,1,1.5,3.5,5.5,3.5
71,217,2.0,5.0,11.0,5.5
72,1,2.0,3.0,3.5,9.0
73,1,1.5,2.0,2.5,2.0
74,1,1.5,3.0,6.0,3.0
74,11,2.0,3.0,6.5,4.5
75,1,1.5,9.5,5.0,2.5
76,1,1.5,5.0,5.0,3.0
77,1,1.5,3.0,5.0,3.0
78,1,1.5,5.0,8.5,5.0
78,310,2.0,5.5,5.5,5.5
79,1,1.5,3.5,11.0,3.5
80,1,1.5,2.5,5.0,2.5
80,7,2.0,3.0,5.0,3.5
81,1,1.5,2.5,2.5,2.5
81,15,2.0,2.0,6.0,3.5
81,217,2.0,6.0,11.5,6.0
81,310,2.0,4.5,10.5,6.5
81,355,2.0,3.0,10.5,5.0
82,1,1.5,3.0,4.0,3.0
82,7,2.0,3.0,4.5,3.0
82,118,2.0,3.5,5.0,3.5
83,1,1.5,3.5,10.5,3.5
83,15,2.0,3.5,10.0,3.5
83,281,2.0,7.5,10.0,7.0
84,1,1.5,3.0,9.5,3.0
84,310,2.0,4.5,10.0,4.5
85,1,1.5,3.5,5.5,3.5
85,217,2.0,6.5,10.5,6.5
86,1,2.5,3.5,5.0,3.5
87,1,1.5,1.5,4.5,3.0
88,1,1.5,3.5,4.5,1.5
89,1,1.5,3.0,4.5,3.0
90,1,1.5,2.5,2.5,2.5
90,15,2.0,2.5,5.5,2.5
90,310,2.0,4.5,10.5,5.0
91,1,1.5,3.0,4.0,3.0
92,1,1.5,2.5,2.5,2.5
92,15,2.0,2.5,4.0,2.5
92,217,2.0,5.0,11.5,5.0
92,310,2.0,6.0,9.5,6.0
92,397,2.0,3.5,10.5,3.5
92,807,2.0,3.5,8.5,3.5
93,1,1.5,3.5,5.0,3.5
94,1,1.5,3.5,4.5,3.5
95,1,2.0,3.0,5.0,3.0
95,118,2.0,3.0,5.5,3.0
96,1,1.5,2.0,4.5,3.5
97,1,1.5,2.5,5.0,2.5
97,310,2.0,3.0,7.0,3.0
98,1,1.5,1.5,3.0,4.0
100,1,1.5,3.0,4.5,3.0
100,397,2.0,3.5,5.0,3.5
101,1,1.5,4.5,5.5,3.0
101,397,2.0,6.0,10.0,3.5
102,1,1.5,3.0,4.5,3.0
103,1,1.5,4.0,4.0,4.0
104,1,1.5,3.0,4.5,3.0
105,1,1.5,4.0,4.0,4.0
106,1,1.5,3.0,4.5,3.0
106,807,2.0,3.5,5.0,3.5
107,1,1.5,3.5,4.5,3.5
108,1,1.5,2.5,7.5,2.5
108,627,2.5,3.0,5.5,3.5
109,1,4.0,3.0,9.5,3.0
109,281,4.0,6.5,11.0,6.5
109,310,4.5,3.0,5.5,3.0
109,1145,5.5,3.5,10.0,3.5
110,1,1.5,3.0,6.5,1.5
110,116,3.0,3.5,11.0,7.0
110,232,2.0,6.0,11.0,8.0
110,293,2.0,4.0,11.0,2.0
110,310,2.0,6.5,11.0,5.0
110,627,2.0,4.0,9.5,4.0
