arms_cluster_id,object_signature_cluster_id,mult_top,mult_right,mult_bottom,mult_left
-1,3,1.75,3.3740720733275900,3.75,3.9592612600057400
-1,4,1.5,3.664560493225860,4.25,4.002106173440800
-1,12,1.5,3.760718261707180,3.5,3.739281738292820
-1,13,1.5,5.049820399802100,4.25,3.5751796001979000
-1,33,2.5,4.725413060582220,5.0,4.649586939417780
-1,38,1.5,3.126189524731960,4.0,3.748810475268050
-1,39,1.75,3.064605741368300,3.5,3.497894258631700
-1,42,1.75,3.359293156239420,3.75,3.515706843760580
-1,43,2.25,4.630490956072350,4.75,4.702842377260980
-1,46,1.5,3.341960938688230,3.75,3.658039061311770
-1,48,1.5,3.105325549888430,3.5,3.144674450111570
-1,50,1.75,3.663513797477750,4.0,4.003152869188920
-1,60,2.0,4.319060283397880,5.0,3.847606383268790
-1,63,1.25,2.6395656516797500,3.0,2.6729343483202500
-1,64,1.5,3.2484122594549200,3.75,3.7515877405450800
-1,71,1.75,3.761351750737140,4.0,3.905314915929520
-1,72,1.5,2.9616163418201800,3.25,2.9758836581798200
-1,86,1.75,3.6043652013526000,4.5,3.687301465314070
-1,95,2.0,3.743724720075000,3.75,3.9229419465916700
-1,103,2.25,4.167849165257590,5.25,4.582150834742420
-1,104,1.7665831822990400,3.0,4.233416817700960,3.0
-1,106,2.25,3.023760374001490,3.75,3.976239625998510
-1,108,2.0,3.522537278313070,4.0,3.977462721686930
-1,110,1.75,4.062726230274560,4.0,3.603940436392110
-1,111,1.5,2.8824813867038000,3.5,2.9508519466295400
-1,115,1.5,4.222416830983030,4.75,4.110916502350310
-1,116,1.75,3.9928347958542200,3.75,4.257165204145780
-1,117,1.75,4.054431154225570,4.0,3.612235512441100
-1,119,2.0,4.117393349763260,5.0,4.632606650236740
-1,120,1.5,3.431821557281900,4.0,3.901511776051440
-1,123,1.5,3.939127462020390,4.5,4.060872537979610
-1,134,2.0,4.63004149841939,4.25,3.703291834913940
-1,137,1.5,2.831237564653840,3.5,3.002095768679490
-1,139,3.0,5.403266664146090,6.0,5.096733335853910
-1,141,1.9571820776938300,4.25,7.542817922306170,5.25
-1,146,2.25,4.280204426405430,4.5,4.719795573594570
-1,158,1.75,3.481068277737450,4.75,4.102265055595890
-1,165,2.0,4.65057677510459,5.0,5.84942322489541
-1,170,1.75,3.278772761287100,3.5,3.721227238712900
-1,172,1.75,3.5171915942087000,4.0,4.1494750724579700
-1,174,2.0,4.197857882139940,5.25,5.46880878452673
-1,176,1.25,2.4477484306065700,2.25,2.2189182360600900
-1,190,1.75,3.4578911258492100,3.5,3.5421088741507900
-1,192,1.5,3.5566841938443500,3.75,3.4433158061556500
-1,193,1.75,4.173790535066050,4.0,4.451209464933960
-1,194,1.75,4.034061709793720,4.75,4.090938290206280
-1,199,1.75,3.444324907226890,4.0,3.743175092773110
-1,200,2.0,4.668706437975290,5.5,5.331293562024710
-1,201,2.0,3.903346059020760,3.75,3.763320607645900
-1,211,1.75,3.836953868684400,4.25,4.163046131315600
-1,214,1.75,3.0184722215397400,3.5,3.5440277784602600
-1,215,1.75,3.5771642484282700,4.0,3.6103357515717300
-1,223,1.5,2.076924137617770,2.25,2.298075862382230
-1,228,1.75,2.65144904177558,4.0,4.056884291557750
-1,235,1.5,3.329345797559680,3.5,3.337320869106990
-1,244,2.0,3.8674644534517100,4.0,4.132535546548290
-1,246,1.5,3.2262589021822600,3.5,3.4404077644844000
-1,247,1.75,3.3408153010211700,3.75,3.992518032312170
-1,254,1.75,3.515702044575930,3.75,4.734297955424070
-1,259,2.0,4.1940401149052,3.75,4.4309598850948
-1,264,2.074829234995620,4.75,6.175170765004380,3.5
-1,274,1.75,3.44436127744511,3.75,3.43063872255489
-1,276,1.75,3.4532403554275800,4.0,3.7342596445724200
-1,281,2.0,4.674691994825010,5.5,4.075308005174990
-1,289,1.5,3.3747469942755900,3.75,3.625253005724410
-1,292,1.75,4.2540217510025100,4.75,3.3293115823308200
-1,303,2.0,4.466246509675570,5.5,4.908753490324430
-1,307,1.75,3.9836663498340100,4.25,4.016333650165990
-1,309,1.362476432456450,2.75,4.137523567543560,2.75
-1,311,1.5,2.8285793599149900,3.0,2.4214206400850100
-1,320,1.5,3.026100101322080,3.75,3.098899898677920
-1,328,1.75,3.7072111919108200,4.25,4.292788808089180
-1,329,1.75,4.586351517787600,4.75,4.080315148879070
-1,333,2.25,4.771554512400960,4.0,4.603445487599050
-1,334,1.75,3.423512785196870,3.25,3.243153881469800
-1,338,1.5,3.281130725354280,3.5,2.968869274645720
-1,343,2.25,3.6414555021081100,4.0,4.691877831225220
-1,353,1.75,3.5637414825521400,3.75,3.7695918507812000
-1,359,1.8297409714276500,3.75,5.920259028572350,4.0
-1,360,1.75,3.6640667472081400,4.5,4.148433252791860
-1,365,1.75,3.177612615194420,4.25,3.822387384805580
-1,368,1.5,2.438479522927740,3.25,3.10318714373893
-1,371,1.5,3.2316400493477600,3.5,3.435026617318910
-1,383,1.75,3.757553317167200,4.0,3.909113349499470
-1,387,2.0,3.453513841466840,4.0,4.046486158533170
-1,391,1.75,3.443104688534,4.0,3.744395311466
-1,395,1.75,3.66749471993628,4.0,3.999171946730390
-1,398,1.806772527744550,4.0,5.693227472255460,3.5
-1,402,2.0,3.8648044146321500,5.0,5.468528918701190
-1,407,1.75,4.188679245283020,4.0,4.436320754716980
-1,413,1.75,3.5963781206883500,4.0,3.5911218793116500
-1,415,2.0,4.099674694001730,4.25,4.233658639331600
-1,426,1.25,1.8625384958566200,2.0,1.9291281708100500
-1,427,1.75,3.4438076610244600,3.0,3.6811923389755400
-1,438,1.5,3.125871027071400,3.5,3.124128972928600
-1,442,2.0,3.594092735090640,4.0,3.405907264909360
-1,445,1.75,4.119702619884190,5.0,4.317797380115810
-1,463,2.0,4.189784315885110,4.0,4.810215684114890
-1,464,2.0,3.603843069118540,3.5,3.729490264214790
-1,465,1.75,3.327315575918640,4.0,4.33935109074803
-1,467,1.5,2.7055326410368700,2.75,2.6069673589631300
-1,468,1.5,3.329479285732600,3.5,2.920520714267400
-1,472,1.75,3.530036836473830,4.0,4.13662983019284
-1,477,2.0,4.218265541059090,4.5,4.448401125607570
-1,483,2.5,3.8515737799595700,3.5,4.148426220040430
-1,489,2.0,3.207550048828130,3.25,3.354949951171880
-1,490,2.0,2.203811941049170,2.0,2.4628547256175000
-1,495,1.5,3.1246976331323000,3.75,3.0003023668677000
-1,496,2.5,4.825227855311880,6.75,5.96643881135479
-1,507,1.5,3.2718297367741500,3.25,3.0615035965591900
-1,512,1.75,2.9852555355793800,3.75,3.4314111310872800
-1,537,2.0,3.654833283389030,3.75,4.011833383277630
-1,545,1.75,3.926725550982460,5.0,3.94827444901754
-1,549,1.75,3.1106119576018500,3.5,3.4518880423981500
-1,555,1.75,4.103,3.75,4.147
-1,556,1.75,3.193244799340640,3.5,4.681755200659360
-1,557,1.75,3.77966295765725,4.25,3.72033704234275
-1,560,1.5,3.2676352299347500,3.0,3.4823647700652500
-1,566,1.75,3.3658792682941700,2.75,3.3841207317058300
-1,568,1.75,3.9029230534533400,4.0,3.763743613213330
-1,569,1.75,3.768490817096220,4.25,4.231509182903780
-1,570,2.0,5.089684982839960,4.75,5.035315017160040
-1,571,1.5,3.070003881116270,3.75,3.054996118883740
-1,580,1.75,3.616088453113590,4.0,4.050578213553080
-1,581,1.75,4.00803144707446,3.75,4.24196855292554
-1,591,2.0,4.397303999083800,4.75,4.602696000916200
-1,600,1.75,3.3155525031855200,3.5,3.684447496814480
-1,605,1.5,2.642845397550260,3.25,2.89882126911641
-1,616,1.5,3.0059542603722700,3.75,3.5565457396277300
-1,625,1.75,3.99782457516806,3.75,4.25217542483194
-1,627,1.5,3.2763548442451100,4.25,3.4319784890882300
-1,640,2.0,3.896168197973590,4.0,4.103831802026410
-1,641,1.5,3.033085766472370,3.5,3.216914233527630
-1,649,1.5,3.316815269205890,4.0,3.558184730794110
-1,652,1.75,3.754179851432930,3.75,3.579153481900400
-1,678,1.5,3.067275861920530,3.5,3.182724138079480
-1,682,1.75,3.6084414532494900,4.25,4.391558546750510
-1,689,2.0,4.262287736905780,4.0,4.737712263094230
-1,694,1.917178016872090,3.0,4.332821983127910,3.25
-1,697,1.5,2.5394834239261400,2.5,2.793849909407200
-1,705,2.0,3.453803624936560,3.75,3.733696375063440
-1,706,1.5,2.8192762930342200,3.5,3.4307237069657800
-1,710,1.5,2.9171253911229600,3.0,2.7078746088770400
-1,712,1.75,3.2836334569943700,3.5,3.7163665430056300
-1,717,2.0,3.3179931640625,3.5,3.098673502604170
-1,725,2.0,4.1440796450991300,4.5,4.522587021567540
-1,729,1.75,3.8494499131441800,4.25,4.150550086855820
-1,730,1.75,3.7248146159904500,4.25,4.275185384009550
-1,731,1.75,4.25604748940934,4.0,4.36895251059066
-1,736,1.75,3.479702268123520,4.25,3.520297731876480
-1,744,1.75,3.4456025240554400,3.5,3.5543974759445600
-1,747,2.0,4.172529282818550,4.5,3.9524707171814500
-1,756,1.75,3.940029678145630,4.25,4.059970321854370
-1,758,1.5,2.748571909175020,3.25,3.584761424158320
-1,762,1.75,4.455075388800160,4.0,4.169924611199840
-1,763,1.9165935495827800,3.5,5.333406450417220,3.75
-1,765,1.5610462549830600,2.5,4.272287078350280,2.5
-1,768,1.5,3.1574079768172800,3.25,3.175925356516050
-1,779,1.75,3.333838141215990,4.5,3.957828525450680
-1,787,1.75,3.3479010925819400,3.75,3.98543224075139
-1,789,1.25,2.428077182908880,2.0,2.446922817091120
-1,794,2.0,4.075916547352140,4.5,4.590750119314520
-1,798,1.5,3.597137235591460,3.75,4.277862764408550
-1,806,1.75,3.5692106087798800,3.75,3.7641227245534600
-1,808,1.6897546967543500,3.0,4.310245303245650,3.0
-1,813,1.75,3.908951847963430,4.25,4.0910481520365700
-1,832,1.75,3.2975722449641300,3.5,3.7024277550358700
-1,834,1.75,4.173431396484370,5.0,4.264068603515630
-1,836,2.5,4.402220576697610,4.5,4.9311127566357200
-1,844,1.5,3.5745922695352400,3.75,3.4254077304647600
-1,847,1.5,3.8139583064946800,3.75,4.061041693505320
-1,849,1.75,3.261845574387950,3.0,3.071487758945390
-1,858,1.5,4.040613504022190,3.75,3.834386495977810
-1,864,1.25,2.358169604753460,3.0,2.60016372857987
-1,866,1.5,3.2815899906745400,3.75,3.7184100093254600
-1,870,2.0,4.234726130408030,5.0,5.098607202925300
-1,874,2.5,4.196384788379920,4.0,4.470281878286750
-1,884,1.5,2.6808187590172900,3.25,2.86084790764938
-1,885,2.43415431270226,4.5,6.06584568729774,4.0
-1,887,1.5,3.4107897414272400,3.25,3.7142102585727600
-1,896,2.5,5.545195231896220,6.0,5.079804768103780
-1,904,2.0,3.522173273198310,3.5,3.8111600601350200
-1,905,2.25,4.7617888652266500,4.75,4.571544468106680
-1,915,1.75,3.877185819253410,3.5,3.997814180746590
-1,925,1.75,3.292337204882670,3.75,3.582662795117330
-1,928,1.75,3.4163371952080900,3.75,3.9169961381252500
-1,929,2.25,5.047627690368970,5.25,4.952372309631030
-1,930,2.0,3.861940067273220,4.5,3.721393266060120
-1,933,1.75,3.666710108259450,3.5,3.333289891740560
-1,934,1.5,2.2582476084392600,2.0,2.4084190582274100
-1,939,1.75,3.4989860031995900,3.5,4.376013996800410
-1,943,1.75,3.6460822226250200,4.0,3.5414177773749800
-1,946,2.3116792243596400,2.75,3.1883207756403600,2.75
-1,954,2.25,4.24739194383042,4.75,5.085941389502910
-1,956,1.75,3.6302066547709800,3.75,3.7031266785623500
-1,962,1.5,3.3032399780340500,3.5,3.3634266886326200
-1,980,2.0,3.3418809310447800,3.5,3.9914524022885500
-1,982,1.5,3.2554847841472000,3.75,3.744515215852800
-1,987,1.617810720088210,2.5,4.215522613245120,2.5
-1,996,1.75,3.930124588622470,4.5,3.361542078044190
-1,1001,1.75,3.1219337487689300,3.75,3.2947329178977300
-1,1006,2.097468963901780,4.0,10.277531036098200,4.25
