ihp_cluster,COUNT(so.image_id)
0,0
1,2118
2,294
3,471
4,847
5,539
6,179
7,362
8,532
9,149
10,839
11,645
12,19
13,361
14,402
15,143
16,46
17,60
18,153
19,692
20,371
21,100
22,369
23,262
24,192
25,144
26,192
27,1932
28,1106
29,156
30,447
31,402
32,253
33,475
34,86
35,966
36,352
37,185
38,87
39,799
40,806
41,325
42,256
43,213
44,137
45,142
46,198
47,254
48,147
49,249
50,212
51,397
52,70
53,866
54,152
55,164
56,6
57,328
58,71
59,560
60,125
61,145
62,124
63,3111
64,427
65,367
66,242
67,126
68,176
69,707
70,67
71,147
72,22
73,331
74,60
75,144
76,520
77,92
78,83
79,88
80,191
81,278
82,159
83,297
84,198
85,336
86,388
87,484
88,55
89,3305
90,185
91,91
92,87
93,119
94,156
95,237
96,168
97,205
98,254
99,34
100,1454
101,533
102,768
103,175
104,92
105,64
106,274
107,479
108,745
109,101
110,497
111,178
112,399
113,134
114,351
115,184
116,331
117,258
118,222
119,56
120,202
121,64
122,861
123,67
124,953
125,320
126,195
127,235
128,202
129,422
130,768
131,68
132,801
133,143
134,57
135,271
136,237
137,234
138,15
139,231
140,2153
141,390
142,528
143,306
144,726
145,50
146,230
147,442
148,509
149,193
150,141
151,173
152,2458
153,91
154,17
155,441
156,1149
157,70
158,1058
159,300
160,121
161,278
162,134
163,135
164,417
165,117
166,424
167,519
168,4796
169,634
170,559
171,1027
172,212
173,323
174,205
175,48
176,42
177,142
178,208
179,213
180,615
181,455
182,800
183,221
184,2394
185,171
186,909
187,555
188,326
189,32
190,387
191,805
192,577
193,390
194,21
195,1091
196,189
197,24
198,468
199,663
200,1359
201,1243
202,319
203,581
204,323
205,166
206,918
207,101
208,573
209,632
210,264
211,467
212,80
213,639
214,394
215,687
216,2680
217,345
218,104
219,715
220,566
221,149
222,479
223,88
224,384
225,140
226,776
227,98
228,1041
229,1489
230,4416
231,108
232,262
233,603
234,835
235,76
236,101
237,134
238,138
239,27
240,8539
241,302
242,91
243,246
244,931
245,243
246,201
247,105
248,157
249,77
250,434
251,386
252,118
253,155
254,259
255,140
256,85
257,1494
258,209
259,63
260,266
261,202
262,273
263,374
264,532
265,657
266,896
267,165
268,115
269,185
270,284
271,152
272,194
273,590
274,306
275,525
276,376
277,449
278,648
279,607
280,384
281,186
282,28
283,172
284,44
285,204
286,116
287,67
288,875
289,98
290,414
291,120
292,146
293,731
294,77
295,101
296,328
297,139
298,31
299,317
300,182
301,64
302,1122
303,179
304,1139
305,340
306,1963
307,75
308,309
309,304
310,133
311,113
312,189
313,117
314,221
315,464
316,562
317,379
318,208
319,996
320,295
321,232
322,593
323,186
324,401
325,486
326,75
327,221
328,250
329,58
330,65
331,378
332,427
333,24
334,66
335,91
336,224
337,421
338,118
339,215
340,1336
341,774
342,1787
343,371
344,69
345,254
346,18
347,149
348,17
349,145
350,381
351,1019
352,275
353,657
354,111
355,229
356,815
357,112
358,53
359,527
360,156
361,76
362,134
363,144
364,379
365,188
366,70
367,264
368,31
369,328
370,188
371,206
372,171
373,345
374,972
375,323
376,368
377,525
378,50
379,222
380,106
381,544
382,125
383,57
384,32
385,40
386,671
387,430
388,114
389,852
390,685
391,2086
392,37
393,287
394,135
395,200
396,1021
397,80
398,199
399,107
400,50
401,99
402,121
403,11
404,646
405,148
406,106
407,215
408,92
409,51
410,107
411,47
412,704
413,25
414,257
415,682
416,315
417,57
418,35
419,110
420,332
421,50
422,774
423,750
424,111
425,1042
426,1389
427,124
428,58
429,492
430,1030
431,88
432,131
433,179
434,72
435,149
436,339
437,269
438,215
439,319
440,216
441,120
442,208
443,76
444,133
445,307
446,1069
447,149
448,682
449,2623
450,328
451,167
452,113
453,76
454,112
455,392
456,78
457,811
458,58
459,627
460,209
461,40
462,1124
463,251
464,261
465,101
466,110
467,279
468,20
469,73
470,439
471,119
472,265
473,233
474,1099
475,75
476,912
477,143
478,24
479,583
480,70
481,2566
482,1040
483,127
484,132
485,563
486,190
487,2413
488,157
489,149
490,169
491,275
492,120
493,76
494,164
495,66
496,454
497,330
498,439
499,99
500,1356
501,76
502,432
503,69
504,45
505,362
506,257
507,185
508,94
509,131
510,243
511,459
1026,115
