ihp_cluster,COUNT(so.image_id)
0,0
1,844
2,541
3,34
4,364
5,269
6,325
7,312
8,160
9,66
10,632
11,516
12,19
13,93
14,343
15,84
16,37
17,109
18,240
19,336
20,290
21,105
22,1475
23,355
24,422
25,101
26,53
27,111
28,1009
29,379
30,82
31,210
32,264
33,921
34,53
35,408
36,566
37,490
38,225
39,265
40,871
41,156
42,43
43,130
44,316
45,167
46,128
47,18
48,192
49,117
50,297
51,352
52,9
53,179
54,13
55,293
56,9
57,166
58,84
59,507
60,144
61,123
62,33
63,537
64,122
65,360
66,77
67,160
68,115
69,65
70,122
71,215
72,57
73,343
74,35
75,181
76,274
77,192
78,97
79,91
80,366
81,824
82,54
83,64
84,147
85,286
86,187
87,281
88,33
89,317
90,206
91,33
92,270
93,30
94,243
95,296
96,2
97,298
98,552
99,21
100,1279
101,585
102,194
103,19
104,196
105,100
106,113
107,92
108,260
109,35
110,72
111,469
112,549
113,320
114,540
115,120
116,194
117,217
118,295
119,48
120,60
121,163
122,835
123,63
124,355
125,301
126,66
127,46
128,173
129,284
130,254
131,168
132,892
133,77
134,54
135,476
136,416
137,164
138,34
139,264
140,706
141,375
142,597
143,590
144,218
145,63
146,432
147,182
148,99
149,409
150,202
151,65
152,119
153,131
154,14
155,332
156,187
157,41
158,256
159,220
160,136
161,538
162,199
163,67
164,608
165,24
166,108
167,603
168,721
169,246
170,426
171,263
172,357
173,303
174,304
175,84
176,40
177,265
178,378
179,182
180,1197
181,178
182,30
183,455
184,392
185,347
186,1442
187,327
188,132
189,39
190,185
191,531
192,315
193,109
194,21
195,12
196,239
197,29
198,393
199,160
200,39
201,264
202,172
203,175
204,438
205,169
206,668
207,51
208,500
209,206
210,322
211,542
212,115
213,352
214,160
215,270
216,638
217,225
218,108
219,98
220,454
221,219
222,51
223,15
224,130
225,283
226,63
227,179
228,103
229,1410
230,71
231,185
232,278
233,130
234,48
235,96
236,242
237,138
238,171
239,18
240,1393
241,138
242,136
243,50
244,83
245,590
246,304
247,214
248,257
249,203
250,333
251,324
252,158
253,54
254,506
255,49
256,115
257,614
258,193
259,49
260,220
261,436
262,197
263,66
264,302
265,1336
266,248
267,74
268,83
269,422
270,305
271,268
272,149
273,394
274,743
275,212
276,67
277,304
278,162
279,264
280,87
281,218
282,35
283,296
284,51
285,12
286,171
287,41
288,324
289,365
290,461
291,7
292,106
293,176
294,42
295,96
296,129
297,141
298,16
299,316
300,190
301,36
302,1076
303,743
304,900
305,163
306,572
307,17
308,169
309,797
310,272
311,171
312,530
313,237
314,222
315,763
316,582
317,300
318,263
319,194
320,121
321,56
322,779
323,163
324,977
325,127
326,8
327,116
328,346
329,123
330,91
331,547
332,157
333,7
334,71
335,260
336,232
337,322
338,9
339,24
340,881
341,194
342,2569
343,75
344,81
345,416
346,15
347,136
348,6
349,326
350,206
351,110
352,318
353,93
354,310
355,307
356,196
357,135
358,22
359,220
360,48
361,250
362,238
363,167
364,250
365,198
366,146
367,33
368,36
369,183
370,654
371,24
372,207
373,109
374,44
375,203
376,294
377,232
378,130
379,421
380,229
381,281
382,73
383,129
384,28
385,87
386,111
387,626
388,65
389,262
390,497
391,1207
392,33
393,19
394,100
395,210
396,335
397,93
398,333
399,127
400,57
401,56
402,181
403,11
404,149
405,135
406,151
407,283
408,23
409,41
410,250
411,21
412,101
413,2
414,121
415,188
416,80
417,159
418,20
419,324
420,184
421,48
422,98
423,2116
424,59
425,568
426,1248
427,232
428,112
429,193
430,209
431,22
432,383
433,337
434,62
435,181
436,108
437,36
438,16
439,124
440,49
441,227
442,203
443,184
444,102
445,868
446,593
447,122
448,457
449,710
450,233
451,655
452,79
453,79
454,238
455,124
456,108
457,871
458,62
459,383
460,113
461,98
462,347
463,142
464,243
465,222
466,174
467,112
468,17
469,104
470,258
471,309
472,1025
473,251
474,178
475,209
476,983
477,78
478,47
479,883
480,114
481,414
482,347
483,210
484,167
485,1100
486,116
487,197
488,169
489,218
490,202
491,114
492,46
493,78
494,82
495,74
496,24
497,119
498,1376
499,86
500,169
501,311
502,191
503,6
504,47
505,451
506,170
507,285
508,62
509,179
510,320
511,150
1026,198
