class_id,conf_band,total_detections,total_images,assigned_detections,assigned_images,total_slot_assignments,placed_rate_detection,unplaced_rate_detection,placed_rate_image,unplaced_rate_image,feet,left_eye,left_hand,mouth,right_eye,right_hand,shoulder,top_face,waist,share_left_hand,share_right_hand,share_top_face,share_left_eye,share_right_eye,share_mouth,share_shoulder,share_waist,share_feet,max_slot_share,max_slot_name,flag_fixed_low_placement,flag_fixed_slot_dominance,flag_fixed_waist_absence,flag_fixed_feet_absence,flag_iqr_low_placement,flag_iqr_slot_dominance,flag_mad_low_placement,flag_mad_slot_dominance,outlier_flag_count,outlier_reasons
39,all_conf,347173,211279,32644.0,31429.0,39558.0,0.09402804941628526,0.9059719505837147,0.14875591043123074,0.8512440895687693,3246.0,523.0,15187.0,2149.0,503.0,17096.0,748.0,106.0,0.0,0.3839172860104151,0.43217553971383793,0.0026796096870418122,0.01322109307851762,0.012715506345113503,0.05432529450427221,0.018908943829313917,0.0,0.08205672683148794,0.43217553971383793,right_hand,False,False,True,False,False,False,False,False,1,fixed_waist_absence
49,all_conf,52555,31891,5467.0,4932.0,6671.0,0.10402435543716107,0.895975644562839,0.1546517826345991,0.8453482173654009,0.0,97.0,2142.0,637.0,129.0,2232.0,449.0,58.0,927.0,0.3210912906610703,0.33458252136111527,0.008694348673362315,0.014540548643381801,0.019337430670064458,0.09548793284365163,0.06730625093689102,0.1389596762104632,0.0,0.33458252136111527,right_hand,False,False,False,True,False,False,False,False,1,fixed_feet_absence
44,all_conf,46280,40250,7463.0,7320.0,8587.0,0.16125756266205704,0.838742437337943,0.18186335403726708,0.818136645962733,0.0,137.0,1800.0,1059.0,115.0,3333.0,599.0,27.0,1517.0,0.2096191918015605,0.38814487015255617,0.0031442878770234074,0.015954349598229882,0.013392337253988588,0.12332595784325143,0.06975660882729708,0.17666239664609293,0.0,0.38814487015255617,right_hand,False,False,False,True,False,False,False,False,1,fixed_feet_absence
47,all_conf,84290,56377,13609.0,12648.0,16795.0,0.1614545023134417,0.8385454976865583,0.22434680809549995,0.7756531919045,0.0,282.0,5657.0,1207.0,228.0,6613.0,795.0,156.0,1857.0,0.3368264364394165,0.3937481393271807,0.009288478713902946,0.016790711521286097,0.013575468889550461,0.07186662697231319,0.04733551652277464,0.11056862161357547,0.0,0.3937481393271807,right_hand,False,False,False,True,False,False,False,False,1,fixed_feet_absence
50,all_conf,10279,9309,1850.0,1804.0,2433.0,0.17997859713979958,0.8200214028602004,0.19379095498979482,0.8062090450102052,0.0,17.0,651.0,440.0,14.0,664.0,351.0,2.0,294.0,0.2675709001233046,0.2729140978216194,0.0008220304151253596,0.006987258528565557,0.005754212905877518,0.1808466913275791,0.1442663378545006,0.12083847102342787,0.0,0.2729140978216194,right_hand,False,False,False,True,False,False,False,False,1,fixed_feet_absence
46,all_conf,26735,23053,5294.0,5145.0,7035.0,0.1980175799513746,0.8019824200486254,0.22318136468138636,0.7768186353186136,0.0,113.0,2539.0,474.0,120.0,2834.0,456.0,49.0,450.0,0.36090973702914003,0.40284292821606255,0.006965174129353234,0.016062544420753375,0.017057569296375266,0.0673773987206823,0.064818763326226,0.06396588486140725,0.0,0.40284292821606255,right_hand,False,False,False,True,False,False,False,False,1,fixed_feet_absence
43,all_conf,31929,28909,6681.0,6609.0,8863.0,0.2092455134830405,0.7907544865169596,0.22861392645888823,0.7713860735411118,0.0,36.0,3173.0,616.0,26.0,3896.0,222.0,9.0,885.0,0.35800519011621346,0.4395802775583888,0.001015457520027079,0.004061830080108316,0.0029335439467448945,0.06950242581518673,0.025047952160667946,0.09985332280266275,0.0,0.4395802775583888,right_hand,False,False,False,True,False,False,False,False,1,fixed_feet_absence
42,all_conf,25392,23642,5741.0,5671.0,6620.0,0.22609483301827346,0.7739051669817265,0.23986972337365706,0.7601302766263429,0.0,47.0,1853.0,532.0,30.0,3239.0,477.0,8.0,434.0,0.2799093655589124,0.4892749244712991,0.0012084592145015106,0.007099697885196375,0.004531722054380665,0.08036253776435046,0.07205438066465257,0.06555891238670696,0.0,0.4892749244712991,right_hand,False,False,False,True,False,False,False,False,1,fixed_feet_absence
40,all_conf,84846,67783,19583.0,19158.0,24158.0,0.23080640218749263,0.7691935978125074,0.28263723942581476,0.7173627605741852,1516.0,184.0,9196.0,1117.0,115.0,11704.0,310.0,16.0,0.0,0.3806606507161189,0.48447719182051496,0.0006623064823246958,0.007616524546734001,0.00476032784170875,0.046237271297292826,0.01283218809504098,0.0,0.06275353920026493,0.48447719182051496,right_hand,False,False,True,False,False,False,False,False,1,fixed_waist_absence
48,all_conf,14741,12889,4329.0,4192.0,5863.0,0.29367071433417,0.70632928566583,0.3252385755295213,0.6747614244704787,0.0,39.0,2251.0,619.0,29.0,2258.0,284.0,8.0,375.0,0.383933140030701,0.38512706805389735,0.0013644891693672181,0.0066518847006651885,0.004946273238956166,0.1055773494797885,0.04843936551253625,0.06396042981408835,0.0,0.38512706805389735,right_hand,False,False,False,True,False,False,False,False,1,fixed_feet_absence
92,all_conf,144320,141802,56320.0,56289.0,73637.0,0.3902439024390244,0.6097560975609756,0.3969549089575605,0.6030450910424394,2.0,1986.0,15198.0,4657.0,2072.0,14428.0,7360.0,27135.0,799.0,0.20639080896831755,0.19593410921140186,0.3684968154596195,0.026970137295109796,0.028138028436791286,0.06324266333500822,0.09994975352064858,0.010850523513994324,2.71602591088719e-05,0.3684968154596195,top_face,False,False,False,True,False,False,False,False,1,fixed_feet_absence
13,high_conf,20432,19561,4438.0,4438.0,4438.0,0.2172083007047768,0.7827916992952232,0.22688001635908184,0.7731199836409182,0.0,0.0,0.0,0.0,0.0,0.0,4438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,shoulder,False,True,True,True,False,True,False,True,5,fixed_slot_dominance;fixed_waist_absence;fixed_feet_absence;iqr_slot_dominance;mad_slot_dominance
112,high_conf,270,269,116.0,116.0,118.0,0.42962962962962964,0.5703703703703704,0.4312267657992565,0.5687732342007434,0.0,0.0,2.0,0.0,0.0,5.0,0.0,111.0,0.0,0.01694915254237288,0.0423728813559322,0.940677966101695,0.0,0.0,0.0,0.0,0.0,0.0,0.940677966101695,top_face,False,True,True,True,False,True,False,True,5,fixed_slot_dominance;fixed_waist_absence;fixed_feet_absence;iqr_slot_dominance;mad_slot_dominance
111,high_conf,520,480,313.0,311.0,320.0,0.6019230769230769,0.3980769230769231,0.6479166666666667,0.3520833333333333,0.0,0.0,14.0,0.0,0.0,10.0,0.0,296.0,0.0,0.04375,0.03125,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.925,top_face,False,True,True,True,False,True,False,True,5,fixed_slot_dominance;fixed_waist_absence;fixed_feet_absence;iqr_slot_dominance;mad_slot_dominance
87,high_conf,7028,6612,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_hand,True,False,True,True,False,False,False,False,3,fixed_low_placement;fixed_waist_absence;fixed_feet_absence
