cluster_id,class_id,object_hsv_bin,image_count,detection_count
20,27,0,6752,6957
20,27,1,30957,32547
20,27,2,13317,13946
20,27,7,1421,1455
20,27,8,658,669
20,27,9,306,313
20,27,10,185,187
20,27,11,210,215
20,27,12,3039,3140
20,27,13,945,979
20,27,14,27345,28776
20,27,15,4007,4093
20,27,16,2308,2345
20,27,18,1,1
20,27,19,939,952
20,27,20,135,136
