cluster_id,class_27_hsv_0,class_27_hsv_1,class_27_hsv_10,class_27_hsv_11,class_27_hsv_12,class_27_hsv_13,class_27_hsv_14,class_27_hsv_15,class_27_hsv_16,class_27_hsv_18,class_27_hsv_19,class_27_hsv_2,class_27_hsv_20,class_27_hsv_7,class_27_hsv_8,class_27_hsv_9
20,6752,30957,185,210,3039,945,27345,4007,2308,1,939,13317,135,1421,658,306
