cluster_id,class_81_hsv_0,class_81_hsv_1,class_81_hsv_10,class_81_hsv_11,class_81_hsv_12,class_81_hsv_13,class_81_hsv_14,class_81_hsv_15,class_81_hsv_16,class_81_hsv_17,class_81_hsv_18,class_81_hsv_19,class_81_hsv_2,class_81_hsv_20,class_81_hsv_7,class_81_hsv_8,class_81_hsv_9
246,2988,25860,928,1152,21713,3884,11854,11929,1144,9,76,5150,21100,1342,8961,5418,2218
