cluster_id,class_id,object_hsv_bin,image_count,detection_count
246,81,0,2988,3276
246,81,1,25860,28182
246,81,2,21100,22543
246,81,7,8961,9224
246,81,8,5418,5564
246,81,9,2218,2269
246,81,10,928,968
246,81,11,1152,1179
246,81,12,21713,22681
246,81,13,3884,4058
246,81,14,11854,12447
246,81,15,11929,12649
246,81,16,1144,1171
246,81,17,9,9
246,81,18,76,78
246,81,19,5150,5322
246,81,20,1342,1369
