cluster_id,class_id,object_hsv_bin,image_count,detection_count
102,110,0,738,743
102,110,1,2255,2276
102,110,2,8289,8463
102,110,7,750,755
102,110,8,317,324
102,110,9,25,25
102,110,10,34,34
102,110,11,22,22
102,110,12,595,598
102,110,13,42,42
102,110,14,4702,4804
102,110,15,96,96
102,110,16,40,40
102,110,19,78,78
102,110,20,63,63
