ihp_cluster,hsv_0,hsv_1,hsv_2,hsv_3,hsv_4,hsv_5,hsv_6,hsv_7,hsv_8,hsv_9,hsv_10,hsv_11,hsv_12,hsv_13,hsv_14,hsv_15,hsv_16,hsv_17,hsv_18,hsv_19,hsv_20,hsv_21,hsv_22,hsv_3_to_22_sum,total
41,7.0,27.0,53.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,18.0,164.0
42,12.0,71.0,123.0,0.0,1.0,0.0,6.0,0.0,1.0,2.0,0.0,5.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,1.0,32.0,312.0
43,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
44,1.0,19.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,94.0
45,1.0,22.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,14.0,105.0
46,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,62.0
47,0.0,14.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,9.0,103.0
48,4.0,95.0,156.0,1.0,0.0,3.0,16.0,0.0,3.0,3.0,4.0,12.0,1.0,3.0,2.0,3.0,2.0,0.0,2.0,8.0,1.0,2.0,0.0,66.0,435.0
49,0.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,74.0
50,0.0,50.0,71.0,1.0,0.0,0.0,6.0,0.0,3.0,0.0,1.0,13.0,3.0,0.0,5.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,38.0,247.0
51,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
52,4.0,12.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,95.0
53,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,69.0
54,4.0,17.0,23.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,17.0,132.0
55,3.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0
56,0.0,6.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,81.0
57,1.0,32.0,50.0,1.0,0.0,1.0,2.0,0.0,4.0,1.0,0.0,8.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,8.0,1.0,3.0,2.0,39.0,218.0
58,2.0,47.0,114.0,1.0,0.0,0.0,11.0,1.0,1.0,1.0,4.0,12.0,0.0,0.0,0.0,2.0,1.0,5.0,2.0,9.0,1.0,2.0,1.0,54.0,329.0
59,0.0,10.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,97.0
60,1.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,13.0,109.0
