ihp_cluster,hsv_0,hsv_1,hsv_2,hsv_3,hsv_4,hsv_5,hsv_6,hsv_7,hsv_8,hsv_9,hsv_10,hsv_11,hsv_12,hsv_13,hsv_14,hsv_15,hsv_16,hsv_17,hsv_18,hsv_19,hsv_20,hsv_21,hsv_22,hsv_3_to_22_sum,total
10,94.0,1564.0,1139.0,2.0,6.0,1.0,39.0,34.0,29.0,16.0,19.0,46.0,73.0,48.0,102.0,31.0,40.0,13.0,17.0,70.0,7.0,8.0,5.0,606.0,4019.0
11,171.0,2665.0,1139.0,10.0,0.0,2.0,22.0,4.0,3.0,3.0,3.0,2.0,62.0,53.0,210.0,16.0,19.0,2.0,0.0,30.0,9.0,3.0,3.0,456.0,4898.0
12,317.0,4615.0,2314.0,13.0,0.0,1.0,48.0,13.0,18.0,13.0,5.0,2.0,125.0,59.0,350.0,33.0,115.0,0.0,4.0,85.0,5.0,3.0,1.0,893.0,9044.0
13,142.0,2455.0,1977.0,11.0,8.0,3.0,59.0,23.0,29.0,7.0,12.0,56.0,93.0,34.0,184.0,37.0,75.0,19.0,14.0,139.0,18.0,20.0,5.0,846.0,6279.0
14,118.0,1292.0,975.0,8.0,3.0,4.0,44.0,37.0,12.0,25.0,20.0,35.0,24.0,3.0,99.0,13.0,50.0,3.0,5.0,87.0,5.0,14.0,4.0,495.0,3389.0
15,120.0,2057.0,1323.0,2.0,0.0,3.0,13.0,13.0,8.0,6.0,1.0,21.0,45.0,31.0,169.0,15.0,29.0,1.0,3.0,46.0,16.0,7.0,2.0,431.0,4377.0
16,94.0,1191.0,1004.0,14.0,4.0,3.0,19.0,12.0,12.0,4.0,9.0,23.0,42.0,24.0,137.0,9.0,12.0,5.0,4.0,50.0,13.0,6.0,3.0,405.0,3115.0
17,111.0,2026.0,1668.0,5.0,7.0,6.0,63.0,12.0,18.0,10.0,27.0,56.0,58.0,33.0,214.0,15.0,44.0,15.0,11.0,87.0,16.0,13.0,9.0,719.0,5260.0
18,681.0,9127.0,5053.0,52.0,9.0,23.0,95.0,65.0,50.0,22.0,35.0,104.0,312.0,127.0,670.0,59.0,234.0,11.0,17.0,228.0,62.0,8.0,6.0,2189.0,19257.0
19,119.0,2025.0,1248.0,7.0,1.0,0.0,51.0,7.0,16.0,1.0,9.0,19.0,34.0,40.0,152.0,15.0,35.0,10.0,10.0,55.0,8.0,9.0,11.0,490.0,4391.0
20,111.0,1652.0,848.0,9.0,2.0,0.0,15.0,5.0,2.0,7.0,12.0,23.0,90.0,16.0,157.0,8.0,43.0,0.0,2.0,19.0,3.0,1.0,0.0,414.0,3459.0
21,58.0,699.0,358.0,4.0,0.0,0.0,14.0,5.0,2.0,1.0,1.0,0.0,29.0,13.0,69.0,1.0,12.0,0.0,0.0,13.0,2.0,0.0,1.0,167.0,1470.0
22,164.0,2577.0,1039.0,13.0,0.0,0.0,32.0,10.0,11.0,6.0,1.0,7.0,101.0,40.0,204.0,10.0,52.0,1.0,1.0,43.0,9.0,0.0,0.0,541.0,4884.0
23,128.0,1427.0,1384.0,8.0,14.0,23.0,38.0,30.0,27.0,15.0,18.0,33.0,35.0,4.0,141.0,36.0,73.0,14.0,3.0,67.0,8.0,5.0,5.0,597.0,4156.0
24,679.0,8889.0,3780.0,21.0,11.0,5.0,69.0,25.0,51.0,29.0,33.0,60.0,280.0,149.0,707.0,52.0,186.0,26.0,12.0,215.0,32.0,11.0,6.0,1980.0,17332.0
25,74.0,618.0,678.0,2.0,2.0,3.0,12.0,8.0,7.0,7.0,32.0,31.0,18.0,2.0,60.0,10.0,12.0,5.0,2.0,58.0,8.0,8.0,0.0,287.0,1969.0
26,386.0,4585.0,2002.0,12.0,2.0,0.0,65.0,17.0,4.0,6.0,3.0,10.0,119.0,91.0,402.0,18.0,72.0,0.0,5.0,85.0,15.0,1.0,0.0,927.0,8853.0
27,24.0,238.0,128.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,1.0,16.0,4.0,26.0,1.0,2.0,0.0,0.0,3.0,4.0,1.0,0.0,67.0,551.0
28,254.0,3504.0,1771.0,34.0,0.0,0.0,25.0,11.0,18.0,9.0,3.0,16.0,128.0,59.0,245.0,13.0,57.0,4.0,6.0,90.0,9.0,1.0,0.0,728.0,7013.0
29,33.0,758.0,505.0,1.0,2.0,3.0,13.0,4.0,8.0,1.0,14.0,17.0,4.0,14.0,44.0,9.0,23.0,2.0,4.0,40.0,10.0,5.0,0.0,218.0,1761.0
30,54.0,1062.0,1247.0,1.0,9.0,7.0,60.0,8.0,15.0,6.0,6.0,59.0,37.0,6.0,100.0,10.0,25.0,9.0,12.0,67.0,17.0,18.0,11.0,483.0,3359.0
31,95.0,1796.0,1153.0,0.0,0.0,6.0,37.0,28.0,6.0,8.0,16.0,36.0,56.0,30.0,103.0,41.0,53.0,8.0,4.0,46.0,11.0,7.0,1.0,497.0,4069.0
32,46.0,799.0,481.0,0.0,0.0,0.0,8.0,9.0,4.0,1.0,2.0,17.0,34.0,16.0,84.0,1.0,11.0,0.0,2.0,16.0,8.0,7.0,1.0,221.0,1800.0
33,177.0,2853.0,1712.0,2.0,1.0,6.0,13.0,28.0,9.0,9.0,7.0,30.0,96.0,38.0,167.0,20.0,57.0,1.0,3.0,78.0,23.0,6.0,1.0,595.0,5965.0
34,106.0,3456.0,1615.0,17.0,1.0,3.0,17.0,29.0,10.0,2.0,6.0,16.0,173.0,89.0,622.0,10.0,41.0,1.0,9.0,75.0,22.0,7.0,0.0,1150.0,7511.0
35,41.0,743.0,246.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,21.0,6.0,36.0,1.0,7.0,0.0,0.0,13.0,2.0,0.0,0.0,91.0,1247.0
36,62.0,1485.0,1436.0,1.0,10.0,1.0,27.0,43.0,10.0,27.0,6.0,25.0,91.0,23.0,75.0,29.0,29.0,7.0,1.0,68.0,13.0,4.0,2.0,492.0,4003.0
37,140.0,1953.0,1033.0,6.0,5.0,1.0,35.0,11.0,15.0,7.0,7.0,19.0,60.0,23.0,102.0,9.0,48.0,2.0,6.0,45.0,6.0,5.0,2.0,414.0,3991.0
38,366.0,4343.0,2315.0,12.0,3.0,3.0,34.0,30.0,19.0,9.0,13.0,21.0,160.0,64.0,266.0,45.0,103.0,3.0,15.0,89.0,17.0,17.0,3.0,926.0,8914.0
39,321.0,3768.0,1210.0,7.0,3.0,0.0,15.0,9.0,7.0,3.0,0.0,9.0,93.0,71.0,296.0,4.0,60.0,2.0,5.0,57.0,5.0,1.0,1.0,648.0,6634.0
40,263.0,4414.0,2625.0,17.0,4.0,0.0,46.0,37.0,24.0,18.0,5.0,33.0,115.0,58.0,391.0,29.0,78.0,2.0,4.0,134.0,19.0,3.0,3.0,1020.0,9382.0
41,347.0,3952.0,2247.0,23.0,8.0,7.0,86.0,22.0,16.0,27.0,24.0,57.0,137.0,67.0,258.0,37.0,115.0,6.0,3.0,125.0,18.0,11.0,16.0,1063.0,8713.0
42,664.0,8601.0,6214.0,22.0,36.0,29.0,180.0,87.0,70.0,38.0,54.0,285.0,257.0,136.0,748.0,119.0,239.0,29.0,52.0,418.0,95.0,43.0,16.0,2953.0,21427.0
43,83.0,1425.0,675.0,2.0,1.0,0.0,6.0,1.0,7.0,3.0,0.0,0.0,73.0,34.0,152.0,3.0,28.0,1.0,0.0,29.0,3.0,3.0,1.0,347.0,2920.0
44,159.0,1893.0,1244.0,4.0,0.0,3.0,28.0,17.0,13.0,3.0,6.0,24.0,78.0,21.0,222.0,18.0,40.0,3.0,3.0,38.0,7.0,1.0,3.0,532.0,4404.0
45,245.0,3309.0,1576.0,8.0,37.0,3.0,31.0,9.0,22.0,9.0,7.0,19.0,111.0,48.0,344.0,20.0,70.0,4.0,12.0,89.0,10.0,5.0,0.0,858.0,6891.0
46,75.0,1362.0,534.0,5.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,36.0,10.0,145.0,0.0,16.0,2.0,0.0,28.0,2.0,0.0,0.0,250.0,2517.0
47,59.0,1415.0,1073.0,1.0,3.0,1.0,22.0,6.0,4.0,6.0,5.0,16.0,42.0,17.0,122.0,20.0,35.0,0.0,5.0,58.0,11.0,15.0,0.0,389.0,3372.0
48,550.0,8284.0,6028.0,26.0,40.0,31.0,179.0,78.0,113.0,36.0,73.0,255.0,313.0,106.0,752.0,111.0,196.0,53.0,41.0,275.0,82.0,45.0,18.0,2823.0,20556.0
49,45.0,1115.0,501.0,0.0,0.0,0.0,2.0,6.0,1.0,7.0,0.0,1.0,37.0,32.0,109.0,2.0,16.0,0.0,0.0,15.0,8.0,0.0,0.0,236.0,2182.0
50,282.0,6007.0,4474.0,14.0,18.0,14.0,129.0,62.0,63.0,42.0,45.0,190.0,200.0,119.0,586.0,79.0,149.0,23.0,34.0,260.0,69.0,29.0,5.0,2130.0,15073.0
51,32.0,668.0,256.0,0.0,1.0,0.0,6.0,0.0,4.0,1.0,1.0,4.0,26.0,11.0,31.0,3.0,15.0,0.0,1.0,16.0,3.0,0.0,0.0,123.0,1253.0
52,161.0,2969.0,1265.0,5.0,0.0,0.0,25.0,14.0,12.0,4.0,6.0,12.0,112.0,39.0,312.0,7.0,53.0,1.0,6.0,37.0,16.0,3.0,1.0,665.0,5777.0
53,64.0,755.0,239.0,9.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,18.0,8.0,73.0,6.0,12.0,0.0,2.0,9.0,3.0,0.0,1.0,145.0,1401.0
54,183.0,2135.0,1697.0,4.0,7.0,6.0,46.0,24.0,43.0,19.0,23.0,44.0,91.0,22.0,147.0,29.0,67.0,7.0,5.0,107.0,20.0,10.0,6.0,727.0,5523.0
55,137.0,1307.0,499.0,4.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,36.0,31.0,168.0,3.0,22.0,0.0,0.0,17.0,10.0,0.0,4.0,302.0,2602.0
56,22.0,358.0,335.0,0.0,0.0,0.0,6.0,3.0,1.0,6.0,4.0,7.0,11.0,2.0,25.0,1.0,12.0,1.0,5.0,31.0,9.0,2.0,1.0,127.0,1025.0
57,67.0,1032.0,962.0,2.0,3.0,7.0,41.0,27.0,20.0,8.0,10.0,44.0,55.0,13.0,89.0,21.0,42.0,2.0,9.0,65.0,6.0,14.0,1.0,479.0,3076.0
58,108.0,1752.0,1743.0,3.0,4.0,9.0,43.0,22.0,10.0,13.0,17.0,69.0,71.0,16.0,164.0,23.0,48.0,4.0,13.0,114.0,34.0,9.0,7.0,693.0,5047.0
59,82.0,1071.0,821.0,0.0,1.0,0.0,10.0,3.0,7.0,7.0,4.0,0.0,21.0,32.0,83.0,5.0,20.0,6.0,8.0,20.0,7.0,0.0,1.0,235.0,2503.0
60,187.0,2924.0,1383.0,3.0,3.0,4.0,22.0,37.0,16.0,13.0,14.0,23.0,99.0,61.0,241.0,33.0,41.0,4.0,9.0,72.0,12.0,4.0,4.0,715.0,5984.0
61,522.0,8581.0,4560.0,24.0,10.0,18.0,84.0,81.0,85.0,41.0,43.0,102.0,330.0,148.0,787.0,57.0,140.0,54.0,24.0,245.0,60.0,10.0,13.0,2356.0,18436.0
62,46.0,477.0,84.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,1.0,31.0,1.0,14.0,0.0,9.0,0.0,0.0,5.0,6.0,5.0,0.0,81.0,831.0
63,271.0,4282.0,1380.0,7.0,1.0,0.0,16.0,7.0,10.0,10.0,9.0,31.0,172.0,68.0,353.0,6.0,59.0,1.0,4.0,67.0,7.0,0.0,3.0,831.0,7658.0
64,451.0,5717.0,3965.0,9.0,1.0,7.0,143.0,26.0,17.0,25.0,10.0,50.0,164.0,43.0,368.0,65.0,142.0,4.0,18.0,167.0,30.0,18.0,10.0,1317.0,12831.0
65,312.0,5936.0,3742.0,34.0,1.0,3.0,43.0,20.0,16.0,26.0,9.0,22.0,250.0,48.0,580.0,43.0,144.0,0.0,5.0,180.0,16.0,1.0,5.0,1446.0,12947.0
66,286.0,3163.0,1314.0,12.0,3.0,0.0,16.0,9.0,2.0,10.0,8.0,17.0,91.0,85.0,237.0,30.0,84.0,3.0,10.0,64.0,8.0,3.0,5.0,697.0,6223.0
67,285.0,3304.0,2043.0,1.0,3.0,1.0,35.0,20.0,25.0,9.0,6.0,65.0,77.0,27.0,192.0,19.0,89.0,5.0,16.0,88.0,6.0,4.0,1.0,689.0,7077.0
68,20.0,537.0,672.0,0.0,2.0,2.0,21.0,14.0,10.0,6.0,8.0,44.0,26.0,2.0,37.0,8.0,18.0,3.0,9.0,38.0,7.0,5.0,0.0,260.0,1817.0
69,22.0,356.0,325.0,0.0,0.0,6.0,12.0,1.0,11.0,3.0,5.0,10.0,10.0,1.0,29.0,8.0,2.0,2.0,1.0,23.0,1.0,3.0,1.0,129.0,1030.0
70,116.0,2514.0,2132.0,3.0,5.0,2.0,50.0,20.0,24.0,19.0,5.0,34.0,60.0,35.0,196.0,20.0,70.0,2.0,6.0,93.0,13.0,11.0,0.0,668.0,6168.0
71,13.0,508.0,410.0,3.0,2.0,2.0,22.0,8.0,14.0,9.0,5.0,19.0,8.0,6.0,40.0,8.0,13.0,0.0,1.0,22.0,2.0,6.0,0.0,190.0,1382.0
72,57.0,1670.0,773.0,2.0,0.0,0.0,3.0,10.0,2.0,1.0,1.0,1.0,64.0,20.0,168.0,3.0,30.0,0.0,7.0,22.0,3.0,2.0,0.0,339.0,3250.0
73,73.0,1683.0,1220.0,2.0,8.0,0.0,30.0,29.0,10.0,6.0,14.0,52.0,57.0,22.0,130.0,15.0,36.0,8.0,8.0,74.0,20.0,10.0,3.0,534.0,4117.0
74,169.0,2006.0,1518.0,8.0,3.0,1.0,37.0,63.0,24.0,24.0,25.0,73.0,68.0,31.0,189.0,10.0,52.0,9.0,13.0,95.0,25.0,17.0,3.0,770.0,5307.0
75,144.0,2122.0,992.0,36.0,2.0,0.0,16.0,9.0,16.0,11.0,3.0,8.0,60.0,22.0,158.0,12.0,49.0,4.0,9.0,48.0,3.0,0.0,0.0,466.0,4265.0
76,148.0,2192.0,1337.0,3.0,0.0,2.0,58.0,13.0,10.0,7.0,9.0,23.0,96.0,40.0,152.0,42.0,37.0,2.0,4.0,43.0,6.0,3.0,0.0,550.0,4853.0
77,254.0,3480.0,2123.0,33.0,7.0,1.0,82.0,28.0,21.0,17.0,22.0,105.0,118.0,70.0,298.0,39.0,83.0,14.0,15.0,141.0,32.0,14.0,5.0,1145.0,8224.0
78,62.0,774.0,933.0,3.0,0.0,0.0,34.0,28.0,2.0,12.0,6.0,16.0,17.0,6.0,48.0,10.0,8.0,5.0,4.0,41.0,4.0,1.0,7.0,252.0,2351.0
79,250.0,2776.0,2468.0,11.0,33.0,5.0,128.0,76.0,44.0,30.0,19.0,148.0,132.0,17.0,134.0,35.0,100.0,28.0,37.0,127.0,46.0,10.0,3.0,1163.0,7899.0
80,3.0,248.0,367.0,1.0,0.0,0.0,11.0,0.0,1.0,4.0,5.0,10.0,4.0,1.0,13.0,10.0,12.0,0.0,0.0,19.0,3.0,5.0,0.0,99.0,896.0
81,47.0,1694.0,581.0,3.0,0.0,0.0,12.0,9.0,9.0,1.0,1.0,2.0,62.0,30.0,184.0,4.0,11.0,0.0,3.0,20.0,11.0,0.0,2.0,364.0,3131.0
82,41.0,403.0,338.0,1.0,0.0,0.0,9.0,4.0,6.0,8.0,0.0,10.0,5.0,0.0,22.0,8.0,28.0,1.0,0.0,15.0,4.0,1.0,0.0,122.0,1108.0
83,295.0,4458.0,1630.0,7.0,3.0,2.0,41.0,9.0,13.0,11.0,12.0,13.0,74.0,67.0,289.0,14.0,56.0,0.0,11.0,70.0,14.0,0.0,0.0,706.0,7878.0
84,177.0,4125.0,1784.0,13.0,2.0,4.0,30.0,37.0,13.0,6.0,2.0,11.0,190.0,79.0,715.0,13.0,71.0,2.0,7.0,86.0,31.0,3.0,2.0,1317.0,8804.0
85,320.0,3278.0,1832.0,0.0,7.0,4.0,35.0,16.0,6.0,6.0,8.0,26.0,70.0,45.0,186.0,17.0,76.0,3.0,6.0,78.0,4.0,6.0,12.0,611.0,6737.0
86,10.0,181.0,111.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,28.0,0.0,9.0,0.0,2.0,5.0,0.0,0.0,1.0,63.0,514.0
87,267.0,3065.0,1618.0,25.0,0.0,0.0,19.0,4.0,2.0,5.0,1.0,18.0,99.0,33.0,193.0,12.0,96.0,2.0,1.0,70.0,10.0,2.0,17.0,609.0,6255.0
88,155.0,2132.0,937.0,4.0,4.0,3.0,25.0,10.0,5.0,3.0,10.0,37.0,74.0,28.0,127.0,10.0,59.0,2.0,3.0,35.0,5.0,4.0,3.0,451.0,4214.0
89,68.0,1171.0,856.0,1.0,0.0,1.0,44.0,4.0,4.0,23.0,3.0,30.0,33.0,7.0,54.0,14.0,40.0,7.0,1.0,44.0,5.0,4.0,2.0,321.0,2826.0
90,94.0,1694.0,606.0,0.0,0.0,1.0,6.0,8.0,2.0,1.0,2.0,3.0,41.0,9.0,142.0,2.0,9.0,0.0,1.0,25.0,13.0,3.0,0.0,268.0,3020.0
91,151.0,2664.0,2702.0,8.0,25.0,17.0,151.0,24.0,37.0,26.0,57.0,140.0,69.0,70.0,191.0,39.0,74.0,17.0,30.0,173.0,50.0,48.0,8.0,1254.0,8116.0
92,48.0,699.0,612.0,1.0,4.0,1.0,23.0,14.0,8.0,16.0,7.0,23.0,24.0,7.0,72.0,7.0,16.0,3.0,10.0,18.0,4.0,7.0,1.0,266.0,1983.0
93,157.0,3439.0,1264.0,6.0,0.0,0.0,19.0,7.0,7.0,7.0,10.0,14.0,109.0,42.0,295.0,9.0,52.0,0.0,5.0,77.0,9.0,7.0,2.0,677.0,6307.0
94,345.0,6909.0,3448.0,16.0,9.0,10.0,83.0,31.0,41.0,17.0,12.0,58.0,257.0,122.0,855.0,37.0,96.0,16.0,14.0,167.0,36.0,13.0,5.0,1895.0,14586.0
95,29.0,351.0,381.0,2.0,1.0,1.0,16.0,7.0,12.0,4.0,6.0,2.0,12.0,1.0,25.0,3.0,9.0,1.0,6.0,19.0,1.0,3.0,3.0,134.0,1124.0
96,203.0,2970.0,1184.0,4.0,1.0,1.0,13.0,8.0,21.0,4.0,6.0,26.0,138.0,50.0,416.0,6.0,41.0,4.0,5.0,46.0,11.0,1.0,2.0,804.0,6061.0
97,28.0,504.0,480.0,4.0,2.0,4.0,19.0,23.0,7.0,18.0,4.0,17.0,14.0,5.0,63.0,9.0,25.0,3.0,6.0,31.0,12.0,4.0,0.0,270.0,1649.0
98,133.0,2359.0,794.0,4.0,0.0,0.0,13.0,6.0,4.0,3.0,3.0,5.0,59.0,32.0,194.0,3.0,32.0,0.0,1.0,41.0,7.0,0.0,1.0,408.0,4200.0
99,600.0,7457.0,3382.0,21.0,1.0,6.0,61.0,38.0,27.0,24.0,22.0,47.0,186.0,133.0,439.0,34.0,139.0,0.0,2.0,183.0,18.0,2.0,9.0,1392.0,14322.0
100,464.0,8096.0,4613.0,17.0,12.0,15.0,111.0,55.0,54.0,33.0,56.0,154.0,285.0,120.0,749.0,58.0,183.0,25.0,31.0,283.0,41.0,57.0,4.0,2343.0,17959.0
101,164.0,1722.0,703.0,9.0,0.0,0.0,16.0,1.0,4.0,6.0,0.0,2.0,101.0,22.0,244.0,1.0,23.0,0.0,0.0,31.0,4.0,1.0,0.0,465.0,3620.0
102,71.0,937.0,355.0,5.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,1.0,25.0,7.0,106.0,13.0,27.0,0.0,2.0,8.0,0.0,0.0,1.0,204.0,1873.0
103,105.0,1220.0,1629.0,4.0,10.0,10.0,103.0,41.0,48.0,20.0,23.0,121.0,42.0,6.0,77.0,20.0,32.0,12.0,19.0,96.0,26.0,15.0,3.0,728.0,4513.0
104,269.0,3894.0,2049.0,18.0,3.0,2.0,28.0,15.0,40.0,9.0,3.0,27.0,137.0,54.0,251.0,14.0,82.0,6.0,4.0,91.0,20.0,0.0,2.0,806.0,7928.0
105,181.0,3320.0,1647.0,6.0,0.0,0.0,36.0,6.0,5.0,3.0,4.0,3.0,76.0,30.0,198.0,11.0,55.0,0.0,4.0,46.0,3.0,1.0,2.0,489.0,6231.0
106,378.0,4827.0,2494.0,15.0,6.0,8.0,47.0,31.0,18.0,22.0,15.0,41.0,175.0,78.0,362.0,48.0,86.0,8.0,22.0,100.0,24.0,15.0,7.0,1128.0,10061.0
107,25.0,558.0,453.0,3.0,1.0,0.0,16.0,5.0,7.0,34.0,7.0,16.0,11.0,5.0,47.0,8.0,23.0,1.0,0.0,43.0,5.0,6.0,1.0,239.0,1621.0
108,128.0,1680.0,1137.0,1.0,0.0,0.0,11.0,4.0,3.0,13.0,9.0,18.0,32.0,18.0,68.0,14.0,39.0,0.0,2.0,38.0,6.0,4.0,3.0,283.0,3619.0
109,118.0,2010.0,1595.0,2.0,3.0,4.0,53.0,18.0,30.0,15.0,17.0,96.0,79.0,44.0,193.0,20.0,55.0,7.0,11.0,108.0,24.0,19.0,5.0,803.0,5438.0
110,247.0,2996.0,1094.0,30.0,1.0,0.0,21.0,3.0,12.0,2.0,5.0,8.0,119.0,45.0,235.0,13.0,60.0,1.0,3.0,30.0,10.0,0.0,4.0,602.0,5651.0
111,76.0,1281.0,1074.0,5.0,2.0,7.0,31.0,17.0,14.0,6.0,18.0,37.0,74.0,28.0,108.0,19.0,18.0,10.0,9.0,52.0,19.0,8.0,1.0,483.0,3508.0
112,277.0,3679.0,2286.0,7.0,3.0,0.0,35.0,5.0,19.0,14.0,4.0,17.0,128.0,36.0,160.0,18.0,83.0,1.0,7.0,73.0,7.0,14.0,1.0,632.0,7618.0
113,81.0,1297.0,702.0,5.0,0.0,1.0,4.0,3.0,3.0,1.0,0.0,5.0,55.0,26.0,207.0,7.0,5.0,1.0,0.0,24.0,5.0,1.0,0.0,353.0,2899.0
114,37.0,628.0,330.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,4.0,20.0,21.0,44.0,3.0,16.0,3.0,2.0,15.0,6.0,1.0,0.0,141.0,1391.0
115,182.0,4314.0,2195.0,1.0,0.0,4.0,25.0,21.0,17.0,8.0,9.0,32.0,161.0,83.0,562.0,15.0,50.0,4.0,12.0,83.0,19.0,7.0,2.0,1115.0,9036.0
116,273.0,3062.0,2016.0,17.0,2.0,1.0,66.0,9.0,37.0,15.0,5.0,23.0,94.0,19.0,139.0,15.0,83.0,1.0,6.0,122.0,13.0,2.0,1.0,670.0,6807.0
117,42.0,995.0,305.0,3.0,0.0,0.0,4.0,4.0,1.0,2.0,1.0,1.0,18.0,19.0,36.0,4.0,11.0,0.0,0.0,23.0,0.0,0.0,0.0,127.0,1713.0
118,70.0,1224.0,824.0,2.0,4.0,1.0,16.0,7.0,1.0,2.0,5.0,4.0,36.0,24.0,78.0,8.0,26.0,0.0,7.0,41.0,4.0,3.0,0.0,269.0,2774.0
119,164.0,2811.0,1325.0,2.0,4.0,7.0,13.0,7.0,17.0,3.0,7.0,10.0,39.0,51.0,149.0,19.0,71.0,1.0,5.0,45.0,7.0,2.0,2.0,461.0,5341.0
120,228.0,3541.0,1585.0,15.0,2.0,0.0,36.0,8.0,5.0,6.0,3.0,13.0,115.0,29.0,305.0,17.0,71.0,1.0,1.0,53.0,14.0,1.0,0.0,695.0,6864.0
121,55.0,715.0,527.0,0.0,0.0,0.0,3.0,10.0,4.0,1.0,1.0,7.0,24.0,24.0,110.0,3.0,21.0,6.0,0.0,13.0,3.0,0.0,2.0,232.0,1882.0
122,29.0,803.0,693.0,3.0,3.0,2.0,10.0,2.0,8.0,4.0,9.0,21.0,21.0,20.0,39.0,15.0,27.0,4.0,1.0,54.0,10.0,5.0,1.0,259.0,2165.0
123,9.0,400.0,311.0,1.0,0.0,2.0,14.0,2.0,3.0,0.0,1.0,4.0,6.0,4.0,17.0,4.0,9.0,4.0,3.0,16.0,2.0,3.0,1.0,96.0,1035.0
124,76.0,1316.0,1170.0,4.0,1.0,1.0,35.0,15.0,19.0,7.0,25.0,43.0,35.0,8.0,123.0,17.0,39.0,5.0,9.0,47.0,23.0,7.0,3.0,466.0,3618.0
125,560.0,7236.0,3308.0,23.0,7.0,6.0,46.0,25.0,35.0,23.0,21.0,71.0,203.0,118.0,596.0,33.0,130.0,5.0,12.0,137.0,27.0,12.0,5.0,1535.0,14299.0
126,284.0,4456.0,1527.0,22.0,3.0,1.0,24.0,14.0,11.0,12.0,10.0,8.0,94.0,98.0,394.0,12.0,114.0,7.0,3.0,73.0,10.0,2.0,1.0,913.0,8219.0
127,285.0,3406.0,2815.0,16.0,39.0,13.0,79.0,46.0,41.0,30.0,5.0,119.0,131.0,51.0,298.0,40.0,103.0,11.0,22.0,145.0,23.0,24.0,12.0,1248.0,9129.0
