ihp_cluster,hsv_0,hsv_1,hsv_2,hsv_3,hsv_4,hsv_5,hsv_6,hsv_7,hsv_8,hsv_9,hsv_10,hsv_11,hsv_12,hsv_13,hsv_14,hsv_15,hsv_16,hsv_17,hsv_18,hsv_19,hsv_20,hsv_21,hsv_22,hsv_3_to_22_sum,total
21,26.0,774.0,325.0,2.0,0.0,0.0,4.0,5.0,2.0,1.0,0.0,3.0,28.0,7.0,91.0,4.0,25.0,4.0,0.0,42.0,3.0,1.0,0.0,222.0,1590.0
22,20.0,180.0,75.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,16.0,1.0,7.0,0.0,0.0,3.0,0.0,0.0,1.0,39.0,375.0
23,44.0,1644.0,1229.0,2.0,3.0,5.0,23.0,13.0,11.0,3.0,4.0,32.0,52.0,17.0,221.0,11.0,61.0,3.0,6.0,86.0,18.0,1.0,3.0,575.0,4090.0
24,30.0,307.0,167.0,2.0,1.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,8.0,3.0,27.0,12.0,18.0,0.0,1.0,15.0,2.0,0.0,1.0,98.0,724.0
25,25.0,380.0,215.0,0.0,0.0,0.0,3.0,4.0,2.0,3.0,2.0,8.0,7.0,3.0,34.0,2.0,15.0,2.0,2.0,10.0,12.0,1.0,0.0,110.0,865.0
26,133.0,2179.0,1190.0,3.0,5.0,2.0,23.0,12.0,9.0,8.0,14.0,22.0,47.0,28.0,161.0,21.0,58.0,3.0,5.0,95.0,25.0,3.0,2.0,546.0,4620.0
27,83.0,1492.0,1322.0,4.0,10.0,11.0,34.0,24.0,17.0,16.0,43.0,74.0,44.0,15.0,132.0,40.0,49.0,19.0,18.0,139.0,18.0,22.0,7.0,736.0,4396.0
28,8.0,60.0,71.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,8.0,2.0,3.0,2.0,0.0,12.0,4.0,0.0,1.0,41.0,249.0
29,140.0,2594.0,2847.0,15.0,48.0,45.0,242.0,88.0,57.0,69.0,109.0,284.0,126.0,42.0,298.0,95.0,91.0,66.0,64.0,347.0,56.0,61.0,9.0,2212.0,10034.0
30,201.0,3516.0,4136.0,9.0,31.0,12.0,85.0,79.0,46.0,38.0,38.0,160.0,156.0,51.0,342.0,70.0,120.0,27.0,31.0,374.0,142.0,32.0,15.0,1858.0,11599.0
31,3.0,47.0,95.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,4.0,1.0,1.0,10.0,2.0,4.0,0.0,2.0,9.0,0.0,2.0,0.0,43.0,262.0
32,78.0,1205.0,471.0,5.0,0.0,0.0,5.0,5.0,5.0,6.0,0.0,1.0,26.0,15.0,85.0,12.0,43.0,0.0,0.0,31.0,8.0,1.0,2.0,250.0,2286.0
33,145.0,3748.0,3422.0,5.0,33.0,17.0,90.0,51.0,27.0,19.0,40.0,116.0,107.0,42.0,310.0,54.0,120.0,60.0,28.0,291.0,85.0,27.0,6.0,1528.0,10404.0
34,33.0,756.0,499.0,1.0,1.0,0.0,6.0,5.0,1.0,5.0,3.0,2.0,42.0,6.0,114.0,4.0,17.0,0.0,1.0,20.0,5.0,0.0,0.0,233.0,1788.0
35,33.0,1341.0,880.0,3.0,1.0,2.0,22.0,8.0,3.0,5.0,8.0,17.0,47.0,7.0,175.0,9.0,29.0,1.0,5.0,82.0,31.0,4.0,3.0,462.0,3213.0
36,17.0,103.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,8.0,3.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,28.0,238.0
37,120.0,1458.0,1099.0,4.0,3.0,3.0,18.0,8.0,7.0,5.0,8.0,17.0,38.0,19.0,106.0,14.0,70.0,2.0,2.0,74.0,17.0,2.0,3.0,420.0,3554.0
38,20.0,227.0,92.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,0.0,12.0,1.0,0.0,6.0,2.0,0.0,2.0,40.0,457.0
39,66.0,1319.0,1930.0,6.0,6.0,3.0,41.0,30.0,22.0,12.0,29.0,93.0,68.0,29.0,146.0,26.0,48.0,26.0,22.0,133.0,65.0,12.0,2.0,819.0,4992.0
40,29.0,406.0,407.0,2.0,1.0,1.0,12.0,4.0,0.0,5.0,1.0,29.0,9.0,3.0,39.0,16.0,17.0,2.0,4.0,23.0,8.0,2.0,1.0,179.0,1240.0
41,60.0,789.0,2006.0,18.0,101.0,44.0,298.0,85.0,56.0,121.0,148.0,433.0,42.0,7.0,58.0,97.0,39.0,84.0,98.0,384.0,82.0,103.0,16.0,2314.0,7524.0
42,12.0,288.0,564.0,3.0,3.0,2.0,18.0,8.0,7.0,8.0,6.0,20.0,9.0,6.0,23.0,9.0,8.0,6.0,3.0,46.0,19.0,3.0,1.0,208.0,1322.0
43,27.0,798.0,583.0,3.0,2.0,2.0,16.0,11.0,6.0,7.0,5.0,20.0,25.0,13.0,64.0,9.0,21.0,4.0,2.0,37.0,14.0,6.0,2.0,269.0,1989.0
44,142.0,2522.0,3781.0,12.0,55.0,28.0,211.0,86.0,36.0,47.0,72.0,255.0,88.0,22.0,264.0,81.0,95.0,92.0,40.0,381.0,108.0,47.0,22.0,2042.0,10573.0
45,31.0,738.0,743.0,9.0,20.0,17.0,43.0,17.0,15.0,27.0,31.0,48.0,17.0,12.0,92.0,19.0,43.0,11.0,12.0,94.0,21.0,17.0,7.0,572.0,2701.0
46,50.0,406.0,167.0,4.0,0.0,0.0,1.0,2.0,5.0,3.0,0.0,1.0,13.0,7.0,19.0,1.0,19.0,0.0,1.0,10.0,1.0,0.0,1.0,88.0,845.0
47,22.0,254.0,477.0,5.0,8.0,9.0,50.0,7.0,4.0,29.0,19.0,45.0,15.0,2.0,30.0,34.0,31.0,8.0,15.0,53.0,16.0,9.0,4.0,393.0,1586.0
48,52.0,1366.0,2510.0,5.0,23.0,15.0,129.0,62.0,46.0,27.0,30.0,201.0,61.0,11.0,144.0,43.0,64.0,49.0,39.0,234.0,90.0,29.0,5.0,1307.0,6590.0
49,96.0,1193.0,544.0,2.0,6.0,4.0,39.0,12.0,10.0,5.0,8.0,19.0,37.0,15.0,77.0,14.0,39.0,6.0,4.0,35.0,13.0,4.0,4.0,353.0,2588.0
50,11.0,314.0,168.0,1.0,0.0,0.0,1.0,2.0,2.0,3.0,1.0,3.0,10.0,2.0,30.0,2.0,11.0,0.0,1.0,17.0,2.0,0.0,4.0,92.0,727.0
51,87.0,2424.0,3312.0,9.0,5.0,14.0,57.0,52.0,32.0,11.0,21.0,108.0,109.0,16.0,310.0,40.0,78.0,13.0,28.0,229.0,113.0,13.0,13.0,1271.0,8416.0
52,85.0,1680.0,598.0,7.0,2.0,0.0,15.0,3.0,4.0,1.0,4.0,0.0,41.0,18.0,113.0,12.0,56.0,5.0,1.0,37.0,4.0,2.0,3.0,328.0,3071.0
53,16.0,138.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,8.0,3.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,318.0
54,21.0,525.0,413.0,2.0,4.0,0.0,4.0,4.0,4.0,3.0,2.0,11.0,19.0,9.0,56.0,10.0,14.0,0.0,0.0,26.0,8.0,1.0,4.0,181.0,1375.0
55,12.0,459.0,238.0,1.0,1.0,0.0,4.0,2.0,3.0,2.0,1.0,4.0,14.0,10.0,51.0,3.0,15.0,2.0,1.0,25.0,3.0,2.0,4.0,148.0,1060.0
56,98.0,1464.0,1205.0,5.0,15.0,11.0,52.0,14.0,15.0,26.0,17.0,48.0,45.0,16.0,119.0,38.0,58.0,12.0,11.0,101.0,33.0,11.0,5.0,652.0,4127.0
57,18.0,52.0,14.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,13.0,167.0
58,47.0,975.0,434.0,3.0,0.0,0.0,2.0,6.0,2.0,0.0,0.0,1.0,25.0,8.0,98.0,2.0,24.0,0.0,0.0,28.0,7.0,2.0,0.0,208.0,1930.0
59,47.0,994.0,899.0,1.0,19.0,12.0,40.0,12.0,15.0,27.0,36.0,66.0,25.0,17.0,91.0,33.0,48.0,11.0,28.0,135.0,14.0,20.0,4.0,654.0,3307.0
60,23.0,379.0,400.0,2.0,0.0,0.0,6.0,4.0,3.0,2.0,6.0,23.0,8.0,6.0,41.0,9.0,7.0,3.0,4.0,30.0,13.0,2.0,1.0,170.0,1202.0
61,74.0,1279.0,2206.0,4.0,9.0,19.0,61.0,37.0,41.0,22.0,17.0,109.0,35.0,10.0,144.0,25.0,65.0,23.0,26.0,176.0,64.0,9.0,4.0,900.0,5420.0
62,14.0,310.0,128.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,0.0,7.0,7.0,29.0,4.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,74.0,662.0
63,46.0,1046.0,328.0,1.0,2.0,0.0,4.0,1.0,0.0,1.0,1.0,4.0,21.0,9.0,88.0,1.0,35.0,1.0,3.0,25.0,6.0,0.0,0.0,203.0,1889.0
64,60.0,768.0,543.0,6.0,2.0,2.0,21.0,10.0,7.0,14.0,6.0,12.0,28.0,13.0,76.0,13.0,28.0,5.0,5.0,45.0,7.0,3.0,2.0,305.0,2045.0
65,57.0,637.0,530.0,6.0,13.0,4.0,21.0,6.0,8.0,11.0,22.0,37.0,12.0,16.0,59.0,20.0,33.0,9.0,11.0,40.0,13.0,8.0,3.0,352.0,1993.0
66,128.0,2076.0,1289.0,4.0,7.0,8.0,43.0,14.0,9.0,10.0,11.0,11.0,56.0,28.0,103.0,25.0,60.0,12.0,6.0,66.0,7.0,1.0,4.0,485.0,4529.0
67,26.0,345.0,178.0,2.0,1.0,2.0,4.0,1.0,8.0,2.0,3.0,6.0,22.0,2.0,28.0,6.0,12.0,1.0,0.0,15.0,2.0,1.0,1.0,119.0,854.0
68,28.0,755.0,455.0,5.0,0.0,2.0,14.0,9.0,8.0,2.0,7.0,18.0,20.0,9.0,66.0,7.0,16.0,5.0,6.0,56.0,13.0,2.0,0.0,265.0,1836.0
69,55.0,1448.0,574.0,0.0,0.0,4.0,7.0,12.0,3.0,1.0,3.0,5.0,35.0,13.0,140.0,5.0,34.0,1.0,2.0,40.0,8.0,2.0,1.0,316.0,2778.0
70,117.0,1338.0,753.0,10.0,17.0,2.0,36.0,13.0,14.0,6.0,12.0,17.0,45.0,21.0,81.0,19.0,38.0,8.0,3.0,53.0,12.0,3.0,5.0,415.0,3108.0
71,98.0,1792.0,713.0,4.0,2.0,2.0,14.0,6.0,5.0,8.0,5.0,3.0,38.0,22.0,136.0,11.0,59.0,0.0,4.0,48.0,9.0,1.0,3.0,380.0,3434.0
72,5.0,143.0,179.0,0.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0,3.0,9.0,1.0,20.0,5.0,5.0,0.0,0.0,15.0,6.0,0.0,1.0,77.0,553.0
73,73.0,1614.0,2552.0,7.0,42.0,42.0,244.0,87.0,54.0,50.0,98.0,395.0,88.0,16.0,154.0,67.0,66.0,63.0,69.0,293.0,94.0,52.0,11.0,1992.0,8296.0
74,23.0,709.0,842.0,6.0,14.0,10.0,71.0,18.0,12.0,31.0,39.0,101.0,30.0,6.0,77.0,33.0,20.0,13.0,12.0,105.0,33.0,15.0,8.0,654.0,2956.0
75,173.0,2362.0,1672.0,13.0,8.0,5.0,39.0,24.0,14.0,25.0,17.0,20.0,59.0,23.0,202.0,39.0,89.0,8.0,6.0,119.0,27.0,8.0,3.0,748.0,5778.0
76,69.0,1602.0,2614.0,7.0,34.0,28.0,204.0,48.0,48.0,58.0,93.0,298.0,71.0,17.0,172.0,104.0,68.0,28.0,54.0,319.0,85.0,46.0,16.0,1798.0,7957.0
77,150.0,3844.0,3990.0,11.0,73.0,32.0,212.0,114.0,63.0,58.0,94.0,283.0,125.0,36.0,393.0,87.0,148.0,64.0,52.0,413.0,98.0,57.0,18.0,2431.0,12923.0
78,82.0,1242.0,569.0,3.0,3.0,1.0,16.0,3.0,7.0,3.0,4.0,6.0,39.0,15.0,94.0,8.0,35.0,7.0,2.0,40.0,8.0,4.0,1.0,299.0,2569.0
79,82.0,1481.0,740.0,4.0,4.0,2.0,6.0,4.0,6.0,1.0,2.0,2.0,34.0,10.0,113.0,10.0,45.0,0.0,4.0,56.0,5.0,1.0,1.0,310.0,3002.0
80,33.0,617.0,271.0,3.0,0.0,0.0,6.0,4.0,1.0,1.0,1.0,3.0,24.0,6.0,43.0,1.0,10.0,0.0,0.0,15.0,3.0,1.0,0.0,122.0,1245.0
81,142.0,2103.0,2079.0,7.0,18.0,9.0,88.0,25.0,29.0,15.0,24.0,71.0,63.0,25.0,187.0,65.0,73.0,9.0,17.0,153.0,43.0,17.0,9.0,947.0,6299.0
82,152.0,2427.0,1514.0,3.0,7.0,7.0,32.0,14.0,13.0,10.0,16.0,44.0,71.0,27.0,262.0,29.0,93.0,8.0,11.0,122.0,18.0,6.0,5.0,798.0,5771.0
83,18.0,521.0,455.0,1.0,1.0,1.0,5.0,4.0,2.0,2.0,1.0,23.0,13.0,1.0,69.0,13.0,16.0,1.0,11.0,33.0,12.0,2.0,1.0,212.0,1501.0
84,23.0,207.0,116.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,8.0,2.0,19.0,0.0,8.0,1.0,1.0,13.0,1.0,0.0,0.0,61.0,552.0
85,8.0,247.0,74.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,4.0,2.0,15.0,2.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,45.0,504.0
86,168.0,4064.0,3453.0,6.0,15.0,13.0,44.0,37.0,25.0,16.0,19.0,57.0,114.0,31.0,353.0,40.0,128.0,14.0,22.0,242.0,73.0,4.0,3.0,1256.0,10283.0
87,40.0,1229.0,475.0,2.0,0.0,1.0,3.0,2.0,2.0,5.0,0.0,3.0,31.0,10.0,101.0,7.0,27.0,0.0,0.0,44.0,7.0,1.0,0.0,246.0,2323.0
88,126.0,1519.0,1659.0,13.0,48.0,13.0,58.0,16.0,34.0,31.0,32.0,55.0,48.0,19.0,138.0,50.0,73.0,20.0,22.0,144.0,29.0,10.0,9.0,862.0,5116.0
89,61.0,1147.0,1350.0,6.0,10.0,17.0,95.0,46.0,22.0,40.0,51.0,72.0,65.0,20.0,157.0,27.0,37.0,25.0,15.0,170.0,39.0,11.0,8.0,933.0,4513.0
90,128.0,1573.0,1669.0,11.0,6.0,9.0,54.0,17.0,21.0,24.0,20.0,55.0,67.0,25.0,115.0,31.0,77.0,16.0,11.0,87.0,22.0,11.0,11.0,690.0,4840.0
91,111.0,1920.0,2946.0,15.0,51.0,26.0,171.0,66.0,40.0,46.0,51.0,164.0,65.0,10.0,220.0,75.0,93.0,73.0,44.0,243.0,125.0,32.0,6.0,1616.0,8300.0
92,57.0,544.0,246.0,5.0,2.0,2.0,9.0,4.0,4.0,5.0,6.0,6.0,19.0,10.0,35.0,10.0,23.0,0.0,3.0,16.0,3.0,2.0,6.0,170.0,1279.0
93,9.0,634.0,323.0,2.0,2.0,1.0,12.0,2.0,0.0,4.0,5.0,1.0,20.0,9.0,66.0,6.0,19.0,0.0,7.0,31.0,4.0,3.0,2.0,196.0,1451.0
94,1.0,29.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,11.0,153.0
95,8.0,193.0,164.0,1.0,5.0,1.0,3.0,1.0,1.0,2.0,3.0,10.0,8.0,1.0,25.0,4.0,5.0,3.0,4.0,20.0,4.0,2.0,0.0,103.0,666.0
96,94.0,1251.0,1138.0,6.0,6.0,7.0,38.0,22.0,10.0,28.0,13.0,21.0,65.0,20.0,110.0,24.0,66.0,11.0,7.0,54.0,11.0,8.0,4.0,531.0,3641.0
97,18.0,290.0,164.0,3.0,4.0,1.0,11.0,1.0,3.0,5.0,1.0,2.0,13.0,5.0,32.0,0.0,14.0,0.0,1.0,13.0,0.0,1.0,0.0,110.0,789.0
98,18.0,296.0,319.0,0.0,2.0,1.0,7.0,11.0,2.0,3.0,3.0,10.0,7.0,0.0,26.0,3.0,18.0,3.0,2.0,37.0,8.0,1.0,4.0,148.0,1027.0
99,2.0,179.0,137.0,1.0,0.0,1.0,5.0,2.0,0.0,1.0,1.0,4.0,6.0,1.0,27.0,0.0,10.0,1.0,0.0,4.0,4.0,2.0,0.0,70.0,557.0
100,79.0,916.0,639.0,9.0,2.0,10.0,11.0,7.0,4.0,11.0,11.0,15.0,48.0,6.0,107.0,17.0,39.0,2.0,1.0,33.0,4.0,4.0,1.0,342.0,2418.0
101,37.0,700.0,734.0,5.0,54.0,12.0,72.0,25.0,30.0,71.0,71.0,67.0,28.0,8.0,67.0,38.0,25.0,36.0,18.0,139.0,24.0,38.0,4.0,832.0,3236.0
102,53.0,856.0,442.0,4.0,2.0,0.0,5.0,3.0,7.0,1.0,2.0,5.0,32.0,13.0,60.0,5.0,19.0,0.0,1.0,21.0,3.0,0.0,0.0,183.0,1819.0
103,21.0,265.0,340.0,3.0,11.0,2.0,24.0,5.0,5.0,10.0,6.0,18.0,11.0,0.0,40.0,17.0,11.0,1.0,5.0,36.0,6.0,7.0,1.0,219.0,1167.0
104,26.0,133.0,39.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,3.0,12.0,0.0,2.0,6.0,0.0,0.0,0.0,36.0,374.0
105,100.0,1382.0,2449.0,9.0,45.0,22.0,141.0,40.0,45.0,38.0,42.0,198.0,52.0,9.0,158.0,70.0,42.0,57.0,46.0,205.0,64.0,40.0,12.0,1335.0,6706.0
106,55.0,1254.0,1014.0,2.0,10.0,2.0,30.0,18.0,8.0,12.0,9.0,35.0,31.0,11.0,100.0,13.0,35.0,3.0,6.0,77.0,21.0,5.0,3.0,431.0,3291.0
107,41.0,904.0,1290.0,5.0,15.0,7.0,51.0,21.0,18.0,15.0,25.0,86.0,32.0,6.0,101.0,61.0,33.0,18.0,13.0,128.0,36.0,4.0,4.0,679.0,3700.0
108,79.0,1591.0,1501.0,12.0,30.0,13.0,77.0,13.0,19.0,44.0,52.0,95.0,49.0,20.0,107.0,40.0,65.0,20.0,29.0,168.0,26.0,22.0,11.0,912.0,5103.0
109,10.0,120.0,194.0,1.0,2.0,3.0,6.0,0.0,1.0,4.0,2.0,12.0,7.0,4.0,21.0,8.0,7.0,3.0,1.0,15.0,14.0,2.0,0.0,113.0,659.0
110,17.0,239.0,277.0,0.0,6.0,4.0,11.0,3.0,4.0,8.0,8.0,14.0,6.0,5.0,33.0,19.0,12.0,3.0,6.0,23.0,8.0,6.0,4.0,183.0,1009.0
111,59.0,1917.0,1306.0,7.0,34.0,14.0,94.0,25.0,24.0,75.0,51.0,106.0,63.0,29.0,127.0,43.0,61.0,16.0,32.0,188.0,22.0,22.0,10.0,1043.0,5479.0
112,133.0,1998.0,866.0,8.0,4.0,4.0,28.0,18.0,12.0,10.0,7.0,17.0,58.0,28.0,148.0,15.0,68.0,5.0,5.0,49.0,11.0,4.0,3.0,502.0,4113.0
113,106.0,1662.0,1422.0,8.0,17.0,9.0,57.0,18.0,18.0,22.0,20.0,47.0,42.0,21.0,104.0,28.0,88.0,12.0,15.0,116.0,26.0,16.0,4.0,688.0,4679.0
114,83.0,1741.0,1068.0,4.0,9.0,4.0,21.0,9.0,10.0,14.0,10.0,26.0,48.0,25.0,152.0,21.0,61.0,4.0,7.0,91.0,16.0,3.0,2.0,537.0,4080.0
115,113.0,1495.0,980.0,6.0,12.0,6.0,40.0,14.0,7.0,10.0,12.0,30.0,64.0,31.0,116.0,20.0,51.0,6.0,10.0,76.0,20.0,10.0,7.0,548.0,3799.0
116,89.0,1791.0,2920.0,14.0,107.0,38.0,231.0,74.0,47.0,76.0,119.0,364.0,71.0,16.0,135.0,89.0,77.0,67.0,71.0,349.0,84.0,62.0,14.0,2105.0,9126.0
117,33.0,534.0,256.0,6.0,6.0,1.0,10.0,4.0,2.0,7.0,6.0,9.0,7.0,3.0,39.0,4.0,15.0,0.0,4.0,21.0,2.0,2.0,2.0,150.0,1240.0
118,54.0,1114.0,1914.0,6.0,15.0,8.0,60.0,30.0,18.0,9.0,9.0,96.0,49.0,14.0,140.0,94.0,78.0,23.0,14.0,126.0,58.0,13.0,3.0,863.0,4926.0
119,4.0,188.0,58.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,24.0,417.0
120,33.0,552.0,785.0,3.0,12.0,10.0,46.0,13.0,7.0,16.0,17.0,68.0,16.0,4.0,79.0,22.0,14.0,8.0,12.0,96.0,21.0,3.0,4.0,471.0,2432.0
121,165.0,2241.0,1879.0,9.0,7.0,6.0,34.0,19.0,20.0,20.0,16.0,34.0,68.0,32.0,200.0,21.0,84.0,6.0,14.0,123.0,45.0,10.0,6.0,774.0,5954.0
122,51.0,493.0,286.0,3.0,0.0,1.0,10.0,1.0,9.0,1.0,1.0,5.0,7.0,7.0,47.0,5.0,19.0,1.0,1.0,11.0,3.0,2.0,0.0,134.0,1220.0
123,19.0,396.0,504.0,5.0,12.0,3.0,28.0,9.0,7.0,24.0,11.0,32.0,10.0,3.0,50.0,35.0,19.0,7.0,10.0,58.0,17.0,9.0,1.0,350.0,1742.0
124,14.0,226.0,228.0,0.0,1.0,0.0,4.0,3.0,1.0,0.0,2.0,3.0,6.0,0.0,19.0,5.0,7.0,0.0,3.0,31.0,9.0,2.0,3.0,99.0,790.0
125,110.0,997.0,1327.0,7.0,26.0,13.0,67.0,76.0,20.0,40.0,49.0,90.0,62.0,18.0,166.0,30.0,40.0,31.0,25.0,148.0,43.0,14.0,10.0,975.0,4509.0
126,210.0,2864.0,2766.0,11.0,28.0,28.0,101.0,49.0,29.0,43.0,31.0,120.0,97.0,27.0,230.0,62.0,77.0,45.0,19.0,242.0,45.0,22.0,19.0,1325.0,8616.0
127,106.0,1208.0,678.0,9.0,11.0,5.0,39.0,13.0,13.0,15.0,9.0,21.0,43.0,22.0,74.0,16.0,31.0,4.0,5.0,42.0,17.0,7.0,3.0,399.0,2917.0
128,91.0,1608.0,873.0,5.0,6.0,4.0,30.0,24.0,13.0,10.0,14.0,24.0,33.0,14.0,93.0,10.0,56.0,7.0,6.0,85.0,12.0,8.0,1.0,455.0,3610.0
129,4.0,123.0,106.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,16.0,0.0,4.0,0.0,1.0,7.0,0.0,0.0,0.0,37.0,436.0
130,46.0,984.0,418.0,4.0,0.0,2.0,4.0,2.0,6.0,1.0,2.0,1.0,18.0,5.0,66.0,4.0,18.0,2.0,1.0,23.0,3.0,0.0,1.0,163.0,1904.0
