ihp_cluster,hsv_1,hsv_2,hsv_3,hsv_4,hsv_5,hsv_6,hsv_7,hsv_8,hsv_9,hsv_10,hsv_11,hsv_12,hsv_13,hsv_14,hsv_15,hsv_16,hsv_525
0,89.0,168.0,39.0,12.0,159.0,147.0,132.0,51.0,70.0,34.0,109.0,10.0,109.0,109.0,109.0,109.0,109.0
1,137.0,147.0,48.0,38.0,154.0,122.0,185.0,40.0,53.0,54.0,135.0,15.0,135.0,135.0,135.0,135.0,135.0
2,213.0,231.0,63.0,50.0,259.0,259.0,274.0,73.0,83.0,90.0,208.0,12.0,208.0,208.0,208.0,208.0,208.0
3,118.0,84.0,28.0,24.0,109.0,134.0,144.0,45.0,37.0,50.0,103.0,11.0,103.0,103.0,103.0,103.0,103.0
4,132.0,168.0,46.0,30.0,151.0,185.0,195.0,66.0,64.0,59.0,179.0,10.0,179.0,179.0,179.0,179.0,179.0
5,80.0,125.0,27.0,13.0,121.0,124.0,116.0,45.0,54.0,41.0,133.0,6.0,133.0,133.0,133.0,133.0,133.0
6,217.0,271.0,65.0,36.0,283.0,345.0,259.0,76.0,96.0,77.0,251.0,16.0,251.0,251.0,251.0,251.0,251.0
7,202.0,272.0,83.0,50.0,297.0,297.0,258.0,98.0,76.0,96.0,259.0,23.0,259.0,259.0,259.0,259.0,259.0
8,419.0,533.0,127.0,77.0,581.0,617.0,476.0,174.0,187.0,175.0,472.0,36.0,472.0,472.0,472.0,472.0,472.0
9,141.0,168.0,36.0,40.0,172.0,186.0,212.0,57.0,60.0,77.0,163.0,9.0,163.0,163.0,163.0,163.0,163.0
10,183.0,204.0,49.0,33.0,251.0,271.0,250.0,57.0,73.0,83.0,188.0,17.0,188.0,188.0,188.0,188.0,188.0
11,109.0,131.0,31.0,19.0,123.0,184.0,145.0,49.0,53.0,49.0,129.0,14.0,129.0,129.0,129.0,129.0,129.0
12,23.0,57.0,14.0,5.0,46.0,107.0,33.0,20.0,21.0,14.0,52.0,3.0,52.0,52.0,52.0,52.0,52.0
13,165.0,188.0,35.0,20.0,182.0,230.0,185.0,63.0,68.0,38.0,190.0,17.0,190.0,190.0,190.0,190.0,190.0
14,27.0,33.0,3.0,2.0,45.0,63.0,38.0,13.0,11.0,8.0,58.0,2.0,58.0,58.0,58.0,58.0,58.0
15,239.0,228.0,51.0,45.0,281.0,245.0,313.0,80.0,74.0,107.0,238.0,16.0,238.0,238.0,238.0,238.0,238.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
