ihp_cluster,hsv_1,hsv_2,hsv_3,hsv_4,hsv_5,hsv_6,hsv_7,hsv_8,hsv_9,hsv_10,hsv_11,hsv_12,hsv_13,hsv_14,hsv_15,hsv_16,hsv_525
50,17.0,72.0,4.0,5.0,50.0,6.0,14.0,41.0,20.0,15.0,16.0,8.0,33.0,20.0,3.0,0.0,0.0
51,54.0,96.0,7.0,15.0,87.0,32.0,43.0,57.0,33.0,45.0,24.0,34.0,52.0,40.0,6.0,0.0,0.0
52,4.0,8.0,0.0,1.0,5.0,4.0,1.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
53,27.0,8.0,6.0,8.0,17.0,2.0,18.0,6.0,6.0,20.0,11.0,6.0,10.0,11.0,5.0,0.0,0.0
54,4.0,2.0,1.0,2.0,2.0,2.0,9.0,1.0,1.0,4.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0
55,15.0,1.0,4.0,12.0,13.0,2.0,23.0,6.0,1.0,11.0,4.0,9.0,5.0,6.0,4.0,0.0,0.0
56,58.0,37.0,53.0,59.0,60.0,13.0,183.0,23.0,17.0,65.0,16.0,54.0,20.0,30.0,30.0,0.0,0.0
57,4.0,11.0,2.0,1.0,4.0,0.0,7.0,5.0,2.0,2.0,3.0,8.0,1.0,4.0,2.0,0.0,0.0
58,18.0,16.0,3.0,6.0,7.0,9.0,3.0,11.0,9.0,2.0,8.0,10.0,12.0,3.0,8.0,0.0,0.0
59,32.0,13.0,28.0,42.0,35.0,5.0,114.0,9.0,12.0,38.0,9.0,25.0,5.0,11.0,16.0,0.0,0.0
60,9.0,7.0,5.0,7.0,7.0,2.0,23.0,5.0,1.0,7.0,4.0,4.0,3.0,6.0,1.0,0.0,0.0
61,3.0,3.0,3.0,4.0,7.0,1.0,16.0,5.0,2.0,5.0,2.0,2.0,3.0,2.0,6.0,0.0,0.0
62,3.0,5.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,7.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0
63,4.0,2.0,1.0,0.0,5.0,2.0,2.0,5.0,3.0,2.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0
64,72.0,146.0,20.0,33.0,89.0,43.0,90.0,86.0,43.0,57.0,47.0,46.0,52.0,40.0,15.0,0.0,0.0
65,7.0,40.0,1.0,1.0,28.0,0.0,4.0,12.0,13.0,5.0,7.0,3.0,15.0,4.0,1.0,0.0,0.0
66,1.0,4.0,3.0,1.0,25.0,0.0,7.0,3.0,3.0,15.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0
67,34.0,85.0,9.0,13.0,64.0,27.0,42.0,45.0,29.0,23.0,29.0,14.0,39.0,32.0,4.0,0.0,0.0
68,68.0,78.0,26.0,55.0,69.0,31.0,157.0,37.0,20.0,63.0,23.0,34.0,35.0,27.0,19.0,0.0,0.0
69,32.0,34.0,13.0,17.0,36.0,11.0,50.0,24.0,12.0,36.0,13.0,14.0,26.0,15.0,9.0,0.0,0.0
70,27.0,20.0,22.0,23.0,54.0,11.0,50.0,16.0,17.0,41.0,15.0,45.0,2.0,21.0,36.0,0.0,0.0
71,60.0,92.0,20.0,24.0,74.0,23.0,65.0,69.0,32.0,33.0,38.0,27.0,37.0,32.0,12.0,0.0,0.0
72,3.0,21.0,1.0,5.0,15.0,9.0,27.0,11.0,12.0,16.0,12.0,3.0,6.0,7.0,1.0,0.0,0.0
73,47.0,14.0,22.0,22.0,20.0,7.0,110.0,14.0,7.0,30.0,12.0,30.0,4.0,10.0,10.0,0.0,0.0
74,20.0,14.0,10.0,5.0,15.0,8.0,20.0,6.0,4.0,9.0,8.0,5.0,5.0,12.0,7.0,0.0,0.0
75,17.0,38.0,17.0,20.0,29.0,5.0,62.0,10.0,6.0,28.0,8.0,20.0,12.0,12.0,11.0,0.0,0.0
76,22.0,33.0,5.0,7.0,39.0,5.0,20.0,12.0,12.0,21.0,5.0,17.0,12.0,10.0,10.0,0.0,0.0
77,28.0,29.0,13.0,24.0,36.0,15.0,63.0,27.0,14.0,44.0,16.0,17.0,13.0,14.0,11.0,0.0,0.0
78,10.0,10.0,0.0,0.0,6.0,6.0,3.0,13.0,3.0,1.0,8.0,2.0,13.0,0.0,1.0,0.0,0.0
79,8.0,5.0,5.0,9.0,13.0,3.0,18.0,4.0,0.0,5.0,5.0,5.0,3.0,3.0,1.0,0.0,0.0
80,31.0,11.0,21.0,14.0,19.0,3.0,50.0,13.0,6.0,19.0,9.0,12.0,6.0,8.0,17.0,0.0,0.0
81,50.0,43.0,27.0,29.0,52.0,13.0,77.0,18.0,28.0,29.0,29.0,39.0,8.0,24.0,23.0,0.0,0.0
82,22.0,35.0,4.0,4.0,24.0,14.0,11.0,26.0,17.0,14.0,21.0,11.0,19.0,12.0,2.0,0.0,0.0
83,4.0,11.0,0.0,0.0,5.0,0.0,2.0,4.0,5.0,6.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0
84,12.0,11.0,10.0,13.0,13.0,2.0,45.0,4.0,4.0,16.0,11.0,7.0,5.0,4.0,7.0,0.0,0.0
85,29.0,21.0,25.0,27.0,40.0,8.0,67.0,18.0,16.0,31.0,20.0,17.0,15.0,20.0,14.0,0.0,0.0
86,8.0,1.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
87,2.0,9.0,1.0,1.0,6.0,3.0,3.0,4.0,5.0,6.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0
88,11.0,3.0,15.0,17.0,21.0,3.0,75.0,2.0,6.0,45.0,2.0,11.0,5.0,11.0,12.0,0.0,0.0
89,16.0,26.0,6.0,6.0,15.0,5.0,29.0,13.0,9.0,15.0,9.0,11.0,16.0,11.0,7.0,0.0,0.0
90,0.0,4.0,1.0,0.0,3.0,0.0,3.0,2.0,1.0,1.0,8.0,2.0,2.0,1.0,0.0,0.0,0.0
91,37.0,30.0,20.0,25.0,33.0,10.0,80.0,12.0,9.0,37.0,12.0,24.0,10.0,17.0,18.0,0.0,0.0
92,14.0,17.0,12.0,8.0,12.0,2.0,25.0,8.0,6.0,9.0,5.0,4.0,10.0,3.0,2.0,0.0,0.0
93,14.0,12.0,4.0,8.0,14.0,0.0,18.0,7.0,8.0,13.0,5.0,4.0,4.0,5.0,2.0,0.0,0.0
94,41.0,59.0,20.0,14.0,57.0,11.0,61.0,30.0,21.0,21.0,22.0,29.0,24.0,21.0,14.0,0.0,0.0
95,14.0,13.0,5.0,8.0,14.0,2.0,15.0,5.0,6.0,15.0,7.0,8.0,4.0,11.0,6.0,0.0,0.0
96,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
97,28.0,14.0,38.0,47.0,20.0,3.0,89.0,11.0,4.0,48.0,13.0,23.0,4.0,15.0,14.0,0.0,0.0
98,10.0,9.0,10.0,7.0,11.0,2.0,15.0,5.0,5.0,10.0,6.0,3.0,5.0,4.0,3.0,0.0,0.0
99,14.0,6.0,6.0,16.0,18.0,4.0,33.0,9.0,6.0,11.0,9.0,14.0,2.0,5.0,4.0,0.0,0.0
100,0.0,6.0,0.0,1.0,1.0,0.0,2.0,2.0,4.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0
101,11.0,52.0,5.0,7.0,29.0,16.0,15.0,20.0,12.0,11.0,16.0,10.0,15.0,12.0,2.0,0.0,0.0
102,0.0,16.0,1.0,0.0,18.0,1.0,6.0,9.0,9.0,7.0,8.0,3.0,9.0,3.0,1.0,0.0,0.0
103,75.0,24.0,55.0,82.0,52.0,14.0,115.0,15.0,23.0,96.0,29.0,77.0,8.0,54.0,49.0,0.0,0.0
104,42.0,33.0,19.0,30.0,44.0,8.0,138.0,8.0,14.0,30.0,20.0,30.0,15.0,24.0,12.0,0.0,0.0
105,20.0,33.0,4.0,7.0,24.0,11.0,18.0,20.0,8.0,12.0,9.0,10.0,19.0,5.0,3.0,0.0,0.0
106,24.0,12.0,19.0,21.0,21.0,9.0,77.0,3.0,4.0,16.0,4.0,24.0,8.0,14.0,8.0,0.0,0.0
107,6.0,6.0,0.0,0.0,4.0,3.0,2.0,5.0,1.0,0.0,5.0,0.0,6.0,2.0,0.0,0.0,0.0
108,6.0,5.0,1.0,0.0,12.0,3.0,18.0,1.0,4.0,9.0,5.0,1.0,2.0,6.0,1.0,0.0,0.0
109,7.0,11.0,3.0,1.0,11.0,2.0,19.0,0.0,6.0,15.0,6.0,5.0,7.0,6.0,1.0,0.0,0.0
110,25.0,18.0,12.0,7.0,14.0,4.0,26.0,7.0,8.0,16.0,10.0,9.0,8.0,7.0,6.0,0.0,0.0
111,25.0,17.0,14.0,13.0,14.0,12.0,51.0,4.0,13.0,23.0,6.0,20.0,4.0,10.0,6.0,0.0,0.0
112,9.0,7.0,3.0,4.0,9.0,1.0,10.0,5.0,4.0,8.0,4.0,5.0,3.0,3.0,1.0,0.0,0.0
113,5.0,5.0,3.0,3.0,10.0,4.0,32.0,4.0,3.0,3.0,8.0,7.0,4.0,5.0,2.0,0.0,0.0
114,4.0,5.0,0.0,3.0,6.0,1.0,28.0,0.0,1.0,9.0,2.0,3.0,4.0,2.0,4.0,0.0,0.0
115,7.0,30.0,0.0,1.0,24.0,4.0,7.0,17.0,9.0,3.0,9.0,0.0,8.0,8.0,1.0,0.0,0.0
116,30.0,37.0,7.0,9.0,25.0,15.0,29.0,15.0,8.0,12.0,15.0,5.0,13.0,6.0,11.0,0.0,0.0
117,9.0,5.0,6.0,16.0,12.0,3.0,11.0,2.0,5.0,10.0,7.0,8.0,3.0,8.0,6.0,0.0,0.0
118,9.0,21.0,8.0,9.0,36.0,5.0,85.0,7.0,9.0,37.0,10.0,9.0,6.0,23.0,6.0,0.0,0.0
119,20.0,13.0,16.0,13.0,20.0,9.0,41.0,10.0,1.0,18.0,4.0,12.0,0.0,11.0,14.0,0.0,0.0
120,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
121,7.0,4.0,0.0,0.0,9.0,4.0,8.0,2.0,4.0,1.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0
122,3.0,13.0,1.0,3.0,8.0,4.0,2.0,14.0,4.0,6.0,8.0,0.0,6.0,3.0,2.0,0.0,0.0
123,43.0,66.0,12.0,26.0,58.0,21.0,43.0,40.0,26.0,31.0,30.0,29.0,28.0,25.0,11.0,0.0,0.0
124,27.0,40.0,11.0,17.0,49.0,14.0,38.0,19.0,25.0,31.0,21.0,21.0,35.0,20.0,6.0,0.0,0.0
125,5.0,12.0,1.0,6.0,9.0,0.0,9.0,10.0,4.0,7.0,6.0,3.0,2.0,7.0,1.0,0.0,0.0
126,41.0,10.0,23.0,45.0,35.0,5.0,104.0,3.0,12.0,74.0,9.0,27.0,8.0,19.0,22.0,0.0,0.0
127,19.0,63.0,1.0,6.0,47.0,11.0,17.0,57.0,18.0,19.0,31.0,12.0,26.0,20.0,5.0,0.0,0.0
128,29.0,53.0,16.0,14.0,35.0,9.0,77.0,28.0,19.0,25.0,19.0,16.0,20.0,22.0,8.0,0.0,0.0
129,24.0,33.0,6.0,5.0,33.0,15.0,15.0,22.0,16.0,14.0,16.0,12.0,17.0,9.0,5.0,0.0,0.0
130,3.0,0.0,2.0,0.0,3.0,0.0,9.0,3.0,0.0,5.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0
131,4.0,4.0,1.0,6.0,5.0,1.0,14.0,1.0,2.0,7.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0
132,19.0,3.0,14.0,18.0,12.0,1.0,23.0,4.0,6.0,19.0,7.0,18.0,0.0,12.0,7.0,0.0,0.0
133,36.0,60.0,14.0,22.0,49.0,15.0,78.0,30.0,31.0,36.0,23.0,29.0,30.0,38.0,11.0,0.0,0.0
134,11.0,51.0,0.0,1.0,35.0,9.0,5.0,28.0,15.0,9.0,9.0,3.0,22.0,18.0,4.0,0.0,0.0
135,2.0,6.0,0.0,0.0,5.0,3.0,2.0,5.0,3.0,4.0,1.0,3.0,3.0,4.0,2.0,0.0,0.0
136,44.0,48.0,18.0,27.0,50.0,15.0,70.0,40.0,23.0,44.0,18.0,28.0,36.0,30.0,16.0,0.0,0.0
137,11.0,34.0,2.0,0.0,32.0,5.0,6.0,14.0,14.0,7.0,10.0,3.0,12.0,10.0,0.0,0.0,0.0
138,27.0,22.0,18.0,18.0,32.0,3.0,40.0,12.0,10.0,13.0,10.0,14.0,16.0,5.0,9.0,0.0,0.0
139,27.0,45.0,1.0,6.0,37.0,7.0,34.0,13.0,10.0,15.0,5.0,13.0,23.0,10.0,3.0,0.0,0.0
140,22.0,22.0,14.0,18.0,15.0,10.0,22.0,10.0,6.0,36.0,13.0,19.0,6.0,15.0,6.0,0.0,0.0
141,23.0,1.0,7.0,8.0,13.0,0.0,52.0,4.0,3.0,16.0,4.0,11.0,1.0,5.0,5.0,0.0,0.0
142,2.0,1.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
143,11.0,17.0,4.0,5.0,12.0,3.0,21.0,6.0,2.0,1.0,8.0,4.0,5.0,4.0,3.0,0.0,0.0
144,20.0,78.0,3.0,4.0,49.0,1.0,28.0,58.0,23.0,31.0,11.0,2.0,27.0,23.0,2.0,0.0,0.0
145,15.0,13.0,5.0,12.0,11.0,5.0,16.0,3.0,6.0,11.0,9.0,12.0,4.0,4.0,1.0,0.0,0.0
146,27.0,36.0,14.0,42.0,42.0,11.0,53.0,11.0,15.0,26.0,12.0,29.0,12.0,20.0,15.0,0.0,0.0
147,24.0,16.0,14.0,22.0,29.0,10.0,49.0,13.0,7.0,23.0,7.0,15.0,7.0,11.0,16.0,0.0,0.0
148,33.0,23.0,14.0,17.0,31.0,5.0,40.0,10.0,9.0,27.0,11.0,13.0,11.0,16.0,15.0,0.0,0.0
149,17.0,14.0,13.0,16.0,16.0,5.0,32.0,10.0,9.0,17.0,7.0,14.0,9.0,17.0,3.0,0.0,0.0
150,35.0,13.0,15.0,16.0,19.0,7.0,44.0,6.0,7.0,20.0,9.0,11.0,10.0,8.0,8.0,0.0,0.0
151,57.0,50.0,17.0,20.0,48.0,16.0,77.0,21.0,15.0,30.0,21.0,18.0,22.0,17.0,10.0,0.0,0.0
152,55.0,52.0,14.0,6.0,57.0,22.0,37.0,52.0,20.0,24.0,29.0,29.0,27.0,37.0,15.0,0.0,0.0
153,8.0,18.0,2.0,0.0,14.0,4.0,8.0,11.0,7.0,6.0,9.0,1.0,13.0,7.0,0.0,0.0,0.0
154,29.0,33.0,11.0,9.0,26.0,12.0,34.0,29.0,9.0,14.0,17.0,19.0,26.0,18.0,4.0,0.0,0.0
155,9.0,27.0,1.0,4.0,18.0,15.0,6.0,18.0,14.0,4.0,8.0,2.0,13.0,4.0,5.0,0.0,0.0
156,37.0,13.0,7.0,12.0,24.0,4.0,35.0,9.0,14.0,12.0,11.0,17.0,8.0,13.0,7.0,0.0,0.0
157,29.0,78.0,11.0,10.0,44.0,13.0,13.0,39.0,31.0,18.0,35.0,14.0,44.0,31.0,5.0,0.0,0.0
158,29.0,51.0,17.0,34.0,46.0,8.0,43.0,15.0,9.0,38.0,15.0,22.0,15.0,20.0,15.0,0.0,0.0
159,7.0,4.0,4.0,6.0,11.0,3.0,18.0,3.0,2.0,5.0,3.0,3.0,0.0,3.0,8.0,0.0,0.0
160,3.0,10.0,5.0,1.0,8.0,3.0,3.0,6.0,3.0,2.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0
161,5.0,4.0,4.0,6.0,7.0,2.0,17.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,0.0,0.0
162,22.0,8.0,11.0,14.0,18.0,2.0,44.0,6.0,6.0,14.0,12.0,7.0,7.0,4.0,6.0,0.0,0.0
163,17.0,21.0,9.0,8.0,16.0,2.0,22.0,11.0,10.0,10.0,4.0,9.0,7.0,6.0,5.0,0.0,0.0
164,9.0,12.0,4.0,1.0,22.0,4.0,8.0,13.0,6.0,11.0,4.0,4.0,6.0,10.0,3.0,0.0,0.0
165,51.0,56.0,16.0,25.0,75.0,12.0,111.0,31.0,19.0,43.0,22.0,21.0,26.0,25.0,11.0,0.0,0.0
166,0.0,4.0,1.0,0.0,4.0,1.0,1.0,1.0,4.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0
167,28.0,11.0,17.0,14.0,12.0,6.0,51.0,8.0,5.0,17.0,9.0,8.0,5.0,6.0,7.0,0.0,0.0
168,51.0,98.0,16.0,28.0,70.0,18.0,72.0,36.0,22.0,43.0,27.0,26.0,30.0,26.0,18.0,0.0,0.0
169,6.0,9.0,3.0,4.0,9.0,2.0,17.0,6.0,4.0,9.0,1.0,0.0,4.0,5.0,7.0,0.0,0.0
170,37.0,29.0,4.0,14.0,31.0,3.0,46.0,4.0,6.0,27.0,11.0,11.0,10.0,11.0,13.0,0.0,0.0
171,2.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0
172,6.0,12.0,0.0,0.0,9.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0
173,3.0,4.0,1.0,0.0,7.0,0.0,3.0,4.0,1.0,3.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0
174,4.0,3.0,1.0,0.0,2.0,1.0,2.0,2.0,4.0,0.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0
175,14.0,4.0,9.0,5.0,13.0,4.0,15.0,8.0,2.0,10.0,2.0,13.0,2.0,12.0,5.0,0.0,0.0
176,7.0,13.0,1.0,2.0,7.0,4.0,5.0,9.0,5.0,4.0,3.0,2.0,6.0,6.0,2.0,0.0,0.0
177,25.0,8.0,18.0,15.0,31.0,6.0,39.0,9.0,5.0,15.0,4.0,13.0,6.0,19.0,10.0,0.0,0.0
178,12.0,4.0,4.0,5.0,11.0,2.0,20.0,2.0,2.0,8.0,5.0,4.0,0.0,5.0,1.0,0.0,0.0
179,10.0,11.0,8.0,7.0,8.0,1.0,22.0,5.0,4.0,7.0,6.0,5.0,5.0,4.0,5.0,0.0,0.0
180,23.0,44.0,7.0,5.0,47.0,12.0,17.0,39.0,18.0,20.0,16.0,11.0,15.0,13.0,2.0,0.0,0.0
181,26.0,15.0,9.0,16.0,25.0,2.0,72.0,3.0,8.0,18.0,8.0,14.0,10.0,9.0,9.0,0.0,0.0
182,6.0,10.0,1.0,4.0,11.0,1.0,15.0,4.0,5.0,2.0,6.0,1.0,5.0,1.0,0.0,0.0,0.0
183,6.0,21.0,0.0,1.0,18.0,6.0,2.0,11.0,4.0,3.0,7.0,2.0,5.0,6.0,1.0,0.0,0.0
184,7.0,10.0,1.0,1.0,7.0,3.0,5.0,5.0,1.0,2.0,4.0,0.0,6.0,1.0,0.0,0.0,0.0
185,8.0,16.0,0.0,1.0,22.0,2.0,2.0,6.0,11.0,4.0,2.0,1.0,10.0,7.0,2.0,0.0,0.0
186,41.0,91.0,10.0,20.0,62.0,20.0,36.0,34.0,22.0,29.0,21.0,24.0,41.0,25.0,15.0,0.0,0.0
187,5.0,8.0,0.0,0.0,4.0,0.0,0.0,5.0,6.0,2.0,4.0,1.0,2.0,3.0,1.0,0.0,0.0
188,9.0,6.0,6.0,6.0,7.0,5.0,36.0,4.0,2.0,17.0,4.0,6.0,4.0,2.0,1.0,0.0,0.0
189,20.0,12.0,9.0,7.0,11.0,0.0,28.0,2.0,10.0,20.0,8.0,8.0,5.0,9.0,6.0,0.0,0.0
190,10.0,15.0,10.0,8.0,18.0,2.0,27.0,4.0,5.0,9.0,5.0,5.0,3.0,3.0,7.0,0.0,0.0
191,8.0,24.0,7.0,8.0,22.0,8.0,21.0,14.0,10.0,16.0,14.0,13.0,12.0,13.0,3.0,0.0,0.0
192,30.0,33.0,19.0,26.0,33.0,8.0,60.0,12.0,10.0,26.0,17.0,18.0,8.0,16.0,12.0,0.0,0.0
193,12.0,15.0,6.0,9.0,17.0,2.0,47.0,5.0,4.0,19.0,3.0,8.0,10.0,4.0,4.0,0.0,0.0
194,3.0,53.0,0.0,1.0,24.0,5.0,11.0,21.0,15.0,7.0,13.0,5.0,18.0,9.0,0.0,0.0,0.0
195,6.0,6.0,1.0,5.0,6.0,2.0,11.0,8.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,0.0,0.0
