ihp_cluster,hsv_1,hsv_2,hsv_3,hsv_4,hsv_5,hsv_6,hsv_7,hsv_8,hsv_9,hsv_10,hsv_11,hsv_12,hsv_13,hsv_14,hsv_15,hsv_16,hsv_525
0,91.0,56.0,24.0,29.0,106.0,28.0,124.0,35.0,75.0,68.0,39.0,32.0,39.0,39.0,39.0,39.0,39.0
1,154.0,109.0,68.0,69.0,197.0,46.0,139.0,58.0,140.0,200.0,83.0,35.0,83.0,83.0,83.0,83.0,83.0
2,341.0,156.0,236.0,131.0,395.0,86.0,499.0,153.0,210.0,292.0,126.0,138.0,126.0,126.0,126.0,126.0,126.0
3,174.0,78.0,101.0,70.0,294.0,31.0,1134.0,37.0,105.0,225.0,35.0,66.0,35.0,35.0,35.0,35.0,35.0
4,153.0,124.0,93.0,48.0,140.0,65.0,261.0,80.0,112.0,163.0,93.0,52.0,93.0,93.0,93.0,93.0,93.0
5,95.0,97.0,53.0,38.0,129.0,48.0,100.0,86.0,93.0,71.0,64.0,50.0,64.0,64.0,64.0,64.0,64.0
6,270.0,182.0,153.0,84.0,307.0,90.0,356.0,106.0,201.0,205.0,136.0,59.0,136.0,136.0,136.0,136.0,136.0
7,299.0,164.0,165.0,98.0,331.0,128.0,264.0,126.0,177.0,208.0,120.0,73.0,120.0,120.0,120.0,120.0,120.0
8,527.0,396.0,181.0,148.0,492.0,155.0,561.0,240.0,339.0,552.0,258.0,126.0,258.0,258.0,258.0,258.0,258.0
9,209.0,128.0,140.0,102.0,451.0,46.0,483.0,79.0,152.0,368.0,64.0,45.0,64.0,64.0,64.0,64.0,64.0
10,229.0,146.0,85.0,82.0,258.0,80.0,220.0,112.0,143.0,171.0,83.0,53.0,83.0,83.0,83.0,83.0,83.0
11,273.0,79.0,49.0,42.0,204.0,45.0,245.0,44.0,60.0,84.0,55.0,39.0,55.0,55.0,55.0,55.0,55.0
12,26.0,37.0,17.0,16.0,19.0,13.0,50.0,45.0,32.0,24.0,31.0,12.0,31.0,31.0,31.0,31.0,31.0
13,222.0,158.0,130.0,102.0,284.0,86.0,399.0,130.0,195.0,192.0,120.0,49.0,120.0,120.0,120.0,120.0,120.0
14,38.0,37.0,11.0,19.0,32.0,25.0,20.0,27.0,36.0,31.0,30.0,14.0,30.0,30.0,30.0,30.0,30.0
15,276.0,198.0,174.0,159.0,492.0,118.0,579.0,166.0,244.0,302.0,157.0,117.0,157.0,157.0,157.0,157.0,157.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
