ihp_cluster,hsv_1,hsv_2,hsv_3,hsv_4,hsv_5,hsv_6,hsv_7,hsv_8,hsv_9,hsv_10,hsv_11,hsv_12,hsv_13,hsv_14,hsv_15,hsv_16,hsv_525
0,100.0,210.0,16.0,10.0,302.0,13.0,54.0,59.0,44.0,22.0,41.0,2.0,41.0,41.0,41.0,41.0,41.0
1,180.0,317.0,27.0,37.0,510.0,12.0,97.0,81.0,53.0,54.0,84.0,4.0,84.0,84.0,84.0,84.0,84.0
2,370.0,707.0,63.0,65.0,1108.0,37.0,258.0,195.0,119.0,102.0,158.0,12.0,158.0,158.0,158.0,158.0,158.0
3,86.0,161.0,38.0,47.0,278.0,9.0,78.0,34.0,30.0,40.0,38.0,2.0,38.0,38.0,38.0,38.0,38.0
4,138.0,345.0,24.0,33.0,503.0,16.0,80.0,89.0,44.0,44.0,89.0,1.0,89.0,89.0,89.0,89.0,89.0
5,201.0,386.0,21.0,31.0,594.0,23.0,120.0,110.0,44.0,36.0,114.0,1.0,114.0,114.0,114.0,114.0,114.0
6,260.0,465.0,42.0,55.0,820.0,22.0,161.0,118.0,67.0,57.0,105.0,4.0,105.0,105.0,105.0,105.0,105.0
7,285.0,475.0,68.0,58.0,813.0,30.0,147.0,141.0,64.0,68.0,138.0,15.0,138.0,138.0,138.0,138.0,138.0
8,476.0,1039.0,60.0,95.0,1649.0,36.0,258.0,234.0,173.0,129.0,204.0,9.0,204.0,204.0,204.0,204.0,204.0
9,161.0,181.0,34.0,50.0,370.0,8.0,96.0,49.0,39.0,37.0,65.0,8.0,65.0,65.0,65.0,65.0,65.0
10,307.0,460.0,67.0,62.0,831.0,29.0,206.0,113.0,65.0,69.0,112.0,14.0,112.0,112.0,112.0,112.0,112.0
11,115.0,223.0,38.0,30.0,326.0,15.0,75.0,56.0,33.0,22.0,51.0,5.0,51.0,51.0,51.0,51.0,51.0
12,37.0,87.0,6.0,6.0,142.0,3.0,25.0,21.0,10.0,6.0,22.0,0.0,22.0,22.0,22.0,22.0,22.0
13,210.0,453.0,38.0,41.0,801.0,12.0,144.0,128.0,74.0,70.0,105.0,5.0,105.0,105.0,105.0,105.0,105.0
14,58.0,122.0,1.0,2.0,195.0,2.0,10.0,24.0,19.0,10.0,36.0,2.0,36.0,36.0,36.0,36.0,36.0
15,353.0,552.0,90.0,95.0,1000.0,36.0,308.0,157.0,111.0,122.0,138.0,13.0,138.0,138.0,138.0,138.0,138.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
