ihp_cluster,hsv_1,hsv_2,hsv_3,hsv_4,hsv_5,hsv_6,hsv_7,hsv_8,hsv_9,hsv_10,hsv_11,hsv_12,hsv_13,hsv_14,hsv_15,hsv_16,hsv_525
23,16.0,12.0,4.0,7.0,10.0,6.0,10.0,2.0,2.0,3.0,14.0,1.0,3.0,4.0,0.0,0.0,0.0
24,2.0,3.0,0.0,1.0,2.0,1.0,2.0,0.0,3.0,0.0,3.0,0.0,5.0,2.0,0.0,0.0,0.0
25,4.0,1.0,2.0,2.0,6.0,3.0,12.0,2.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
26,38.0,13.0,24.0,22.0,26.0,5.0,68.0,1.0,14.0,27.0,16.0,1.0,4.0,5.0,7.0,0.0,0.0
27,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
28,16.0,15.0,6.0,4.0,16.0,17.0,13.0,11.0,5.0,5.0,11.0,5.0,6.0,4.0,4.0,0.0,0.0
29,15.0,9.0,9.0,4.0,16.0,6.0,32.0,4.0,1.0,5.0,9.0,1.0,7.0,4.0,7.0,0.0,0.0
30,2.0,16.0,3.0,0.0,11.0,7.0,2.0,4.0,3.0,0.0,6.0,0.0,6.0,2.0,0.0,0.0,0.0
31,2.0,0.0,1.0,2.0,2.0,0.0,19.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0
32,19.0,16.0,4.0,3.0,9.0,13.0,10.0,6.0,7.0,5.0,8.0,2.0,6.0,6.0,1.0,0.0,0.0
33,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34,84.0,44.0,33.0,22.0,45.0,26.0,88.0,6.0,16.0,23.0,37.0,9.0,6.0,14.0,23.0,0.0,0.0
35,9.0,8.0,3.0,6.0,8.0,2.0,6.0,1.0,2.0,3.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0
36,15.0,4.0,9.0,20.0,7.0,2.0,21.0,2.0,4.0,6.0,3.0,5.0,0.0,8.0,7.0,0.0,0.0
37,18.0,7.0,8.0,5.0,11.0,7.0,42.0,6.0,3.0,8.0,7.0,5.0,4.0,10.0,8.0,0.0,0.0
38,4.0,9.0,1.0,1.0,9.0,6.0,2.0,4.0,2.0,2.0,5.0,3.0,4.0,5.0,1.0,0.0,0.0
39,1.0,4.0,5.0,2.0,3.0,0.0,12.0,0.0,3.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0
40,33.0,8.0,14.0,15.0,13.0,2.0,65.0,0.0,3.0,68.0,6.0,3.0,5.0,8.0,7.0,0.0,0.0
41,7.0,1.0,0.0,1.0,6.0,1.0,5.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0
42,8.0,3.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,7.0,0.0,2.0,0.0,2.0,0.0,0.0
43,2.0,2.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
44,12.0,11.0,0.0,1.0,11.0,12.0,2.0,4.0,2.0,4.0,6.0,0.0,7.0,4.0,0.0,0.0,0.0
45,7.0,3.0,4.0,3.0,9.0,2.0,11.0,3.0,0.0,1.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0
46,27.0,20.0,19.0,12.0,24.0,8.0,62.0,10.0,5.0,16.0,27.0,6.0,8.0,11.0,13.0,0.0,0.0
47,49.0,26.0,14.0,11.0,30.0,19.0,19.0,10.0,16.0,17.0,24.0,6.0,11.0,15.0,4.0,0.0,0.0
48,55.0,30.0,24.0,15.0,38.0,16.0,76.0,5.0,10.0,29.0,23.0,3.0,9.0,11.0,13.0,0.0,0.0
49,20.0,12.0,7.0,3.0,20.0,6.0,21.0,7.0,3.0,7.0,11.0,4.0,5.0,8.0,4.0,0.0,0.0
50,5.0,3.0,1.0,0.0,5.0,5.0,1.0,2.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
51,30.0,34.0,5.0,8.0,13.0,24.0,29.0,6.0,15.0,13.0,24.0,0.0,11.0,12.0,7.0,0.0,0.0
52,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,45.0,16.0,12.0,16.0,44.0,9.0,53.0,6.0,14.0,10.0,24.0,3.0,19.0,18.0,8.0,0.0,0.0
54,6.0,2.0,4.0,4.0,7.0,1.0,14.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0
55,42.0,28.0,26.0,14.0,45.0,20.0,76.0,7.0,12.0,20.0,15.0,5.0,17.0,17.0,17.0,0.0,0.0
56,45.0,17.0,18.0,16.0,28.0,8.0,83.0,11.0,10.0,19.0,21.0,7.0,7.0,13.0,9.0,0.0,0.0
57,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
58,16.0,15.0,11.0,8.0,10.0,17.0,14.0,9.0,5.0,10.0,14.0,6.0,14.0,3.0,6.0,0.0,0.0
59,21.0,6.0,23.0,36.0,10.0,1.0,28.0,0.0,2.0,8.0,8.0,3.0,2.0,2.0,3.0,0.0,0.0
60,6.0,2.0,1.0,6.0,3.0,0.0,9.0,2.0,0.0,0.0,3.0,0.0,1.0,2.0,3.0,0.0,0.0
61,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,2.0,1.0,1.0,1.0,0.0,5.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
63,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
64,12.0,15.0,7.0,3.0,17.0,15.0,12.0,4.0,2.0,6.0,10.0,2.0,9.0,7.0,4.0,0.0,0.0
65,1.0,2.0,0.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
66,4.0,3.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
67,8.0,19.0,2.0,2.0,9.0,3.0,7.0,5.0,7.0,1.0,7.0,1.0,2.0,1.0,5.0,0.0,0.0
68,21.0,24.0,6.0,7.0,21.0,17.0,19.0,4.0,7.0,8.0,8.0,2.0,7.0,9.0,2.0,0.0,0.0
69,13.0,7.0,7.0,1.0,6.0,5.0,12.0,2.0,4.0,1.0,6.0,1.0,2.0,2.0,4.0,0.0,0.0
70,38.0,15.0,6.0,14.0,24.0,4.0,29.0,4.0,12.0,15.0,18.0,2.0,5.0,6.0,9.0,0.0,0.0
71,16.0,24.0,2.0,3.0,17.0,14.0,9.0,11.0,8.0,5.0,13.0,2.0,10.0,5.0,3.0,0.0,0.0
72,2.0,5.0,3.0,4.0,3.0,1.0,8.0,3.0,0.0,1.0,2.0,0.0,3.0,2.0,6.0,0.0,0.0
73,26.0,6.0,13.0,13.0,8.0,4.0,23.0,0.0,6.0,12.0,18.0,0.0,3.0,2.0,2.0,0.0,0.0
74,44.0,14.0,10.0,5.0,30.0,6.0,28.0,3.0,3.0,5.0,14.0,1.0,5.0,4.0,10.0,0.0,0.0
75,8.0,4.0,1.0,3.0,5.0,0.0,9.0,3.0,0.0,2.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0
76,8.0,9.0,4.0,0.0,8.0,3.0,7.0,2.0,4.0,6.0,4.0,0.0,6.0,2.0,3.0,0.0,0.0
77,23.0,8.0,12.0,3.0,19.0,7.0,26.0,6.0,4.0,9.0,12.0,1.0,3.0,6.0,8.0,0.0,0.0
78,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0
79,8.0,5.0,7.0,14.0,11.0,3.0,28.0,0.0,1.0,6.0,5.0,3.0,1.0,5.0,10.0,0.0,0.0
80,26.0,4.0,7.0,2.0,8.0,4.0,12.0,1.0,1.0,6.0,5.0,1.0,1.0,5.0,2.0,0.0,0.0
81,71.0,32.0,28.0,18.0,53.0,17.0,72.0,11.0,25.0,43.0,31.0,20.0,11.0,22.0,24.0,0.0,0.0
82,53.0,28.0,11.0,5.0,28.0,21.0,26.0,11.0,14.0,11.0,31.0,6.0,13.0,4.0,11.0,0.0,0.0
83,1.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
84,14.0,2.0,9.0,3.0,10.0,4.0,30.0,2.0,2.0,13.0,6.0,4.0,3.0,9.0,5.0,0.0,0.0
85,17.0,11.0,8.0,12.0,15.0,3.0,26.0,0.0,4.0,11.0,6.0,1.0,4.0,7.0,7.0,0.0,0.0
86,2.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
87,1.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
88,1.0,1.0,0.0,3.0,2.0,0.0,14.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
89,7.0,4.0,4.0,2.0,2.0,2.0,8.0,3.0,3.0,4.0,6.0,1.0,3.0,1.0,1.0,0.0,0.0
90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,16.0,7.0,6.0,0.0,11.0,1.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,7.0,2.0,0.0,0.0
92,12.0,2.0,2.0,1.0,3.0,1.0,7.0,5.0,2.0,3.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0
93,29.0,4.0,6.0,5.0,12.0,3.0,22.0,4.0,2.0,3.0,10.0,1.0,2.0,2.0,5.0,0.0,0.0
94,14.0,11.0,5.0,1.0,11.0,3.0,7.0,1.0,3.0,3.0,9.0,2.0,3.0,0.0,0.0,0.0,0.0
95,6.0,3.0,5.0,0.0,12.0,0.0,4.0,1.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0
96,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,24.0,5.0,18.0,13.0,9.0,1.0,32.0,1.0,5.0,6.0,2.0,2.0,0.0,4.0,3.0,0.0,0.0
98,24.0,8.0,6.0,9.0,14.0,7.0,18.0,1.0,8.0,7.0,8.0,3.0,2.0,4.0,7.0,0.0,0.0
99,10.0,7.0,7.0,8.0,8.0,1.0,15.0,0.0,2.0,8.0,8.0,0.0,3.0,4.0,3.0,0.0,0.0
100,2.0,3.0,2.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
101,7.0,6.0,1.0,1.0,4.0,7.0,3.0,1.0,2.0,1.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0
102,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
103,69.0,9.0,37.0,36.0,19.0,1.0,32.0,6.0,10.0,34.0,6.0,15.0,5.0,14.0,12.0,0.0,0.0
104,27.0,16.0,21.0,9.0,19.0,9.0,43.0,5.0,3.0,11.0,8.0,3.0,3.0,5.0,8.0,0.0,0.0
105,3.0,6.0,0.0,1.0,6.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
106,20.0,14.0,11.0,6.0,21.0,8.0,35.0,3.0,3.0,8.0,7.0,5.0,4.0,3.0,6.0,0.0,0.0
107,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
108,2.0,2.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
109,1.0,4.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
110,69.0,45.0,25.0,13.0,40.0,21.0,59.0,15.0,23.0,24.0,34.0,6.0,17.0,17.0,9.0,0.0,0.0
111,23.0,5.0,4.0,12.0,10.0,8.0,16.0,5.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,0.0,0.0
112,4.0,1.0,4.0,3.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0
113,2.0,4.0,1.0,2.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0
114,6.0,4.0,1.0,1.0,2.0,4.0,5.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0
115,2.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0
116,44.0,16.0,16.0,2.0,28.0,9.0,40.0,8.0,9.0,7.0,14.0,2.0,6.0,6.0,9.0,0.0,0.0
117,6.0,2.0,3.0,6.0,1.0,0.0,6.0,1.0,4.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,0.0
118,3.0,7.0,1.0,3.0,4.0,0.0,9.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
119,99.0,29.0,25.0,9.0,34.0,6.0,118.0,6.0,14.0,20.0,36.0,9.0,7.0,9.0,10.0,0.0,0.0
120,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
121,3.0,9.0,2.0,0.0,4.0,4.0,0.0,3.0,1.0,2.0,1.0,0.0,5.0,0.0,3.0,0.0,0.0
122,6.0,7.0,2.0,0.0,2.0,8.0,2.0,0.0,6.0,0.0,5.0,1.0,5.0,0.0,1.0,0.0,0.0
123,31.0,8.0,16.0,6.0,29.0,10.0,22.0,7.0,14.0,16.0,15.0,5.0,7.0,6.0,6.0,0.0,0.0
124,15.0,9.0,8.0,3.0,21.0,8.0,16.0,4.0,9.0,7.0,16.0,4.0,12.0,5.0,0.0,0.0,0.0
125,1.0,4.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
126,22.0,15.0,16.0,15.0,14.0,8.0,40.0,5.0,13.0,6.0,7.0,4.0,9.0,6.0,4.0,0.0,0.0
127,11.0,8.0,3.0,1.0,7.0,5.0,5.0,0.0,1.0,2.0,3.0,0.0,4.0,2.0,3.0,0.0,0.0
128,12.0,14.0,7.0,9.0,15.0,7.0,20.0,2.0,6.0,7.0,9.0,1.0,13.0,2.0,1.0,0.0,0.0
129,14.0,10.0,2.0,0.0,6.0,11.0,4.0,3.0,2.0,4.0,6.0,0.0,4.0,2.0,1.0,0.0,0.0
130,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,3.0,2.0,6.0,0.0,1.0,0.0,4.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
132,20.0,6.0,16.0,17.0,4.0,5.0,15.0,4.0,6.0,5.0,5.0,3.0,1.0,4.0,7.0,0.0,0.0
133,15.0,19.0,4.0,5.0,18.0,2.0,8.0,7.0,4.0,2.0,3.0,2.0,4.0,6.0,1.0,0.0,0.0
134,5.0,6.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
135,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
136,15.0,13.0,6.0,5.0,11.0,6.0,15.0,3.0,4.0,8.0,11.0,1.0,2.0,2.0,3.0,0.0,0.0
137,0.0,3.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
138,16.0,9.0,8.0,4.0,8.0,0.0,25.0,0.0,3.0,4.0,6.0,1.0,3.0,1.0,1.0,0.0,0.0
139,14.0,15.0,6.0,3.0,8.0,4.0,9.0,1.0,4.0,10.0,11.0,1.0,2.0,2.0,4.0,0.0,0.0
140,12.0,9.0,5.0,3.0,10.0,1.0,8.0,1.0,4.0,5.0,3.0,2.0,5.0,1.0,3.0,0.0,0.0
141,18.0,5.0,15.0,16.0,14.0,5.0,40.0,3.0,5.0,14.0,9.0,2.0,6.0,6.0,11.0,0.0,0.0
142,5.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0
143,4.0,5.0,1.0,1.0,6.0,6.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
144,1.0,6.0,0.0,0.0,4.0,4.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
145,22.0,4.0,3.0,8.0,7.0,3.0,16.0,0.0,0.0,5.0,4.0,2.0,0.0,5.0,4.0,0.0,0.0
146,12.0,17.0,5.0,8.0,15.0,7.0,17.0,2.0,7.0,9.0,7.0,5.0,1.0,2.0,7.0,0.0,0.0
147,56.0,12.0,22.0,14.0,36.0,13.0,73.0,4.0,7.0,21.0,15.0,3.0,9.0,10.0,10.0,0.0,0.0
148,14.0,6.0,7.0,7.0,12.0,4.0,15.0,2.0,1.0,8.0,5.0,2.0,2.0,4.0,1.0,0.0,0.0
149,10.0,2.0,6.0,5.0,8.0,0.0,5.0,1.0,0.0,2.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0
150,29.0,8.0,3.0,5.0,9.0,1.0,19.0,1.0,3.0,7.0,4.0,0.0,3.0,3.0,3.0,0.0,0.0
151,19.0,15.0,9.0,4.0,24.0,7.0,20.0,3.0,3.0,8.0,10.0,4.0,2.0,9.0,3.0,0.0,0.0
152,43.0,22.0,17.0,9.0,27.0,17.0,32.0,7.0,13.0,11.0,17.0,5.0,7.0,12.0,7.0,0.0,0.0
153,3.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,23.0,12.0,2.0,10.0,16.0,15.0,14.0,5.0,3.0,14.0,12.0,0.0,9.0,4.0,4.0,0.0,0.0
155,3.0,2.0,3.0,1.0,2.0,6.0,4.0,5.0,1.0,1.0,7.0,0.0,4.0,0.0,2.0,0.0,0.0
156,48.0,20.0,16.0,8.0,26.0,9.0,51.0,5.0,16.0,17.0,20.0,1.0,8.0,7.0,8.0,0.0,0.0
157,22.0,12.0,6.0,5.0,12.0,17.0,18.0,8.0,7.0,15.0,12.0,4.0,5.0,4.0,9.0,0.0,0.0
158,4.0,7.0,3.0,1.0,5.0,1.0,13.0,2.0,1.0,0.0,1.0,6.0,4.0,1.0,0.0,0.0,0.0
159,14.0,5.0,2.0,6.0,6.0,1.0,11.0,0.0,0.0,10.0,3.0,5.0,0.0,3.0,5.0,0.0,0.0
160,3.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
161,4.0,3.0,1.0,2.0,3.0,1.0,9.0,0.0,2.0,5.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0
162,23.0,10.0,14.0,20.0,22.0,4.0,36.0,2.0,5.0,16.0,6.0,3.0,6.0,6.0,6.0,0.0,0.0
163,4.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
164,6.0,5.0,0.0,1.0,6.0,2.0,0.0,5.0,1.0,0.0,7.0,0.0,1.0,0.0,2.0,0.0,0.0
165,18.0,18.0,4.0,6.0,16.0,11.0,8.0,3.0,1.0,5.0,5.0,1.0,7.0,1.0,0.0,0.0,0.0
166,1.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0
167,19.0,7.0,17.0,15.0,17.0,5.0,26.0,2.0,1.0,7.0,8.0,4.0,3.0,4.0,5.0,0.0,0.0
168,20.0,10.0,8.0,2.0,10.0,5.0,5.0,5.0,7.0,7.0,9.0,3.0,3.0,3.0,5.0,0.0,0.0
169,8.0,0.0,0.0,2.0,4.0,4.0,1.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
170,16.0,10.0,1.0,4.0,13.0,1.0,17.0,3.0,2.0,5.0,4.0,1.0,2.0,3.0,2.0,0.0,0.0
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
172,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
173,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
175,21.0,9.0,17.0,5.0,26.0,8.0,45.0,3.0,3.0,13.0,6.0,4.0,0.0,9.0,4.0,0.0,0.0
176,5.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,4.0,1.0,3.0,0.0,3.0,0.0,0.0
177,51.0,37.0,32.0,21.0,57.0,19.0,80.0,11.0,16.0,43.0,21.0,4.0,15.0,25.0,18.0,0.0,0.0
178,14.0,6.0,12.0,8.0,8.0,0.0,21.0,2.0,1.0,7.0,5.0,5.0,1.0,4.0,1.0,0.0,0.0
179,16.0,3.0,9.0,6.0,4.0,3.0,15.0,2.0,3.0,7.0,5.0,2.0,1.0,5.0,3.0,0.0,0.0
180,3.0,9.0,1.0,1.0,8.0,3.0,2.0,1.0,2.0,3.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0
181,8.0,13.0,20.0,8.0,12.0,4.0,15.0,1.0,2.0,9.0,8.0,0.0,0.0,1.0,5.0,0.0,0.0
182,6.0,2.0,0.0,3.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0
183,1.0,3.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
184,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
185,1.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
186,7.0,9.0,2.0,2.0,9.0,2.0,6.0,0.0,5.0,5.0,6.0,1.0,4.0,3.0,1.0,0.0,0.0
187,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0
188,2.0,4.0,2.0,1.0,3.0,2.0,13.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
189,7.0,2.0,1.0,9.0,5.0,0.0,1.0,0.0,3.0,5.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0
190,20.0,8.0,10.0,2.0,8.0,3.0,20.0,2.0,1.0,14.0,3.0,1.0,2.0,4.0,3.0,0.0,0.0
191,9.0,9.0,1.0,3.0,7.0,2.0,7.0,2.0,0.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0
192,17.0,6.0,7.0,7.0,24.0,4.0,18.0,2.0,6.0,2.0,14.0,0.0,2.0,1.0,6.0,0.0,0.0
193,2.0,1.0,1.0,1.0,1.0,0.0,17.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0
194,7.0,9.0,1.0,4.0,3.0,14.0,2.0,5.0,6.0,1.0,4.0,0.0,7.0,1.0,1.0,0.0,0.0
195,5.0,1.0,4.0,0.0,4.0,1.0,6.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
