ihp_cluster,hsv_1,hsv_2,hsv_3,hsv_4,hsv_5,hsv_6,hsv_7,hsv_8,hsv_9,hsv_10,hsv_11,hsv_12,hsv_13,hsv_14,hsv_15,hsv_16,hsv_525
0,181.0,131.0,37.0,52.0,155.0,19.0,131.0,28.0,27.0,29.0,100.0,13.0,30.0,55.0,18.0,0.0,0.0
1,85.0,112.0,10.0,3.0,104.0,22.0,32.0,43.0,19.0,17.0,70.0,1.0,53.0,28.0,3.0,0.0,0.0
2,112.0,175.0,13.0,18.0,124.0,37.0,54.0,43.0,47.0,20.0,98.0,3.0,62.0,35.0,10.0,0.0,0.0
3,24.0,45.0,2.0,0.0,39.0,9.0,6.0,14.0,16.0,6.0,25.0,0.0,20.0,7.0,2.0,0.0,0.0
4,26.0,26.0,2.0,1.0,24.0,4.0,13.0,2.0,2.0,2.0,12.0,0.0,6.0,2.0,1.0,0.0,0.0
5,85.0,36.0,56.0,85.0,79.0,11.0,169.0,11.0,14.0,49.0,37.0,28.0,17.0,32.0,36.0,0.0,0.0
6,50.0,70.0,10.0,8.0,45.0,9.0,13.0,4.0,11.0,5.0,41.0,4.0,24.0,14.0,2.0,0.0,0.0
7,17.0,19.0,13.0,11.0,35.0,2.0,18.0,3.0,4.0,9.0,9.0,4.0,2.0,9.0,7.0,0.0,0.0
8,77.0,98.0,7.0,7.0,92.0,10.0,27.0,22.0,23.0,11.0,60.0,5.0,31.0,16.0,3.0,0.0,0.0
9,46.0,75.0,7.0,1.0,65.0,8.0,8.0,34.0,20.0,4.0,30.0,0.0,35.0,10.0,2.0,0.0,0.0
10,14.0,21.0,3.0,1.0,11.0,2.0,9.0,3.0,4.0,2.0,9.0,0.0,7.0,5.0,0.0,0.0,0.0
11,46.0,48.0,10.0,5.0,59.0,4.0,79.0,5.0,15.0,11.0,32.0,1.0,20.0,16.0,5.0,0.0,0.0
12,111.0,52.0,57.0,63.0,106.0,19.0,185.0,19.0,17.0,43.0,47.0,20.0,17.0,39.0,40.0,0.0,0.0
13,15.0,17.0,2.0,0.0,10.0,5.0,1.0,3.0,9.0,0.0,15.0,1.0,9.0,1.0,1.0,0.0,0.0
14,12.0,23.0,1.0,1.0,15.0,7.0,0.0,6.0,7.0,3.0,11.0,0.0,4.0,1.0,0.0,0.0,0.0
15,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
16,94.0,83.0,47.0,61.0,99.0,9.0,118.0,15.0,18.0,33.0,53.0,17.0,15.0,34.0,27.0,0.0,0.0
17,15.0,13.0,4.0,2.0,11.0,4.0,1.0,10.0,2.0,0.0,4.0,0.0,6.0,4.0,0.0,0.0,0.0
18,53.0,29.0,26.0,42.0,29.0,4.0,52.0,7.0,10.0,23.0,24.0,7.0,9.0,19.0,14.0,0.0,0.0
19,30.0,36.0,17.0,7.0,38.0,2.0,42.0,5.0,10.0,7.0,20.0,1.0,8.0,6.0,3.0,0.0,0.0
20,51.0,69.0,4.0,0.0,74.0,14.0,20.0,17.0,14.0,5.0,50.0,5.0,46.0,16.0,6.0,0.0,0.0
21,15.0,29.0,4.0,3.0,17.0,5.0,19.0,8.0,4.0,3.0,21.0,3.0,7.0,12.0,0.0,0.0,0.0
22,110.0,71.0,96.0,125.0,106.0,21.0,113.0,18.0,27.0,93.0,59.0,82.0,30.0,65.0,86.0,0.0,0.0
23,177.0,233.0,40.0,36.0,242.0,24.0,124.0,47.0,36.0,52.0,132.0,12.0,80.0,54.0,30.0,0.0,0.0
24,35.0,60.0,4.0,0.0,57.0,10.0,8.0,23.0,11.0,10.0,40.0,3.0,23.0,11.0,1.0,0.0,0.0
25,18.0,14.0,7.0,5.0,13.0,2.0,13.0,2.0,5.0,4.0,13.0,5.0,6.0,6.0,10.0,0.0,0.0
26,159.0,76.0,43.0,42.0,128.0,11.0,150.0,26.0,26.0,47.0,56.0,22.0,22.0,35.0,41.0,0.0,0.0
27,14.0,11.0,2.0,1.0,11.0,1.0,2.0,2.0,1.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0
28,45.0,96.0,5.0,12.0,54.0,30.0,15.0,30.0,22.0,12.0,61.0,4.0,41.0,26.0,7.0,0.0,0.0
29,10.0,7.0,1.0,1.0,9.0,1.0,7.0,1.0,3.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0
30,30.0,50.0,5.0,4.0,33.0,3.0,10.0,11.0,11.0,8.0,28.0,0.0,15.0,10.0,2.0,0.0,0.0
31,8.0,13.0,6.0,0.0,7.0,1.0,14.0,0.0,3.0,1.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0
32,39.0,59.0,7.0,4.0,57.0,16.0,14.0,17.0,17.0,11.0,39.0,1.0,22.0,27.0,6.0,0.0,0.0
33,11.0,26.0,1.0,2.0,22.0,2.0,3.0,7.0,9.0,3.0,27.0,0.0,11.0,9.0,1.0,0.0,0.0
34,114.0,53.0,28.0,33.0,85.0,19.0,112.0,19.0,19.0,30.0,41.0,15.0,22.0,22.0,7.0,0.0,0.0
35,101.0,108.0,8.0,5.0,126.0,17.0,57.0,25.0,34.0,30.0,63.0,3.0,77.0,31.0,3.0,0.0,0.0
36,60.0,38.0,26.0,42.0,33.0,7.0,52.0,8.0,12.0,19.0,25.0,11.0,7.0,12.0,11.0,0.0,0.0
37,13.0,21.0,2.0,7.0,24.0,2.0,15.0,2.0,6.0,3.0,14.0,1.0,7.0,10.0,0.0,0.0,0.0
38,45.0,67.0,2.0,1.0,71.0,18.0,5.0,22.0,32.0,10.0,47.0,4.0,41.0,15.0,3.0,0.0,0.0
39,7.0,8.0,2.0,2.0,10.0,0.0,11.0,2.0,3.0,2.0,8.0,1.0,0.0,4.0,0.0,0.0,0.0
40,111.0,54.0,35.0,36.0,103.0,9.0,107.0,15.0,12.0,48.0,28.0,18.0,13.0,33.0,25.0,0.0,0.0
41,38.0,54.0,6.0,3.0,40.0,7.0,30.0,10.0,11.0,9.0,40.0,0.0,21.0,9.0,2.0,0.0,0.0
42,24.0,23.0,2.0,2.0,20.0,3.0,8.0,11.0,2.0,11.0,18.0,0.0,8.0,4.0,4.0,0.0,0.0
43,37.0,66.0,6.0,2.0,54.0,3.0,15.0,23.0,8.0,10.0,25.0,2.0,14.0,22.0,0.0,0.0,0.0
44,25.0,52.0,3.0,3.0,34.0,11.0,6.0,12.0,13.0,2.0,28.0,0.0,14.0,11.0,1.0,0.0,0.0
45,63.0,41.0,19.0,24.0,59.0,3.0,79.0,19.0,9.0,22.0,30.0,7.0,12.0,25.0,15.0,0.0,0.0
46,20.0,12.0,5.0,9.0,21.0,2.0,25.0,2.0,2.0,7.0,13.0,0.0,6.0,5.0,5.0,0.0,0.0
47,37.0,34.0,10.0,4.0,32.0,10.0,14.0,10.0,12.0,7.0,23.0,4.0,13.0,6.0,5.0,0.0,0.0
48,158.0,142.0,65.0,102.0,188.0,25.0,188.0,45.0,42.0,82.0,105.0,37.0,45.0,79.0,49.0,0.0,0.0
49,28.0,15.0,7.0,2.0,26.0,4.0,14.0,7.0,2.0,4.0,17.0,3.0,9.0,2.0,1.0,0.0,0.0
50,20.0,28.0,4.0,4.0,29.0,5.0,9.0,6.0,8.0,2.0,18.0,0.0,27.0,3.0,0.0,0.0,0.0
51,61.0,111.0,16.0,16.0,88.0,39.0,35.0,36.0,34.0,20.0,58.0,6.0,70.0,42.0,10.0,0.0,0.0
52,6.0,12.0,2.0,0.0,7.0,2.0,3.0,2.0,3.0,0.0,6.0,0.0,1.0,2.0,1.0,0.0,0.0
53,22.0,9.0,1.0,5.0,19.0,7.0,25.0,6.0,3.0,8.0,14.0,5.0,4.0,7.0,4.0,0.0,0.0
54,9.0,8.0,1.0,4.0,8.0,1.0,14.0,0.0,1.0,2.0,7.0,0.0,4.0,1.0,1.0,0.0,0.0
55,4.0,7.0,1.0,4.0,9.0,1.0,14.0,2.0,3.0,4.0,8.0,2.0,3.0,1.0,1.0,0.0,0.0
56,215.0,156.0,143.0,167.0,224.0,20.0,309.0,58.0,38.0,136.0,113.0,41.0,53.0,69.0,77.0,0.0,0.0
57,11.0,13.0,2.0,1.0,17.0,0.0,4.0,5.0,1.0,4.0,9.0,3.0,3.0,6.0,0.0,0.0,0.0
58,11.0,16.0,5.0,2.0,16.0,14.0,2.0,3.0,10.0,1.0,18.0,2.0,12.0,4.0,5.0,0.0,0.0
59,66.0,43.0,53.0,54.0,54.0,10.0,143.0,7.0,6.0,41.0,38.0,21.0,6.0,30.0,38.0,0.0,0.0
60,37.0,36.0,8.0,11.0,41.0,5.0,72.0,7.0,6.0,13.0,29.0,5.0,5.0,17.0,8.0,0.0,0.0
61,11.0,18.0,6.0,2.0,10.0,2.0,19.0,5.0,1.0,2.0,9.0,0.0,2.0,7.0,1.0,0.0,0.0
62,10.0,7.0,6.0,4.0,6.0,3.0,7.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0
63,7.0,14.0,1.0,0.0,13.0,5.0,2.0,6.0,9.0,2.0,20.0,0.0,4.0,3.0,1.0,0.0,0.0
64,60.0,127.0,6.0,6.0,115.0,20.0,27.0,37.0,29.0,15.0,72.0,6.0,63.0,34.0,6.0,0.0,0.0
65,19.0,46.0,3.0,1.0,45.0,1.0,4.0,16.0,10.0,3.0,16.0,0.0,19.0,16.0,0.0,0.0,0.0
66,18.0,35.0,6.0,6.0,49.0,4.0,22.0,6.0,7.0,13.0,20.0,0.0,6.0,9.0,0.0,0.0,0.0
67,71.0,139.0,8.0,10.0,122.0,17.0,31.0,39.0,31.0,16.0,73.0,3.0,60.0,32.0,8.0,0.0,0.0
68,69.0,104.0,12.0,24.0,118.0,12.0,54.0,29.0,32.0,16.0,61.0,5.0,53.0,31.0,13.0,0.0,0.0
69,41.0,50.0,5.0,7.0,64.0,17.0,32.0,12.0,16.0,13.0,24.0,2.0,18.0,12.0,7.0,0.0,0.0
70,235.0,169.0,69.0,112.0,218.0,32.0,225.0,38.0,48.0,98.0,119.0,41.0,59.0,57.0,67.0,0.0,0.0
71,32.0,58.0,4.0,1.0,37.0,14.0,9.0,13.0,16.0,9.0,33.0,1.0,20.0,12.0,1.0,0.0,0.0
72,19.0,17.0,2.0,1.0,16.0,1.0,8.0,2.0,2.0,4.0,13.0,1.0,4.0,3.0,0.0,0.0,0.0
73,272.0,206.0,86.0,105.0,251.0,29.0,357.0,43.0,58.0,79.0,144.0,30.0,38.0,70.0,44.0,0.0,0.0
74,64.0,45.0,14.0,10.0,63.0,9.0,43.0,13.0,12.0,8.0,40.0,5.0,12.0,13.0,10.0,0.0,0.0
75,18.0,29.0,6.0,4.0,26.0,3.0,29.0,2.0,10.0,3.0,18.0,3.0,5.0,8.0,3.0,0.0,0.0
76,111.0,153.0,22.0,10.0,184.0,25.0,64.0,40.0,51.0,23.0,92.0,8.0,62.0,34.0,5.0,0.0,0.0
77,91.0,103.0,23.0,27.0,104.0,22.0,95.0,30.0,32.0,31.0,57.0,16.0,27.0,50.0,26.0,0.0,0.0
78,5.0,28.0,2.0,1.0,9.0,14.0,2.0,11.0,6.0,4.0,25.0,1.0,11.0,1.0,1.0,0.0,0.0
79,80.0,39.0,19.0,28.0,73.0,2.0,119.0,9.0,9.0,28.0,33.0,5.0,5.0,21.0,20.0,0.0,0.0
80,69.0,93.0,38.0,22.0,70.0,5.0,93.0,13.0,10.0,20.0,37.0,5.0,13.0,21.0,17.0,0.0,0.0
81,190.0,126.0,48.0,93.0,215.0,32.0,185.0,39.0,52.0,70.0,80.0,39.0,35.0,73.0,58.0,0.0,0.0
82,42.0,52.0,3.0,5.0,42.0,21.0,21.0,23.0,17.0,15.0,47.0,4.0,40.0,23.0,9.0,0.0,0.0
