ihp_cluster,hsv_1,hsv_2,hsv_3,hsv_4,hsv_5,hsv_6,hsv_7,hsv_8,hsv_9,hsv_10,hsv_11,hsv_12,hsv_13,hsv_14,hsv_15,hsv_16,hsv_525
48,34.0,41.0,9.0,7.0,45.0,6.0,33.0,21.0,7.0,13.0,25.0,6.0,15.0,22.0,5.0,0.0,0.0
49,10.0,9.0,4.0,1.0,24.0,4.0,8.0,11.0,0.0,4.0,6.0,1.0,6.0,8.0,1.0,0.0,0.0
50,15.0,66.0,6.0,1.0,71.0,10.0,17.0,29.0,14.0,15.0,19.0,1.0,27.0,30.0,0.0,0.0,0.0
51,39.0,80.0,10.0,9.0,100.0,20.0,31.0,39.0,27.0,19.0,32.0,0.0,42.0,26.0,6.0,0.0,0.0
52,10.0,16.0,0.0,0.0,14.0,1.0,1.0,7.0,2.0,1.0,4.0,0.0,3.0,6.0,0.0,0.0,0.0
53,10.0,19.0,3.0,4.0,22.0,2.0,7.0,10.0,1.0,4.0,10.0,0.0,10.0,18.0,3.0,0.0,0.0
54,8.0,6.0,5.0,1.0,1.0,0.0,6.0,8.0,1.0,4.0,4.0,0.0,3.0,3.0,3.0,0.0,0.0
55,3.0,7.0,2.0,3.0,17.0,2.0,8.0,6.0,2.0,0.0,5.0,0.0,5.0,13.0,3.0,0.0,0.0
56,37.0,40.0,11.0,8.0,40.0,5.0,48.0,16.0,8.0,8.0,18.0,9.0,17.0,27.0,12.0,0.0,0.0
57,3.0,4.0,0.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0
58,6.0,28.0,5.0,6.0,21.0,6.0,6.0,12.0,7.0,4.0,10.0,1.0,10.0,0.0,1.0,0.0,0.0
59,32.0,11.0,21.0,26.0,29.0,5.0,62.0,9.0,9.0,30.0,27.0,2.0,10.0,22.0,7.0,0.0,0.0
60,8.0,2.0,2.0,7.0,8.0,1.0,27.0,2.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
61,5.0,7.0,0.0,0.0,10.0,2.0,5.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0
