ihp_cluster,hsv_1,hsv_2,hsv_3,hsv_4,hsv_5,hsv_6,hsv_7,hsv_8,hsv_9,hsv_10,hsv_11,hsv_12,hsv_13,hsv_14,hsv_15,hsv_16,hsv_525
71,10.0,16.0,5.0,0.0,12.0,20.0,8.0,3.0,1.0,4.0,11.0,2.0,3.0,3.0,3.0,0.0,0.0
72,3.0,4.0,1.0,0.0,6.0,1.0,7.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
73,40.0,9.0,18.0,5.0,26.0,9.0,61.0,0.0,6.0,17.0,10.0,5.0,4.0,12.0,8.0,0.0,0.0
74,6.0,0.0,0.0,6.0,6.0,2.0,11.0,1.0,1.0,2.0,6.0,0.0,1.0,3.0,2.0,0.0,0.0
75,4.0,2.0,3.0,0.0,5.0,1.0,14.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
76,19.0,13.0,6.0,2.0,35.0,7.0,8.0,0.0,10.0,17.0,19.0,6.0,7.0,13.0,4.0,0.0,0.0
77,35.0,16.0,9.0,11.0,32.0,16.0,56.0,6.0,5.0,21.0,18.0,5.0,5.0,23.0,16.0,0.0,0.0
78,1.0,2.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0
79,3.0,2.0,6.0,2.0,2.0,1.0,11.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
80,23.0,5.0,9.0,6.0,6.0,3.0,35.0,3.0,3.0,10.0,3.0,3.0,2.0,8.0,7.0,0.0,0.0
81,148.0,31.0,30.0,45.0,107.0,20.0,89.0,9.0,39.0,71.0,33.0,34.0,7.0,111.0,109.0,0.0,0.0
82,21.0,19.0,2.0,2.0,20.0,22.0,12.0,4.0,9.0,3.0,13.0,2.0,3.0,6.0,5.0,0.0,0.0
83,2.0,3.0,2.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0
84,28.0,9.0,5.0,5.0,8.0,8.0,24.0,0.0,2.0,9.0,3.0,7.0,3.0,1.0,8.0,0.0,0.0
85,23.0,6.0,17.0,16.0,31.0,16.0,21.0,2.0,5.0,12.0,5.0,9.0,3.0,17.0,10.0,0.0,0.0
86,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
87,1.0,5.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0
88,10.0,3.0,3.0,14.0,6.0,0.0,58.0,0.0,1.0,16.0,0.0,4.0,0.0,2.0,4.0,0.0,0.0
89,1.0,3.0,1.0,0.0,2.0,4.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
90,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
91,14.0,5.0,8.0,6.0,12.0,4.0,24.0,3.0,5.0,8.0,3.0,1.0,4.0,2.0,5.0,0.0,0.0
92,10.0,3.0,3.0,1.0,3.0,1.0,21.0,0.0,1.0,3.0,0.0,1.0,2.0,1.0,5.0,0.0,0.0
93,10.0,1.0,4.0,1.0,3.0,3.0,23.0,0.0,3.0,5.0,5.0,2.0,0.0,3.0,5.0,0.0,0.0
94,12.0,13.0,0.0,3.0,17.0,8.0,15.0,3.0,4.0,2.0,6.0,0.0,3.0,1.0,7.0,0.0,0.0
95,20.0,5.0,2.0,1.0,3.0,2.0,12.0,2.0,1.0,3.0,7.0,1.0,4.0,2.0,2.0,0.0,0.0
96,2.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
97,38.0,7.0,24.0,30.0,38.0,5.0,76.0,3.0,8.0,44.0,7.0,18.0,1.0,19.0,24.0,0.0,0.0
98,12.0,5.0,3.0,0.0,5.0,1.0,8.0,1.0,2.0,2.0,6.0,0.0,1.0,0.0,3.0,0.0,0.0
99,13.0,2.0,2.0,5.0,6.0,3.0,5.0,0.0,5.0,7.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0
100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0
101,10.0,13.0,3.0,0.0,9.0,3.0,2.0,1.0,4.0,0.0,11.0,3.0,2.0,3.0,0.0,0.0,0.0
102,0.0,3.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
103,153.0,25.0,103.0,128.0,187.0,21.0,185.0,25.0,61.0,203.0,34.0,76.0,9.0,129.0,174.0,0.0,0.0
104,12.0,5.0,9.0,2.0,8.0,2.0,23.0,3.0,5.0,4.0,10.0,0.0,5.0,3.0,4.0,0.0,0.0
105,4.0,4.0,1.0,1.0,10.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0
106,29.0,7.0,10.0,8.0,24.0,10.0,79.0,5.0,12.0,17.0,8.0,6.0,3.0,12.0,10.0,0.0,0.0
107,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
109,3.0,2.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
110,7.0,1.0,5.0,2.0,5.0,2.0,5.0,1.0,3.0,3.0,5.0,1.0,0.0,3.0,2.0,0.0,0.0
111,14.0,7.0,11.0,7.0,12.0,8.0,25.0,2.0,4.0,10.0,10.0,3.0,5.0,4.0,23.0,0.0,0.0
112,1.0,1.0,2.0,5.0,5.0,1.0,10.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
113,4.0,2.0,0.0,1.0,2.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,3.0,0.0,0.0,2.0,3.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
115,2.0,3.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
116,9.0,8.0,4.0,1.0,7.0,2.0,6.0,1.0,2.0,1.0,7.0,1.0,3.0,1.0,2.0,0.0,0.0
117,5.0,6.0,3.0,3.0,4.0,1.0,8.0,5.0,2.0,3.0,4.0,0.0,2.0,3.0,3.0,0.0,0.0
118,11.0,0.0,1.0,3.0,1.0,0.0,14.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
119,14.0,3.0,5.0,4.0,10.0,0.0,21.0,0.0,1.0,8.0,4.0,2.0,2.0,8.0,3.0,0.0,0.0
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
122,1.0,3.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
123,51.0,46.0,11.0,19.0,77.0,23.0,23.0,7.0,27.0,26.0,20.0,35.0,18.0,48.0,34.0,0.0,0.0
124,25.0,17.0,16.0,4.0,35.0,10.0,11.0,5.0,11.0,12.0,14.0,7.0,5.0,9.0,3.0,0.0,0.0
125,2.0,3.0,1.0,0.0,4.0,1.0,2.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
126,50.0,7.0,22.0,31.0,43.0,6.0,145.0,5.0,12.0,41.0,24.0,7.0,4.0,31.0,18.0,0.0,0.0
127,10.0,26.0,2.0,1.0,20.0,6.0,7.0,1.0,6.0,4.0,13.0,1.0,10.0,4.0,2.0,0.0,0.0
128,13.0,4.0,1.0,1.0,5.0,4.0,4.0,3.0,1.0,3.0,3.0,1.0,1.0,5.0,4.0,0.0,0.0
129,1.0,5.0,2.0,0.0,4.0,3.0,4.0,0.0,3.0,1.0,5.0,3.0,4.0,1.0,1.0,0.0,0.0
130,1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
131,7.0,1.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
132,15.0,4.0,4.0,4.0,6.0,2.0,23.0,2.0,4.0,6.0,7.0,1.0,3.0,1.0,2.0,0.0,0.0
133,10.0,8.0,5.0,3.0,20.0,2.0,17.0,4.0,4.0,6.0,10.0,2.0,2.0,8.0,6.0,0.0,0.0
134,4.0,12.0,1.0,0.0,3.0,2.0,0.0,2.0,2.0,1.0,7.0,0.0,5.0,1.0,2.0,0.0,0.0
135,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,19.0,10.0,10.0,3.0,13.0,1.0,24.0,4.0,5.0,7.0,9.0,2.0,2.0,7.0,6.0,0.0,0.0
137,3.0,6.0,2.0,0.0,12.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0
138,11.0,0.0,3.0,6.0,11.0,24.0,14.0,0.0,2.0,6.0,6.0,1.0,5.0,6.0,9.0,0.0,0.0
139,10.0,19.0,1.0,6.0,9.0,14.0,8.0,0.0,1.0,2.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0
140,15.0,5.0,7.0,2.0,13.0,12.0,5.0,1.0,4.0,4.0,6.0,2.0,0.0,2.0,5.0,0.0,0.0
141,16.0,5.0,8.0,14.0,19.0,3.0,33.0,0.0,5.0,4.0,5.0,5.0,2.0,3.0,5.0,0.0,0.0
142,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,0.0,3.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0
144,1.0,2.0,2.0,1.0,4.0,7.0,11.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0
145,11.0,2.0,11.0,8.0,5.0,13.0,11.0,1.0,0.0,5.0,6.0,0.0,1.0,2.0,4.0,0.0,0.0
146,25.0,17.0,8.0,15.0,30.0,11.0,28.0,12.0,6.0,27.0,16.0,19.0,5.0,11.0,34.0,0.0,0.0
147,23.0,5.0,5.0,8.0,21.0,6.0,25.0,3.0,3.0,15.0,5.0,3.0,2.0,1.0,7.0,0.0,0.0
148,39.0,12.0,16.0,11.0,22.0,10.0,27.0,8.0,9.0,14.0,13.0,2.0,2.0,4.0,8.0,0.0,0.0
149,26.0,4.0,4.0,6.0,20.0,4.0,12.0,1.0,3.0,5.0,7.0,2.0,3.0,7.0,1.0,0.0,0.0
150,10.0,0.0,12.0,18.0,9.0,9.0,23.0,0.0,0.0,4.0,7.0,1.0,1.0,2.0,4.0,0.0,0.0
151,47.0,29.0,20.0,18.0,64.0,15.0,52.0,9.0,8.0,22.0,16.0,14.0,13.0,19.0,24.0,0.0,0.0
152,17.0,14.0,7.0,2.0,19.0,9.0,17.0,7.0,8.0,5.0,9.0,4.0,9.0,3.0,4.0,0.0,0.0
153,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
154,7.0,5.0,1.0,3.0,5.0,3.0,4.0,2.0,3.0,4.0,6.0,7.0,3.0,3.0,4.0,0.0,0.0
155,6.0,0.0,1.0,0.0,4.0,5.0,0.0,1.0,2.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0
156,31.0,10.0,9.0,13.0,25.0,5.0,25.0,4.0,9.0,3.0,16.0,3.0,3.0,12.0,13.0,0.0,0.0
157,9.0,8.0,3.0,0.0,10.0,8.0,8.0,3.0,2.0,6.0,0.0,2.0,2.0,6.0,4.0,0.0,0.0
158,7.0,7.0,4.0,4.0,10.0,4.0,20.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,4.0,0.0,0.0
159,11.0,0.0,0.0,1.0,6.0,1.0,7.0,0.0,4.0,4.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
160,4.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
161,4.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
162,16.0,3.0,6.0,16.0,7.0,6.0,28.0,7.0,9.0,13.0,9.0,2.0,1.0,4.0,5.0,0.0,0.0
163,3.0,5.0,0.0,5.0,1.0,4.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0
164,5.0,4.0,2.0,0.0,5.0,10.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
165,25.0,15.0,8.0,3.0,25.0,6.0,29.0,4.0,3.0,15.0,13.0,4.0,5.0,7.0,6.0,0.0,0.0
166,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,31.0,3.0,10.0,15.0,16.0,5.0,27.0,4.0,1.0,11.0,6.0,1.0,1.0,4.0,9.0,0.0,0.0
168,30.0,30.0,8.0,4.0,20.0,7.0,32.0,5.0,9.0,9.0,14.0,6.0,6.0,8.0,9.0,0.0,0.0
169,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
170,12.0,7.0,7.0,0.0,8.0,3.0,9.0,2.0,0.0,5.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0
171,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,2.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
173,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
175,12.0,1.0,1.0,5.0,9.0,2.0,17.0,3.0,3.0,3.0,1.0,1.0,0.0,5.0,7.0,0.0,0.0
176,0.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
177,11.0,3.0,2.0,7.0,10.0,1.0,4.0,2.0,16.0,7.0,3.0,1.0,4.0,2.0,1.0,0.0,0.0
178,20.0,4.0,13.0,20.0,7.0,0.0,17.0,1.0,4.0,4.0,4.0,5.0,1.0,4.0,6.0,0.0,0.0
179,16.0,3.0,3.0,9.0,18.0,2.0,17.0,1.0,3.0,4.0,11.0,1.0,0.0,6.0,5.0,0.0,0.0
180,10.0,9.0,3.0,2.0,7.0,6.0,7.0,2.0,3.0,8.0,4.0,3.0,7.0,3.0,0.0,0.0,0.0
181,17.0,3.0,7.0,8.0,11.0,5.0,42.0,1.0,1.0,9.0,4.0,2.0,1.0,3.0,3.0,0.0,0.0
182,12.0,0.0,1.0,3.0,5.0,2.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
183,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
186,15.0,23.0,4.0,3.0,21.0,5.0,14.0,2.0,8.0,7.0,10.0,0.0,11.0,4.0,6.0,0.0,0.0
187,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
188,6.0,0.0,0.0,0.0,0.0,2.0,12.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0
189,16.0,5.0,15.0,6.0,16.0,1.0,21.0,3.0,1.0,6.0,5.0,0.0,1.0,5.0,4.0,0.0,0.0
190,14.0,2.0,6.0,6.0,9.0,1.0,24.0,3.0,2.0,8.0,2.0,1.0,1.0,2.0,4.0,0.0,0.0
191,3.0,2.0,0.0,0.0,5.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
192,28.0,12.0,8.0,1.0,11.0,2.0,36.0,3.0,3.0,7.0,11.0,3.0,2.0,3.0,17.0,0.0,0.0
193,3.0,2.0,3.0,6.0,0.0,0.0,13.0,2.0,1.0,4.0,7.0,1.0,2.0,3.0,1.0,0.0,0.0
194,5.0,8.0,0.0,1.0,5.0,20.0,8.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0
195,4.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
