ihp_cluster,ihg_0,ihg_1,ihg_2,ihg_3,ihg_4,ihg_5,ihg_6,ihg_7,ihg_8,ihg_9,ihg_10,ihg_11,ihg_12,ihg_13,ihg_14,ihg_15,ihg_16,ihg_17,ihg_18,ihg_19,ihg_20,ihg_21,ihg_22,ihg_23,ihg_24,ihg_25,ihg_26,ihg_27,ihg_28,ihg_29,ihg_30,ihg_31,ihg_32,ihg_33,ihg_34,ihg_35,ihg_36,ihg_37,ihg_38,ihg_39,ihg_40,ihg_41,ihg_42,ihg_43,ihg_44,ihg_45,ihg_46,ihg_47,ihg_48,ihg_49,ihg_50,ihg_51,ihg_52,ihg_53,ihg_54,ihg_55,ihg_56,ihg_57,ihg_58,ihg_59,ihg_60,ihg_61,ihg_62,ihg_63,ihg_64,ihg_65,ihg_66,ihg_67,ihg_68,ihg_69,ihg_70,ihg_71,ihg_72,ihg_73,ihg_74,ihg_75,ihg_76,ihg_77,ihg_78,ihg_79,ihg_80,ihg_81,ihg_82,ihg_83,ihg_84,ihg_85,ihg_86,ihg_87,ihg_88,ihg_89,ihg_90,ihg_91,ihg_92,ihg_93,ihg_94,ihg_95,ihg_96,ihg_97,ihg_98,ihg_99,ihg_100,ihg_101,ihg_102,ihg_103,ihg_104,ihg_105,ihg_106,ihg_107,ihg_108,ihg_109,ihg_110,ihg_111,ihg_112,ihg_113,ihg_114,ihg_115,ihg_116,ihg_117,ihg_118,ihg_119,ihg_120,ihg_121,ihg_122,ihg_123,ihg_124,ihg_125,ihg_126,ihg_127
0,0.0,0.0,2.0,0.0,1.0,1.0,7.0,2.0,4.0,0.0,6.0,2.0,50.0,3.0,0.0,3.0,100.0,0.0,0.0,63.0,44.0,4.0,0.0,4.0,91.0,14.0,12.0,102.0,1.0,6.0,0.0,30.0,1.0,271.0,9.0,1.0,0.0,0.0,0.0,59.0,5.0,0.0,7.0,0.0,3.0,3.0,9.0,14.0,0.0,0.0,6.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,124.0,272.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,108.0,16.0,66.0,3.0,42.0,24.0,1.0,24.0,0.0,0.0,24.0,4.0,15.0,1.0,0.0,0.0,0.0,2.0,197.0,1.0,7.0,2.0,13.0,0.0,7.0,77.0,0.0,1.0,4.0,0.0,1.0,3.0,9.0,3.0,0.0,9.0,0.0,6.0,11.0,4.0,0.0,0.0,9.0,16.0,2.0,0.0,0.0,5.0,3.0,0.0,2.0,8.0,12.0
1,10.0,132.0,6.0,2.0,1317.0,42.0,30.0,392.0,530.0,0.0,2.0,299.0,1.0,52.0,15.0,120.0,6.0,2.0,10.0,2.0,1.0,10.0,2.0,201.0,0.0,1.0,15.0,1.0,20.0,585.0,13.0,2.0,0.0,1.0,12.0,7.0,2.0,6.0,0.0,0.0,146.0,120.0,343.0,3.0,7.0,1.0,1.0,2.0,1.0,40.0,2.0,27.0,27.0,4.0,823.0,22.0,493.0,413.0,323.0,83.0,0.0,0.0,0.0,0.0,1169.0,25.0,0.0,0.0,1.0,4.0,44.0,6.0,4.0,3.0,15.0,0.0,47.0,10.0,0.0,12.0,5.0,18.0,4.0,2.0,10.0,9.0,0.0,68.0,31.0,77.0,363.0,0.0,35.0,0.0,11.0,0.0,10.0,106.0,0.0,398.0,0.0,18.0,4.0,37.0,0.0,86.0,0.0,4.0,0.0,18.0,5.0,51.0,86.0,615.0,19.0,4.0,12.0,0.0,2.0,776.0,425.0,0.0,3.0,313.0,72.0,39.0,183.0,1.0
2,0.0,18.0,3.0,4.0,0.0,1.0,22.0,0.0,0.0,80.0,234.0,2.0,7.0,0.0,0.0,2.0,18.0,0.0,0.0,30.0,3.0,233.0,1.0,5.0,26.0,0.0,34.0,16.0,0.0,0.0,43.0,17.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,25.0,1.0,9.0,614.0,13.0,281.0,71.0,0.0,8.0,26.0,14.0,0.0,8.0,17.0,1.0,4.0,60.0,0.0,2.0,25.0,5.0,3.0,5.0,8.0,5.0,3.0,100.0,3.0,4.0,3.0,2.0,1.0,12.0,0.0,10.0,0.0,2.0,0.0,15.0,1188.0,5.0,168.0,1.0,2.0,153.0,2.0,6.0,0.0,9.0,4.0,0.0,3.0,7.0,0.0,40.0,0.0,1.0,0.0,1.0,32.0,0.0,0.0,3.0,6.0,12.0,4.0,385.0,0.0,18.0,18.0,0.0,0.0,3.0,269.0,1.0,3.0,3.0,14.0,1.0,9.0,12.0,21.0,0.0,4.0,64.0,1.0,0.0
3,0.0,5.0,0.0,1.0,19.0,10.0,24.0,76.0,57.0,32.0,69.0,9.0,1.0,2.0,5.0,7.0,247.0,0.0,2.0,16.0,7.0,76.0,3.0,19.0,9.0,0.0,120.0,12.0,91.0,18.0,0.0,95.0,8.0,7.0,57.0,11.0,1.0,2.0,5.0,5.0,9.0,3.0,13.0,0.0,23.0,65.0,31.0,50.0,0.0,1.0,17.0,0.0,1.0,3.0,11.0,36.0,10.0,4.0,14.0,243.0,26.0,6.0,11.0,3.0,12.0,30.0,1.0,40.0,0.0,16.0,6.0,0.0,0.0,5.0,14.0,11.0,1.0,686.0,17.0,191.0,60.0,4.0,16.0,0.0,0.0,26.0,55.0,5.0,214.0,12.0,12.0,0.0,24.0,34.0,873.0,3.0,1.0,5.0,18.0,10.0,0.0,0.0,1.0,2.0,6.0,0.0,1.0,86.0,0.0,5.0,77.0,1.0,7.0,15.0,285.0,2.0,1.0,2.0,13.0,26.0,1.0,6.0,16.0,205.0,1.0,105.0,10.0,2.0
4,0.0,250.0,21.0,138.0,1.0,1.0,4.0,1.0,0.0,36.0,23.0,1.0,8.0,0.0,0.0,1.0,0.0,108.0,0.0,45.0,15.0,2.0,1.0,47.0,7.0,21.0,248.0,10.0,2.0,5.0,1.0,2.0,0.0,11.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,140.0,2.0,0.0,3.0,0.0,9.0,21.0,183.0,425.0,9.0,48.0,194.0,0.0,163.0,0.0,167.0,10.0,0.0,22.0,39.0,1.0,1.0,5.0,232.0,0.0,0.0,5.0,0.0,0.0,44.0,107.0,0.0,4.0,0.0,3.0,38.0,0.0,0.0,0.0,13.0,2.0,14.0,3.0,0.0,2.0,2.0,0.0,0.0,26.0,82.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,22.0,114.0,16.0,340.0,85.0,29.0,31.0,0.0,18.0,46.0,0.0,0.0,7.0,0.0,0.0,66.0,46.0,1.0,358.0,7.0,5.0,0.0,3599.0,18.0,0.0,28.0
5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,929.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,3.0,0.0,0.0,97.0,6.0,0.0,1.0,0.0,190.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,7.0,0.0,0.0,0.0,6.0,2.0,680.0,0.0,36.0,33.0,4.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,2472.0,51.0,144.0,13.0,4.0,0.0,0.0,94.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,18.0,0.0,127.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8523.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,13.0,2343.0,0.0,0.0,96.0,0.0,0.0,0.0
6,111.0,2.0,4.0,7.0,6.0,99.0,254.0,11.0,14.0,82.0,64.0,3.0,4.0,4.0,478.0,4.0,20.0,12.0,88.0,0.0,4.0,12.0,951.0,4.0,0.0,25.0,20.0,1.0,95.0,5.0,19.0,5.0,65.0,3.0,302.0,74.0,95.0,416.0,467.0,1.0,7.0,6.0,2.0,325.0,13.0,37.0,119.0,6.0,23.0,0.0,87.0,2.0,5.0,168.0,2.0,176.0,3.0,0.0,3.0,4.0,12.0,5.0,0.0,0.0,1.0,28.0,21.0,2.0,88.0,4.0,4.0,6.0,1064.0,168.0,288.0,1.0,10.0,61.0,368.0,13.0,25.0,724.0,4.0,191.0,212.0,6.0,133.0,31.0,38.0,56.0,1.0,50.0,52.0,0.0,12.0,3.0,396.0,5.0,378.0,1.0,10.0,23.0,16.0,4.0,0.0,2.0,8.0,7.0,14.0,74.0,83.0,97.0,3.0,0.0,10.0,2054.0,130.0,2.0,1.0,5.0,3.0,0.0,957.0,3.0,0.0,7.0,6.0,5.0
7,0.0,810.0,14.0,109.0,14.0,9.0,109.0,18.0,3.0,0.0,17.0,78.0,4.0,50.0,3.0,57.0,0.0,14.0,1.0,1.0,3.0,0.0,1.0,214.0,5.0,2.0,23.0,1.0,1.0,5.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,864.0,83.0,0.0,82.0,1.0,82.0,4.0,8.0,378.0,0.0,901.0,36.0,0.0,1662.0,3.0,145.0,2776.0,1.0,48.0,0.0,0.0,0.0,0.0,351.0,5.0,0.0,3.0,1.0,2.0,4.0,22.0,0.0,30.0,0.0,0.0,116.0,0.0,0.0,0.0,5.0,56.0,56.0,0.0,1.0,18.0,0.0,45.0,1.0,36.0,259.0,0.0,2.0,2.0,0.0,0.0,0.0,21.0,0.0,10.0,2.0,6.0,38.0,80.0,0.0,569.0,26.0,100.0,4.0,0.0,3.0,17.0,0.0,413.0,7.0,0.0,0.0,10.0,9.0,62.0,547.0,0.0,18.0,0.0,158.0,31.0,19.0,3.0
8,0.0,296.0,16.0,30.0,305.0,16.0,9.0,87.0,9.0,4.0,15.0,147.0,1.0,181.0,0.0,18.0,0.0,4.0,2.0,5.0,0.0,31.0,0.0,344.0,3.0,2.0,23.0,1.0,15.0,26.0,1.0,18.0,0.0,1.0,27.0,0.0,0.0,0.0,1.0,2.0,40.0,448.0,28.0,2.0,15.0,3.0,10.0,14.0,19.0,201.0,2.0,125.0,50.0,1.0,670.0,21.0,222.0,991.0,11.0,229.0,4.0,3.0,0.0,0.0,1291.0,11.0,0.0,5.0,0.0,8.0,41.0,5.0,0.0,4.0,0.0,0.0,91.0,0.0,0.0,0.0,39.0,1.0,45.0,2.0,2.0,44.0,0.0,13.0,2.0,246.0,699.0,1.0,16.0,0.0,4.0,0.0,0.0,4.0,0.0,7.0,1.0,4.0,18.0,48.0,0.0,926.0,14.0,35.0,0.0,5.0,33.0,191.0,39.0,130.0,39.0,0.0,1.0,10.0,23.0,132.0,1374.0,0.0,4.0,5.0,306.0,60.0,17.0,4.0
9,53.0,28.0,48.0,64.0,11.0,108.0,117.0,12.0,63.0,1.0,0.0,31.0,21.0,48.0,47.0,45.0,1.0,33.0,25.0,1.0,6.0,7.0,347.0,1.0,4.0,19.0,2.0,8.0,36.0,72.0,1596.0,0.0,0.0,1.0,48.0,1.0,3.0,0.0,10.0,1.0,51.0,9.0,23.0,40.0,1.0,2.0,14.0,0.0,47.0,0.0,1.0,92.0,94.0,4.0,0.0,10.0,9.0,15.0,18.0,19.0,0.0,0.0,0.0,2.0,0.0,11.0,1.0,1.0,472.0,0.0,36.0,35.0,243.0,13.0,43.0,7.0,34.0,4.0,16.0,6.0,14.0,162.0,67.0,141.0,519.0,14.0,0.0,136.0,2.0,10.0,4.0,0.0,8.0,5.0,2.0,3.0,188.0,130.0,164.0,4.0,27.0,232.0,2.0,58.0,0.0,2.0,22.0,0.0,27.0,244.0,6.0,5.0,34.0,60.0,0.0,151.0,17.0,22.0,68.0,7.0,5.0,1.0,71.0,17.0,0.0,1.0,94.0,15.0
