cluster_key,cluster_id,pose_id,topic_id,input_csv,output_folder,input_ct_from_filename,input_csv_rows,ct_matches_csv,output_rows,loss_count,retention_pct,flagged_low_output,anchor_stuck,no_output_folder,multiple_runs,run_count,log_rows_total,log_rows_saved,log_skip_face,log_rows_write_failed,log_cache_hits,log_cache_misses,log_exclude_rows_before,log_exclude_dropped,log_dedupe_confirmed_dupes
c456_p34_t0,c456,p34,t0,df_sorted_c456_p34_t0_ct169.csv,clustercc456_p34_t0_1779816623.265625,169,169,True,169,0,100.0,False,False,False,False,1,,,,,,,,,
c456_p58_t0,c456,p58,t0,df_sorted_c456_p58_t0_ct101.csv,clustercc456_p58_t0_1779816636.611496,101,101,True,100,1,99.0,False,False,False,False,1,,,,,,,,,
c457_p11_t0,c457,p11,t0,df_sorted_c457_p11_t0_ct199.csv,clustercc457_p11_t0_1779816637.6588092,199,199,True,192,7,96.5,False,False,False,False,1,,,,,,,,,
c457_p133_t0,c457,p133,t0,df_sorted_c457_p133_t0_ct105.csv,clustercc457_p133_t0_1779816657.089806,105,105,True,103,2,98.1,False,False,False,False,1,,,,,,,,,
c457_p25_t0,c457,p25,t0,df_sorted_c457_p25_t0_ct285.csv,clustercc457_p25_t0_1779816671.9101682,285,285,True,232,53,81.4,False,False,False,False,1,,,,,,,,,
c457_p34_t0,c457,p34,t0,df_sorted_c457_p34_t0_ct347.csv,clustercc457_p34_t0_1779816695.712884,347,347,True,228,119,65.7,False,False,False,False,1,,,,,,,,,
c457_p579_t0,c457,p579,t0,df_sorted_c457_p579_t0_ct115.csv,clustercc457_p579_t0_1779816734.446496,115,115,True,111,4,96.5,False,False,False,False,1,,,,,,,,,
c458_p15_t0,c458,p15,t0,df_sorted_c458_p15_t0_ct135.csv,clustercc458_p15_t0_1779816737.61491,135,135,True,131,4,97.0,False,False,False,False,1,,,,,,,,,
c458_p34_t0,c458,p34,t0,df_sorted_c458_p34_t0_ct94.csv,clustercc458_p34_t0_1779816756.687225,94,94,True,94,0,100.0,False,False,False,False,1,,,,,,,,,
c459_p11_t0,c459,p11,t0,df_sorted_c459_p11_t0_ct343.csv,clustercc459_p11_t0_1779816770.697212,343,343,True,237,106,69.1,False,False,False,False,1,,,,,,,,,
c459_p15_t0,c459,p15,t0,df_sorted_c459_p15_t0_ct467.csv,clustercc459_p15_t0_1779816796.314207,467,467,True,169,298,36.2,False,False,False,False,1,,,,,,,,,
c459_p1685_t0,c459,p1685,t0,df_sorted_c459_p1685_t0_ct93.csv,clustercc459_p1685_t0_1779816798.9055512,93,93,True,91,2,97.8,False,False,False,False,1,,,,,,,,,
c459_p181_t0,c459,p181,t0,df_sorted_c459_p181_t0_ct124.csv,clustercc459_p181_t0_1779816809.909173,124,124,True,120,4,96.8,False,False,False,False,1,,,,,,,,,
c459_p28_t0,c459,p28,t0,df_sorted_c459_p28_t0_ct203.csv,clustercc459_p28_t0_1779816907.758823,203,203,True,22,181,10.8,False,False,False,False,1,,,,,,,,,
c459_p29_t0,c459,p29,t0,df_sorted_c459_p29_t0_ct236.csv,clustercc459_p29_t0_1779816917.093621,236,236,True,22,214,9.3,False,False,False,False,1,,,,,,,,,
c459_p34_t0,c459,p34,t0,df_sorted_c459_p34_t0_ct424.csv,clustercc459_p34_t0_1779816920.9242291,424,424,True,24,400,5.7,False,False,False,False,1,,,,,,,,,
c459_p58_t0,c459,p58,t0,df_sorted_c459_p58_t0_ct343.csv,clustercc459_p58_t0_1779816934.278055,343,343,True,76,267,22.2,False,False,False,False,1,,,,,,,,,
c45_p11_t0,c45,p11,t0,df_sorted_c45_p11_t0_ct437.csv,clustercc45_p11_t0_1779816941.929394,437,437,True,3,434,0.7,True,False,False,False,1,,,,,,,,,
c45_p15_t0,c45,p15,t0,df_sorted_c45_p15_t0_ct723.csv,clustercc45_p15_t0_1779816961.231545,723,723,True,68,655,9.4,False,False,False,False,1,,,,,,,,,
c45_p181_t0,c45,p181,t0,df_sorted_c45_p181_t0_ct158.csv,clustercc45_p181_t0_1779816995.8926778,158,158,True,1,157,0.6,True,True,False,False,1,,,,,,,,,
c45_p28_t0,c45,p28,t0,df_sorted_c45_p28_t0_ct208.csv,clustercc45_p28_t0_1779816997.983371,208,208,True,111,97,53.4,False,False,False,False,1,,,,,,,,,
c45_p58_t0,c45,p58,t0,df_sorted_c45_p58_t0_ct219.csv,clustercc45_p58_t0_1779817007.883182,219,219,True,171,48,78.1,False,False,False,False,1,,,,,,,,,
c460_p15_t0,c460,p15,t0,df_sorted_c460_p15_t0_ct387.csv,clustercc460_p15_t0_1779817019.716904,387,387,True,137,250,35.4,False,False,False,False,1,,,,,,,,,
c460_p1685_t0,c460,p1685,t0,df_sorted_c460_p1685_t0_ct85.csv,clustercc460_p1685_t0_1779817019.8252301,85,85,True,1,84,1.2,True,True,False,False,1,,,,,,,,,
c460_p2263_t0,c460,p2263,t0,df_sorted_c460_p2263_t0_ct127.csv,clustercc460_p2263_t0_1779817036.826346,127,127,True,77,50,60.6,False,False,False,False,1,,,,,,,,,
c460_p727_t0,c460,p727,t0,df_sorted_c460_p727_t0_ct106.csv,clustercc460_p727_t0_1779817057.273848,106,106,True,8,98,7.5,False,False,False,False,1,,,,,,,,,
c460_p733_t0,c460,p733,t0,df_sorted_c460_p733_t0_ct92.csv,clustercc460_p733_t0_1779817068.559736,92,92,True,21,71,22.8,False,False,False,False,1,,,,,,,,,
c460_p734_t0,c460,p734,t0,df_sorted_c460_p734_t0_ct135.csv,clustercc460_p734_t0_1779817082.205055,135,135,True,123,12,91.1,False,False,False,False,1,,,,,,,,,
c461_p15_t0,c461,p15,t0,df_sorted_c461_p15_t0_ct144.csv,clustercc461_p15_t0_1779817189.1635141,144,144,True,141,3,97.9,False,False,False,False,1,,,,,,,,,
c461_p34_t0,c461,p34,t0,df_sorted_c461_p34_t0_ct135.csv,clustercc461_p34_t0_1779817198.715625,135,135,True,135,0,100.0,False,False,False,False,1,,,,,,,,,
c461_p7_t0,c461,p7,t0,df_sorted_c461_p7_t0_ct204.csv,clustercc461_p7_t0_1779817213.879898,204,204,True,192,12,94.1,False,False,False,False,1,,,,,,,,,
c462_p11_t0,c462,p11,t0,df_sorted_c462_p11_t0_ct418.csv,clustercc462_p11_t0_1779817220.4736052,418,418,True,134,284,32.1,False,False,False,False,1,,,,,,,,,
c462_p19_t0,c462,p19,t0,df_sorted_c462_p19_t0_ct138.csv,clustercc462_p19_t0_1779817246.4129732,138,138,True,110,28,79.7,False,False,False,False,1,,,,,,,,,
c462_p34_t0,c462,p34,t0,df_sorted_c462_p34_t0_ct425.csv,clustercc462_p34_t0_1779817261.641535,425,425,True,185,240,43.5,False,False,False,False,1,,,,,,,,,
c463_p11_t0,c463,p11,t0,df_sorted_c463_p11_t0_ct370.csv,clustercc463_p11_t0_1779817267.021405,370,370,True,107,263,28.9,False,False,False,False,1,,,,,,,,,
c463_p28_t0,c463,p28,t0,df_sorted_c463_p28_t0_ct99.csv,clustercc463_p28_t0_1779817267.697883,99,99,True,97,2,98.0,False,False,False,False,1,,,,,,,,,
c463_p34_t0,c463,p34,t0,df_sorted_c463_p34_t0_ct209.csv,clustercc463_p34_t0_1779817281.1953359,209,209,True,112,97,53.6,False,False,False,False,1,,,,,,,,,
c463_p783_t0,c463,p783,t0,df_sorted_c463_p783_t0_ct110.csv,clustercc463_p783_t0_1779817290.850394,110,110,True,101,9,91.8,False,False,False,False,1,,,,,,,,,
c463_p975_t0,c463,p975,t0,df_sorted_c463_p975_t0_ct105.csv,clustercc463_p975_t0_1779817295.629643,105,105,True,36,69,34.3,False,False,False,False,1,,,,,,,,,
c464_p11_t0,c464,p11,t0,df_sorted_c464_p11_t0_ct316.csv,clustercc464_p11_t0_1779817304.727286,316,316,True,14,302,4.4,False,False,False,False,1,,,,,,,,,
c464_p15_t0,c464,p15,t0,df_sorted_c464_p15_t0_ct238.csv,clustercc464_p15_t0_1779817311.954593,238,238,True,117,121,49.2,False,False,False,False,1,,,,,,,,,
c464_p34_t0,c464,p34,t0,df_sorted_c464_p34_t0_ct265.csv,clustercc464_p34_t0_1779817313.171762,265,265,True,47,218,17.7,False,False,False,False,1,,,,,,,,,
c468_p15_t0,c468,p15,t0,df_sorted_c468_p15_t0_ct413.csv,clustercc468_p15_t0_1779817314.113169,413,413,True,107,306,25.9,False,False,False,False,1,,,,,,,,,
c468_p25_t0,c468,p25,t0,df_sorted_c468_p25_t0_ct158.csv,clustercc468_p25_t0_1779817345.731734,158,158,True,2,156,1.3,True,False,False,False,1,,,,,,,,,
c469_p25_t0,c469,p25,t0,df_sorted_c469_p25_t0_ct131.csv,clustercc469_p25_t0_1779817421.265054,131,131,True,15,116,11.5,False,False,False,False,1,,,,,,,,,
c469_p34_t0,c469,p34,t0,df_sorted_c469_p34_t0_ct211.csv,clustercc469_p34_t0_1779817435.150872,211,211,True,1,210,0.5,True,True,False,False,1,,,,,,,,,
c471_p15_t0,c471,p15,t0,df_sorted_c471_p15_t0_ct817.csv,clustercc471_p15_t0_1779817472.460914,817,817,True,5,812,0.6,False,False,False,False,1,,,,,,,,,
c472_p1940_t0,c472,p1940,t0,df_sorted_c472_p1940_t0_ct86.csv,clustercc472_p1940_t0_1779817474.737441,86,86,True,48,38,55.8,False,False,False,False,1,,,,,,,,,
c472_p275_t0,c472,p275,t0,df_sorted_c472_p275_t0_ct94.csv,clustercc472_p275_t0_1779817501.127678,94,94,True,5,89,5.3,False,False,False,False,1,,,,,,,,,
c472_p29_t0,c472,p29,t0,df_sorted_c472_p29_t0_ct143.csv,clustercc472_p29_t0_1779817519.278718,143,143,True,40,103,28.0,False,False,False,False,1,,,,,,,,,
c472_p7_t0,c472,p7,t0,df_sorted_c472_p7_t0_ct330.csv,clustercc472_p7_t0_1779817522.18912,330,330,True,185,145,56.1,False,False,False,False,1,,,,,,,,,
c473_p15_t0,c473,p15,t0,df_sorted_c473_p15_t0_ct205.csv,clustercc473_p15_t0_1779817546.31618,205,205,True,167,38,81.5,False,False,False,False,1,,,,,,,,,
c474_p15_t0,c474,p15,t0,df_sorted_c474_p15_t0_ct787.csv,clustercc474_p15_t0_1779817568.272991,787,787,True,199,588,25.3,False,False,False,False,1,,,,,,,,,
c474_p734_t0,c474,p734,t0,df_sorted_c474_p734_t0_ct151.csv,clustercc474_p734_t0_1779817575.1456902,151,151,True,118,33,78.1,False,False,False,False,1,,,,,,,,,
c474_p7_t0,c474,p7,t0,df_sorted_c474_p7_t0_ct372.csv,clustercc474_p7_t0_1779817582.027859,372,372,True,231,141,62.1,False,False,False,False,1,,,,,,,,,
c477_p15_t0,c477,p15,t0,df_sorted_c477_p15_t0_ct521.csv,clustercc477_p15_t0_1779817586.8799639,521,521,True,217,304,41.7,False,False,False,False,1,,,,,,,,,
c477_p34_t0,c477,p34,t0,df_sorted_c477_p34_t0_ct188.csv,clustercc477_p34_t0_1779817684.257243,188,188,True,187,1,99.5,False,False,False,False,1,,,,,,,,,
c477_p7_t0,c477,p7,t0,df_sorted_c477_p7_t0_ct346.csv,clustercc477_p7_t0_1779817765.0364149,346,346,True,129,217,37.3,False,False,False,False,1,,,,,,,,,
c478_p15_t0,c478,p15,t0,df_sorted_c478_p15_t0_ct200.csv,clustercc478_p15_t0_1779817779.682709,200,200,True,192,8,96.0,False,False,False,False,1,,,,,,,,,
c479_p11_t0,c479,p11,t0,df_sorted_c479_p11_t0_ct191.csv,clustercc479_p11_t0_1779817786.021479,191,191,True,123,68,64.4,False,False,False,False,1,,,,,,,,,
c479_p15_t0,c479,p15,t0,df_sorted_c479_p15_t0_ct539.csv,clustercc479_p15_t0_1779817792.597728,539,539,True,91,448,16.9,False,False,False,False,1,,,,,,,,,
c479_p2230_t0,c479,p2230,t0,df_sorted_c479_p2230_t0_ct122.csv,clustercc479_p2230_t0_1779817795.4360461,122,122,True,118,4,96.7,False,False,False,False,1,,,,,,,,,
c479_p28_t0,c479,p28,t0,df_sorted_c479_p28_t0_ct106.csv,clustercc479_p28_t0_1779817815.489229,106,106,True,99,7,93.4,False,False,False,False,1,,,,,,,,,
c479_p34_t0,c479,p34,t0,df_sorted_c479_p34_t0_ct138.csv,clustercc479_p34_t0_1779817869.9148889,138,138,True,37,101,26.8,False,False,False,False,1,,,,,,,,,
c479_p35_t0,c479,p35,t0,df_sorted_c479_p35_t0_ct111.csv,clustercc479_p35_t0_1779817873.146966,111,111,True,66,45,59.5,False,False,False,False,1,,,,,,,,,
c479_p79_t0,c479,p79,t0,df_sorted_c479_p79_t0_ct210.csv,clustercc479_p79_t0_1779817891.398077,210,210,True,5,205,2.4,False,False,False,False,1,,,,,,,,,
c47_p15_t0,c47,p15,t0,df_sorted_c47_p15_t0_ct255.csv,clustercc47_p15_t0_1779817899.5451698,255,255,True,149,106,58.4,False,False,False,False,1,,,,,,,,,
c47_p1660_t0,c47,p1660,t0,df_sorted_c47_p1660_t0_ct129.csv,clustercc47_p1660_t0_1779817909.911478,129,129,True,11,118,8.5,False,False,False,False,1,,,,,,,,,
c47_p1685_t0,c47,p1685,t0,df_sorted_c47_p1685_t0_ct187.csv,clustercc47_p1685_t0_1779817911.6586702,187,187,True,160,27,85.6,False,False,False,False,1,,,,,,,,,
c47_p2341_t0,c47,p2341,t0,df_sorted_c47_p2341_t0_ct285.csv,clustercc47_p2341_t0_1779817924.107284,285,285,True,11,274,3.9,False,False,False,False,1,,,,,,,,,
c47_p25_t0,c47,p25,t0,df_sorted_c47_p25_t0_ct252.csv,clustercc47_p25_t0_1779817958.5491781,252,252,True,6,246,2.4,False,False,False,False,1,,,,,,,,,
c47_p29_t0,c47,p29,t0,df_sorted_c47_p29_t0_ct76.csv,clustercc47_p29_t0_1779817963.8107789,76,76,True,1,75,1.3,True,True,False,False,1,,,,,,,,,
c47_p734_t0,c47,p734,t0,df_sorted_c47_p734_t0_ct239.csv,clustercc47_p734_t0_1779817980.3098361,239,239,True,39,200,16.3,False,False,False,False,1,,,,,,,,,
c47_p7_t0,c47,p7,t0,df_sorted_c47_p7_t0_ct160.csv,clustercc47_p7_t0_1779818028.201988,160,160,True,6,154,3.8,False,False,False,False,1,,,,,,,,,
c481_p15_t0,c481,p15,t0,df_sorted_c481_p15_t0_ct234.csv,clustercc481_p15_t0_1779818047.445463,234,234,True,204,30,87.2,False,False,False,False,1,,,,,,,,,
c481_p25_t0,c481,p25,t0,df_sorted_c481_p25_t0_ct285.csv,clustercc481_p25_t0_1779818057.6904252,285,285,True,82,203,28.8,False,False,False,False,1,,,,,,,,,
c482_p7_t0,c482,p7,t0,df_sorted_c482_p7_t0_ct308.csv,clustercc482_p7_t0_1779818077.6396952,308,308,True,1,307,0.3,True,True,False,False,1,,,,,,,,,
c483_p11_t0,c483,p11,t0,df_sorted_c483_p11_t0_ct142.csv,clustercc483_p11_t0_1779818097.083699,142,142,True,138,4,97.2,False,False,False,False,1,,,,,,,,,
c483_p29_t0,c483,p29,t0,df_sorted_c483_p29_t0_ct105.csv,clustercc483_p29_t0_1779818118.405159,105,105,True,104,1,99.0,False,False,False,False,1,,,,,,,,,
c483_p34_t0,c483,p34,t0,df_sorted_c483_p34_t0_ct125.csv,clustercc483_p34_t0_1779818125.062947,125,125,True,122,3,97.6,False,False,False,False,1,,,,,,,,,
c485_p15_t0,c485,p15,t0,df_sorted_c485_p15_t0_ct350.csv,clustercc485_p15_t0_1779818140.595066,350,350,True,226,124,64.6,False,False,False,False,1,,,,,,,,,
c485_p1685_t0,c485,p1685,t0,df_sorted_c485_p1685_t0_ct88.csv,clustercc485_p1685_t0_1779818153.3595688,88,88,True,82,6,93.2,False,False,False,False,1,,,,,,,,,
c485_p2263_t0,c485,p2263,t0,df_sorted_c485_p2263_t0_ct122.csv,clustercc485_p2263_t0_1779818156.3681731,122,122,True,116,6,95.1,False,False,False,False,1,,,,,,,,,
c485_p25_t0,c485,p25,t0,df_sorted_c485_p25_t0_ct119.csv,clustercc485_p25_t0_1779818167.904594,119,119,True,115,4,96.6,False,False,False,False,1,,,,,,,,,
c485_p3346_t0,c485,p3346,t0,df_sorted_c485_p3346_t0_ct75.csv,clustercc485_p3346_t0_1779818184.843154,75,75,True,71,4,94.7,False,False,False,False,1,,,,,,,,,
c485_p586_t0,c485,p586,t0,df_sorted_c485_p586_t0_ct81.csv,clustercc485_p586_t0_1779818237.828738,81,81,True,80,1,98.8,False,False,False,False,1,,,,,,,,,
c485_p7_t0,c485,p7,t0,df_sorted_c485_p7_t0_ct295.csv,clustercc485_p7_t0_1779818253.575278,295,295,True,234,61,79.3,False,False,False,False,1,,,,,,,,,
c486_p11_t0,c486,p11,t0,df_sorted_c486_p11_t0_ct102.csv,clustercc486_p11_t0_1779818264.224448,102,102,True,100,2,98.0,False,False,False,False,1,,,,,,,,,
c486_p15_t0,c486,p15,t0,df_sorted_c486_p15_t0_ct343.csv,clustercc486_p15_t0_1779818302.189572,343,343,True,169,174,49.3,False,False,False,False,1,,,,,,,,,
c486_p34_t0,c486,p34,t0,df_sorted_c486_p34_t0_ct257.csv,clustercc486_p34_t0_1779818304.868334,257,257,True,237,20,92.2,False,False,False,False,1,,,,,,,,,
c486_p7_t0,c486,p7,t0,df_sorted_c486_p7_t0_ct348.csv,clustercc486_p7_t0_1779818328.039968,348,348,True,240,108,69.0,False,False,False,False,1,,,,,,,,,
c487_p15_t0,c487,p15,t0,df_sorted_c487_p15_t0_ct496.csv,clustercc487_p15_t0_1779818376.47713,496,496,True,193,303,38.9,False,False,False,False,1,,,,,,,,,
c487_p1685_t0,c487,p1685,t0,df_sorted_c487_p1685_t0_ct99.csv,clustercc487_p1685_t0_1779818386.295388,99,99,True,97,2,98.0,False,False,False,False,1,,,,,,,,,
c487_p2263_t0,c487,p2263,t0,df_sorted_c487_p2263_t0_ct155.csv,clustercc487_p2263_t0_1779818399.700772,155,155,True,85,70,54.8,False,False,False,False,1,,,,,,,,,
c487_p2341_t0,c487,p2341,t0,df_sorted_c487_p2341_t0_ct280.csv,clustercc487_p2341_t0_1779818404.017287,280,280,True,80,200,28.6,False,False,False,False,1,,,,,,,,,
c487_p727_t0,c487,p727,t0,df_sorted_c487_p727_t0_ct130.csv,clustercc487_p727_t0_1779818438.493973,130,130,True,81,49,62.3,False,False,False,False,1,,,,,,,,,
c487_p733_t0,c487,p733,t0,df_sorted_c487_p733_t0_ct70.csv,clustercc487_p733_t0_1779818439.31906,70,70,True,56,14,80.0,False,False,False,False,1,,,,,,,,,
c488_p25_t0,c488,p25,t0,df_sorted_c488_p25_t0_ct314.csv,clustercc488_p25_t0_1779818444.727817,314,314,True,34,280,10.8,False,False,False,False,1,,,,,,,,,
c488_p34_t0,c488,p34,t0,df_sorted_c488_p34_t0_ct104.csv,clustercc488_p34_t0_1779818475.462351,104,104,True,1,103,1.0,True,True,False,False,1,,,,,,,,,
c48_p11_t0,c48,p11,t0,df_sorted_c48_p11_t0_ct173.csv,clustercc48_p11_t0_1779818478.259419,173,173,True,1,172,0.6,True,True,False,False,1,,,,,,,,,
c48_p15_t0,c48,p15,t0,df_sorted_c48_p15_t0_ct214.csv,clustercc48_p15_t0_1779818484.094481,214,214,True,84,130,39.3,False,False,False,False,1,,,,,,,,,
c48_p29_t0,c48,p29,t0,df_sorted_c48_p29_t0_ct116.csv,clustercc48_p29_t0_1779818536.5094929,116,116,True,1,115,0.9,True,True,False,False,1,,,,,,,,,
c48_p34_t0,c48,p34,t0,df_sorted_c48_p34_t0_ct231.csv,clustercc48_p34_t0_1779818577.5719838,231,231,True,1,230,0.4,True,True,False,False,1,,,,,,,,,
c48_p58_t0,c48,p58,t0,df_sorted_c48_p58_t0_ct183.csv,clustercc48_p58_t0_1779818584.683728,183,183,True,38,145,20.8,False,False,False,False,1,,,,,,,,,
c490_p11_t0,c490,p11,t0,df_sorted_c490_p11_t0_ct102.csv,clustercc490_p11_t0_1779818603.4921532,102,102,True,1,101,1.0,True,True,False,False,1,,,,,,,,,
c490_p15_t0,c490,p15,t0,df_sorted_c490_p15_t0_ct518.csv,clustercc490_p15_t0_1779818626.374196,518,518,True,13,505,2.5,False,False,False,False,1,,,,,,,,,
c490_p1685_t0,c490,p1685,t0,df_sorted_c490_p1685_t0_ct81.csv,clustercc490_p1685_t0_1779818647.534477,81,81,True,1,80,1.2,True,True,False,False,1,,,,,,,,,
c490_p2263_t0,c490,p2263,t0,df_sorted_c490_p2263_t0_ct223.csv,clustercc490_p2263_t0_1779818669.729095,223,223,True,184,39,82.5,False,False,False,False,1,,,,,,,,,
c490_p2341_t0,c490,p2341,t0,df_sorted_c490_p2341_t0_ct241.csv,clustercc490_p2341_t0_1779818681.489385,241,241,True,135,106,56.0,False,False,False,False,1,,,,,,,,,
c490_p2630_t0,c490,p2630,t0,df_sorted_c490_p2630_t0_ct102.csv,clustercc490_p2630_t0_1779818683.5541701,102,102,True,1,101,1.0,True,True,False,False,1,,,,,,,,,
c490_p29_t0,c490,p29,t0,df_sorted_c490_p29_t0_ct103.csv,clustercc490_p29_t0_1779818730.735896,103,103,True,87,16,84.5,False,False,False,False,1,,,,,,,,,
c490_p3269_t0,c490,p3269,t0,df_sorted_c490_p3269_t0_ct97.csv,clustercc490_p3269_t0_1779818734.941919,97,97,True,3,94,3.1,True,False,False,False,1,,,,,,,,,
c490_p34_t0,c490,p34,t0,df_sorted_c490_p34_t0_ct129.csv,clustercc490_p34_t0_1779818747.0161338,129,129,True,127,2,98.4,False,False,False,False,1,,,,,,,,,
c490_p586_t0,c490,p586,t0,df_sorted_c490_p586_t0_ct95.csv,clustercc490_p586_t0_1779818772.048555,95,95,True,91,4,95.8,False,False,False,False,1,,,,,,,,,
c490_p727_t0,c490,p727,t0,df_sorted_c490_p727_t0_ct332.csv,clustercc490_p727_t0_1779818777.748985,332,332,True,235,97,70.8,False,False,False,False,1,,,,,,,,,
c490_p733_t0,c490,p733,t0,df_sorted_c490_p733_t0_ct195.csv,clustercc490_p733_t0_1779818818.5897322,195,195,True,192,3,98.5,False,False,False,False,1,,,,,,,,,
c490_p960_t0,c490,p960,t0,df_sorted_c490_p960_t0_ct235.csv,clustercc490_p960_t0_1779818870.956557,235,235,True,229,6,97.4,False,False,False,False,1,,,,,,,,,
c492_p15_t0,c492,p15,t0,df_sorted_c492_p15_t0_ct416.csv,clustercc492_p15_t0_1779818875.5454879,416,416,True,223,193,53.6,False,False,False,False,1,,,,,,,,,
c493_p11_t0,c493,p11,t0,df_sorted_c493_p11_t0_ct151.csv,clustercc493_p11_t0_1779818877.342505,151,151,True,147,4,97.4,False,False,False,False,1,,,,,,,,,
c493_p34_t0,c493,p34,t0,df_sorted_c493_p34_t0_ct93.csv,clustercc493_p34_t0_1779818883.8547351,93,93,True,93,0,100.0,False,False,False,False,1,,,,,,,,,
c494_p15_t0,c494,p15,t0,df_sorted_c494_p15_t0_ct445.csv,clustercc494_p15_t0_1779818899.597707,445,445,True,221,224,49.7,False,False,False,False,1,,,,,,,,,
c495_p7_t0,c495,p7,t0,df_sorted_c495_p7_t0_ct470.csv,clustercc495_p7_t0_1779818925.1131148,470,470,True,223,247,47.4,False,False,False,False,1,,,,,,,,,
c496_p11_t0,c496,p11,t0,df_sorted_c496_p11_t0_ct127.csv,clustercc496_p11_t0_1779818929.389038,127,127,True,124,3,97.6,False,False,False,False,1,,,,,,,,,
c496_p29_t0,c496,p29,t0,df_sorted_c496_p29_t0_ct110.csv,clustercc496_p29_t0_1779818944.431136,110,110,True,110,0,100.0,False,False,False,False,1,,,,,,,,,
c496_p34_t0,c496,p34,t0,df_sorted_c496_p34_t0_ct147.csv,clustercc496_p34_t0_1779818960.663967,147,147,True,143,4,97.3,False,False,False,False,1,,,,,,,,,
c497_p11_t0,c497,p11,t0,df_sorted_c497_p11_t0_ct117.csv,clustercc497_p11_t0_1779818967.252555,117,117,True,106,11,90.6,False,False,False,False,1,,,,,,,,,
c497_p15_t0,c497,p15,t0,df_sorted_c497_p15_t0_ct269.csv,clustercc497_p15_t0_1779818983.083006,269,269,True,228,41,84.8,False,False,False,False,1,,,,,,,,,
c498_p15_t0,c498,p15,t0,df_sorted_c498_p15_t0_ct262.csv,clustercc498_p15_t0_1779818995.228746,262,262,True,219,43,83.6,False,False,False,False,1,,,,,,,,,
c498_p58_t0,c498,p58,t0,df_sorted_c498_p58_t0_ct358.csv,clustercc498_p58_t0_1779818998.9877381,358,358,True,225,133,62.8,False,False,False,False,1,,,,,,,,,
c499_p11_t0,c499,p11,t0,df_sorted_c499_p11_t0_ct121.csv,clustercc499_p11_t0_1779819011.581015,121,121,True,45,76,37.2,False,False,False,False,1,,,,,,,,,
c499_p25_t0,c499,p25,t0,df_sorted_c499_p25_t0_ct174.csv,clustercc499_p25_t0_1779819027.2562702,174,174,True,161,13,92.5,False,False,False,False,1,,,,,,,,,
c499_p34_t0,c499,p34,t0,df_sorted_c499_p34_t0_ct240.csv,clustercc499_p34_t0_1779819052.1344619,240,240,True,238,2,99.2,False,False,False,False,1,,,,,,,,,
c4_p15_t0,c4,p15,t0,df_sorted_c4_p15_t0_ct530.csv,clustercc4_p15_t0_1779819090.088268,530,530,True,207,323,39.1,False,False,False,False,1,,,,,,,,,
c4_p181_t0,c4,p181,t0,df_sorted_c4_p181_t0_ct107.csv,clustercc4_p181_t0_1779819108.0154119,107,107,True,105,2,98.1,False,False,False,False,1,,,,,,,,,
c4_p28_t0,c4,p28,t0,df_sorted_c4_p28_t0_ct157.csv,clustercc4_p28_t0_1779819136.7475,157,157,True,155,2,98.7,False,False,False,False,1,,,,,,,,,
c4_p29_t0,c4,p29,t0,df_sorted_c4_p29_t0_ct133.csv,clustercc4_p29_t0_1779819183.235795,133,133,True,112,21,84.2,False,False,False,False,1,,,,,,,,,
c4_p58_t0,c4,p58,t0,df_sorted_c4_p58_t0_ct224.csv,clustercc4_p58_t0_1779819196.57846,224,224,True,187,37,83.5,False,False,False,False,1,,,,,,,,,
c4_p975_t0,c4,p975,t0,df_sorted_c4_p975_t0_ct139.csv,clustercc4_p975_t0_1779819207.571844,139,139,True,122,17,87.8,False,False,False,False,1,,,,,,,,,
c500_p15_t0,c500,p15,t0,df_sorted_c500_p15_t0_ct162.csv,clustercc500_p15_t0_1779819207.9544342,162,162,True,137,25,84.6,False,False,False,False,1,,,,,,,,,
c500_p34_t0,c500,p34,t0,df_sorted_c500_p34_t0_ct106.csv,clustercc500_p34_t0_1779819220.621959,106,106,True,106,0,100.0,False,False,False,False,1,,,,,,,,,
c501_p11_t0,c501,p11,t0,df_sorted_c501_p11_t0_ct268.csv,clustercc501_p11_t0_1779819238.2452638,268,268,True,211,57,78.7,False,False,False,False,1,,,,,,,,,
c501_p29_t0,c501,p29,t0,df_sorted_c501_p29_t0_ct127.csv,clustercc501_p29_t0_1779819251.85391,127,127,True,126,1,99.2,False,False,False,False,1,,,,,,,,,
c501_p34_t0,c501,p34,t0,df_sorted_c501_p34_t0_ct229.csv,clustercc501_p34_t0_1779819271.2068422,229,229,True,152,77,66.4,False,False,False,False,1,,,,,,,,,
c503_p11_t0,c503,p11,t0,df_sorted_c503_p11_t0_ct192.csv,clustercc503_p11_t0_1779819275.558802,192,192,True,170,22,88.5,False,False,False,False,1,,,,,,,,,
c503_p15_t0,c503,p15,t0,df_sorted_c503_p15_t0_ct297.csv,clustercc503_p15_t0_1779819297.148511,297,297,True,213,84,71.7,False,False,False,False,1,,,,,,,,,
c503_p29_t0,c503,p29,t0,df_sorted_c503_p29_t0_ct117.csv,clustercc503_p29_t0_1779819313.572174,117,117,True,74,43,63.2,False,False,False,False,1,,,,,,,,,
c503_p34_t0,c503,p34,t0,df_sorted_c503_p34_t0_ct197.csv,clustercc503_p34_t0_1779819317.093749,197,197,True,118,79,59.9,False,False,False,False,1,,,,,,,,,
