cluster_key,cluster_id,pose_id,topic_id,input_csv,output_folder,input_ct_from_filename,input_csv_rows,ct_matches_csv,output_rows,loss_count,retention_pct,flagged_low_output,anchor_stuck,no_output_folder,multiple_runs,run_count,log_rows_total,log_rows_saved,log_skip_face,log_rows_write_failed,log_cache_hits,log_cache_misses,log_exclude_rows_before,log_exclude_dropped,log_dedupe_confirmed_dupes
c227_p734_t0,c227,p734,t0,df_sorted_c227_p734_t0_ct75.csv,clustercc227_p734_t0_1779806931.3892732,75,75,True,72,3,96.0,False,False,False,False,1,,,,,,,,,
c22_p11_t0,c22,p11,t0,df_sorted_c22_p11_t0_ct265.csv,clustercc22_p11_t0_1779806963.776953,265,265,True,234,31,88.3,False,False,False,False,1,,,,,,,,,
c22_p34_t0,c22,p34,t0,df_sorted_c22_p34_t0_ct214.csv,clustercc22_p34_t0_1779806980.8794959,214,214,True,213,1,99.5,False,False,False,False,1,,,,,,,,,
c230_p15_t0,c230,p15,t0,df_sorted_c230_p15_t0_ct347.csv,clustercc230_p15_t0_1779807008.950772,347,347,True,172,175,49.6,False,False,False,False,1,,,,,,,,,
c231_p11_t0,c231,p11,t0,df_sorted_c231_p11_t0_ct156.csv,clustercc231_p11_t0_1779807031.689524,156,156,True,149,7,95.5,False,False,False,False,1,,,,,,,,,
c231_p34_t0,c231,p34,t0,df_sorted_c231_p34_t0_ct106.csv,clustercc231_p34_t0_1779807060.5643861,106,106,True,101,5,95.3,False,False,False,False,1,,,,,,,,,
c232_p11_t0,c232,p11,t0,df_sorted_c232_p11_t0_ct189.csv,clustercc232_p11_t0_1779807070.696904,189,189,True,95,94,50.3,False,False,False,False,1,,,,,,,,,
c232_p2230_t0,c232,p2230,t0,df_sorted_c232_p2230_t0_ct112.csv,clustercc232_p2230_t0_1779807079.4876149,112,112,True,109,3,97.3,False,False,False,False,1,,,,,,,,,
c232_p258_t0,c232,p258,t0,df_sorted_c232_p258_t0_ct97.csv,clustercc232_p258_t0_1779807089.044669,97,97,True,86,11,88.7,False,False,False,False,1,,,,,,,,,
c232_p34_t0,c232,p34,t0,df_sorted_c232_p34_t0_ct156.csv,clustercc232_p34_t0_1779807140.017948,156,156,True,20,136,12.8,False,False,False,False,1,,,,,,,,,
c232_p58_t0,c232,p58,t0,df_sorted_c232_p58_t0_ct266.csv,clustercc232_p58_t0_1779807144.631476,266,266,True,22,244,8.3,False,False,False,False,1,,,,,,,,,
c232_p79_t0,c232,p79,t0,df_sorted_c232_p79_t0_ct163.csv,clustercc232_p79_t0_1779807160.278789,163,163,True,17,146,10.4,False,False,False,False,1,,,,,,,,,
c234_p11_t0,c234,p11,t0,df_sorted_c234_p11_t0_ct97.csv,clustercc234_p11_t0_1779807161.934154,97,97,True,5,92,5.2,False,False,False,False,1,,,,,,,,,
c234_p15_t0,c234,p15,t0,df_sorted_c234_p15_t0_ct555.csv,clustercc234_p15_t0_1779807168.8321128,555,555,True,99,456,17.8,False,False,False,False,1,,,,,,,,,
c235_p11_t0,c235,p11,t0,df_sorted_c235_p11_t0_ct164.csv,clustercc235_p11_t0_1779807189.449722,164,164,True,129,35,78.7,False,False,False,False,1,,,,,,,,,
c235_p15_t0,c235,p15,t0,df_sorted_c235_p15_t0_ct269.csv,clustercc235_p15_t0_1779807190.193511,269,269,True,202,67,75.1,False,False,False,False,1,,,,,,,,,
c235_p29_t0,c235,p29,t0,df_sorted_c235_p29_t0_ct259.csv,clustercc235_p29_t0_1779807192.136097,259,259,True,160,99,61.8,False,False,False,False,1,,,,,,,,,
c235_p34_t0,c235,p34,t0,df_sorted_c235_p34_t0_ct160.csv,clustercc235_p34_t0_1779807263.670651,160,160,True,158,2,98.8,False,False,False,False,1,,,,,,,,,
c235_p58_t0,c235,p58,t0,df_sorted_c235_p58_t0_ct246.csv,clustercc235_p58_t0_1779807331.602326,246,246,True,236,10,95.9,False,False,False,False,1,,,,,,,,,
c237_p11_t0,c237,p11,t0,df_sorted_c237_p11_t0_ct140.csv,clustercc237_p11_t0_1779807331.698946,140,140,True,139,1,99.3,False,False,False,False,1,,,,,,,,,
c237_p34_t0,c237,p34,t0,df_sorted_c237_p34_t0_ct108.csv,clustercc237_p34_t0_1779807335.1941178,108,108,True,106,2,98.1,False,False,False,False,1,,,,,,,,,
c238_p15_t0,c238,p15,t0,df_sorted_c238_p15_t0_ct288.csv,clustercc238_p15_t0_1779807341.0580869,288,288,True,230,58,79.9,False,False,False,False,1,,,,,,,,,
c238_p25_t0,c238,p25,t0,df_sorted_c238_p25_t0_ct158.csv,clustercc238_p25_t0_1779807363.222378,158,158,True,153,5,96.8,False,False,False,False,1,,,,,,,,,
c238_p34_t0,c238,p34,t0,df_sorted_c238_p34_t0_ct100.csv,clustercc238_p34_t0_1779807408.464384,100,100,True,99,1,99.0,False,False,False,False,1,,,,,,,,,
c238_p58_t0,c238,p58,t0,df_sorted_c238_p58_t0_ct293.csv,clustercc238_p58_t0_1779807418.150903,293,293,True,236,57,80.5,False,False,False,False,1,,,,,,,,,
c238_p7_t0,c238,p7,t0,df_sorted_c238_p7_t0_ct106.csv,clustercc238_p7_t0_1779807420.351993,106,106,True,104,2,98.1,False,False,False,False,1,,,,,,,,,
c239_p15_t0,c239,p15,t0,df_sorted_c239_p15_t0_ct237.csv,clustercc239_p15_t0_1779807448.79521,237,237,True,235,2,99.2,False,False,False,False,1,,,,,,,,,
c239_p34_t0,c239,p34,t0,df_sorted_c239_p34_t0_ct82.csv,clustercc239_p34_t0_1779807450.121869,82,82,True,80,2,97.6,False,False,False,False,1,,,,,,,,,
c239_p58_t0,c239,p58,t0,df_sorted_c239_p58_t0_ct306.csv,clustercc239_p58_t0_1779807479.297282,306,306,True,232,74,75.8,False,False,False,False,1,,,,,,,,,
c23_p34_t0,c23,p34,t0,df_sorted_c23_p34_t0_ct149.csv,clustercc23_p34_t0_1779807516.757917,149,149,True,148,1,99.3,False,False,False,False,1,,,,,,,,,
c240_p1685_t0,c240,p1685,t0,df_sorted_c240_p1685_t0_ct135.csv,clustercc240_p1685_t0_1779807521.686097,135,135,True,131,4,97.0,False,False,False,False,1,,,,,,,,,
c240_p28_t0,c240,p28,t0,df_sorted_c240_p28_t0_ct253.csv,clustercc240_p28_t0_1779807533.666338,253,253,True,233,20,92.1,False,False,False,False,1,,,,,,,,,
c240_p34_t0,c240,p34,t0,df_sorted_c240_p34_t0_ct328.csv,clustercc240_p34_t0_1779807535.717234,328,328,True,232,96,70.7,False,False,False,False,1,,,,,,,,,
c240_p35_t0,c240,p35,t0,df_sorted_c240_p35_t0_ct81.csv,clustercc240_p35_t0_1779807564.272583,81,81,True,81,0,100.0,False,False,False,False,1,,,,,,,,,
c240_p58_t0,c240,p58,t0,df_sorted_c240_p58_t0_ct275.csv,clustercc240_p58_t0_1779807589.870765,275,275,True,233,42,84.7,False,False,False,False,1,,,,,,,,,
c240_p783_t0,c240,p783,t0,df_sorted_c240_p783_t0_ct79.csv,clustercc240_p783_t0_1779807615.5527308,79,79,True,78,1,98.7,False,False,False,False,1,,,,,,,,,
c240_p975_t0,c240,p975,t0,df_sorted_c240_p975_t0_ct92.csv,clustercc240_p975_t0_1779807625.137126,92,92,True,91,1,98.9,False,False,False,False,1,,,,,,,,,
c241_p11_t0,c241,p11,t0,df_sorted_c241_p11_t0_ct178.csv,clustercc241_p11_t0_1779807637.088705,178,178,True,116,62,65.2,False,False,False,False,1,,,,,,,,,
c241_p25_t0,c241,p25,t0,df_sorted_c241_p25_t0_ct362.csv,clustercc241_p25_t0_1779807669.480153,362,362,True,155,207,42.8,False,False,False,False,1,,,,,,,,,
c241_p34_t0,c241,p34,t0,df_sorted_c241_p34_t0_ct395.csv,clustercc241_p34_t0_1779807690.927579,395,395,True,56,339,14.2,False,False,False,False,1,,,,,,,,,
c241_p579_t0,c241,p579,t0,df_sorted_c241_p579_t0_ct104.csv,clustercc241_p579_t0_1779807691.884539,104,104,True,32,72,30.8,False,False,False,False,1,,,,,,,,,
c243_p15_t0,c243,p15,t0,df_sorted_c243_p15_t0_ct216.csv,clustercc243_p15_t0_1779807709.026142,216,216,True,174,42,80.6,False,False,False,False,1,,,,,,,,,
c243_p34_t0,c243,p34,t0,df_sorted_c243_p34_t0_ct87.csv,clustercc243_p34_t0_1779807749.738348,87,87,True,23,64,26.4,False,False,False,False,1,,,,,,,,,
c243_p7_t0,c243,p7,t0,df_sorted_c243_p7_t0_ct126.csv,clustercc243_p7_t0_1779807769.627968,126,126,True,123,3,97.6,False,False,False,False,1,,,,,,,,,
c246_p34_t0,c246,p34,t0,df_sorted_c246_p34_t0_ct134.csv,clustercc246_p34_t0_1779807781.142278,134,134,True,132,2,98.5,False,False,False,False,1,,,,,,,,,
c250_p11_t0,c250,p11,t0,df_sorted_c250_p11_t0_ct523.csv,clustercc250_p11_t0_1779807797.55549,523,523,True,230,293,44.0,False,False,False,False,1,,,,,,,,,
c250_p15_t0,c250,p15,t0,df_sorted_c250_p15_t0_ct683.csv,clustercc250_p15_t0_1779807824.631296,683,683,True,211,472,30.9,False,False,False,False,1,,,,,,,,,
c250_p181_t0,c250,p181,t0,df_sorted_c250_p181_t0_ct115.csv,clustercc250_p181_t0_1779807832.7775402,115,115,True,113,2,98.3,False,False,False,False,1,,,,,,,,,
c250_p248_t0,c250,p248,t0,df_sorted_c250_p248_t0_ct83.csv,clustercc250_p248_t0_1779807838.7149608,83,83,True,80,3,96.4,False,False,False,False,1,,,,,,,,,
c250_p28_t0,c250,p28,t0,df_sorted_c250_p28_t0_ct204.csv,clustercc250_p28_t0_1779807839.508568,204,204,True,202,2,99.0,False,False,False,False,1,,,,,,,,,
c250_p29_t0,c250,p29,t0,df_sorted_c250_p29_t0_ct137.csv,clustercc250_p29_t0_1779807848.530719,137,137,True,136,1,99.3,False,False,False,False,1,,,,,,,,,
c250_p58_t0,c250,p58,t0,df_sorted_c250_p58_t0_ct269.csv,clustercc250_p58_t0_1779807860.392302,269,269,True,234,35,87.0,False,False,False,False,1,,,,,,,,,
c252_p15_t0,c252,p15,t0,df_sorted_c252_p15_t0_ct338.csv,clustercc252_p15_t0_1779807892.112105,338,338,True,230,108,68.0,False,False,False,False,1,,,,,,,,,
c252_p1660_t0,c252,p1660,t0,df_sorted_c252_p1660_t0_ct86.csv,clustercc252_p1660_t0_1779807948.933918,86,86,True,84,2,97.7,False,False,False,False,1,,,,,,,,,
c252_p1685_t0,c252,p1685,t0,df_sorted_c252_p1685_t0_ct69.csv,clustercc252_p1685_t0_1779807949.599682,69,69,True,60,9,87.0,False,False,False,False,1,,,,,,,,,
c252_p2263_t0,c252,p2263,t0,df_sorted_c252_p2263_t0_ct134.csv,clustercc252_p2263_t0_1779807962.81598,134,134,True,126,8,94.0,False,False,False,False,1,,,,,,,,,
c252_p2341_t0,c252,p2341,t0,df_sorted_c252_p2341_t0_ct327.csv,clustercc252_p2341_t0_1779807969.593948,327,327,True,235,92,71.9,False,False,False,False,1,,,,,,,,,
c252_p28_t0,c252,p28,t0,df_sorted_c252_p28_t0_ct226.csv,clustercc252_p28_t0_1779808001.064909,226,226,True,225,1,99.6,False,False,False,False,1,,,,,,,,,
c252_p586_t0,c252,p586,t0,df_sorted_c252_p586_t0_ct125.csv,clustercc252_p586_t0_1779808014.176244,125,125,True,123,2,98.4,False,False,False,False,1,,,,,,,,,
c252_p727_t0,c252,p727,t0,df_sorted_c252_p727_t0_ct120.csv,clustercc252_p727_t0_1779808017.0749729,120,120,True,115,5,95.8,False,False,False,False,1,,,,,,,,,
c252_p734_t0,c252,p734,t0,df_sorted_c252_p734_t0_ct184.csv,clustercc252_p734_t0_1779808030.885937,184,184,True,178,6,96.7,False,False,False,False,1,,,,,,,,,
c252_p7_t0,c252,p7,t0,df_sorted_c252_p7_t0_ct139.csv,clustercc252_p7_t0_1779808051.1069398,139,139,True,133,6,95.7,False,False,False,False,1,,,,,,,,,
c253_p15_t0,c253,p15,t0,df_sorted_c253_p15_t0_ct403.csv,clustercc253_p15_t0_1779808066.9069052,403,403,True,195,208,48.4,False,False,False,False,1,,,,,,,,,
c253_p282_t0,c253,p282,t0,df_sorted_c253_p282_t0_ct98.csv,clustercc253_p282_t0_1779808088.0982091,98,98,True,92,6,93.9,False,False,False,False,1,,,,,,,,,
c253_p29_t0,c253,p29,t0,df_sorted_c253_p29_t0_ct211.csv,clustercc253_p29_t0_1779808102.161351,211,211,True,208,3,98.6,False,False,False,False,1,,,,,,,,,
c253_p7_t0,c253,p7,t0,df_sorted_c253_p7_t0_ct257.csv,clustercc253_p7_t0_1779808121.538713,257,257,True,212,45,82.5,False,False,False,False,1,,,,,,,,,
c254_p15_t0,c254,p15,t0,df_sorted_c254_p15_t0_ct360.csv,clustercc254_p15_t0_1779808166.928421,360,360,True,114,246,31.7,False,False,False,False,1,,,,,,,,,
c256_p15_t0,c256,p15,t0,df_sorted_c256_p15_t0_ct216.csv,clustercc256_p15_t0_1779808176.459497,216,216,True,168,48,77.8,False,False,False,False,1,,,,,,,,,
c256_p25_t0,c256,p25,t0,df_sorted_c256_p25_t0_ct154.csv,clustercc256_p25_t0_1779808178.018566,154,154,True,110,44,71.4,False,False,False,False,1,,,,,,,,,
c256_p34_t0,c256,p34,t0,df_sorted_c256_p34_t0_ct133.csv,clustercc256_p34_t0_1779808189.3067079,133,133,True,53,80,39.8,False,False,False,False,1,,,,,,,,,
c258_p11_t0,c258,p11,t0,df_sorted_c258_p11_t0_ct301.csv,clustercc258_p11_t0_1779808198.429069,301,301,True,205,96,68.1,False,False,False,False,1,,,,,,,,,
c258_p34_t0,c258,p34,t0,df_sorted_c258_p34_t0_ct367.csv,clustercc258_p34_t0_1779808201.196495,367,367,True,18,349,4.9,False,False,False,False,1,,,,,,,,,
c259_p11_t0,c259,p11,t0,df_sorted_c259_p11_t0_ct132.csv,clustercc259_p11_t0_1779808231.0291939,132,132,True,103,29,78.0,False,False,False,False,1,,,,,,,,,
c259_p15_t0,c259,p15,t0,df_sorted_c259_p15_t0_ct238.csv,clustercc259_p15_t0_1779808237.450171,238,238,True,216,22,90.8,False,False,False,False,1,,,,,,,,,
c25_p15_t0,c25,p15,t0,df_sorted_c25_p15_t0_ct403.csv,clustercc25_p15_t0_1779808250.0721018,403,403,True,227,176,56.3,False,False,False,False,1,,,,,,,,,
c261_p11_t0,c261,p11,t0,df_sorted_c261_p11_t0_ct166.csv,clustercc261_p11_t0_1779808269.333803,166,166,True,164,2,98.8,False,False,False,False,1,,,,,,,,,
c261_p15_t0,c261,p15,t0,df_sorted_c261_p15_t0_ct225.csv,clustercc261_p15_t0_1779808271.544211,225,225,True,218,7,96.9,False,False,False,False,1,,,,,,,,,
c261_p34_t0,c261,p34,t0,df_sorted_c261_p34_t0_ct314.csv,clustercc261_p34_t0_1779808348.442786,314,314,True,237,77,75.5,False,False,False,False,1,,,,,,,,,
c263_p15_t0,c263,p15,t0,df_sorted_c263_p15_t0_ct266.csv,clustercc263_p15_t0_1779808353.472482,266,266,True,229,37,86.1,False,False,False,False,1,,,,,,,,,
c265_p15_t0,c265,p15,t0,df_sorted_c265_p15_t0_ct609.csv,clustercc265_p15_t0_1779808362.630341,609,609,True,227,382,37.3,False,False,False,False,1,,,,,,,,,
c265_p34_t0,c265,p34,t0,df_sorted_c265_p34_t0_ct170.csv,clustercc265_p34_t0_1779808418.873415,170,170,True,169,1,99.4,False,False,False,False,1,,,,,,,,,
c265_p734_t0,c265,p734,t0,df_sorted_c265_p734_t0_ct106.csv,clustercc265_p734_t0_1779808438.455155,106,106,True,103,3,97.2,False,False,False,False,1,,,,,,,,,
c266_p15_t0,c266,p15,t0,df_sorted_c266_p15_t0_ct299.csv,clustercc266_p15_t0_1779808442.382304,299,299,True,122,177,40.8,False,False,False,False,1,,,,,,,,,
c266_p34_t0,c266,p34,t0,df_sorted_c266_p34_t0_ct157.csv,clustercc266_p34_t0_1779808442.6005561,157,157,True,154,3,98.1,False,False,False,False,1,,,,,,,,,
c266_p7_t0,c266,p7,t0,df_sorted_c266_p7_t0_ct170.csv,clustercc266_p7_t0_1779808467.5708852,170,170,True,154,16,90.6,False,False,False,False,1,,,,,,,,,
c26_p15_t0,c26,p15,t0,df_sorted_c26_p15_t0_ct404.csv,clustercc26_p15_t0_1779808468.2964108,404,404,True,236,168,58.4,False,False,False,False,1,,,,,,,,,
c26_p2341_t0,c26,p2341,t0,df_sorted_c26_p2341_t0_ct76.csv,clustercc26_p2341_t0_1779808537.283036,76,76,True,55,21,72.4,False,False,False,False,1,,,,,,,,,
c26_p25_t0,c26,p25,t0,df_sorted_c26_p25_t0_ct99.csv,clustercc26_p25_t0_1779808546.486302,99,99,True,44,55,44.4,False,False,False,False,1,,,,,,,,,
c26_p734_t0,c26,p734,t0,df_sorted_c26_p734_t0_ct86.csv,clustercc26_p734_t0_1779808556.078721,86,86,True,36,50,41.9,False,False,False,False,1,,,,,,,,,
c26_p7_t0,c26,p7,t0,df_sorted_c26_p7_t0_ct115.csv,clustercc26_p7_t0_1779808565.359256,115,115,True,35,80,30.4,False,False,False,False,1,,,,,,,,,
c270_p15_t0,c270,p15,t0,df_sorted_c270_p15_t0_ct646.csv,clustercc270_p15_t0_1779808575.698774,646,646,True,5,641,0.8,False,False,False,False,1,,,,,,,,,
c270_p181_t0,c270,p181,t0,df_sorted_c270_p181_t0_ct111.csv,clustercc270_p181_t0_1779808595.134494,111,111,True,5,106,4.5,False,False,False,False,1,,,,,,,,,
c270_p248_t0,c270,p248,t0,df_sorted_c270_p248_t0_ct96.csv,clustercc270_p248_t0_1779808611.528309,96,96,True,4,92,4.2,False,False,False,False,1,,,,,,,,,
c270_p28_t0,c270,p28,t0,df_sorted_c270_p28_t0_ct246.csv,clustercc270_p28_t0_1779808624.0034912,246,246,True,8,238,3.3,False,False,False,False,1,,,,,,,,,
c270_p58_t0,c270,p58,t0,df_sorted_c270_p58_t0_ct167.csv,clustercc270_p58_t0_1779808630.43086,167,167,True,51,116,30.5,False,False,False,False,1,,,,,,,,,
c271_p15_t0,c271,p15,t0,df_sorted_c271_p15_t0_ct185.csv,clustercc271_p15_t0_1779808637.041465,185,185,True,107,78,57.8,False,False,False,False,1,,,,,,,,,
c272_p15_t0,c272,p15,t0,df_sorted_c272_p15_t0_ct508.csv,clustercc272_p15_t0_1779808671.905013,508,508,True,208,300,40.9,False,False,False,False,1,,,,,,,,,
c272_p1685_t0,c272,p1685,t0,df_sorted_c272_p1685_t0_ct293.csv,clustercc272_p1685_t0_1779808679.5907898,293,293,True,21,272,7.2,False,False,False,False,1,,,,,,,,,
c272_p258_t0,c272,p258,t0,df_sorted_c272_p258_t0_ct151.csv,clustercc272_p258_t0_1779808689.837742,151,151,True,151,0,100.0,False,False,False,False,1,,,,,,,,,
c272_p29_t0,c272,p29,t0,df_sorted_c272_p29_t0_ct83.csv,clustercc272_p29_t0_1779808713.7203462,83,83,True,69,14,83.1,False,False,False,False,1,,,,,,,,,
c272_p58_t0,c272,p58,t0,df_sorted_c272_p58_t0_ct358.csv,clustercc272_p58_t0_1779808739.5081549,358,358,True,235,123,65.6,False,False,False,False,1,,,,,,,,,
c272_p79_t0,c272,p79,t0,df_sorted_c272_p79_t0_ct147.csv,clustercc272_p79_t0_1779808741.7709508,147,147,True,146,1,99.3,False,False,False,False,1,,,,,,,,,
c273_p11_t0,c273,p11,t0,df_sorted_c273_p11_t0_ct224.csv,clustercc273_p11_t0_1779808778.205142,224,224,True,223,1,99.6,False,False,False,False,1,,,,,,,,,
c273_p34_t0,c273,p34,t0,df_sorted_c273_p34_t0_ct124.csv,clustercc273_p34_t0_1779808780.776014,124,124,True,124,0,100.0,False,False,False,False,1,,,,,,,,,
c274_p11_t0,c274,p11,t0,df_sorted_c274_p11_t0_ct306.csv,clustercc274_p11_t0_1779808784.510709,306,306,True,232,74,75.8,False,False,False,False,1,,,,,,,,,
c274_p34_t0,c274,p34,t0,df_sorted_c274_p34_t0_ct149.csv,clustercc274_p34_t0_1779808794.459095,149,149,True,147,2,98.7,False,False,False,False,1,,,,,,,,,
c276_p15_t0,c276,p15,t0,df_sorted_c276_p15_t0_ct367.csv,clustercc276_p15_t0_1779808805.147707,367,367,True,236,131,64.3,False,False,False,False,1,,,,,,,,,
c276_p1685_t0,c276,p1685,t0,df_sorted_c276_p1685_t0_ct125.csv,clustercc276_p1685_t0_1779808876.381448,125,125,True,124,1,99.2,False,False,False,False,1,,,,,,,,,
c276_p2263_t0,c276,p2263,t0,df_sorted_c276_p2263_t0_ct115.csv,clustercc276_p2263_t0_1779808882.164937,115,115,True,114,1,99.1,False,False,False,False,1,,,,,,,,,
c276_p2341_t0,c276,p2341,t0,df_sorted_c276_p2341_t0_ct182.csv,clustercc276_p2341_t0_1779808918.820412,182,182,True,177,5,97.3,False,False,False,False,1,,,,,,,,,
c276_p258_t0,c276,p258,t0,df_sorted_c276_p258_t0_ct112.csv,clustercc276_p258_t0_1779808921.1063612,112,112,True,110,2,98.2,False,False,False,False,1,,,,,,,,,
c276_p29_t0,c276,p29,t0,df_sorted_c276_p29_t0_ct91.csv,clustercc276_p29_t0_1779808937.4925928,91,91,True,88,3,96.7,False,False,False,False,1,,,,,,,,,
c276_p586_t0,c276,p586,t0,df_sorted_c276_p586_t0_ct109.csv,clustercc276_p586_t0_1779808941.070317,109,109,True,105,4,96.3,False,False,False,False,1,,,,,,,,,
c276_p727_t0,c276,p727,t0,df_sorted_c276_p727_t0_ct108.csv,clustercc276_p727_t0_1779808949.174026,108,108,True,107,1,99.1,False,False,False,False,1,,,,,,,,,
c276_p733_t0,c276,p733,t0,df_sorted_c276_p733_t0_ct93.csv,clustercc276_p733_t0_1779809001.2864761,93,93,True,91,2,97.8,False,False,False,False,1,,,,,,,,,
c276_p734_t0,c276,p734,t0,df_sorted_c276_p734_t0_ct147.csv,clustercc276_p734_t0_1779809002.2266061,147,147,True,143,4,97.3,False,False,False,False,1,,,,,,,,,
c276_p7_t0,c276,p7,t0,df_sorted_c276_p7_t0_ct118.csv,clustercc276_p7_t0_1779809021.199287,118,118,True,116,2,98.3,False,False,False,False,1,,,,,,,,,
c277_p11_t0,c277,p11,t0,df_sorted_c277_p11_t0_ct396.csv,clustercc277_p11_t0_1779809028.136429,396,396,True,171,225,43.2,False,False,False,False,1,,,,,,,,,
c277_p34_t0,c277,p34,t0,df_sorted_c277_p34_t0_ct249.csv,clustercc277_p34_t0_1779809055.369962,249,249,True,235,14,94.4,False,False,False,False,1,,,,,,,,,
c280_p11_t0,c280,p11,t0,df_sorted_c280_p11_t0_ct263.csv,clustercc280_p11_t0_1779809080.328277,263,263,True,191,72,72.6,False,False,False,False,1,,,,,,,,,
c280_p15_t0,c280,p15,t0,df_sorted_c280_p15_t0_ct454.csv,clustercc280_p15_t0_1779809085.6936069,454,454,True,194,260,42.7,False,False,False,False,1,,,,,,,,,
c280_p181_t0,c280,p181,t0,df_sorted_c280_p181_t0_ct85.csv,clustercc280_p181_t0_1779809106.375458,85,85,True,83,2,97.6,False,False,False,False,1,,,,,,,,,
c280_p28_t0,c280,p28,t0,df_sorted_c280_p28_t0_ct160.csv,clustercc280_p28_t0_1779809122.7696068,160,160,True,80,80,50.0,False,False,False,False,1,,,,,,,,,
c280_p29_t0,c280,p29,t0,df_sorted_c280_p29_t0_ct203.csv,clustercc280_p29_t0_1779809145.983618,203,203,True,86,117,42.4,False,False,False,False,1,,,,,,,,,
c280_p34_t0,c280,p34,t0,df_sorted_c280_p34_t0_ct198.csv,clustercc280_p34_t0_1779809153.912669,198,198,True,2,196,1.0,True,False,False,False,1,,,,,,,,,
c280_p58_t0,c280,p58,t0,df_sorted_c280_p58_t0_ct253.csv,clustercc280_p58_t0_1779809168.039794,253,253,True,1,252,0.4,True,True,False,False,1,,,,,,,,,
c282_p15_t0,c282,p15,t0,df_sorted_c282_p15_t0_ct281.csv,clustercc282_p15_t0_1779809171.847512,281,281,True,166,115,59.1,False,False,False,False,1,,,,,,,,,
c283_p34_t0,c283,p34,t0,df_sorted_c283_p34_t0_ct124.csv,clustercc283_p34_t0_1779809174.74402,124,124,True,62,62,50.0,False,False,False,False,1,,,,,,,,,
c284_p11_t0,c284,p11,t0,df_sorted_c284_p11_t0_ct201.csv,clustercc284_p11_t0_1779809178.270933,201,201,True,190,11,94.5,False,False,False,False,1,,,,,,,,,
c284_p34_t0,c284,p34,t0,df_sorted_c284_p34_t0_ct205.csv,clustercc284_p34_t0_1779809202.528244,205,205,True,138,67,67.3,False,False,False,False,1,,,,,,,,,
c285_p15_t0,c285,p15,t0,df_sorted_c285_p15_t0_ct577.csv,clustercc285_p15_t0_1779809207.4630358,577,577,True,227,350,39.3,False,False,False,False,1,,,,,,,,,
c285_p1685_t0,c285,p1685,t0,df_sorted_c285_p1685_t0_ct206.csv,clustercc285_p1685_t0_1779809208.332406,206,206,True,186,20,90.3,False,False,False,False,1,,,,,,,,,
c285_p258_t0,c285,p258,t0,df_sorted_c285_p258_t0_ct127.csv,clustercc285_p258_t0_1779809236.666684,127,127,True,122,5,96.1,False,False,False,False,1,,,,,,,,,
c285_p34_t0,c285,p34,t0,df_sorted_c285_p34_t0_ct88.csv,clustercc285_p34_t0_1779809300.920562,88,88,True,87,1,98.9,False,False,False,False,1,,,,,,,,,
c285_p58_t0,c285,p58,t0,df_sorted_c285_p58_t0_ct234.csv,clustercc285_p58_t0_1779809310.277586,234,234,True,229,5,97.9,False,False,False,False,1,,,,,,,,,
c285_p79_t0,c285,p79,t0,df_sorted_c285_p79_t0_ct94.csv,clustercc285_p79_t0_1779809335.340802,94,94,True,93,1,98.9,False,False,False,False,1,,,,,,,,,
c286_p15_t0,c286,p15,t0,df_sorted_c286_p15_t0_ct142.csv,clustercc286_p15_t0_1779809360.628581,142,142,True,129,13,90.8,False,False,False,False,1,,,,,,,,,
c288_p11_t0,c288,p11,t0,df_sorted_c288_p11_t0_ct231.csv,clustercc288_p11_t0_1779809389.123816,231,231,True,165,66,71.4,False,False,False,False,1,,,,,,,,,
c288_p15_t0,c288,p15,t0,df_sorted_c288_p15_t0_ct440.csv,clustercc288_p15_t0_1779809403.642205,440,440,True,187,253,42.5,False,False,False,False,1,,,,,,,,,
c288_p34_t0,c288,p34,t0,df_sorted_c288_p34_t0_ct117.csv,clustercc288_p34_t0_1779809438.510456,117,117,True,46,71,39.3,False,False,False,False,1,,,,,,,,,
c289_p15_t0,c289,p15,t0,df_sorted_c289_p15_t0_ct245.csv,clustercc289_p15_t0_1779809448.023684,245,245,True,173,72,70.6,False,False,False,False,1,,,,,,,,,
c28_p15_t0,c28,p15,t0,df_sorted_c28_p15_t0_ct313.csv,clustercc28_p15_t0_1779809449.8059149,313,313,True,139,174,44.4,False,False,False,False,1,,,,,,,,,
c28_p34_t0,c28,p34,t0,df_sorted_c28_p34_t0_ct206.csv,clustercc28_p34_t0_1779809458.416878,206,206,True,47,159,22.8,False,False,False,False,1,,,,,,,,,
c290_p11_t0,c290,p11,t0,df_sorted_c290_p11_t0_ct128.csv,clustercc290_p11_t0_1779809474.6717298,128,128,True,16,112,12.5,False,False,False,False,1,,,,,,,,,
c290_p15_t0,c290,p15,t0,df_sorted_c290_p15_t0_ct433.csv,clustercc290_p15_t0_1779809475.040262,433,433,True,130,303,30.0,False,False,False,False,1,,,,,,,,,
c290_p1685_t0,c290,p1685,t0,df_sorted_c290_p1685_t0_ct236.csv,clustercc290_p1685_t0_1779809481.313636,236,236,True,10,226,4.2,False,False,False,False,1,,,,,,,,,
c290_p34_t0,c290,p34,t0,df_sorted_c290_p34_t0_ct185.csv,clustercc290_p34_t0_1779809510.421979,185,185,True,125,60,67.6,False,False,False,False,1,,,,,,,,,
