count,keyword_id,keyword_text
3591,30534,behavior
3586,31857,double
3585,23755,mortgage
3584,32892,debit
3582,22989,magazine
3581,133809,book
3576,25110,interview
3574,22220,sunrise
3572,25024,snowflake
3558,24424,case
3541,22742,interest
3536,22039,shore
3500,23365,maple
3498,25576,degree
3496,24243,cone
3487,133622,kitchen
3471,32173,pause
3447,23212,punk
3446,25788,tank
3444,133727,tablet
3418,133745,apron
3403,29948,clerk
3402,23315,theater
3381,29848,triceps
3373,22277,chill
3365,133776,owner
3345,25333,scandinavian
3342,23660,lighting
3338,25964,housekeeper
3332,22721,track
3327,23193,needle
3305,23950,alcoholic
3305,29813,nursery
3304,23194,craftsman
3303,133811,cafe
3299,26772,operation
3285,27382,hairdressing
3265,133798,water
3261,24322,bulb
3256,23949,bathing
3215,22647,band
3197,25279,private
3196,25272,baseball
3173,24074,record
3171,22828,cyclist
3164,24835,border
3162,24183,witchcraft
3159,22686,heat
3147,23321,garland
3125,23025,pepper
3120,133293,quarantine
3118,26660,restriction
3116,133606,cooking
3102,26842,ambition
3095,133756,glass
3089,23708,gender
3079,23957,pick
3071,23639,accident
3062,27755,pass
3061,24827,jersey
3060,23239,chain
3057,23111,storage
3054,23832,fix
3038,23971,accounting
3036,22362,roof
3027,25203,cape
3025,22913,rider
3025,25783,granny
3024,27529,volume
3020,28638,file
3010,133758,heart
2987,41109,mulatto
2986,22780,inscription
2972,132810,construction
2970,22554,gastronomy
2954,25850,software
2927,26639,workwear
2923,23710,desktop
2918,25096,programmer
2906,22190,seaside
2888,23442,childcare
2887,22779,moody
2881,31413,hawaiian
2866,23793,arrow
2862,23522,psychology
2857,22990,beads
2854,32801,jaw
2838,23699,court
2835,22644,carpet
2834,32913,congratulation
2831,27942,royal
2830,31748,optimism
2826,133295,retirement
2820,25086,hindu
2803,26704,official
2800,26413,result
2800,133529,drinking
2796,23919,feminism
2784,133636,patient
2781,22762,yard
2771,26109,curl
2762,23661,wardrobe
2750,23364,trash
2749,32570,need
2744,23646,scooter
2741,32900,adviser
2735,23615,waste
2726,23842,palette
2724,32330,secrecy
2719,23816,block
2718,24255,pharmaceutical
2717,133695,flower
2711,23597,amusement
2711,23811,knitwear
2699,28315,blush
2698,23012,moment
2697,24215,braid
2696,25392,hearts
2693,26550,acting
2689,133707,making
2684,30266,dressing
2683,22827,panorama
2682,31972,burgundy
2675,22896,skater
2669,30411,mobility
2669,30459,prize
2668,22858,ballerina
2653,133851,time
2620,22164,branch
2617,23937,terminal
2615,22785,terrace
2614,25160,sample
2611,48001,approval
2611,133436,pensioner
2610,25143,cargo
2610,27505,falls
2607,23344,gathering
2606,26404,tissue
2603,24963,gymnast
2600,23375,signboard
2597,22525,location
2596,23105,hall
2593,23229,story
2591,23254,melody
2577,28118,id
2571,133734,window
2569,24549,combat
2559,26701,gel
2551,30156,disorder
2550,24087,helping
2546,133850,text
2545,23898,planet
2542,23464,motor
2534,22564,serve
2528,33992,arabic
2520,25708,trophy
2520,28924,interface
2517,24517,saint
2513,24076,gear
2505,22155,boat
2505,23214,darkness
2503,25109,schedule
2483,27122,cooker
2483,27667,intellectual
2483,30852,discomfort
2482,25134,session
2481,25465,patch
2478,22533,beanie
2475,25215,appointment
2475,31974,lie
2471,22463,occasion
2471,28013,loudspeaker
2469,25445,citizen
2468,24541,brave
2467,24762,quarrel
2456,24935,alert
2453,23317,cereal
2452,26621,campaign
2448,23182,demonstration
2443,32329,tee
2424,33049,iranian
2417,24732,glossy
2414,31349,physique
2412,33816,reality
2399,31229,goofy
2377,22800,melancholy
2370,24483,dairy
2355,29134,technical
2348,22950,hurry
2339,22492,paradise
2339,24480,businessmen
2338,29494,comedy
2334,22963,rice
2330,132789,architecture
2329,23241,backyard
2329,25171,habit
2320,24393,appetite
2311,27317,devotion
2301,25025,diamond
2300,26268,king
2299,24080,horn
2290,28953,praise
2287,22660,flavor
2282,28125,earphone
2279,33259,pout
2278,30391,folk
2276,25891,poker
2272,133691,europe
2271,23052,chicken
2267,22364,macro
2267,133696,forest
2255,22574,trail
2247,29944,pressing
2243,30952,foreground
2230,23918,psychologist
2206,33925,cardiology
2205,22114,wallpaper
2204,28115,cloak
2195,22189,desert
2189,32684,deposit
2187,23026,catholic
2185,23290,loft
2182,25004,reader
2178,23067,butterfly
2169,22846,lounge
2169,31359,account
2164,22089,landmark
2149,26836,rehabilitation
2134,26476,birth
2125,26630,discrimination
2124,29755,services
2120,23980,marketplace
2110,28070,demon
2105,25513,rear
2097,26402,minute
2091,133817,down
2084,22613,wings
2082,24262,caution
2077,25481,bohemian
2077,25616,portraiture
2077,33617,second
2075,23148,ritual
2073,22625,allure
2072,23479,rebel
2068,26012,catering
2057,23467,lavender
2056,24574,tribe
2050,22273,electronics
2049,22205,optimist
2047,26312,consumption
2042,23717,option
2042,33707,bliss
2038,25923,fairytale
2036,25661,measurement
2028,22193,greenery
2028,27761,ophthalmology
2019,133801,world
2018,28817,hunger
2017,133786,south
2010,22650,canvas
2007,24824,writer
2007,25008,sustainability
2002,29055,scare
2002,30154,dealer
2000,22353,artwork
1997,46810,decline
1992,25070,transaction
1990,27538,checkup
1989,24094,biscuit
1985,22832,dad
1985,26133,nightmare
1981,29975,state
1976,25556,target
1971,133697,garden
1964,25538,rush
1957,23954,deliveryman
1952,133623,leaning
1950,28712,inspection
1949,22729,talent
1934,23049,confectionery
1928,22555,shining
1910,23492,healing
1905,24998,assortment
1904,22869,local
1899,42741,touch
1892,25880,conservation
1891,23798,panel
1881,26183,playlist
1868,25120,potato
1854,25547,hacker
1853,29688,moroccan
1843,133409,gentleman
1840,22293,crowd
1840,23035,fir
1840,32000,cleanup
1838,24324,skeleton
1832,26033,strike
1830,23485,accomplishment
1829,25252,period
1827,23095,pine
1824,33713,boring
1818,23186,spot
1814,133686,collar
1805,27388,british
1804,133795,video
1795,24605,item
1786,24438,logistics
1784,28389,dot
1782,25825,distribution
1779,31750,insult
1778,48019,dislike
1775,27062,makeover
1774,42959,wish
1768,133640,plastic
1764,24366,headgear
1764,25405,flask
1764,28403,knot
1760,32504,judge
1754,23909,soul
1753,22027,scenery
1753,31820,end
1751,22359,marine
1751,26354,airline
1749,22890,rings
1749,23541,mystic
1739,45440,walk
1736,24863,hunt
1734,24385,reception
1732,24481,attraction
1731,24340,feast
1731,24723,skier
1711,22794,paris
1710,25235,channel
1709,23964,capital
1701,22797,letters
1701,23999,grain
1699,25896,cultivation
1695,26886,rugby
1693,133846,side
1691,28524,juvenile
1690,23126,brand
1677,23624,access
1675,22520,aircraft
1671,27846,bat
1669,24813,mess
1668,29133,review
1665,24664,coquette
1660,29751,visiting
1660,30906,centre
1659,33117,optician
1654,30551,nationality
1650,32598,gum
1648,24812,notice
1647,133836,over
1643,29266,reward
1641,31944,framing
1635,23151,novel
1635,27264,bacteria
1627,27448,armor
1624,23027,calorie
1614,22415,farmland
1614,22581,kitchenware
1610,22202,footwear
1605,22915,utensil
1605,23611,acoustic
1603,22030,seashore
1603,23760,pie
1602,24057,thirst
1598,26588,capsule
1596,30271,sympathy
1590,25711,feminist
1588,24167,relief
1588,29986,investor
1584,26073,remedy
1582,28502,calmness
1578,22328,entrance
1578,24000,solo
1576,22458,breed
1572,23801,tobacco
1572,24834,guide
1572,133417,housewife
1571,23007,homosexual
1570,24225,concern
1561,133554,outbreak
1559,133693,family
1553,22244,element
1550,33599,nursing
1549,22676,peak
1540,22473,sightseeing
1540,22881,jungle
1540,28539,elastic
1540,32612,captain
1538,22562,trunk
1536,28180,union
1530,25019,cosy
1530,33454,workaholic
1528,23577,blind
1527,29880,salesperson
1521,26388,folklore
1519,33373,rental
1518,30987,ironing
1517,27849,theme
1515,25140,optics
1515,30104,overwork
1513,22489,stream
1512,22340,outerwear
1512,133807,back
1508,29259,recognition
1506,31242,puberty
1506,31696,reporter
1505,32308,multiple
1504,30703,pointer
1501,31826,australian
1499,30112,society
1498,25119,rubbish
1496,24254,departure
1495,28713,gypsy
1492,25003,flare
1488,23778,mint
1484,28764,retiree
1469,25398,argument
1462,24895,hardware
1460,24345,pipe
1457,25633,cocoa
1453,30218,lecturer
1445,30600,medium
1439,26485,ordinary
1436,133852,town
1435,29074,pump
1432,24365,hanger
1428,25936,developer
1425,23562,motorcyclist
1423,30922,paste
1421,31919,schooling
1420,23371,contemplative
1414,22653,botanical
1413,25886,chip
1413,33482,extension
1409,27945,testing
1408,25698,pearl
1406,22169,windows
1406,28969,program
1401,22182,turkey
1401,28633,discipline
1394,22768,stripe
1393,23394,freeze
1392,46007,teach
1387,24452,dressmaker
