cluster_no,pose_no,n,fixed_pitch_margin,fixed_yaw_margin,fixed_roll_margin,fixed_joint_keep_count,fixed_joint_survival_pct,iqr_pitch_margin,iqr_yaw_margin,iqr_roll_margin,iqr_joint_keep_count,iqr_joint_survival_pct,std_pitch_margin,std_yaw_margin,std_roll_margin,std_joint_keep_count,std_joint_survival_pct
c490_p2263_t0,2263,457,15,8,8,185,40.4814,20.988,10.351,4.906,213,46.6083,15.5415,11.3348,5.3114,197,43.1072
c490_p2341_t0,2341,339,15,8,8,122,35.9882,18.466,16.7805,6.314,174,51.3274,14.9008,13.1012,6.9103,152,44.8378
c515_p1685_t0,1685,450,15,8,8,131,29.1111,30.2378,9.5085,4.213,194,43.1111,21.6603,10.6018,5.5569,181,40.2222
c523_p1685_t0,1685,312,15,8,8,114,36.5385,21.519,11.263,5.1918,145,46.4744,16.8356,10.1029,5.6376,129,41.3462
c528_p1685_t0,1685,288,15,8,8,83,28.8194,21.8948,15.2482,7.9925,145,50.3472,16.0357,14.1821,7.3167,114,39.5833
c542_p2341_t0,2341,314,15,8,8,95,30.2548,26.7627,13.1525,6.709,158,50.3185,20.0137,12.5325,6.1262,134,42.6752
c547_p2341_t0,2341,970,15,8,8,489,50.4124,15.2087,10.797,4.7435,461,47.5258,12.8886,10.1159,4.8163,415,42.7835
c566_p2341_t0,2341,233,15,8,8,136,58.3691,17.09,6.251,3.381,119,51.073,15.0312,10.4324,4.127,127,54.5064
c579_p2341_t0,2341,434,15,8,8,222,51.1521,19.0758,9.9472,4.469,223,51.3825,14.0753,10.8311,5.2144,227,52.3041
c589_p2341_t0,2341,269,15,8,8,104,38.6617,19.465,15.367,6.007,155,57.6208,16.5318,11.7544,6.3645,133,49.4424
c638_p2341_t0,2341,568,15,8,8,246,43.3099,23.7837,8.8965,3.919,282,49.6479,17.2294,9.9741,5.0481,275,48.4155
c701_p1685_t0,1685,812,15,8,8,319,39.2857,22.6102,10.9455,4.517,401,49.3842,16.0067,12.0164,5.2573,373,45.936
c718_p2341_t0,2341,208,15,8,8,44,21.1538,16.7755,19.7935,8.4608,108,51.9231,14.7426,14.8657,7.6353,80,38.4615
c720_p2341_t0,2341,391,15,8,8,135,34.5269,21.94,15.8695,5.4965,200,51.1509,16.4027,13.0818,6.4992,170,43.4783
c722_p2341_t0,2341,323,15,8,8,143,44.2724,17.2995,11.221,5.8995,154,47.678,14.5718,10.593,5.2838,135,41.7957
c749_p2341_t0,2341,275,15,8,8,72,26.1818,27.546,11.607,4.629,128,46.5455,18.5401,10.746,5.6118,104,37.8182
c752_p1685_t0,1685,512,15,8,8,154,30.0781,25.0232,12.7623,4.6395,253,49.4141,18.0018,12.1308,5.3865,207,40.4297
c752_p2263_t0,2263,721,15,8,8,247,34.258,25.805,9.773,5.016,386,53.5368,16.3344,10.7119,5.0947,285,39.5284
c752_p2341_t0,2341,364,15,8,8,111,30.4945,22.326,13.7888,7.379,191,52.4725,16.5187,13.5161,6.8048,155,42.5824
c757_p2341_t0,2341,243,15,8,8,54,22.2222,23.9445,16.5665,8.079,110,45.2675,17.3627,14.6325,7.9793,84,34.5679
c764_p2263_t0,2263,453,15,8,8,106,23.3996,29.522,17.809,7.506,255,56.2914,20.6503,13.9646,6.7418,172,37.9691
c150_p28_t0,28,345,15,8,8,123,35.6522,20.229,13.025,6.271,170,49.2754,19.2105,12.9309,5.5988,161,46.6667
c181_p28_t0,28,443,15,8,8,136,30.6998,23.9635,15.003,6.249,223,50.3386,19.5702,13.1966,5.8919,186,41.9865
c240_p28_t0,28,418,15,8,8,96,22.9665,25.4477,17.17,7.772,232,55.5024,18.7456,14.0688,7.2479,163,38.9952
c270_p28_t0,28,378,15,8,8,131,34.6561,18.461,14.3488,6.1905,182,48.1481,15.7516,11.904,6.1309,154,40.7407
c528_p28_t0,28,401,15,8,8,107,26.6833,25.53,16.731,6.156,210,52.3691,19.3576,14.2792,5.7821,176,43.8903
c705_p28_t0,28,210,15,8,8,62,29.5238,19.6862,16.859,5.421,113,53.8095,14.8215,12.4941,5.4853,84,40.0
c173_p29_t0,29,405,15,8,8,125,30.8642,24.154,14.933,8.143,235,58.0247,16.0965,12.4528,6.9975,166,40.9877
c235_p29_t0,29,356,15,8,8,76,21.3483,29.069,15.1422,8.944,207,58.1461,20.9469,11.4404,8.118,136,38.2022
c253_p29_t0,29,410,15,8,8,160,39.0244,18.633,14.622,5.1097,217,52.9268,14.4121,12.2466,4.8661,176,42.9268
c396_p29_t0,29,349,15,8,8,138,39.5415,20.107,13.941,5.666,201,57.5931,15.7668,11.0333,4.9136,140,40.1146
c459_p29_t0,29,520,15,8,8,145,27.8846,25.2385,14.6125,6.5535,315,60.5769,16.5791,11.052,6.2068,195,37.5
c80_p29_t0,29,239,15,8,8,68,28.4519,23.3595,16.7465,4.743,137,57.3222,15.7304,12.6353,4.662,93,38.9121
c472_p29_t0,29,365,15,8,8,99,27.1233,26.637,14.006,9.452,216,59.1781,17.6931,11.4571,7.4889,129,35.3425
c505_p29_t0,29,384,15,8,8,111,28.9062,19.633,16.0205,6.6942,214,55.7292,16.3213,11.4374,5.7263,146,38.0208
c726_p29_t0,29,224,15,8,8,47,20.9821,22.989,19.4418,6.4945,121,54.0179,16.5077,15.4285,5.4513,91,40.625
c752_p29_t0,29,200,15,8,8,110,55.0,14.3378,10.352,4.9983,109,54.5,10.0971,8.5172,4.7003,82,41.0
c138_p79_t0,79,271,15,8,8,136,50.1845,13.918,11.9,4.598,153,56.4576,12.7814,9.9933,3.8214,121,44.6494
c181_p79_t0,79,289,15,8,8,114,39.4464,20.809,11.94,5.011,154,53.2872,16.4689,10.7956,5.2567,134,46.3668
c232_p79_t0,79,256,15,8,8,93,36.3281,21.7695,12.9623,4.7442,128,50.0,16.5378,10.6201,4.1235,98,38.2812
c272_p79_t0,79,457,15,8,8,180,39.3873,17.267,12.844,4.283,246,53.8293,14.2695,9.7502,4.4621,193,42.2319
c56_p79_t0,79,373,15,8,8,203,54.4236,14.723,10.617,4.417,198,53.0831,11.6705,9.1385,4.0652,165,44.2359
c479_p79_t0,79,319,15,8,8,177,55.4859,15.007,10.3615,4.1455,173,54.232,12.864,9.0252,3.9918,152,47.6489
c701_p79_t0,79,268,15,8,8,69,25.7463,33.0152,16.8685,6.9102,164,61.194,20.2761,14.0854,5.6733,107,39.9254
c150_p181_t0,181,208,15,8,8,41,19.7115,28.0085,18.5215,10.758,132,63.4615,18.4799,12.9347,8.5094,69,33.1731
c154_p181_t0,181,212,15,8,8,47,22.1698,25.2612,16.788,6.5735,114,53.7736,17.8962,13.3241,6.0826,76,35.8491
c250_p181_t0,181,231,15,8,8,69,29.8701,21.4705,15.391,5.2875,105,45.4545,17.7267,14.2713,4.5963,85,36.7965
c396_p181_t0,181,217,15,8,8,53,24.424,24.919,16.623,6.489,123,56.682,18.4405,13.8503,5.9568,83,38.2488
c459_p181_t0,181,273,15,8,8,71,26.0073,23.207,17.273,6.779,158,57.8755,18.1433,14.7022,5.5702,106,38.8278
c45_p181_t0,181,238,15,8,8,48,20.1681,28.223,18.7305,6.845,145,60.9244,19.4107,14.4476,6.8443,102,42.8571
c726_p181_t0,181,211,15,8,8,46,21.8009,27.2415,18.924,7.632,122,57.8199,18.6397,13.6824,6.9342,83,39.3365
c734_p181_t0,181,323,15,8,8,116,35.9133,19.4375,12.9455,4.942,151,46.7492,17.3644,12.4241,4.741,143,44.2724
c181_p35_t0,35,274,15,8,8,81,29.562,20.334,18.887,5.3482,152,55.4745,14.6774,13.8917,4.8086,101,36.8613
c227_p282_t0,282,417,15,8,8,53,12.7098,32.039,21.717,6.216,250,59.952,22.2001,15.8545,5.4054,160,38.3693
c69_p282_t0,282,233,15,8,8,45,19.3133,31.998,21.108,5.81,153,65.6652,20.6963,14.9515,4.8333,83,35.6223
c69_p437_t0,437,457,15,8,8,82,17.9431,27.068,23.89,5.773,290,63.4573,18.0903,16.3787,4.4619,140,30.6346
c82_p282_t0,282,213,15,8,8,45,21.1268,21.446,25.983,5.194,120,56.338,16.8394,17.8634,4.6102,77,36.1502
c82_p437_t0,437,228,15,8,8,114,50.0,14.449,10.6382,4.9372,112,49.1228,14.2187,9.2497,4.9143,102,44.7368
c479_p35_t0,35,238,15,8,8,99,41.5966,13.9012,13.4055,5.9358,124,52.1008,13.4168,9.5689,5.3293,94,39.4958
c528_p35_t0,35,300,15,8,8,51,17.0,35.251,20.9152,6.6658,186,62.0,22.7193,15.0284,5.4413,108,36.0
c537_p282_t0,282,243,15,8,8,49,20.1646,26.871,20.2975,6.076,133,54.7325,19.4514,15.2276,5.9316,86,35.3909
c537_p437_t0,437,266,15,8,8,59,22.1805,27.3822,18.1712,6.789,146,54.8872,19.0882,14.0751,5.9493,99,37.218
c657_p282_t0,282,318,15,8,8,132,41.5094,23.9467,7.878,3.5337,150,47.1698,17.4761,9.352,4.7837,146,45.9119
c181_p2230_t0,2230,301,15,8,8,142,47.1761,20.558,7.146,3.52,120,39.8671,15.8269,8.4653,4.941,133,44.186
c479_p2230_t0,2230,326,15,8,8,133,40.7975,24.9732,6.2438,3.5312,153,46.9325,20.2026,7.308,4.8983,142,43.5583
c153_p960_t0,960,534,15,8,8,290,54.3071,16.617,5.4812,2.9668,231,43.2584,14.9238,8.1436,4.3057,271,50.7491
c490_p960_t0,960,343,15,8,8,162,47.2303,21.7805,6.529,3.22,167,48.688,17.7015,8.9714,4.4627,175,51.0204
c579_p960_t0,960,588,15,8,8,312,53.0612,18.3003,5.9348,3.1413,270,45.9184,16.8749,8.9432,4.0687,315,53.5714
c673_p960_t0,960,468,15,8,8,225,48.0769,22.332,6.1712,3.1295,219,46.7949,18.153,8.2339,4.7667,241,51.4957
c752_p960_t0,960,428,15,8,8,57,13.3178,30.6395,24.3175,6.9955,253,59.1121,20.4979,18.806,7.246,179,41.8224
c101_p1_t0_h1,1,955,15,8,8,155,16.2304,31.9855,23.0245,5.836,526,55.0785,22.6383,15.7123,6.6352,348,36.4398
c101_p1_t0_h2,1,200,15,8,8,30,15.0,34.4852,18.7732,5.0898,110,55.0,20.6505,16.8338,6.5967,76,38.0
c101_p1_t0_h14-21,1,1697,15,8,8,246,14.4962,32.43,23.158,6.149,974,57.3954,21.787,16.9231,6.8986,670,39.4814
c101_p1_t0_h0-13+15-22,1,483,15,8,8,184,38.0952,22.6115,10.788,3.23,221,45.7557,17.8512,12.8589,4.8485,232,48.0331
c104_p1_t0_h1,1,1912,15,8,8,836,43.7238,23.2888,7.7925,3.362,920,48.1172,18.3861,11.2019,4.8601,999,52.249
c104_p1_t0_h2,1,219,15,8,8,89,40.6393,25.501,8.4195,3.6655,110,50.2283,19.4734,13.043,4.7122,114,52.0548
c104_p1_t0_h17-20,1,307,15,8,8,123,40.0651,24.52,9.7185,3.757,158,51.4658,18.6549,13.4299,4.4259,144,46.9055
c104_p1_t0_h15-21,1,248,15,8,8,104,41.9355,22.5303,8.8948,3.0335,131,52.8226,16.6527,11.2499,4.5969,117,47.1774
c104_p1_t0_h3-13+22,1,347,15,8,8,139,40.0576,24.783,10.0935,3.837,176,50.7205,18.589,13.2533,4.4303,158,45.5331
c104_p1_t0_h14-21,1,3040,15,8,8,1272,41.8421,23.7905,8.5117,3.3235,1476,48.5526,18.4012,11.7825,4.7763,1553,51.0855
c104_p1_t0_h0-13+15-22,1,223,15,8,8,98,43.9462,22.4985,7.9635,3.337,113,50.6726,17.9914,9.3194,4.992,110,49.3274
c105_p1_t0_h1,1,1332,15,8,8,690,51.8018,22.3638,5.569,2.9867,663,49.7748,19.4495,9.1774,5.2325,786,59.009
c105_p1_t0_h2,1,1986,15,8,8,1004,50.5539,22.1712,5.9945,3.0212,982,49.4461,18.7013,9.1287,5.12,1139,57.3515
c105_p1_t0_h0-13+15-22,1,459,15,8,8,160,34.8584,17.912,15.006,6.3025,207,45.098,15.2834,13.7603,8.1037,213,46.4052
c107_p1_t0_h1,1,1350,15,8,8,410,30.3704,19.3095,15.151,6.4095,653,48.3704,16.1774,13.6459,7.919,592,43.8519
c107_p1_t0_h2,1,2208,15,8,8,715,32.3822,19.0888,15.003,6.3352,1054,47.7355,15.8733,14.0166,7.904,988,44.7464
c107_p1_t0_h0-13+15-22,1,875,15,8,8,123,14.0571,34.645,24.7325,6.682,497,56.8,25.6811,16.935,7.0839,340,38.8571
c110_p1_t0_h1,1,1504,15,8,8,269,17.8856,36.5232,20.3712,7.4698,876,58.2447,28.0234,15.0864,7.0553,670,44.5479
c110_p1_t0_h2,1,215,15,8,8,31,14.4186,30.271,21.817,7.8045,116,53.9535,22.1565,17.3958,7.4414,90,41.8605
c110_p1_t0_h15-21,1,302,15,8,8,49,16.2252,33.1478,21.839,7.9315,179,59.2715,23.2608,16.7065,7.3,122,40.3974
c110_p1_t0_h14-21,1,2853,15,8,8,462,16.1935,36.177,22.49,7.302,1638,57.4132,26.9382,16.0332,7.1533,1194,41.8507
c110_p1_t0_h0-13+15-22,1,1482,15,8,8,551,37.1795,17.925,12.7335,7.6352,729,49.1903,14.9934,13.4104,7.8406,708,47.7733
c118_p1_t0,1,922,15,8,8,134,14.5336,30.6122,21.9618,6.957,499,54.1215,19.7308,17.6645,7.3545,329,35.6833
c119_p1_t0_h1,1,2939,15,8,8,526,17.8972,29.9785,19.8405,8.608,1503,51.1398,22.1111,16.3384,8.1081,1120,38.1082
c119_p1_t0_h2,1,208,15,8,8,27,12.9808,32.6508,23.1282,8.9248,110,52.8846,21.1669,18.3328,8.4056,69,33.1731
c119_p1_t0_h19,1,333,15,8,8,44,13.2132,31.607,25.349,8.844,208,62.4625,20.0887,18.2842,7.7473,108,32.4324
c119_p1_t0_h17-20,1,235,15,8,8,56,23.8298,29.219,18.2265,8.29,123,52.3404,20.9259,16.8848,7.1818,90,38.2979
c119_p1_t0_h8-13,1,457,15,8,8,64,14.0044,30.516,23.941,8.833,275,60.1751,19.7328,18.0472,8.1424,157,34.3545
c119_p1_t0_h15-21,1,363,15,8,8,79,21.7631,26.739,17.071,8.2,187,51.5152,19.8287,16.2237,7.1602,140,38.5675
c119_p1_t0_h3-13+22,1,497,15,8,8,66,13.2797,31.184,23.758,9.04,305,61.3682,20.2689,18.1232,8.0799,172,34.6076
c119_p1_t0_h14-21,1,4837,15,8,8,833,17.2214,30.057,20.194,8.213,2532,52.3465,21.3205,16.7473,7.9013,1800,37.2131
c119_p1_t0_h0-13+15-22,1,308,15,8,8,29,9.4156,28.3278,24.3275,13.3165,180,58.4416,22.3983,17.868,10.8433,111,36.039
c121_p1_t0_h1,1,682,15,8,8,49,7.1848,38.153,24.1795,12.5995,380,55.7185,28.3832,17.0147,11.3601,240,35.1906
c121_p1_t0_h2,1,1172,15,8,8,94,8.0205,33.4662,24.3692,12.695,642,54.7782,26.0253,17.5023,11.2175,424,36.1775
c121_p1_t0_h0-13+15-22,1,712,15,8,8,210,29.4944,28.6798,15.201,5.563,367,51.5449,21.2725,15.9319,5.9629,330,46.3483
c122_p1_t0_h1,1,1388,15,8,8,379,27.3055,31.6895,10.243,5.1932,664,47.8386,23.9359,12.9082,6.0056,628,45.245
c122_p1_t0_h2,1,247,15,8,8,75,30.3644,30.1605,12.033,4.5635,124,50.2024,22.627,15.2608,4.9363,114,46.1538
c122_p1_t0_h14-21,1,2555,15,8,8,751,29.3933,30.028,11.51,5.086,1227,48.0235,23.2988,14.193,5.8667,1205,47.1624
c122_p1_t0_h0-13+15-22,1,846,15,8,8,384,45.3901,13.5647,9.9108,6.2072,382,45.1537,12.7423,10.092,9.4997,425,50.2364
c125_p1_t0,1,352,15,8,8,59,16.7614,35.4438,20.8905,8.2165,193,54.8295,25.3183,15.8158,7.4457,126,35.7955
c126_p1_t0_h1,1,1920,15,8,8,270,14.0625,44.5752,19.1025,7.0685,1179,61.4062,31.4265,14.2826,7.2785,847,44.1146
c126_p1_t0_h2,1,236,15,8,8,33,13.9831,41.8905,21.8005,8.2983,161,68.2203,24.0596,13.5442,8.333,73,30.9322
c126_p1_t0_h14-21,1,2615,15,8,8,391,14.9522,43.0655,19.675,7.4655,1555,59.4646,30.121,14.5234,7.469,1087,41.5679
c126_p1_t0_h0-13+15-22,1,485,15,8,8,164,33.8144,27.347,10.067,3.648,236,48.6598,19.5219,13.2712,5.4453,226,46.5979
c128_p1_t0_h1,1,1277,15,8,8,521,40.7987,25.405,7.742,3.213,625,48.9428,19.5588,11.396,5.2178,672,52.6233
c128_p1_t0_h2,1,227,15,8,8,97,42.7313,25.422,9.1895,2.94,116,51.1013,18.5142,13.4547,6.0653,129,56.8282
c128_p1_t0_h15-21,1,218,15,8,8,96,44.0367,23.514,6.9692,3.475,109,50.0,17.6153,13.2484,4.8731,113,51.8349
c128_p1_t0_h3-13+22,1,258,15,8,8,106,41.0853,25.5198,9.9215,3.0205,135,52.3256,18.5327,13.3006,5.8784,142,55.0388
c128_p1_t0_h14-21,1,2281,15,8,8,915,40.114,25.068,8.131,3.25,1092,47.8737,19.3008,12.1996,5.2958,1210,53.0469
c128_p1_t0_h0-13+15-22,1,480,15,8,8,160,33.3333,24.315,17.0508,5.1248,254,52.9167,16.1869,13.6738,6.1988,217,45.2083
c129_p1_t0_h1,1,1379,15,8,8,496,35.9681,21.821,14.9645,4.9655,687,49.8187,16.8596,12.9716,5.858,632,45.8303
c129_p1_t0_h2,1,259,15,8,8,99,38.2239,22.2065,13.172,4.1,132,50.9653,15.2679,13.3496,6.1354,118,45.5598
c129_p1_t0_h15-21,1,307,15,8,8,123,40.0651,18.5855,13.3565,4.862,144,46.9055,15.1952,12.7452,5.7832,135,43.9739
c129_p1_t0_h3-13+22,1,300,15,8,8,119,39.6667,21.4485,13.6288,4.4975,153,51.0,14.9175,13.4767,6.0145,140,46.6667
c129_p1_t0_h14-21,1,2504,15,8,8,911,36.3818,21.7255,14.9935,4.9178,1251,49.9601,16.4031,13.1744,5.9661,1143,45.647
c129_p1_t0_h0-13+15-22,1,812,15,8,8,270,33.2512,16.6095,15.6305,5.6018,384,47.2906,14.2363,12.9506,6.0813,338,41.6256
c130_p1_t0_h1,1,948,15,8,8,338,35.654,17.9685,14.5392,6.0965,477,50.3165,14.8937,11.8819,6.2862,406,42.827
c130_p1_t0_h2,1,241,15,8,8,85,35.2697,19.794,19.702,5.979,144,59.751,14.7021,12.8451,5.2595,96,39.834
c130_p1_t0_h14-21,1,2170,15,8,8,740,34.1014,18.482,15.435,5.8592,1100,50.6912,14.9514,12.3575,6.0659,925,42.6267
c130_p1_t0_h0-13+15-22,1,661,15,8,8,171,25.8699,25.509,17.953,5.713,348,52.6475,18.1119,15.7729,6.6682,279,42.2088
c133_p1_t0_h1,1,2772,15,8,8,960,34.632,25.005,11.8148,4.9892,1389,50.1082,18.7855,12.6035,6.1556,1257,45.3463
c133_p1_t0_h2,1,272,15,8,8,88,32.3529,25.1207,13.0275,4.4585,141,51.8382,17.7012,13.1123,5.5842,121,44.4853
c133_p1_t0_h17-20,1,406,15,8,8,145,35.7143,24.0195,13.892,5.2442,213,52.4631,17.9891,13.9682,6.0006,192,47.2906
c133_p1_t0_h15-21,1,322,15,8,8,116,36.0248,23.3258,11.9235,5.1052,157,48.7578,16.1885,14.604,6.3279,146,45.3416
c133_p1_t0_h3-13+22,1,447,15,8,8,152,34.0045,24.5075,13.914,5.1305,232,51.9016,18.1589,14.1746,6.0045,206,46.085
c133_p1_t0_h14-21,1,4360,15,8,8,1463,33.555,24.548,12.687,5.1058,2156,49.4495,18.4732,13.3786,6.1956,1985,45.5275
c133_p1_t0_h0-13+15-22,1,416,15,8,8,142,34.1346,29.087,8.5678,3.5835,193,46.3942,19.9331,14.9112,5.9442,211,50.7212
c134_p1_t0_h1,1,1278,15,8,8,455,35.6025,29.517,6.9705,3.6182,618,48.3568,21.3556,13.6975,5.1917,663,51.8779
c134_p1_t0_h2,1,241,15,8,8,83,34.4398,27.938,10.412,4.508,125,51.8672,18.9768,15.6301,5.45,112,46.473
c134_p1_t0_h15-21,1,233,15,8,8,80,34.3348,23.884,10.87,3.411,103,44.206,16.8795,14.2856,6.1502,96,41.2017
c134_p1_t0_h3-13+22,1,269,15,8,8,96,35.6877,25.567,9.263,4.113,131,48.6989,18.764,15.2344,5.3499,123,45.7249
c134_p1_t0_h14-21,1,2229,15,8,8,779,34.9484,29.05,7.705,3.655,1070,48.0036,20.4542,14.2534,5.4481,1122,50.3365
c134_p1_t0_h0-13+15-22,1,343,15,8,8,75,21.8659,26.915,19.777,7.015,202,58.8921,20.4131,15.6661,7.0226,161,46.9388
c136_p1_t0_h1,1,982,15,8,8,198,20.1629,31.186,18.3498,6.7925,561,57.1283,23.4726,13.7892,7.4618,439,44.7047
c136_p1_t0_h2,1,1609,15,8,8,344,21.3797,29.527,18.65,6.802,903,56.1218,22.1209,14.2425,7.2791,737,45.8048
c136_p1_t0_h0-13+15-22,1,1059,15,8,8,269,25.4013,26.3155,20.4915,5.612,683,64.4948,17.0739,15.4413,5.8017,423,39.9433
c140_p1_t0_h1,1,2313,15,8,8,390,16.8612,25.956,23.039,5.663,1387,59.9654,19.3355,15.2945,5.5251,882,38.1323
c140_p1_t0_h2,1,211,15,8,8,15,7.109,35.8215,17.0745,5.7375,128,60.6635,18.0998,12.1359,3.8242,38,18.0095
c140_p1_t0_h15,1,340,15,8,8,83,24.4118,27.9822,20.4015,5.873,256,75.2941,17.1873,13.3217,4.4818,110,32.3529
c140_p1_t0_h16,1,306,15,8,8,53,17.3203,28.303,24.8033,5.0935,207,67.6471,17.6336,16.5083,4.9442,95,31.0458
c140_p1_t0_h17-20,1,653,15,8,8,111,16.9985,27.854,20.285,5.787,416,63.706,17.6339,15.1187,4.7606,160,24.5023
c140_p1_t0_h15-21,1,279,15,8,8,60,21.5054,27.1975,21.794,4.7205,169,60.5735,17.8677,15.0229,5.2311,126,45.1613
c140_p1_t0_h3-13+22,1,720,15,8,8,121,16.8056,27.8288,20.6898,5.7825,459,63.75,17.4979,15.1976,4.7995,168,23.3333
c140_p1_t0_h14-21,1,4488,15,8,8,676,15.0624,28.1708,22.3312,5.7392,2877,64.1043,18.5543,15.3126,5.5646,1631,36.3414
c140_p1_t0_h0-13+15-22,1,676,15,8,8,108,15.9763,27.239,24.521,10.4742,404,59.7633,19.3545,17.7423,8.7429,245,36.2426
c149_p1_t0_h1,1,1492,15,8,8,211,14.1421,30.101,23.7388,11.385,850,56.9705,23.1374,16.5805,9.4058,549,36.7962
c149_p1_t0_h2,1,279,15,8,8,48,17.2043,26.1865,20.652,11.062,147,52.6882,18.8646,15.7115,8.9002,96,34.4086
c149_p1_t0_h15-21,1,315,15,8,8,54,17.1429,28.1305,21.7365,10.7015,171,54.2857,19.0144,16.1854,9.1173,109,34.6032
c149_p1_t0_h14-21,1,2673,15,8,8,402,15.0393,28.89,23.426,11.258,1542,57.688,21.5419,16.8029,9.2172,981,36.7003
c149_p1_t0_h0-13+15-22,1,746,15,8,8,159,21.3137,27.4925,16.3378,9.9645,450,60.3217,17.5062,13.6104,8.4329,278,37.2654
c154_p1_t0_h1,1,924,15,8,8,174,18.8312,23.7212,19.7277,8.6657,548,59.3074,17.0946,13.8235,8.1141,367,39.7186
c154_p1_t0_h2,1,1939,15,8,8,371,19.1336,25.833,18.264,9.5155,1165,60.0825,17.55,13.8064,8.536,744,38.3703
c154_p1_t0_h0-13+15-22,1,210,15,8,8,61,29.0476,28.731,12.5385,4.7115,104,49.5238,22.998,15.9214,5.2672,99,47.1429
c155_p1_t0_h0,1,1296,15,8,8,420,32.4074,27.3472,14.3338,4.4455,694,53.5494,18.8314,15.1967,5.2322,639,49.3056
c155_p1_t0_h1,1,2835,15,8,8,912,32.1693,28.394,11.751,4.705,1426,50.2998,21.1805,15.3917,5.9059,1396,49.2416
c155_p1_t0_h2,1,319,15,8,8,121,37.931,27.384,11.718,3.82,169,52.9781,19.7899,14.8458,4.5004,169,52.9781
c155_p1_t0_h17-20,1,275,15,8,8,98,35.6364,27.8925,11.755,4.2435,139,50.5455,19.0532,15.2845,5.2126,134,48.7273
c155_p1_t0_h8-13,1,453,15,8,8,157,34.6578,28.145,13.79,4.115,246,54.3046,20.6971,15.7231,4.7884,234,51.6556
c155_p1_t0_h15-21,1,472,15,8,8,177,37.5,28.0753,10.2008,3.9365,234,49.5763,18.8495,13.9739,5.1428,226,47.8814
c155_p1_t0_h3-13+22,1,586,15,8,8,204,34.8123,27.21,14.678,4.1768,316,53.9249,19.9756,15.6063,5.0469,297,50.6826
c155_p1_t0_h14-21,1,5266,15,8,8,1706,32.3965,27.9178,12.451,4.5142,2688,51.0444,20.5612,15.2767,5.5649,2616,49.6772
c155_p1_t0_h0-13+15-22,1,354,15,8,8,157,44.3503,25.0438,7.842,3.3905,184,51.9774,18.3621,12.2533,4.4217,192,54.2373
c156_p1_t0_h0,1,1692,15,8,8,678,40.0709,23.7225,11.3382,4.107,878,51.8913,17.135,12.6994,4.4358,813,48.0496
c156_p1_t0_h1,1,3127,15,8,8,1297,41.4775,23.0295,8.6035,3.6605,1504,48.0972,17.9992,10.9121,4.413,1492,47.7135
c156_p1_t0_h2,1,301,15,8,8,109,36.2126,26.114,11.93,3.171,143,47.5083,17.0567,11.9062,4.1935,121,40.1993
c156_p1_t0_h17-20,1,204,15,8,8,98,48.0392,18.9773,10.1475,3.6603,96,47.0588,16.4444,11.5816,4.2892,101,49.5098
c156_p1_t0_h8-13,1,484,15,8,8,189,39.0496,23.574,10.2748,3.493,225,46.4876,17.4175,11.8377,4.4966,214,44.2149
c156_p1_t0_h15-21,1,345,15,8,8,162,46.9565,21.256,8.936,3.431,170,49.2754,17.3043,10.9751,4.303,176,51.0145
c156_p1_t0_h3-13+22,1,595,15,8,8,242,40.6723,23.511,9.872,3.5305,271,45.5462,17.3162,11.7833,4.4391,271,45.5462
c156_p1_t0_h14-21,1,6002,15,8,8,2519,41.9693,23.2718,9.3568,3.7155,2932,48.8504,17.8492,11.6,4.4201,2893,48.2006
c156_p1_t0_h0-13+15-22,1,429,15,8,8,114,26.5734,19.563,17.075,9.03,242,56.4103,14.1486,13.1111,8.5954,177,41.2587
c158_p1_t0_h1,1,339,15,8,8,74,21.8289,17.432,17.3725,8.1375,171,50.4425,14.6619,12.4849,7.8728,123,36.2832
c158_p1_t0_h2,1,904,15,8,8,230,25.4425,18.2302,17.1582,8.4642,486,53.7611,14.7086,12.8581,8.1584,362,40.0442
c158_p1_t0_h0-13+15-22,1,1041,15,8,8,276,26.513,31.497,14.253,5.11,545,52.3535,23.0502,16.1793,5.2435,489,46.9741
c166_p1_t0_h1,1,2679,15,8,8,866,32.3255,31.614,8.9165,4.541,1380,51.5118,23.6082,11.9761,5.3686,1315,49.0855
c166_p1_t0_h2,1,280,15,8,8,58,20.7143,35.3238,16.354,5.2605,159,56.7857,24.9554,17.3205,6.2752,137,48.9286
c166_p1_t0_h15-21,1,256,15,8,8,79,30.8594,30.698,11.2958,4.7738,136,53.125,22.6955,14.139,4.7511,123,48.0469
c166_p1_t0_h3-13+22,1,375,15,8,8,87,23.2,31.8755,15.9435,5.201,202,53.8667,24.0399,16.819,6.0417,185,49.3333
c166_p1_t0_h14-21,1,4393,15,8,8,1349,30.7079,31.488,10.464,4.743,2271,51.6959,23.6714,13.6239,5.3616,2182,49.6699
c166_p1_t0_h0-13+15-22,1,425,15,8,8,131,30.8235,18.952,15.771,6.579,191,44.9412,16.3093,14.3839,7.5623,177,41.6471
c167_p1_t0_h1,1,1613,15,8,8,605,37.5077,18.629,12.227,5.784,756,46.8692,16.3162,12.6421,7.1791,767,47.5511
c167_p1_t0_h2,1,208,15,8,8,79,37.9808,18.1005,15.467,7.1555,112,53.8462,16.0403,14.1577,7.8984,109,52.4038
