cluster_no,pose_no,n,fixed_pitch_margin,fixed_yaw_margin,fixed_roll_margin,fixed_joint_keep_count,fixed_joint_survival_pct,iqr_pitch_margin,iqr_yaw_margin,iqr_roll_margin,iqr_joint_keep_count,iqr_joint_survival_pct,std_pitch_margin,std_yaw_margin,std_roll_margin,std_joint_keep_count,std_joint_survival_pct
c42_p1_t0_h17-20,1,309,15,8,8,166,53.7217,17.637,8.127,3.08,152,49.1909,14.0823,11.3236,4.5604,161,52.1036
c42_p1_t0_h15-21,1,321,15,8,8,148,46.1059,22.16,7.285,3.429,160,49.8442,16.978,9.8943,6.5313,167,52.0249
c42_p1_t0_h3-13+22,1,355,15,8,8,181,50.9859,19.7775,8.4105,3.1975,182,51.2676,15.1503,11.7367,4.8778,190,53.5211
c42_p1_t0_h14-21,1,3713,15,8,8,1612,43.415,21.735,9.4,3.721,1808,48.6938,16.7313,12.2311,5.8296,1884,50.7406
c42_p1_t0_h0-13+15-22,1,313,15,8,8,131,41.853,24.314,9.535,4.141,149,47.6038,17.956,11.5811,5.2404,158,50.4792
c426_p1_t0_h1,1,854,15,8,8,256,29.9766,31.6178,9.4942,5.1465,436,51.0539,22.3528,12.2084,6.6032,377,44.1452
c426_p1_t0_h2,1,1419,15,8,8,480,33.8266,29.0345,9.4875,4.834,699,49.26,21.113,12.2608,6.4133,656,46.2297
c426_p1_t0_h0-13+15-22,1,232,15,8,8,75,32.3276,30.8228,15.483,5.335,141,60.7759,23.7869,14.2249,5.6379,121,52.1552
c443_p1_t0_h0,1,876,15,8,8,209,23.8584,29.8953,18.9598,5.7215,507,57.8767,21.9626,15.6561,5.4999,400,45.6621
c443_p1_t0_h1,1,1506,15,8,8,409,27.158,29.4985,15.3295,6.1558,881,58.4993,22.4474,13.7391,7.024,754,50.0664
c443_p1_t0_h2,1,238,15,8,8,53,22.2689,27.8578,17.714,5.6412,136,57.1429,20.858,15.0441,5.9622,107,44.958
c443_p1_t0_h14-21,1,2922,15,8,8,754,25.8042,29.013,16.8218,6.026,1673,57.2553,22.5461,14.7378,6.4823,1439,49.2471
c443_p1_t0_h0-13+15-22,1,1112,15,8,8,418,37.5899,20.8115,16.0495,5.139,574,51.6187,16.5327,14.0214,5.4887,509,45.7734
c45_p1_t0_h1,1,2013,15,8,8,743,36.9101,19.39,13.92,5.375,1018,50.5713,16.4857,12.5178,5.6954,906,45.0075
c45_p1_t0_h2,1,254,15,8,8,79,31.1024,23.874,16.223,5.542,131,51.5748,18.2767,15.9111,5.5424,121,47.6378
c45_p1_t0_h15-21,1,200,15,8,8,68,34.0,16.6858,13.7422,4.5672,88,44.0,14.0727,12.4502,5.2284,84,42.0
c45_p1_t0_h3-13+22,1,316,15,8,8,100,31.6456,22.9492,16.6572,5.397,160,50.6329,17.8395,16.037,5.3813,145,45.8861
c45_p1_t0_h14-21,1,3715,15,8,8,1346,36.2315,19.8535,14.6935,5.235,1869,50.3096,16.8365,13.2874,5.6382,1690,45.4913
c45_p1_t0_h0-13+15-22,1,993,15,8,8,290,29.2044,14.261,16.205,9.63,491,49.4461,12.1162,12.8373,10.8393,418,42.0947
c458_p1_t0,1,461,15,8,8,187,40.564,25.891,8.37,3.7,254,55.0976,19.7904,12.2742,4.2291,237,51.41
c46_p1_t0_h0,1,1938,15,8,8,698,36.0165,27.6278,9.2793,3.836,991,51.1352,20.1964,12.9482,4.4564,1005,51.8576
c46_p1_t0_h1,1,4242,15,8,8,1649,38.8732,28.1692,6.615,3.67,2236,52.711,20.5494,10.1605,4.4494,2104,49.5992
c46_p1_t0_h2,1,286,15,8,8,87,30.4196,30.6838,10.1495,3.9697,130,45.4545,21.1668,13.4067,4.5362,128,44.7552
c46_p1_t0_h17-20,1,248,15,8,8,91,36.6935,26.4282,8.9378,3.8285,121,48.7903,19.8599,11.975,4.2078,122,49.1935
c46_p1_t0_h8-13,1,453,15,8,8,147,32.4503,29.209,9.093,3.815,214,47.2406,20.3751,12.6914,4.4983,208,45.9161
c46_p1_t0_h15-21,1,430,15,8,8,167,38.8372,26.8792,7.714,3.6702,222,51.6279,19.6701,11.8413,4.5197,227,52.7907
c46_p1_t0_h3-13+22,1,610,15,8,8,192,31.4754,29.7045,9.5082,3.6705,299,49.0164,20.5755,12.8353,4.577,285,46.7213
c46_p1_t0_h14-21,1,7524,15,8,8,2939,39.0617,28.2568,7.4752,3.7072,3895,51.7677,20.5399,11.3265,4.4443,3819,50.7576
c46_p1_t0_h0-13+15-22,1,552,15,8,8,252,45.6522,18.7515,9.557,3.699,273,49.4565,15.7759,12.2022,5.3331,284,51.4493
c460_p1_t0_h1,1,1580,15,8,8,721,45.6329,19.8368,9.2948,4.0515,743,47.0253,15.4648,12.2021,5.535,773,48.9241
c460_p1_t0_h2,1,319,15,8,8,171,53.605,18.4025,7.5945,3.54,151,47.3354,14.9922,11.1924,4.3048,165,51.7241
c460_p1_t0_h8-11,1,338,15,8,8,190,56.213,17.0587,6.8162,3.6222,162,47.929,13.139,9.8052,4.7432,167,49.4083
c460_p1_t0_h17-20,1,255,15,8,8,113,44.3137,23.793,8.022,3.514,126,49.4118,16.0474,10.5899,5.4206,122,47.8431
c460_p1_t0_h3-7+22,1,368,15,8,8,190,51.6304,18.8282,8.1518,3.5875,178,48.3696,14.9146,11.4253,4.2722,183,49.7283
c460_p1_t0_h8-13,1,464,15,8,8,245,52.8017,18.1967,7.8718,3.7402,229,49.3534,13.7258,10.2525,4.7882,219,47.1983
c460_p1_t0_h15-21,1,623,15,8,8,289,46.3884,21.644,7.3745,3.6565,296,47.512,15.5515,11.1295,4.7717,297,47.6726
c460_p1_t0_h3-13+22,1,494,15,8,8,264,53.4413,18.0742,7.7805,3.816,247,50.0,13.692,10.153,4.814,237,47.9757
c460_p1_t0_h14-21,1,3338,15,8,8,1574,47.154,19.6817,8.7785,3.8548,1600,47.9329,15.367,11.7833,5.2603,1665,49.8802
c460_p1_t0_h0-13+15-22,1,844,15,8,8,250,29.6209,28.6473,13.8722,4.8895,413,48.9336,20.5773,16.199,5.0244,377,44.6682
c471_p1_t0_h1,1,1972,15,8,8,622,31.5416,30.4332,10.2185,4.639,1048,53.144,21.6052,12.6151,5.3739,911,46.1968
c471_p1_t0_h2,1,240,15,8,8,53,22.0833,32.751,14.7685,5.4695,126,52.5,22.0101,16.0324,5.8942,117,48.75
c471_p1_t0_h15-21,1,295,15,8,8,67,22.7119,32.6315,14.196,5.2525,157,53.2203,21.6513,15.8222,5.6409,137,46.4407
c471_p1_t0_h14-21,1,3404,15,8,8,1026,30.141,29.7558,11.4405,4.7275,1720,50.5288,21.8054,13.9243,5.2836,1545,45.3878
c471_p1_t0_h0-13+15-22,1,214,15,8,8,84,39.2523,22.032,16.2152,5.36,118,55.1402,13.9152,13.5479,4.7229,87,40.6542
c472_p1_t0_h0,1,1030,15,8,8,458,44.466,21.9808,12.7407,3.7988,528,51.2621,15.2849,12.2453,4.2365,476,46.2136
c472_p1_t0_h1,1,4029,15,8,8,1846,45.8178,19.09,13.738,3.472,2258,56.0437,13.7702,11.2592,4.3778,1911,47.4311
c472_p1_t0_h2,1,234,15,8,8,104,44.4444,21.9045,11.961,3.1772,124,52.9915,15.4536,13.0432,4.6516,120,51.2821
c472_p1_t0_h19,1,249,15,8,8,134,53.8153,19.461,10.495,4.652,142,57.0281,15.1637,11.3461,4.6751,134,53.8153
c472_p1_t0_h8-11,1,305,15,8,8,65,21.3115,27.826,23.679,10.452,231,75.7377,16.1939,13.8175,5.6827,59,19.3443
c472_p1_t0_h16,1,468,15,8,8,227,48.5043,21.1198,11.7972,3.449,259,55.3419,15.2056,11.6349,4.5022,241,51.4957
c472_p1_t0_h17-20,1,264,15,8,8,141,53.4091,17.6958,8.9683,3.917,139,52.6515,13.6581,9.6315,5.0088,131,49.6212
c472_p1_t0_h3-7+22,1,299,15,8,8,149,49.8328,19.6565,10.703,4.5765,166,55.5184,15.0095,11.1591,4.5518,149,49.8328
c472_p1_t0_h8-13,1,804,15,8,8,238,29.602,26.1928,26.674,5.2732,539,67.0398,16.3904,15.1744,5.4328,364,45.2736
c472_p1_t0_h15-21,1,563,15,8,8,288,51.1545,18.631,10.2655,4.184,305,54.1741,14.379,10.5078,4.7765,275,48.8455
c472_p1_t0_h3-13+22,1,877,15,8,8,284,32.3831,24.973,24.474,5.084,560,63.854,16.3188,14.9,5.3752,415,47.3204
c472_p1_t0_h14-21,1,6640,15,8,8,2930,44.1265,19.447,13.918,3.7438,3661,55.1355,14.5096,12.1358,4.5804,3164,47.6506
c472_p1_t0_h0-13+15-22,1,481,15,8,8,131,27.2349,22.581,17.084,6.693,239,49.6881,17.8079,15.1364,7.6947,215,44.6985
c474_p1_t0_h1,1,2298,15,8,8,709,30.8529,24.261,14.02,7.055,1185,51.5666,18.6919,12.8219,7.1832,976,42.4717
c474_p1_t0_h2,1,228,15,8,8,93,40.7895,10.364,16.404,9.3315,106,46.4912,14.2532,13.3984,7.2167,108,47.3684
c474_p1_t0_h17-20,1,316,15,8,8,116,36.7089,14.554,17.5713,9.4788,167,52.8481,15.3075,14.1178,7.0681,155,49.0506
c474_p1_t0_h15-21,1,242,15,8,8,78,32.2314,20.743,18.427,6.5098,124,51.2397,16.272,14.3044,7.2439,107,44.2149
c474_p1_t0_h3-13+22,1,351,15,8,8,125,35.6125,16.5555,17.653,9.5735,193,54.9858,15.5403,14.0089,7.1223,171,48.7179
c474_p1_t0_h14-21,1,3458,15,8,8,1005,29.063,22.9442,15.7048,7.1158,1744,50.4338,18.2296,13.4555,7.2473,1451,41.9607
c474_p1_t0_h0-13+15-22,1,303,15,8,8,86,28.3828,25.2635,16.408,6.152,164,54.1254,17.6632,16.1016,6.4728,136,44.8845
c478_p1_t0_h1,1,984,15,8,8,323,32.8252,23.9547,11.7232,4.8845,443,45.0203,19.0714,13.6924,6.6612,463,47.0528
c478_p1_t0_h2,1,212,15,8,8,61,28.7736,32.2595,11.3322,4.1878,118,55.6604,19.8396,13.7425,6.2366,97,45.7547
c478_p1_t0_h14-21,1,1681,15,8,8,552,32.8376,25.108,12.332,4.86,797,47.4123,18.7287,13.9078,6.5568,788,46.8769
c478_p1_t0_h0-13+15-22,1,546,15,8,8,247,45.2381,25.203,7.659,3.5998,283,51.8315,17.9437,10.7686,4.4644,276,50.5495
c487_p1_t0_h1,1,2168,15,8,8,952,43.9114,23.3897,7.6292,3.479,1058,48.8007,17.7753,11.1578,4.7042,1096,50.5535
c487_p1_t0_h2,1,299,15,8,8,165,55.1839,22.158,5.0525,3.131,173,57.8595,16.1623,9.6997,3.7959,163,54.5151
c487_p1_t0_h8-11,1,311,15,8,8,155,49.8392,21.092,5.672,2.8575,153,49.1961,16.4481,10.7393,4.493,155,49.8392
c487_p1_t0_h17-20,1,228,15,8,8,107,46.9298,25.5902,5.8755,2.949,123,53.9474,16.4288,10.5009,4.5937,114,50.0
c487_p1_t0_h3-7+22,1,331,15,8,8,184,55.5891,21.957,5.1345,3.2185,186,56.1934,16.1848,9.7656,3.7713,182,54.9849
c487_p1_t0_h8-13,1,440,15,8,8,210,47.7273,22.712,5.8638,2.9568,224,50.9091,16.5985,10.7359,4.3026,213,48.4091
c487_p1_t0_h15-21,1,559,15,8,8,290,51.8784,23.1805,5.3755,3.1575,310,55.4562,16.2769,10.0652,4.1243,298,53.3095
c487_p1_t0_h3-13+22,1,482,15,8,8,232,48.1328,22.9988,5.9715,2.9748,244,50.6224,16.7179,10.4716,4.5305,238,49.3776
c487_p1_t0_h14-21,1,3795,15,8,8,1707,44.9802,24.0005,7.0335,3.4235,1927,50.7773,17.5918,10.8936,4.5662,1925,50.7246
c487_p1_t0_h0-13+15-22,1,696,15,8,8,305,43.8218,22.5315,9.5338,3.8395,341,48.9943,15.8346,11.5251,4.377,315,45.2586
c490_p1_t0_h1,1,2266,15,8,8,1057,46.6461,20.3723,7.3795,3.667,1066,47.0432,16.1298,10.3625,4.8996,1107,48.8526
c490_p1_t0_h2,1,295,15,8,8,147,49.8305,19.0245,7.6975,3.4,144,48.8136,13.7269,11.7484,4.5785,135,45.7627
c490_p1_t0_h8-11,1,399,15,8,8,186,46.6165,19.756,8.6965,4.1315,199,49.8747,15.9399,10.6253,5.1957,190,47.619
c490_p1_t0_h17-20,1,254,15,8,8,128,50.3937,20.119,6.8378,3.5822,129,50.7874,14.1019,9.4904,4.7122,118,46.4567
c490_p1_t0_h3-7+22,1,335,15,8,8,160,47.7612,19.8385,8.4725,3.3815,165,49.2537,14.9259,11.5849,4.5289,152,45.3731
c490_p1_t0_h8-13,1,559,15,8,8,260,46.5116,19.895,9.0695,3.7515,271,48.4794,15.7629,11.1859,4.9597,271,48.4794
c490_p1_t0_h15-21,1,589,15,8,8,285,48.3871,19.821,7.605,3.465,293,49.7453,14.5796,10.7587,4.6057,278,47.1986
c490_p1_t0_h3-13+22,1,628,15,8,8,290,46.1783,20.3277,9.1492,3.786,312,49.6815,15.9124,11.219,4.9642,303,48.2484
c490_p1_t0_h14-21,1,4278,15,8,8,1967,45.9794,20.7798,8.1518,3.719,2056,48.0598,15.9273,10.8063,4.763,2059,48.13
c490_p1_t0_h0-13+15-22,1,482,15,8,8,55,11.4108,33.4578,23.808,8.5802,310,64.3154,20.4596,17.0221,7.6039,172,35.6846
c494_p1_t0_h1,1,1060,15,8,8,123,11.6038,34.8232,22.9088,7.5295,575,54.2453,25.086,16.3039,7.8232,390,36.7925
c494_p1_t0_h2,1,204,15,8,8,34,16.6667,26.356,22.073,7.6858,107,52.451,16.4472,17.5775,7.4577,73,35.7843
c494_p1_t0_h15-21,1,240,15,8,8,39,16.25,26.7865,22.6277,8.177,134,55.8333,16.6386,17.8765,7.6713,87,36.25
c494_p1_t0_h14-21,1,1879,15,8,8,208,11.0697,33.809,23.7765,7.81,1095,58.2757,22.8543,16.7158,7.7357,687,36.562
c494_p1_t0_h0-13+15-22,1,289,15,8,8,35,12.1107,13.827,21.515,4.324,141,48.7889,14.4668,15.7917,5.1171,141,48.7889
c495_p1_t0_h0,1,1178,15,8,8,389,33.0221,22.4893,14.8685,4.997,603,51.1885,16.2025,14.5513,5.8202,518,43.9728
c495_p1_t0_h1,1,2583,15,8,8,908,35.1529,22.275,13.017,5.124,1272,49.2451,16.724,13.6866,5.978,1144,44.2896
c495_p1_t0_h2,1,248,15,8,8,105,42.3387,20.046,10.7748,4.2947,126,50.8065,16.3054,12.129,5.1525,122,49.1935
c495_p1_t0_h19,1,204,15,8,8,82,40.1961,21.9145,12.7162,3.9062,96,47.0588,14.7379,13.2538,5.6917,95,46.5686
c495_p1_t0_h8-11,1,406,15,8,8,166,40.8867,21.3645,10.8075,4.3595,204,50.2463,16.0771,13.2213,5.1428,194,47.7833
c495_p1_t0_h17-20,1,234,15,8,8,95,40.5983,20.6467,15.0452,4.5222,123,52.5641,18.74,13.4926,5.3111,122,52.1368
c495_p1_t0_h3-7+22,1,255,15,8,8,100,39.2157,22.8055,12.7465,3.742,121,47.451,16.4958,13.7693,5.5785,123,48.2353
c495_p1_t0_h8-13,1,589,15,8,8,243,41.2564,20.034,10.685,4.456,288,48.8964,16.2898,13.0954,5.5502,289,49.0662
c495_p1_t0_h15-21,1,489,15,8,8,196,40.0818,22.04,14.062,3.912,246,50.3067,17.6223,13.6331,5.4466,244,49.8978
c495_p1_t0_h3-13+22,1,672,15,8,8,257,38.244,21.506,11.4892,4.5985,328,48.8095,16.8738,13.9374,5.6742,324,48.2143
c495_p1_t0_h14-21,1,5128,15,8,8,1770,34.5164,21.9927,13.9448,5.2288,2583,50.3705,16.6306,14.0259,5.8122,2251,43.8963
c495_p1_t0_h0-13+15-22,1,430,15,8,8,44,10.2326,36.265,23.4445,10.1823,239,55.5814,25.311,18.0322,9.4035,154,35.814
c497_p1_t0_h1,1,739,15,8,8,75,10.1488,43.193,23.2565,9.608,412,55.751,30.3648,16.8576,9.6943,268,36.2652
c497_p1_t0_h2,1,1360,15,8,8,137,10.0735,39.9818,23.6202,10.0222,753,55.3676,28.4947,17.5207,9.6887,501,36.8382
c497_p1_t0_h0-13+15-22,1,491,15,8,8,167,34.0122,24.76,12.8815,4.239,248,50.5092,17.8482,13.6737,5.7982,229,46.6395
c498_p1_t0_h1,1,2402,15,8,8,992,41.2989,20.7352,9.6542,3.731,1146,47.7102,16.6387,11.1811,5.5004,1136,47.2939
c498_p1_t0_h2,1,252,15,8,8,93,36.9048,23.113,11.2795,3.6632,115,45.6349,17.5078,13.1098,5.522,108,42.8571
c498_p1_t0_h17-20,1,352,15,8,8,131,37.2159,22.8328,10.9,3.2562,163,46.3068,17.1286,13.3416,5.4177,150,42.6136
c498_p1_t0_h15-21,1,266,15,8,8,126,47.3684,21.7985,8.671,3.094,138,51.8797,15.4267,10.3334,4.1252,130,48.8722
c498_p1_t0_h3-13+22,1,381,15,8,8,137,35.958,22.943,11.627,3.336,177,46.4567,16.9004,13.2694,5.406,164,43.0446
c498_p1_t0_h14-21,1,3625,15,8,8,1458,40.2207,21.669,9.983,3.724,1735,47.8621,16.9026,11.7962,5.4498,1728,47.669
c498_p1_t0_h0-13+15-22,1,272,15,8,8,124,45.5882,18.4128,10.0455,3.7632,140,51.4706,15.6674,11.7652,4.3894,133,48.8971
c507_p1_t0_h0,1,1189,15,8,8,490,41.2111,19.281,12.724,4.342,598,50.2944,15.9523,12.2754,5.0279,570,47.9394
c507_p1_t0_h1,1,2226,15,8,8,965,43.3513,18.887,10.078,4.2372,1048,47.08,16.1198,10.4668,5.1116,1036,46.5409
c507_p1_t0_h2,1,205,15,8,8,94,45.8537,15.372,11.259,3.423,92,44.878,14.2739,11.4347,3.8566,87,42.439
c507_p1_t0_h17-20,1,359,15,8,8,165,45.961,15.999,11.171,3.846,169,47.0752,14.7263,12.2556,3.8472,166,46.2396
c507_p1_t0_h15-21,1,290,15,8,8,146,50.3448,16.6085,8.935,3.8202,141,48.6207,15.7207,10.2749,4.8065,150,51.7241
c507_p1_t0_h3-13+22,1,435,15,8,8,200,45.977,15.7875,10.964,3.9615,201,46.2069,14.8068,12.2765,4.073,200,45.977
c507_p1_t0_h14-21,1,4336,15,8,8,1894,43.6808,19.0645,10.9067,4.175,2098,48.3856,15.9689,11.2173,4.933,2059,47.4862
c507_p1_t0_h0-13+15-22,1,741,15,8,8,166,22.4022,27.417,17.934,6.993,439,59.2443,19.3661,13.2496,7.0127,296,39.946
c51_p1_t0_h1,1,1384,15,8,8,348,25.1445,25.4388,16.6712,6.9748,829,59.8988,19.727,11.4014,7.1003,562,40.6069
c51_p1_t0_h2,1,243,15,8,8,52,21.3992,32.056,15.3675,7.405,135,55.5556,20.464,12.6052,6.9237,95,39.0947
c51_p1_t0_h15-21,1,292,15,8,8,63,21.5753,31.2388,14.931,7.3425,159,54.4521,20.0034,12.3325,6.8353,115,39.3836
c51_p1_t0_h14-21,1,2593,15,8,8,593,22.8693,26.731,16.982,7.184,1484,57.231,20.0489,12.2093,7.1504,1055,40.6865
c51_p1_t0_h0-13+15-22,1,974,15,8,8,571,58.6242,17.331,5.8378,3.2702,507,52.0534,14.066,8.455,5.0998,537,55.1335
c510_p1_t0_h2,1,1407,15,8,8,792,56.29,18.4195,6.1235,3.244,724,51.457,15.0678,8.8754,4.9305,770,54.7264
c510_p1_t0_h0-13+15-22,1,783,15,8,8,173,22.0945,29.5235,18.58,7.1855,430,54.917,23.4493,14.3965,7.643,341,43.5504
c513_p1_t0_h1,1,1442,15,8,8,297,20.5964,34.572,17.4395,8.3902,811,56.2413,26.608,13.9457,7.9698,638,44.2441
c513_p1_t0_h2,1,248,15,8,8,52,20.9677,32.588,16.2825,9.2312,137,55.2419,21.2771,14.9662,8.3749,99,39.9194
c513_p1_t0_h14-21,1,2645,15,8,8,529,20.0,33.196,17.907,8.098,1480,55.9546,25.5379,14.4047,7.9427,1153,43.5917
c513_p1_t0_h0-13+15-22,1,461,15,8,8,97,21.0412,31.986,19.126,6.793,275,59.6529,22.4636,14.9544,7.213,214,46.4208
c514_p1_t0_h1,1,1236,15,8,8,246,19.9029,34.8168,16.0562,8.456,748,60.5178,24.7956,13.2227,8.9707,573,46.3592
c514_p1_t0_h2,1,1995,15,8,8,396,19.8496,32.8565,16.8445,8.023,1134,56.8421,24.2156,13.9788,8.5954,911,45.6642
c514_p1_t0_h0-13+15-22,1,1553,15,8,8,513,33.0328,20.974,12.485,8.327,783,50.4185,15.7998,12.2812,9.0929,667,42.9491
c519_p1_t0,1,971,15,8,8,324,33.3677,27.292,13.841,5.35,506,52.1112,19.4922,14.8506,5.2863,433,44.5932
c523_p1_t0_h1,1,1808,15,8,8,521,28.8164,33.1657,10.1052,4.7512,874,48.3407,23.3941,12.9093,5.3556,768,42.4779
c523_p1_t0_h2,1,246,15,8,8,63,25.6098,33.5715,11.821,3.8618,135,54.878,20.6442,14.429,5.4004,109,44.3089
c523_p1_t0_h15-21,1,326,15,8,8,81,24.8466,35.6498,12.7358,3.8868,181,55.5215,21.2326,14.7425,5.4057,143,43.865
c523_p1_t0_h14-21,1,3311,15,8,8,1052,31.7729,29.355,10.7635,4.702,1534,46.3304,22.1299,13.6073,5.3387,1461,44.1256
c523_p1_t0_h0-13+15-22,1,591,15,8,8,99,16.7513,32.399,20.773,8.18,353,59.7293,21.5622,15.0803,8.1169,235,39.7631
c537_p1_t0_h1,1,1386,15,8,8,218,15.7287,29.8732,20.5378,7.6958,794,57.2872,23.078,14.5452,7.8752,565,40.7648
c537_p1_t0_h2,1,204,15,8,8,37,18.1373,28.2918,21.3715,6.1847,120,58.8235,19.4186,14.8774,6.3393,87,42.6471
c537_p1_t0_h3-13+22,1,239,15,8,8,31,12.9707,34.3215,26.1335,7.933,153,64.0167,23.6825,17.066,8.268,93,38.9121
c537_p1_t0_h14-21,1,2498,15,8,8,391,15.6525,30.9815,20.9732,7.7962,1463,58.5669,22.4894,14.9677,7.774,1021,40.8727
c537_p1_t0_h0-13+15-22,1,269,15,8,8,102,37.9182,24.195,10.975,3.762,131,48.6989,17.9033,12.8001,5.4688,125,46.4684
c541_p1_t0_h0,1,2144,15,8,8,830,38.7127,25.9012,10.9528,3.9055,1108,51.6791,17.2563,13.3671,4.779,1062,49.5336
c541_p1_t0_h1,1,4119,15,8,8,1590,38.6016,24.922,9.517,4.093,2004,48.6526,19.152,13.028,4.8291,2043,49.5994
c541_p1_t0_h2,1,327,15,8,8,108,33.0275,29.437,10.0325,3.877,158,48.318,19.582,13.6435,4.6982,152,46.4832
c541_p1_t0_h19,1,222,15,8,8,82,36.9369,25.3487,8.6805,4.273,120,54.0541,17.1182,11.4477,5.519,107,48.1982
c541_p1_t0_h5-7,1,256,15,8,8,138,53.9062,22.4695,7.6252,3.3642,135,52.7344,17.8583,10.6654,4.054,149,58.2031
c541_p1_t0_h8-11,1,575,15,8,8,197,34.2609,28.2555,11.635,3.8435,293,50.9565,19.5793,14.3878,4.5147,283,49.2174
c541_p1_t0_h17-20,1,269,15,8,8,105,39.0335,23.948,8.331,3.918,137,50.9294,16.8993,11.5151,5.1777,133,49.4424
c541_p1_t0_h3-7+22,1,424,15,8,8,202,47.6415,23.649,9.243,3.6722,231,54.4811,17.525,11.2685,4.2576,224,52.8302
c541_p1_t0_h8-13,1,819,15,8,8,304,37.1184,27.5175,10.123,3.8375,404,49.3284,19.0213,13.7845,4.642,410,50.0611
c541_p1_t0_h15-21,1,693,15,8,8,308,44.4444,23.934,9.143,3.785,373,53.824,17.2805,11.3652,4.6332,364,52.5253
c541_p1_t0_h3-13+22,1,982,15,8,8,372,37.8819,27.7905,9.9668,3.9615,496,50.5092,18.7876,13.1784,4.5845,478,48.6762
c541_p1_t0_h14-21,1,8044,15,8,8,3110,38.6624,25.6468,9.977,3.9595,4023,50.0124,18.6021,13.0713,4.8027,4030,50.0995
c541_p1_t0_h0-13+15-22,1,414,15,8,8,54,13.0435,30.5578,25.55,6.8938,242,58.4541,20.0926,17.8397,7.5659,170,41.0628
c544_p1_t0_h1,1,1149,15,8,8,164,14.2733,31.38,23.346,6.124,649,56.4839,22.7204,16.2522,7.4001,436,37.946
c544_p1_t0_h2,1,217,15,8,8,27,12.4424,32.475,23.346,6.023,140,64.5161,19.5216,16.5992,7.4013,76,35.023
c544_p1_t0_h15-21,1,252,15,8,8,31,12.3016,32.6572,24.2322,6.0113,164,65.0794,19.8239,17.148,7.3663,91,36.1111
c544_p1_t0_h14-21,1,1954,15,8,8,243,12.436,31.1018,24.7108,6.3435,1133,57.9836,21.7056,16.9965,7.5325,750,38.3828
c544_p1_t0_h0-13+15-22,1,406,15,8,8,148,36.4532,15.5398,13.8005,7.9002,202,49.7537,12.7047,12.0394,7.9915,159,39.1626
c546_p1_t0_h1,1,434,15,8,8,156,35.9447,15.5152,11.122,7.9715,193,44.47,12.8019,10.3595,8.7957,181,41.7051
c546_p1_t0_h2,1,991,15,8,8,368,37.1342,15.6595,11.872,7.531,449,45.3078,12.7923,11.2614,8.3954,410,41.3724
c546_p1_t0_h0-13+15-22,1,261,15,8,8,94,36.0153,24.587,14.939,4.969,151,57.8544,20.4507,12.2723,5.7752,126,48.2759
c555_p1_t0_h0,1,1012,15,8,8,276,27.2727,26.5498,16.4755,5.274,577,57.0158,19.7691,13.1361,5.2726,449,44.3676
c555_p1_t0_h1,1,2202,15,8,8,622,28.247,27.3098,14.374,5.2412,1180,53.5876,21.3432,11.8909,6.5508,1000,45.4133
c555_p1_t0_h2,1,268,15,8,8,75,27.9851,25.4365,16.6698,5.2365,149,55.597,18.8345,13.2109,6.0996,118,44.0299
c555_p1_t0_h15-21,1,351,15,8,8,94,26.7806,26.489,16.826,5.078,198,56.4103,19.0099,13.7708,6.3309,163,46.4387
c555_p1_t0_h14-21,1,3921,15,8,8,1117,28.4876,26.677,15.071,5.289,2105,53.6853,20.7536,12.4117,6.1189,1788,45.6006
c555_p1_t0_h0-13+15-22,1,697,15,8,8,347,49.7848,19.404,8.017,3.478,344,49.3544,15.861,11.8478,5.0111,384,55.0933
c568_p1_t0_h1,1,1063,15,8,8,515,48.4478,18.3645,7.5005,3.695,496,46.6604,16.284,11.6023,5.8758,576,54.1863
c568_p1_t0_h2,1,251,15,8,8,127,50.5976,20.8025,7.1075,3.1585,130,51.7928,17.6847,10.4032,4.9556,138,54.9801
c568_p1_t0_h15-21,1,291,15,8,8,145,49.8282,20.5225,6.972,3.214,146,50.1718,17.8563,10.2225,4.8378,159,54.6392
c568_p1_t0_h14-21,1,2337,15,8,8,1142,48.8661,18.911,7.66,3.487,1118,47.8391,16.4442,11.5163,5.3574,1257,53.7869
c568_p1_t0_h0-13+15-22,1,257,15,8,8,61,23.7354,11.646,18.955,2.217,129,50.1946,12.4591,14.3673,4.1237,139,54.0856
c572_p1_t0_h0,1,975,15,8,8,346,35.4872,18.8605,15.492,5.6165,516,52.9231,15.9026,14.9518,7.0523,503,51.5897
c572_p1_t0_h1,1,3059,15,8,8,1049,34.2923,18.36,14.253,4.7255,1390,45.4397,16.0329,13.7924,6.3399,1377,45.0147
c572_p1_t0_h2,1,249,15,8,8,18,7.2289,20.747,46.085,4.719,168,67.4699,14.2929,22.4734,6.8903,59,23.6948
c572_p1_t0_h16,1,328,15,8,8,114,34.7561,20.997,14.4952,5.4202,172,52.439,15.8099,14.7017,5.9864,154,46.9512
c572_p1_t0_h17-20,1,595,15,8,8,138,23.1933,23.657,24.6015,4.9605,291,48.9076,15.4295,18.8086,6.3466,241,40.5042
c572_p1_t0_h15-21,1,328,15,8,8,144,43.9024,17.541,9.464,4.985,155,47.2561,13.9284,12.281,5.1447,147,44.8171
c572_p1_t0_h3-13+22,1,652,15,8,8,167,25.6135,23.222,21.5728,4.832,318,48.773,15.3926,18.4023,6.1912,274,42.0245
