old_cluster_id,image_count,new_cluster_id
135002,820,353
135003,559,354
135004,3049,355
135005,532,356
135006,203,357
135007,1859,358
135008,999,359
135009,7114,360
135010,6018,361
135011,234,362
135012,250,363
135013,1720,364
135014,1764,365
135015,385,366
135016,360,367
135017,806,368
135018,255,369
135019,249,370
135020,1074,371
135021,724,372
135022,479,373
135023,49116,374
135024,204,375
135025,509,376
135026,4941,377
135027,1493,378
135028,1517,379
135029,203,380
135030,1689,381
135031,293,382
135032,1842,383
135033,1783,384
135034,23252,385
135035,9710,386
135036,416,387
135037,2583,388
135038,3918,389
135039,2803,390
135040,2112,391
135041,255,392
135042,2242,393
135043,812,394
135044,1106,395
135045,1404,396
135046,291,397
135047,407,398
135048,1437,399
135049,245,400
135050,4165,401
135051,932,402
135052,1985,403
135053,441,404
135054,854,405
135055,1240,406
135056,694,407
135057,1161,408
135058,1080,409
135059,200,410
135060,1282,411
135061,255,412
135062,1845,413
135063,605,414
135064,7616,415
135065,348,416
135066,4289,417
135067,266,418
135068,294,419
135069,362,420
135070,2537,421
135071,741,422
135072,3632,423
135073,8193,424
135074,520,425
135075,2179,426
135076,238,427
135077,638,428
135078,1820,429
135079,457,430
135080,439,431
135081,1485,432
135082,1252,433
135083,226,434
135084,1723,435
135085,223,436
135086,216,437
135087,8459,438
135088,1568,439
135089,359,440
135090,603,441
135091,246,442
135092,1967,443
135093,412,444
135094,529,445
135095,386,446
135096,537,447
135097,1511,448
135098,294,449
135099,382,450
135100,1320,451
135101,5889,452
135102,226,453
135103,546,454
135104,1677,455
135105,357,456
135106,953,457
135107,851,458
135108,2509,459
135109,667,460
135110,1417,461
135111,3592,462
135112,330,463
135113,302,464
135114,682,465
135115,326,466
135116,499,467
135117,1954,468
135118,640,469
135119,353,470
135120,621,471
135121,3019,472
135122,678,473
135123,371,474
135124,387,475
135125,384,476
135126,316,477
135127,306,478
135128,427,479
135129,1505,480
135130,1822,481
135131,3248,482
135132,1351,483
135133,277,484
135134,904,485
