ihp_cluster,COUNT(so.image_id)
0,0
1,2001
2,437
3,2197
4,2063
5,4229
6,630
7,1136
8,1302
9,214
10,1446
11,2090
12,124
13,2635
14,1028
15,207
16,63
17,322
18,398
19,1069
20,910
21,269
22,816
23,1185
24,138
25,431
26,49
27,12937
28,1761
29,1145
30,1736
31,2454
32,118
33,1255
34,60
35,2116
36,601
37,1056
38,500
39,944
40,2424
41,417
42,798
43,599
44,601
45,554
46,683
47,106
48,260
49,863
50,537
51,1542
52,161
53,3348
54,513
55,674
56,38
57,1585
58,269
59,991
60,322
61,382
62,277
63,2866
64,148
65,1380
66,1299
67,531
68,444
69,6396
70,71
71,629
72,149
73,1222
74,152
75,365
76,3845
77,260
78,405
79,201
80,424
81,401
82,297
83,1164
84,889
85,887
86,642
87,320
88,129
89,2480
90,283
91,285
92,150
93,315
94,664
95,286
96,1005
97,558
98,469
99,48
100,3750
101,1989
102,3350
103,332
104,274
105,201
106,948
107,3470
108,2418
109,429
110,1733
111,159
112,380
113,667
114,426
115,418
116,304
117,1141
118,295
119,68
120,120
121,243
122,1916
123,148
124,2295
125,1001
126,109
127,275
128,1295
129,281
130,1775
131,78
132,2210
133,126
134,199
135,247
136,371
137,757
138,40
139,353
140,2433
141,271
142,807
143,351
144,711
145,483
146,583
147,357
148,650
149,408
150,508
151,163
152,328
153,195
154,73
155,1637
156,3768
157,84
158,878
159,601
160,375
161,407
162,499
163,447
164,677
165,51
166,7329
167,663
168,3638
169,541
170,1552
171,3089
172,1390
173,993
174,756
175,178
176,97
177,220
178,829
179,1379
180,2059
181,812
182,4586
183,776
184,2997
185,224
186,1909
187,2061
188,338
189,61
190,550
191,3781
192,991
193,1176
194,293
195,127
196,328
197,85
198,4262
199,768
200,159
201,2860
202,715
203,423
204,1056
205,533
206,2956
207,329
208,1420
209,1139
210,549
211,504
212,173
213,244
214,1492
215,1836
216,4367
217,742
218,198
219,4583
220,844
221,647
222,1684
223,241
224,596
225,1471
226,138
227,257
228,3958
229,3621
230,463
231,271
232,899
233,2287
234,4869
235,191
236,388
237,203
238,523
239,58
240,6278
241,1241
242,193
243,854
244,1817
245,448
246,221
247,351
248,692
249,179
250,1329
251,1001
252,508
253,346
254,274
255,352
256,214
257,2207
258,515
259,220
260,1477
261,459
262,504
263,1602
264,876
265,1388
266,330
267,298
268,384
269,439
270,1396
271,258
272,819
273,2667
274,450
275,981
276,980
277,1972
278,2518
279,2044
280,2247
281,564
282,36
283,483
284,114
285,536
286,252
287,231
288,2619
289,92
290,345
291,453
292,240
293,1521
294,58
295,391
296,720
297,311
298,69
299,1232
300,465
301,448
302,2559
303,357
304,3051
305,1127
306,2541
307,263
308,1248
309,673
310,666
311,171
312,308
313,272
314,850
315,447
316,1625
317,1880
318,550
319,2919
320,1062
321,289
322,1376
323,823
324,634
325,190
326,31
327,1443
328,358
329,234
330,323
331,1335
332,696
333,55
334,177
335,101
336,203
337,471
338,42
339,622
340,2279
341,1821
342,5029
343,578
344,139
345,336
346,15
347,1139
348,45
349,554
350,555
351,5063
352,1269
353,554
354,286
355,528
356,2008
357,477
358,112
359,440
360,1918
361,223
362,166
363,624
364,869
365,467
366,125
367,842
368,195
369,2507
370,197
371,186
372,630
373,612
374,375
375,954
376,850
377,786
378,154
379,442
380,363
381,1417
382,225
383,224
384,23
385,73
386,2837
387,670
388,295
389,2037
390,1033
391,5397
392,87
393,528
394,134
395,1004
396,2456
397,140
398,681
399,216
400,73
401,285
402,520
403,11
404,1884
405,314
406,174
407,987
408,289
409,151
410,444
411,161
412,4351
413,17
414,322
415,355
416,1865
417,112
418,66
419,191
420,2107
421,52
422,3405
423,1594
424,276
425,2510
426,2271
427,233
428,206
429,915
430,2122
431,548
432,146
433,100
434,213
435,705
436,1447
437,1020
438,119
439,4175
440,333
441,196
442,192
443,324
444,274
445,1167
446,1460
447,689
448,1552
449,3717
450,574
451,217
452,176
453,139
454,504
455,99
456,327
457,2138
458,77
459,594
460,1200
461,124
462,1166
463,120
464,790
465,342
466,549
467,2969
468,62
469,222
470,816
471,431
472,1086
473,549
474,294
475,41
476,1953
477,286
478,65
479,1171
480,130
481,3898
482,2127
483,596
484,306
485,1639
486,533
487,2098
488,478
489,263
490,654
491,5753
492,360
493,139
494,628
495,179
496,252
497,382
498,522
499,296
500,2024
501,485
502,870
503,274
504,151
505,1532
506,1561
507,647
508,151
509,493
510,172
511,428
1026,310
