ihp_cluster,COUNT(so.image_id)
0,0
1,10880
2,6250
3,657
4,8060
5,6399
6,3829
7,7472
8,6447
9,833
10,4894
11,8207
12,1600
13,3989
14,920
15,2589
16,275
17,2822
18,2862
19,12962
20,3391
21,3194
22,935
23,4485
24,932
25,5706
26,459
27,3728
28,10619
29,8578
30,2381
31,5835
32,1214
33,6615
34,244
35,6438
36,1794
37,18417
38,5199
39,7490
40,15270
41,1712
42,589
43,520
44,9117
45,2180
46,7799
47,375
48,1714
49,1598
50,5576
51,13763
52,422
53,1914
54,267
55,7894
56,99
57,4964
58,1570
59,6235
60,1256
61,1170
62,878
63,21704
64,415
65,7188
66,2346
67,4627
68,1442
69,3043
70,262
71,3161
72,1035
73,4944
74,2296
75,3308
76,9229
77,1764
78,8510
79,1216
80,1086
81,8057
82,2441
83,1247
84,1587
85,2303
86,2384
87,2278
88,127
89,7869
90,606
91,1171
92,1451
93,587
94,7141
95,1686
96,236
97,1622
98,1004
99,215
100,21588
101,13701
102,7956
103,416
104,1922
105,1815
106,2495
107,3071
108,1704
109,2024
110,2217
111,1568
112,1987
113,6173
114,3908
115,3459
116,4099
117,6718
118,2314
119,715
120,310
121,3943
122,19692
123,2321
124,4492
125,5170
126,310
127,528
128,4223
129,808
130,2484
131,368
132,7550
133,358
134,1740
135,1038
136,794
137,3007
138,175
139,646
140,25558
141,454
142,6350
143,3624
144,1337
145,1437
146,800
147,4390
148,3270
149,1309
150,5692
151,1707
152,601
153,4823
154,305
155,6220
156,3936
157,160
158,7341
159,2395
160,658
161,1669
162,7402
163,1071
164,6718
165,99
166,3984
167,3767
168,17346
169,1157
170,6524
171,3046
172,9114
173,6765
174,5774
175,4404
176,445
177,689
178,2604
179,4548
180,16695
181,3715
182,1115
183,3931
184,21354
185,577
186,14326
187,3604
188,2216
189,299
190,5318
191,10903
192,1494
193,2059
194,475
195,251
196,3197
197,191
198,11728
199,1961
200,339
201,10122
202,2371
203,918
204,2105
205,2195
206,11728
207,267
208,7121
209,2124
210,1822
211,4292
212,2590
213,917
214,3936
215,6387
216,41295
217,2433
218,3276
219,3314
220,5979
221,8133
222,694
223,224
224,4939
225,5823
226,236
227,4488
228,4931
229,16084
230,1195
231,1970
232,3157
233,3173
234,1188
235,2679
236,4705
237,4036
238,1480
239,234
240,36842
241,3176
242,1263
243,1030
244,1299
245,4251
246,887
247,3048
248,3657
249,459
250,5535
251,2458
252,5576
253,1343
254,1961
255,2556
256,4507
257,5867
258,8045
259,1132
260,9867
261,3423
262,1182
263,1904
264,1283
265,10455
266,1589
267,4277
268,1299
269,6366
270,5492
271,1056
272,1932
273,22059
274,5794
275,2097
276,1314
277,14620
278,7232
279,7553
280,5414
281,5069
282,555
283,2462
284,694
285,387
286,644
287,1578
288,3273
289,474
290,692
291,429
292,786
293,6876
294,392
295,1666
296,3695
297,876
298,917
299,3822
300,2383
301,563
302,23347
303,2926
304,15826
305,1322
306,24244
307,316
308,1521
309,9393
310,5988
311,2802
312,1605
313,674
314,5459
315,2185
316,2794
317,6522
318,2869
319,6029
320,3369
321,1351
322,13867
323,2771
324,5291
325,304
326,179
327,6347
328,438
329,2911
330,6827
331,11432
332,1547
333,741
334,833
335,516
336,647
337,4969
338,207
339,450
340,12129
341,9404
342,30536
343,1267
344,2888
345,2075
346,51
347,2868
348,200
349,1789
350,4959
351,2460
352,13069
353,1305
354,3899
355,597
356,5767
357,3386
358,1091
359,681
360,2302
361,2387
362,401
363,3379
364,5223
365,4008
366,803
367,1340
368,574
369,7622
370,3239
371,1078
372,1300
373,4983
374,795
375,2935
376,3800
377,2546
378,1919
379,505
380,5638
381,12724
382,942
383,2008
384,43
385,337
386,2554
387,3371
388,728
389,4885
390,9461
391,27835
392,1004
393,435
394,502
395,5282
396,5644
397,1335
398,3376
399,3597
400,210
401,3964
402,10015
403,49
404,3189
405,2497
406,1452
407,3640
408,373
409,194
410,3985
411,203
412,2578
413,50
414,1012
415,1850
416,1884
417,656
418,467
419,879
420,3374
421,60
422,1923
423,17391
424,1682
425,3714
426,21443
427,786
428,646
429,1737
430,9226
431,198
432,1279
433,857
434,738
435,2940
436,2649
437,1027
438,829
439,4409
440,538
441,951
442,488
443,5315
444,1088
445,8469
446,7119
447,4146
448,9404
449,15027
450,1157
451,4000
452,1479
453,2717
454,5993
455,817
456,6536
457,11227
458,358
459,4511
460,3488
461,1570
462,9773
463,1047
464,6959
465,5840
466,2335
467,4840
468,59
469,4711
470,4430
471,3637
472,7020
473,2008
474,511
475,292
476,14753
477,1027
478,659
479,3904
480,889
481,17609
482,6880
483,10129
484,2487
485,14998
486,4040
487,6302
488,2117
489,437
490,2795
491,4322
492,418
493,3327
494,1318
495,3978
496,1386
497,832
498,4713
499,1010
500,2382
501,5424
502,651
503,256
504,1270
505,10079
506,1570
507,1238
508,1352
509,1320
510,1160
511,807
1026,5847
