ihp_cluster,COUNT(so.image_id)
0,0
1,2132
2,1546
3,919
4,5041
5,1070
6,741
7,821
8,1405
9,42
10,920
11,1176
12,19
13,797
14,1935
15,76
16,17
17,237
18,825
19,2091
20,1367
21,265
22,1535
23,529
24,162
25,279
26,82
27,2420
28,3180
29,944
30,259
31,790
32,202
33,1219
34,26
35,1904
36,1130
37,2160
38,566
39,790
40,2108
41,237
42,485
43,1437
44,945
45,494
46,346
47,10
48,146
49,161
50,1044
51,2514
52,24
53,7717
54,112
55,1250
56,19
57,420
58,130
59,2768
60,221
61,166
62,63
63,4227
64,39
65,963
66,250
67,655
68,453
69,529
70,29
71,508
72,57
73,739
74,46
75,376
76,1226
77,257
78,197
79,137
80,1037
81,1081
82,186
83,126
84,164
85,711
86,343
87,357
88,5
89,2050
90,104
91,44
92,109
93,152
94,491
95,542
96,20
97,282
98,658
99,9
100,6365
101,1734
102,759
103,331
104,367
105,94
106,532
107,502
108,5259
109,182
110,1075
111,628
112,372
113,702
114,516
115,350
116,412
117,512
118,284
119,49
120,38
121,88
122,3423
123,70
124,3258
125,763
126,54
127,108
128,649
129,280
130,2156
131,21
132,1201
133,30
134,95
135,517
136,275
137,385
138,15
139,209
140,4417
141,240
142,885
143,359
144,645
145,219
146,502
147,386
148,111
149,2460
150,581
151,41
152,95
153,97
154,9
155,1449
156,5633
157,27
158,713
159,535
160,120
161,557
162,906
163,273
164,796
165,16
166,551
167,908
168,6813
169,827
170,2465
171,3269
172,695
173,872
174,1629
175,43
176,43
177,387
178,420
179,525
180,3392
181,472
182,541
183,780
184,8793
185,486
186,3269
187,880
188,149
189,16
190,355
191,2749
192,1331
193,1044
194,34
195,27
196,206
197,42
198,1949
199,460
200,61
201,1154
202,277
203,302
204,386
205,326
206,3845
207,35
208,2089
209,1059
210,1140
211,611
212,108
213,153
214,562
215,3744
216,5171
217,562
218,174
219,1318
220,2196
221,686
222,1215
223,52
224,421
225,401
226,108
227,85
228,528
229,8154
230,170
231,182
232,444
233,903
234,2504
235,95
236,350
237,30
238,271
239,13
240,8847
241,974
242,51
243,306
244,2190
245,800
246,444
247,220
248,717
249,26
250,1518
251,639
252,464
253,211
254,480
255,353
256,106
257,2167
258,515
259,135
260,1192
261,917
262,976
263,389
264,1341
265,3064
266,141
267,99
268,109
269,646
270,1228
271,263
272,274
273,1525
274,897
275,424
276,1048
277,3437
278,821
279,1846
280,568
281,781
282,27
283,439
284,60
285,205
286,195
287,79
288,7689
289,50
290,356
291,118
292,125
293,903
294,7
295,338
296,848
297,152
298,7
299,1109
300,466
301,67
302,5450
303,583
304,4745
305,2067
306,5742
307,55
308,209
309,571
310,677
311,76
312,203
313,408
314,527
315,661
316,2227
317,1746
318,1104
319,956
320,674
321,75
322,4828
323,324
324,2078
325,142
326,5
327,774
328,349
329,275
330,208
331,2108
332,325
333,5
334,74
335,57
336,135
337,241
338,18
339,132
340,2068
341,885
342,9657
343,221
344,31
345,256
346,2
347,245
348,9
349,339
350,321
351,2100
352,1800
353,123
354,103
355,707
356,1097
357,878
358,16
359,414
360,191
361,123
362,102
363,339
364,1561
365,422
366,315
367,537
368,40
369,1030
370,1336
371,439
372,145
373,146
374,131
375,642
376,797
377,618
378,61
379,591
380,732
381,1202
382,119
383,189
384,1
385,36
386,261
387,1085
388,72
389,993
390,2175
391,5694
392,13
393,46
394,29
395,532
396,5787
397,52
398,653
399,67
400,9
401,223
402,506
403,3
404,1115
405,177
406,131
407,462
408,92
409,22
410,318
411,8
412,1867
413,2
414,219
415,208
416,638
417,39
418,10
419,241
420,961
421,6
422,3761
423,2163
424,160
425,4720
426,2498
427,73
428,97
429,366
430,1067
431,40
432,161
433,250
434,105
435,360
436,1230
437,639
438,3
439,442
440,43
441,136
442,190
443,471
444,253
445,2214
446,4763
447,275
448,6467
449,3842
450,700
451,572
452,67
453,62
454,581
455,62
456,57
457,2190
458,27
459,510
460,359
461,56
462,714
463,125
464,1585
465,193
466,358
467,620
468,2
469,81
470,1422
471,458
472,1508
473,309
474,357
475,118
476,3187
477,374
478,18
479,1505
480,31
481,3596
482,4605
483,691
484,281
485,2616
486,612
487,1423
488,270
489,144
490,834
491,406
492,148
493,19
494,117
495,67
496,78
497,201
498,1443
499,100
500,1756
501,501
502,1010
503,28
504,53
505,861
506,456
507,1727
508,68
509,451
510,555
511,256
1026,752
